,TRACKINGNUMBER,NAME,PHYSICALADDRESS,PHYSICALCITY,FACTYPE,LATITUDE,LONGITUDE
947,ACAK-8T9PGA,KFC #1818/Taco Bell,9056 152 St,Surrey,Restaurant,49.16739931,-122.8009639
948,ACAK-8T9NSX,KFC #1820/Taco Bell,13577 73rd Ave,Surrey,Restaurant,49.13524174,-122.84601841
949,SDFO-8HEPAH,KFC #1838,12121 72 Ave,Surrey,Restaurant,49.13426465,-122.88752283
950,NDAA-9HDUF4,Khalsa Diwan Society,7938 128 St,Surrey,Restaurant,49.14687516,-122.86577071
951,SHEN-APFQLS,Khalsa Rasoyee and Sweets,16055 Fraser Hwy,Surrey,Restaurant,49.1569391,-122.77710268
952,GEDS-66Z2DP,Khalsa School Cafeteria,6933 124 St,Surrey,Restaurant,49.12960441,-122.87927581
953,NDAA-9PPQAD,Khalsa Secondary School (High School),10677 124 St,Surrey,Restaurant,49.19613704,-122.87891244
954,A020053    ,Kid's Play Daycare Centre Food Service,12819 Old Yale Rd,Surrey,Restaurant,49.19765626,-122.86695902
955,SWOD-AEVR4M,Kids & Company (King George),9900 King George Blvd,Surrey,Restaurant,49.18235922,-122.84490698
956,SWOD-A83PU8,Kids & Company (Surrey Professional),13737 96 Ave,Surrey,Restaurant,49.17720977,-122.84275097
957,NDAA-A9PNQA,Kids & Company Morgan Crossing South Surrey,15715 Croydon Dr,Surrey,Restaurant,49.04822684,-122.78711568
958,KSMH-AQNNLT,Kids Play Cafe & Cafe Artistico,14885 60 Ave,Surrey,Restaurant,49.11196946,-122.8099226
959,GEDS-7K9VBQ,Kiki's Kitchen,7392 138 St,Surrey,Restaurant,49.13707808,-122.83840545
960,PGOO-662TRV,Kiki's Restaurant,1959 152 St,Surrey,Restaurant,49.03727504,-122.80146689
961,GEDS-65FPRC,Kim Hoang Restaurant,10330 152 St,Surrey,Restaurant,49.19027016,-122.80009284
962,GEDS-7A3RL8,Kimbelee Place,12935 96 Ave,Surrey,Restaurant,49.17733839,-122.86410244
963,A019679    ,Kimchi Palace Restaurant,6019 196 St,Surrey,Restaurant,49.11155799,-122.6802683
964,SPLH-AEPLC8,Kin Thai Kitchen & Bar,2443 161A St,Surrey,Restaurant,49.0469929,-122.77530006
965,NDAA-922NLC,King Do Restaurant,13922 104 Ave,Surrey,Restaurant,49.19134235,-122.83651183
966,SHEN-9PHPWJ,King George Pizza,7093 King George Blvd,Surrey,Restaurant,49.13100319,-122.84598983
967,SHEN-A2FL98,King Tut's Donair and Pizza,5691 177B St,Surrey,Restaurant,49.10579854,-122.73053374
968,SHEN-AP5PVE,Kingfisher,13569 105A Ave,Surrey,Restaurant,49.19459605,-122.84625652
969,PNEL-8RYR39,Kinsmen Lodge,9650 137A St,Surrey,Restaurant,49.17773169,-122.8417974
970,SHEN-9PXNWT,Knight & Day,9677 King George Blvd,Surrey,Restaurant,49.17836605,-122.84605968
971,SWOD-AHS22K,Koco Espresso,13585 16 Ave,Surrey,Restaurant,49.03142466,-122.8462418
972,GEDS-7YYQWY,Kohinoor Restaurant,12889 84 Ave,Surrey,Restaurant,49.15556846,-122.86572959
973,SHEN-A72RZ7,Kraft & Pizza Factory,2336 King George Blvd,Surrey,Restaurant,49.04468339,-122.79203148
974,GEDS-75NVFM,Krishnas Dosa Grill,8910 120 St,Surrey,Restaurant,49.16515223,-122.89006953
975,SPLH-9SZQG4,KSP Shahi Catering & Sweets,12815 85 Ave,Surrey,Restaurant,49.15759827,-122.86744072
976,JDSO-ACGNVG,Kubyertos Lechon House,8140 120 St,Surrey,Restaurant,49.15114002,-122.89006646
977,NDAA-9BHTGZ,Kung Pao Wok,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
978,JDSO-ACMM6Y,KW Gardens Chinese Cuisine,2338 King George Blvd,Surrey,Restaurant,49.04476621,-122.79211858
979,NDAA-9B3QS3,Kwan Kee Noodle House,15277 100 Ave,Surrey,Restaurant,49.1844401,-122.79879019
980,A020029    ,Kwantlen Park Secondary School Cafeteria,10441 132 St,Surrey,Restaurant,49.19222044,-122.85667971
981,SDFO-8KMTQB,Kwantlen Pizza Sweets & Snacks,15122 72 Ave,Surrey,Restaurant,49.13351251,-122.8026091
982,SHEN-9PHLGV,Kwantlen Pizza Sweets & Snacks,12578 72 Ave,Surrey,Restaurant,49.13327245,-122.87415958
983,GEDS-68HS4Q,Kyoto Sushi Japanese Restaurant,13651 72 Ave,Surrey,Restaurant,49.13373649,-122.84401015
984,A020119    ,La Charcuterie Deli,19080 96 Ave,Surrey,Restaurant,49.1768378,-122.69441522
985,SWOD-A58Q7W,La Conquistadora de Pablo,10511 King George Blvd,Surrey,Restaurant,49.19366523,-122.84560459
986,KSMH-ASUUGL,La D'Amico Pizza,13916 Grosvenor Rd,Surrey,Restaurant,49.20368515,-122.83634833
987,A016961    ,LA Matheson Secondary School,9484 122 St,Surrey,Restaurant,49.17529188,-122.88439706
988,PNEL-8RHMJZ,La Tandoori Pick & Go Restaurant,7743 128 St,Surrey,Restaurant,49.14346097,-122.86817479
989,JDSO-ACMMJJ,La Van Tea,1688 152 St,Surrey,Restaurant,49.03243524,-122.80089314
990,SWOD-9Y2MB7,Lahori Sweets & Restaurant,12877 80 Ave,Surrey,Restaurant,49.14842952,-122.86514353
991,PGOO-665TGZ,Lakwon Rice Bakery,12520 Old Yale Rd,Surrey,Restaurant,49.19705281,-122.87538776
992,A014563    ,Westminster House Food Service,1653 140 St,Surrey,Restaurant,49.03243638,-122.83638426
993,A019219    ,Whalley Ball Park Green Concession,13350 105A Ave,Surrey,Restaurant,49.19308605,-122.85269019
994,S003239    ,Whalley Little League Concession - Major Diamond,13350 105A Ave,Surrey,Restaurant,49.19308605,-122.85269019
995,A018869    ,Whalley Round-up Cafe,10449 King George Blvd,Surrey,Restaurant,49.19258975,-122.84564478
996,SPLH-ASQPK5,What The Pho,13655 72 Ave,Surrey,Restaurant,49.13373951,-122.84391651
997,GEDS-6Q4UFR,White Spot #629,10181 152 St,Surrey,Restaurant,49.18706468,-122.80131233
998,A019600    ,White Spot #633,1681 152 St,Surrey,Restaurant,49.03298204,-122.80167209
999,GEDS-6FYVJP,White Spot #658,13580 102 Ave,Surrey,Restaurant,49.18766811,-122.84597994
1000,SDFO-8HCV64,White Spot (Morgan Crossing),15877 Croydon Dr,Surrey,Restaurant,49.04615548,-122.78245741
1001,NDAA-9DGPS6,Whitecliff Residence Foods Services,15501 16 Ave,Surrey,Restaurant,49.03127682,-122.7930744
1002,ACAK-97GPH7,Wild Wing,7322 King George Blvd,Surrey,Restaurant,49.1353508,-122.84515819
1003,A020459    ,Wings Tap And Grill,7124 King George Blvd,Surrey,Restaurant,49.13216781,-122.84503648
1004,SDFO-8G3PVK,Wired Monk Coffee Bistro (60th Ave),16811 60 Ave,Surrey,Restaurant,49.1116968,-122.75632129
1005,GEDS-7SDM3H,Wok Box (Grandview Corners),2285 160 St,Surrey,Restaurant,49.04321227,-122.78006799
1006,SHEN-AP5Q5S,World Famous Chicken World,12842 96 Ave,Surrey,Restaurant,49.17696476,-122.86655037
1007,SHEN-9X3LYQ,WRSSBA (White Rock South Surrey Baseball Association) Concessio,14600 20 Ave,Surrey,Restaurant,49.03803115,-122.81592277
1008,GEDS-78BTNS,X-Fuel Nutrition Inc,7635 King George Blvd,Surrey,Restaurant,49.14164135,-122.84596077
1009,SWOD-AG7UK4,Yakko Sushi,19537 Fraser Hwy,Surrey,Restaurant,49.11499575,-122.68167777
1010,NDAA-965PJR,Yale Road Centre - Food Services,13333 Old Yale Rd,Surrey,Restaurant,49.1868728,-122.85343393
1011,SPLH-ASUT3X,Yamako Japanese Restaurant,15355 24 Ave,Surrey,Restaurant,49.04583671,-122.79750443
1012,GEDS-7GZU35,YL's Curry Bowl,15277 100 Ave,Surrey,Restaurant,49.1844401,-122.79879019
1013,SWOD-AF5LU9,Yo-Good,10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.84584777
1014,SHEN-AKQP9B,Yogen Fruz (Guildford),10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
1015,SPLH-9P8Q6K,Yoko Sushi & Noodle House,16013 Fraser Hwy,Surrey,Restaurant,49.15736772,-122.77831415
1016,SYOG-5M55QU,Zion Park Manor Food Service,5939 180 St,Surrey,Restaurant,49.11004416,-122.72400029
1017,SPLH-9NEUHG,Zugba Flame Grilled Chicken,14351 104 Ave,Surrey,Restaurant,49.19172759,-122.82418348
1018,SWOD-AJ7SHT,Zyka Restaurant,2755 192 St,Surrey,Restaurant,49.05247451,-122.69181713
1019,SPLH-9KHPNC,Landmark Cinemas 12 Guildford Surrey - Concession,15051 101 Ave,Surrey,Restaurant,49.18627117,-122.80501922
1020,SPLH-9KHS7E,Landmark Cinemas 12 Guildford Surrey - Pizza Pizza,15051 101 Ave,Surrey,Restaurant,49.18627117,-122.80501922
1021,SHEN-A7LPGD,Lark Care (Laurel) Operations Ltd.,9688 137A St,Surrey,Restaurant,49.17842207,-122.84178025
1022,SDFO-8DFUST,Launching Pad,984 160 St,Surrey,Restaurant,49.0199688,-122.77899078
1023,SPLH-ARLUG4,Lazeez Pizza,9014 152 St,Surrey,Restaurant,49.16697429,-122.79924081
1024,JDSO-AD3QH2,Leaf Tea,1618 152 St,Surrey,Restaurant,49.03148525,-122.80089676
1025,SPLH-9P2P7K,Lee Gar Nei K-Food,15280 101 Ave,Surrey,Restaurant,49.18597274,-122.79860311
1026,SWOD-AHZUMF,Lee Yuen Seafood Restaurant,14755 104 Ave,Surrey,Restaurant,49.19166808,-122.8136896
1027,NDAA-9YQU3K,Lee's Express Chinese Food,9181 148 St,Surrey,Restaurant,49.16969397,-122.81243131
1028,GEDS-65GNXR,Lighthouse Fish & Chips,9631 128 St,Surrey,Restaurant,49.17753881,-122.86809344
1029,SPLH-AAATM9,Lighthouse Fresh & Tasty (88th Ave Surrey),12499 88 Ave,Surrey,Restaurant,49.16335778,-122.8766604
1030,GEDS-7UUR33,Lighthouse Fresh and Tasty,8050 King George Blvd,Surrey,Restaurant,49.14889075,-122.84525499
1031,GEDS-7GRTFY,Links Lunch Program,14727 108 Ave,Surrey,Restaurant,49.19889521,-122.81445637
1032,GEDS-6BEQ5E,Little Caesars Pizza #456-003,7135 138 St,Surrey,Restaurant,49.13246636,-122.83915946
1033,A014053    ,Little Caesars Pizza #456-004,12830 96 Ave,Surrey,Restaurant,49.17696905,-122.86709444
1034,A017919    ,Little Caesars Pizza #456-006,8888 152A St,Surrey,Restaurant,49.16418147,-122.79941439
1035,HCAR-AUFSB5,Little Caesars Pizza #4889-0001,3041 152 St,Surrey,Restaurant,49.05731993,-122.80208925
1036,JDSO-ADSLBL,Little Cloud Coffee,10422 168 St,Surrey,Restaurant,49.19205936,-122.75625586
1037,SPLH-9KKPBC,Little Greek Restaurant,19110 96 Ave,Surrey,Restaurant,49.17682471,-122.69318085
1038,NDAA-9NVSPB,Little Tea House (Surrey),15277 100 Ave,Surrey,Restaurant,49.1844401,-122.79879019
1039,A016876    ,Lord Tweedsmuir Secondary School Cafeteria,6151 180 St,Surrey,Restaurant,49.11445485,-122.72404012
1040,RORS-6732A2,Lovely Sweets & Restaurant,7168 128 St,Surrey,Restaurant,49.13296455,-122.86756983
1041,LCAL-6TNQTM,Lucky Horse Restaurant (72nd Ave),13737 72 Ave,Surrey,Restaurant,49.13374407,-122.84177068
1042,GEDS-68TMHX,M Bar,10680 151A St,Surrey,Restaurant,49.19631227,-122.8024303
1043,ACAK-985SVG,Mac's Convenience Store #1094,13192 104 Ave,Surrey,Restaurant,49.19151202,-122.85697718
1044,A020070    ,Mac's Convenience Store #11095,1751 King George Blvd,Surrey,Restaurant,49.03381391,-122.77953123
1045,SWOD-9Y7LFB,Mac's Convenience Store #11096,14820 108 Ave,Surrey,Restaurant,49.19856643,-122.81190569
1046,NDAA-A4NNSC,Mac's Convenience Store #11109,13983 16 Ave,Surrey,Restaurant,49.03139493,-122.83462759
1047,SPLH-9KKLFZ,Mac's Convenience Store #11159,8007 King George Blvd,Surrey,Restaurant,49.1485101,-122.84605304
1048,JDSO-ADQPYF,Madras Club House,13737 72 Ave,Surrey,Restaurant,49.13374407,-122.84177068
1049,SHEN-A47S4X,Maguro Japanese Restaurant,10090 152 St,Surrey,Restaurant,49.18575463,-122.80058146
1050,NDAA-A4NQ5T,Maguroguy Asian Cuisine,2670 152 St,Surrey,Restaurant,49.05026809,-122.80093219
1051,NDAA-98FRJN,Maharaja Banquet Hall,8148 128 St,Surrey,Restaurant,49.15057771,-122.86483054
1052,GEDS-7UDLSN,Maharaja Catering,8148 128 St,Surrey,Restaurant,49.15057771,-122.86483054
1053,SWOD-A45NPC,Mahaveer Chef's Choice,10227 King George Blvd,Surrey,Restaurant,49.18849999,-122.8457129
1054,A019865    ,Mahek Chat House,8556 120 St,Surrey,Restaurant,49.15831669,-122.8900703
1055,GEDS-6ZBMVJ,Mahek Restaurant & Lounge,9470 120 St,Surrey,Restaurant,49.17490502,-122.8899125
1056,NDAA-92AQSX,Main Choice Chinese Restaurant,13393 72 Ave,Surrey,Restaurant,49.13381313,-122.85180728
1057,GEDS-82XR84,Mal Li Jang Sung,13648 105A Ave,Surrey,Restaurant,49.19427961,-122.84400736
1058,GEDS-5YFNWJ,Malaysian Hut Restaurant,14727 108 Ave,Surrey,Restaurant,49.19889521,-122.81445637
1059,SWOD-9XCQUH,Malone's Delicatessen & Fine Foods,12901 16 Ave,Surrey,Restaurant,49.03150214,-122.86510087
1060,ACAK-8TMV2A,Mama Mia Gelato / Noor Mahal,7130 120 St,Surrey,Restaurant,49.13256483,-122.88946309
1061,GEDS-6Y2SA8,Man Seng Kitchen,14770 108A Ave,Surrey,Restaurant,49.19952855,-122.81343614
1062,SHEN-9PAVDQ,Manis Restaurant,10768 Whalley Blvd,Surrey,Restaurant,49.19795341,-122.84208475
1063,DMIL-8L2MUQ,Manohar Vegetarian Bakery,8120 128 St,Surrey,Restaurant,49.14939795,-122.8660477
1064,SWOD-APTQ8E,Manohar Vegetarian Bakery - Fleetwood,15905 Fraser Hwy,Surrey,Restaurant,49.15907102,-122.78175449
1065,SHEN-AU2T99,Maple Pizza and Grace Market,10063 117 St,Surrey,Restaurant,49.1856248,-122.89888439
1066,SHEN-AMWPLX,Maple Sushi Japanese Restaurant,2385 King George Blvd,Surrey,Restaurant,49.04487841,-122.79424559
1067,SWOD-AHFSWE,Marble Slab Creamery (160th St),2245 160 St,Surrey,Restaurant,49.04289123,-122.77955252
1068,SDFO-8H8NUP,Marini Italian Foods,15151 Fraser Hwy,Surrey,Restaurant,49.16683625,-122.80287193
1069,GEDS-6FCSSR,Martino's Cappuccino and Coffee Bar,12211 Beecher St,Surrey,Restaurant,49.0525937,-122.8836791
1070,JDSO-ACNPRH,MasQueSolo Sushi and Kitchen,5827 176 St,Surrey,Restaurant,49.10833316,-122.73518228
1071,NDAA-ALQNX9,Mastro Pizza,1959 152 St,Surrey,Restaurant,49.03727504,-122.80146689
1072,GEDS-6R5QAM,Maxim's Bakery (Surrey),10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.84584777
1073,GEDS-82XQBH,Maxxine Wright Community Health Centre,13733 92 Ave,Surrey,Restaurant,49.17026706,-122.84242911
1074,GEDS-6FCQBD,Mayuri Indian Cuisine,12677 80 Ave,Surrey,Restaurant,49.14843217,-122.87145892
1075,JDSO-AC7T7X,McDonald's # 40141,12451 88 Ave,Surrey,Restaurant,49.16571006,-122.87768487
1076,JDSO-ACAMN8,McDonald's #22357,14476 104 Ave,Surrey,Restaurant,49.19131349,-122.82080212
1077,SWOD-AFTRCP,McDonald's #8240,1789 152 St,Surrey,Restaurant,49.03413084,-122.80146628
1078,A019243    ,McDonald's #8249,12930 96 Ave,Surrey,Restaurant,49.17695672,-122.8646301
1079,A018086    ,McDonald's #8250,13565 72 Ave,Surrey,Restaurant,49.13372548,-122.84680936
1080,A016803    ,McDonald's #8399,8586 120 St,Surrey,Restaurant,49.15930513,-122.89007979
1081,A016843    ,McDonald's #8434,15574 Fraser Hwy,Surrey,Restaurant,49.16195612,-122.79133668
1082,A017233    ,McDonald's #8550,11011 Scott Rd,Surrey,Restaurant,49.20265513,-122.87916571
1083,A017472    ,McDonald's #8606,6333 King George Blvd,Surrey,Restaurant,49.11831829,-122.84583582
1084,A018520    ,McDonald's #8616,17635 64 Ave,Surrey,Restaurant,49.1189676,-122.73375649
1085,SHEN-AGKQYB,McDonald's #8688,3104 King George Blvd,Surrey,Restaurant,49.05869324,-122.80918105
1086,SHEN-AGKQRM,McDonald's #8957,2355 160 St,Surrey,Restaurant,49.04439297,-122.78143202
1087,GEDS-68HREG,McDonald's (Cloverdale),17960 56 Ave,Surrey,Restaurant,49.10399281,-122.72524251
1088,GEDS-68HQ9E,McDonald's (Tynehead),9638 160 St,Surrey,Restaurant,49.17750205,-122.77845696
1089,JDSO-AC4M2W,McDonald's Restaurant of Canada # 1196,10240 King George Blvd,Surrey,Restaurant,49.18861735,-122.84507969
1090,GEDS-7LLUH7,McJac's Roadhouse Grille Restaurant,1781 King George Blvd,Surrey,Restaurant,49.03425714,-122.78005519
1091,GEDS-76LL6L,Mediterranean Pita Bakery,12950 80 Ave,Surrey,Restaurant,49.14796994,-122.86372443
1092,GEDS-6XLUHV,Mehfil India Restaurant & Sweets,9570 120 St,Surrey,Restaurant,49.17657841,-122.88986114
1093,NDAA-8Y9UZA,Mek's Delight,14910 104 Ave,Surrey,Restaurant,49.19134073,-122.80856143
1094,MMAR-873Q9Y,Memphis Blues BBQ,18690 Fraser Hwy,Surrey,Restaurant,49.12447159,-122.70401783
1095,NDAA-A4FVF4,Menchie's #633,15146 100 Ave,Surrey,Restaurant,49.18396932,-122.80224523
1096,SHEN-A3BV36,Menchies Frozen Yogurt - Morgan Crossing,15775 Croydon Dr,Surrey,Restaurant,49.04768716,-122.78492695
1097,SDFO-8ACT64,Mercy Ministries - Residential Care Service,19465 16 Ave,Surrey,Restaurant,49.031285,-122.68419627
1098,A019337    ,Meridian Par 3,1054 168 St,Surrey,Restaurant,49.0211776,-122.7563544
1099,HCAR-AWERFN,Mezbaan (Indo Chinese Food),12790 96 Ave,Surrey,Restaurant,49.17702781,-122.86845856
1100,SYOG-5M57KL,Michael's Artisan Bakery,15578 24 Ave,Surrey,Restaurant,49.04542303,-122.79075466
1101,ACAK-9BETPK,Migoto Sushi/Guildford,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
1102,GEDS-6A5PPP,Milestone's (South Point),3085 152 St,Surrey,Restaurant,49.05783493,-122.80213247
1103,NDAA-9RTTCV,Milestones Restaurants,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
1104,HCAR-AU7R9T,Miltomates,9613 192 St,Surrey,Restaurant,49.17736128,-122.69071803
1105,SWOD-AHQPLH,Ming Yan Seafood Restaurant,3238 King George Blvd,Surrey,Restaurant,49.06094416,-122.81190509
1106,SDFO-89YT2W,Mink A Chocolate Cafe,15775 Croydon Dr,Surrey,Restaurant,49.04768716,-122.78492695
1107,PGOO-68KPB5,Mirage Banquet Hall,17767 64 Ave,Surrey,Restaurant,49.11898358,-122.7302435
1108,NDAA-9A4TF2,Misan Cafe,17918 55 Ave,Surrey,Restaurant,49.10215491,-122.72621603
1109,JDSO-ADSL2J,Miyagi Japanese Restaurant,8556 120 St,Surrey,Restaurant,49.15831669,-122.8900703
1110,SPLH-9KJSG4,Momotaro Japanese Restaurant,3189 King George Blvd,Surrey,Restaurant,49.05963853,-122.81161686
1111,GEDS-6RUV4W,Mongolie Grill,19583 Fraser Hwy,Surrey,Restaurant,49.1143158,-122.68019515
1112,SHEN-AEDLBR,Montana's Cookhouse #3079,16071 24 Ave,Surrey,Restaurant,49.04581506,-122.77701804
1113,A020245    ,Morgan Creek Golf Course - Kitchen,3500 Morgan Creek Way,Surrey,Restaurant,49.06494761,-122.78195759
1114,A020246    ,Morgan Creek Golf Course - Lounge,3500 Morgan Creek Way,Surrey,Restaurant,49.06494761,-122.78195759
1115,A020247    ,Morgan Creek Golf Course - Snack Bar,3500 Morgan Creek Way,Surrey,Restaurant,49.06494761,-122.78195759
1116,SODN-66TNK5,Morgan Place Food Service,3288 156A St,Surrey,Restaurant,49.06136888,-122.78995003
1117,GEDS-7F9PV7,Morrison Cafe,12855 16 Ave,Surrey,Restaurant,49.03144488,-122.86587163
1118,GEDS-68TMF7,Moxie's Classic Grill (Surrey),10680 151A St,Surrey,Restaurant,49.19631227,-122.8024303
1119,SWOD-APSMWX,Mr Pei Restaurant,1724 152 St,Surrey,Restaurant,49.03325282,-122.80094029
1120,SDFO-88HKXS,Mr Pickwick's Fish & Chips & Seafood Restaurant,12884 96 Ave,Surrey,Restaurant,49.17705892,-122.8649362
1121,SHEN-ABRQQJ,Mucho Burrito (Fresh Mexican Restaurant),9666 King George Blvd,Surrey,Restaurant,49.1787182,-122.84525863
1122,SHEN-AKHT58,Mughal Palace Restaurant,12827 76 Ave,Surrey,Restaurant,49.14117557,-122.86715502
1123,GEDS-7MU2N7,Murchie's Tea & Coffee,1711 152 St,Surrey,Restaurant,49.0331143,-122.80166897
1124,A018517    ,My Greek Taverna,6450 120 St,Surrey,Restaurant,49.12012336,-122.89008046
1125,SPLH-9KHTLN,My Shanti,15869 Croydon Dr,Surrey,Restaurant,49.04600869,-122.78246915
1126,GEDS-84NQEZ,Nagoya,9175 148 St,Surrey,Restaurant,49.1697757,-122.81250597
1127,SDFO-8EHMF4,Nahm Thai Bistro,13650 102 Ave,Surrey,Restaurant,49.18765816,-122.84367954
1128,HCAR-ASHTLJ,Namhansansung,14787 108 Ave,Surrey,Restaurant,49.1988845,-122.81300687
1129,ACAK-9AJQYX,Nando's Chicken (Guildford),15190 101 Ave,Surrey,Restaurant,49.18595731,-122.80167417
1130,SPLH-9KKMB7,Nando's Chicken (White Rock),3010 152 St,Surrey,Restaurant,49.05677309,-122.8009278
1131,NDAA-9NTQ34,Nando's Flame-Grilled Chicken,12101 72 Ave,Surrey,Restaurant,49.13501849,-122.8876389
1132,SDFO-894NSA,Nav Sweets and Restaurant,8140 120 St,Surrey,Restaurant,49.15114002,-122.89006646
1133,NDAA-8YSPY4,Navraj Sweets & Restaurant,8148 128 St,Surrey,Restaurant,49.15057771,-122.86483054
1134,ACAK-985LYR,Neptune Seafood Restaurant & Neptune Wonton Noodle,10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.84584777
1135,HCAR-AU9VCN,Nesters Market - Deli Department,10835 City Pky,Surrey,Restaurant,49.19953285,-122.84905856
1136,SODN-672P3Z,Nesters Market Deli & Bakery,16033 108 Ave,Surrey,Restaurant,49.1989669,-122.77775438
1137,SHEN-A3NP96,New Asian Spice,9436 120 St,Surrey,Restaurant,49.17436505,-122.88994597
1138,NDAA-9NYPNB,New Express Pizza,13654 Grosvenor Rd,Surrey,Restaurant,49.19969218,-122.84376141
1139,GEDS-666UND,New Frontier Club House,9803 140 St,Surrey,Restaurant,49.18060228,-122.83461398
1140,GEDS-7UENZQ,New Greenwood Lodge,13227 96 Ave,Surrey,Restaurant,49.17726771,-122.85604025
1141,PNEL-6VEUBC,New Gulberg Market & Halal Meats,12578 72 Ave,Surrey,Restaurant,49.13327245,-122.87415958
1142,NDAA-8YSTH8,New Hollywood Cinema,7125 138 St,Surrey,Restaurant,49.13221632,-122.83916334
1143,A019335    ,New Life Child Care Centre,8868 128 St,Surrey,Restaurant,49.16375394,-122.86780436
1144,A019922    ,New Town Bakery & Restaurant,10302 City Pky,Surrey,Restaurant,49.18995809,-122.84739212
1145,HCAR-ASHLNU,New Wave Pizza & Convenience Store,7388 137 St,Surrey,Restaurant,49.13689692,-122.84259253
1146,NDAA-9CXRN3,New York Fries,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
1147,A018563    ,New York New York Greek Restaurant,6361 152 St,Surrey,Restaurant,49.1184735,-122.80139349
1148,SDFO-8MXR43,Newton Arena,7120 136B St,Surrey,Restaurant,49.13202916,-122.84321193
1149,A016864    ,Newton Canadian Baseball Association,13313 68 Ave,Surrey,Restaurant,49.12658168,-122.85382394
1150,A018064    ,Newton Pizza,6828 128 St,Surrey,Restaurant,49.12696263,-122.86753123
1151,GEDS-738QQL,Newton Pizza (64th Ave),18408 64 Ave,Surrey,Restaurant,49.11859295,-122.71198875
1152,ACAK-8UDNUP,Newton Pizza (South Surrey),2570 King George Blvd,Surrey,Restaurant,49.04892267,-122.79710817
1153,A018188    ,Newton Seniors Centre,13775 70 Ave,Surrey,Restaurant,49.13016114,-122.84093022
1154,ACAK-985M8K,Next Level Fitness,13569 76 Ave,Surrey,Restaurant,49.1409873,-122.84704773
1155,NDAA-9S2QL6,Nickel's Bakery and Krakus Deli,10675 King George Blvd,Surrey,Restaurant,49.19673312,-122.84561282
1156,SPLH-AS8TP6,Nielsen's Your Independent Grocer - Deli,18765 Fraser Hwy,Surrey,Restaurant,49.12529104,-122.7023653
1157,SDFO-87RMVS,Nightshift Street Ministries (kitchen),10635 King George Blvd,Surrey,Restaurant,49.1957928,-122.84543643
1158,A017608    ,Nikko Sushi (Cloverdale),5676 176 St,Surrey,Restaurant,49.10555097,-122.73476691
1159,GEDS-7KMPWY,Ninja Sushi Japanese Restaurant,19475 Fraser Hwy,Surrey,Restaurant,49.11542665,-122.68277875
1160,SWOD-AHJP6S,Non Stop Pizza & Curry,19188 72 Ave,Surrey,Restaurant,49.13346587,-122.69157627
1161,GEDS-69LMHM,Non Stop Pizza (120th St),7500 120 St,Surrey,Restaurant,49.13913715,-122.8900684
1162,GEDS-7XFNQZ,Non Stop Sweets & Restaurant,15272 Fraser Hwy,Surrey,Restaurant,49.16507512,-122.79930582
1163,HCAR-ATHUTY,Noodlebox,15785 Croydon Dr,Surrey,Restaurant,49.0472666,-122.78436901
1164,SHEN-AU2QL6,Noor Sweets and Restaurant,13588 88 Ave,Surrey,Restaurant,49.16252802,-122.84686461
1165,GEDS-7N929H,Nordel Sushi,12080 Nordel Way,Surrey,Restaurant,49.16109806,-122.8886041
1166,A018006    ,North Surrey Arena Concession,10275 City Pky,Surrey,Restaurant,49.18937765,-122.84871196
1167,A018909    ,North Surrey Minor Football Track Concession,13750 88 Ave,Surrey,Restaurant,49.16216661,-122.84241304
1168,A016730    ,North Surrey Secondary School Cafeteria,15945 96 Ave,Surrey,Restaurant,49.17706626,-122.78033999
1169,A018238    ,Northview Golf & Country Club (Canal Kiosk),6857 168 St,Surrey,Restaurant,49.12596694,-122.75822609
1170,A018273    ,Northview Golf & Country Club (Kitchen/Duffey's Sports Grill),6857 168 St,Surrey,Restaurant,49.12596694,-122.75822609
1171,A018235    ,Northview Golf & Country Club (Palmer Dining Room),6857 168 St,Surrey,Restaurant,49.12596694,-122.75822609
1172,A018365    ,Northview Golf & Country Club (Ridge Kiosk),6857 168 St,Surrey,Restaurant,49.12596694,-122.75822609
1173,GEDS-646TNK,Notti Biscotti,15252 32 Ave,Surrey,Restaurant,49.06101028,-122.79846961
1174,GEDS-69G2FV,Occasions at the Pond,14245 56 Ave,Surrey,Restaurant,49.10531865,-122.82796619
1175,KSMH-AU3S8P,Ocean Park Donair,12867 16 Ave,Surrey,Restaurant,49.03150343,-122.8657544
1176,JDSO-ACGS7Y,Ocean Park Pizza,13186 104 Ave,Surrey,Restaurant,49.19151483,-122.85719265
1177,GEDS-6QPNYJ,Ocean Park Pizza & Village Pub,12822 16 Ave,Surrey,Restaurant,49.03112769,-122.86680782
1178,SDFO-88QSPT,Ocean Park Pizza (72nd Ave),12818 72 Ave,Surrey,Restaurant,49.13371285,-122.86737908
1179,MARO-AWVP8R,Oh So Sweet Sugar Boutique,12101 72 Ave,Surrey,Restaurant,49.13501849,-122.8876389
