,CRE_DATE,MOD_DATE,ROADEDGE_TYPE,ROADEDGE_TYPE_2
13289,,20140130,8,"Paved, 2 Lane, Undivided"
13290,,20140131,8,"Paved, 2 Lane, Undivided"
13291,20140131,20140131,8,"Paved, 2 Lane, Undivided"
13292,,20140131,8,"Paved, 2 Lane, Undivided"
13293,,20140131,8,"Paved, 2 Lane, Undivided"
13294,20140131,20140131,8,"Paved, 2 Lane, Undivided"
13295,20140203,20140203,8,"Paved, 2 Lane, Undivided"
13296,20140203,20140203,8,"Paved, 2 Lane, Undivided"
13297,20140203,20140203,8,"Paved, 2 Lane, Undivided"
13298,,20140203,8,"Paved, 2 Lane, Undivided"
13299,,20140204,8,"Paved, 2 Lane, Undivided"
13300,20140205,20140205,8,"Paved, 2 Lane, Undivided"
13301,,20140205,8,"Paved, 2 Lane, Undivided"
13302,20140207,20140207,8,"Paved, 2 Lane, Undivided"
13303,,20140211,8,"Paved, 2 Lane, Undivided"
13304,20140211,,8,"Paved, 2 Lane, Undivided"
13305,,20140211,8,"Paved, 2 Lane, Undivided"
13306,,20140211,8,"Paved, 2 Lane, Undivided"
13307,,20140211,8,"Paved, 2 Lane, Undivided"
13308,,20140211,8,"Paved, 2 Lane, Undivided"
13309,,20140211,8,"Paved, 2 Lane, Undivided"
13310,20140212,20140211,8,"Paved, 2 Lane, Undivided"
13311,,20140212,8,"Paved, 2 Lane, Undivided"
13312,,20140212,8,"Paved, 2 Lane, Undivided"
13313,20140212,20140212,8,"Paved, 2 Lane, Undivided"
13314,,20140212,8,"Paved, 2 Lane, Undivided"
13315,,20140212,8,"Paved, 2 Lane, Undivided"
13316,20140212,20140212,8,"Paved, 2 Lane, Undivided"
13317,,20140212,8,"Paved, 2 Lane, Undivided"
13318,,20140212,8,"Paved, 2 Lane, Undivided"
13319,,20140212,8,"Paved, 2 Lane, Undivided"
13320,,20140212,8,"Paved, 2 Lane, Undivided"
13321,,20140212,8,"Paved, 2 Lane, Undivided"
13322,,20140212,8,"Paved, 2 Lane, Undivided"
13323,,20140212,8,"Paved, 2 Lane, Undivided"
13324,,20140212,8,"Paved, 2 Lane, Undivided"
13325,20140212,20140212,8,"Paved, 2 Lane, Undivided"
13326,,20140212,8,"Paved, 2 Lane, Undivided"
13327,,20140212,8,"Paved, 2 Lane, Undivided"
13328,,20140212,8,"Paved, 2 Lane, Undivided"
13329,,20140212,8,"Paved, 2 Lane, Undivided"
13330,,20140212,8,"Paved, 2 Lane, Undivided"
13331,,20140212,8,"Paved, 2 Lane, Undivided"
13332,20140212,20140212,8,"Paved, 2 Lane, Undivided"
13333,,20140212,8,"Paved, 2 Lane, Undivided"
13334,,20140213,8,"Paved, 2 Lane, Undivided"
13335,,20140213,8,"Paved, 2 Lane, Undivided"
13336,,20140214,8,"Paved, 2 Lane, Undivided"
13337,,20140214,8,"Paved, 2 Lane, Undivided"
13338,20140214,,8,"Paved, 2 Lane, Undivided"
13339,,20140214,8,"Paved, 2 Lane, Undivided"
13340,20140214,,8,"Paved, 2 Lane, Undivided"
13341,,20140214,8,"Paved, 2 Lane, Undivided"
13342,,20140214,8,"Paved, 2 Lane, Undivided"
13343,20140214,20140214,8,"Paved, 2 Lane, Undivided"
13344,20140214,20140214,8,"Paved, 2 Lane, Undivided"
13345,,20140214,8,"Paved, 2 Lane, Undivided"
13346,,20140214,6,On / Off Ramp
13347,,20140214,8,"Paved, 2 Lane, Undivided"
13348,,20140214,8,"Paved, 2 Lane, Undivided"
13349,20140214,20140214,8,"Paved, 2 Lane, Undivided"
13350,,20140218,8,"Paved, 2 Lane, Undivided"
13351,,20140218,8,"Paved, 2 Lane, Undivided"
13352,,20140218,8,"Paved, 2 Lane, Undivided"
13353,,20140218,4,Lane
13354,,20140218,4,Lane
13355,20140218,20140218,8,"Paved, 2 Lane, Undivided"
13356,,20140218,8,"Paved, 2 Lane, Undivided"
13357,,20140218,8,"Paved, 2 Lane, Undivided"
13358,,20140218,8,"Paved, 2 Lane, Undivided"
13359,,20140220,8,"Paved, 2 Lane, Undivided"
13360,,20140221,8,"Paved, 2 Lane, Undivided"
13361,20140227,20140227,8,"Paved, 2 Lane, Undivided"
13362,,20140227,8,"Paved, 2 Lane, Undivided"
13363,,20140303,8,"Paved, 2 Lane, Undivided"
13364,20140314,,8,"Paved, 2 Lane, Undivided"
13365,,20140314,8,"Paved, 2 Lane, Undivided"
13366,,20140317,8,"Paved, 2 Lane, Undivided"
13367,,20140317,8,"Paved, 2 Lane, Undivided"
13368,,20140317,8,"Paved, 2 Lane, Undivided"
13369,,20140317,8,"Paved, 2 Lane, Undivided"
13370,,20140317,8,"Paved, 2 Lane, Undivided"
13371,20120113,20140317,8,"Paved, 2 Lane, Undivided"
13372,,20140317,8,"Paved, 2 Lane, Undivided"
13373,,20140317,8,"Paved, 2 Lane, Undivided"
13374,20120113,20140317,8,"Paved, 2 Lane, Undivided"
13375,20120113,20140317,8,"Paved, 2 Lane, Undivided"
13376,20120113,20140317,8,"Paved, 2 Lane, Undivided"
13377,,20140317,8,"Paved, 2 Lane, Undivided"
13378,,20140318,8,"Paved, 2 Lane, Undivided"
13379,,20140318,8,"Paved, 2 Lane, Undivided"
13380,20140319,20140319,8,"Paved, 2 Lane, Undivided"
13381,,20140327,4,Lane
