,CRE_DATE,MOD_DATE,ROADEDGE_TYPE,ROADEDGE_TYPE_2
680,,,8,"Paved, 2 Lane, Undivided"
681,,,12,Rough Road
682,,,8,"Paved, 2 Lane, Undivided"
683,,,8,"Paved, 2 Lane, Undivided"
684,,,8,"Paved, 2 Lane, Undivided"
685,,,8,"Paved, 2 Lane, Undivided"
686,,,8,"Paved, 2 Lane, Undivided"
687,,,8,"Paved, 2 Lane, Undivided"
688,,,8,"Paved, 2 Lane, Undivided"
689,,,8,"Paved, 2 Lane, Undivided"
690,,,8,"Paved, 2 Lane, Undivided"
691,,,8,"Paved, 2 Lane, Undivided"
692,,,8,"Paved, 2 Lane, Undivided"
693,,,8,"Paved, 2 Lane, Undivided"
694,,,0,Overpass
695,,,8,"Paved, 2 Lane, Undivided"
696,,,8,"Paved, 2 Lane, Undivided"
697,,,8,"Paved, 2 Lane, Undivided"
698,,,8,"Paved, 2 Lane, Undivided"
699,,,4,Lane
700,,,8,"Paved, 2 Lane, Undivided"
701,,,8,"Paved, 2 Lane, Undivided"
702,,,8,"Paved, 2 Lane, Undivided"
703,,,8,"Paved, 2 Lane, Undivided"
704,,,4,Lane
705,,,8,"Paved, 2 Lane, Undivided"
706,,,4,Lane
707,,,8,"Paved, 2 Lane, Undivided"
708,,,8,"Paved, 2 Lane, Undivided"
709,,,4,Lane
710,,,4,Lane
711,,,8,"Paved, 2 Lane, Undivided"
712,,,4,Lane
713,,,4,Lane
714,,,8,"Paved, 2 Lane, Undivided"
715,,,8,"Paved, 2 Lane, Undivided"
716,,,8,"Paved, 2 Lane, Undivided"
717,,,12,Rough Road
718,,,8,"Paved, 2 Lane, Undivided"
719,,,4,Lane
720,,,8,"Paved, 2 Lane, Undivided"
721,,,4,Lane
722,,,8,"Paved, 2 Lane, Undivided"
723,,,12,Rough Road
724,,,8,"Paved, 2 Lane, Undivided"
725,,,8,"Paved, 2 Lane, Undivided"
726,,,8,"Paved, 2 Lane, Undivided"
727,,,8,"Paved, 2 Lane, Undivided"
728,,,8,"Paved, 2 Lane, Undivided"
729,,,8,"Paved, 2 Lane, Undivided"
730,,,10,"Paved, 4 Lane, Divided"
731,,,12,Rough Road
732,,,4,Lane
733,,,8,"Paved, 2 Lane, Undivided"
734,,,8,"Paved, 2 Lane, Undivided"
735,,,8,"Paved, 2 Lane, Undivided"
736,,,8,"Paved, 2 Lane, Undivided"
737,,,8,"Paved, 2 Lane, Undivided"
738,,,8,"Paved, 2 Lane, Undivided"
739,,,7,"Paved, 2 Lane, 1 Way"
740,,,8,"Paved, 2 Lane, Undivided"
741,,,8,"Paved, 2 Lane, Undivided"
742,,,8,"Paved, 2 Lane, Undivided"
743,,,4,Lane
744,,,8,"Paved, 2 Lane, Undivided"
745,,,10,"Paved, 4 Lane, Divided"
746,,,6,On / Off Ramp
747,,,8,"Paved, 2 Lane, Undivided"
748,,,6,On / Off Ramp
749,,,8,"Paved, 2 Lane, Undivided"
750,,,8,"Paved, 2 Lane, Undivided"
751,,,8,"Paved, 2 Lane, Undivided"
752,,,8,"Paved, 2 Lane, Undivided"
753,,,8,"Paved, 2 Lane, Undivided"
754,,,3,"Gravel, 2 Lane, Undivided"
755,,,12,Rough Road
756,,,0,Overpass
757,,,8,"Paved, 2 Lane, Undivided"
758,,,11,"Paved, 4 Lane, Undivided"
759,,,8,"Paved, 2 Lane, Undivided"
760,,,4,Lane
761,,,12,Rough Road
762,,,4,Lane
763,,,8,"Paved, 2 Lane, Undivided"
764,,,4,Lane
765,,,10,"Paved, 4 Lane, Divided"
766,,,8,"Paved, 2 Lane, Undivided"
767,,,6,On / Off Ramp
768,,,8,"Paved, 2 Lane, Undivided"
769,,,8,"Paved, 2 Lane, Undivided"
770,,,8,"Paved, 2 Lane, Undivided"
771,,,8,"Paved, 2 Lane, Undivided"
772,,,12,Rough Road
773,,,8,"Paved, 2 Lane, Undivided"
774,,,8,"Paved, 2 Lane, Undivided"
775,,,8,"Paved, 2 Lane, Undivided"
776,,,8,"Paved, 2 Lane, Undivided"
777,,,10,"Paved, 4 Lane, Divided"
778,,,8,"Paved, 2 Lane, Undivided"
779,,,3,"Gravel, 2 Lane, Undivided"
780,,,8,"Paved, 2 Lane, Undivided"
781,,,8,"Paved, 2 Lane, Undivided"
782,,,8,"Paved, 2 Lane, Undivided"
783,,,8,"Paved, 2 Lane, Undivided"
784,,,8,"Paved, 2 Lane, Undivided"
785,,,0,Overpass
786,,,8,"Paved, 2 Lane, Undivided"
787,,,8,"Paved, 2 Lane, Undivided"
788,,,4,Lane
789,,,8,"Paved, 2 Lane, Undivided"
790,,,8,"Paved, 2 Lane, Undivided"
791,,,8,"Paved, 2 Lane, Undivided"
792,,,8,"Paved, 2 Lane, Undivided"
793,,,8,"Paved, 2 Lane, Undivided"
794,,,8,"Paved, 2 Lane, Undivided"
795,,,8,"Paved, 2 Lane, Undivided"
796,,,4,Lane
797,,,12,Rough Road
798,,,8,"Paved, 2 Lane, Undivided"
799,,,8,"Paved, 2 Lane, Undivided"
800,,,0,Overpass
801,,,8,"Paved, 2 Lane, Undivided"
802,,,8,"Paved, 2 Lane, Undivided"
803,,,8,"Paved, 2 Lane, Undivided"
804,,,8,"Paved, 2 Lane, Undivided"
805,,,8,"Paved, 2 Lane, Undivided"
806,,,4,Lane
807,,,3,"Gravel, 2 Lane, Undivided"
808,,,10,"Paved, 4 Lane, Divided"
809,,,8,"Paved, 2 Lane, Undivided"
810,,,8,"Paved, 2 Lane, Undivided"
811,,,12,Rough Road
812,,,8,"Paved, 2 Lane, Undivided"
813,,,10,"Paved, 4 Lane, Divided"
814,,,4,Lane
815,,,4,Lane
816,,,12,Rough Road
817,,,8,"Paved, 2 Lane, Undivided"
818,,,8,"Paved, 2 Lane, Undivided"
819,,,4,Lane
820,,,2,"Gravel, 1 Lane, Undivided"
821,,,10,"Paved, 4 Lane, Divided"
822,,,4,Lane
823,,,8,"Paved, 2 Lane, Undivided"
824,,,8,"Paved, 2 Lane, Undivided"
825,,,8,"Paved, 2 Lane, Undivided"
826,,,11,"Paved, 4 Lane, Undivided"
827,,,12,Rough Road
828,,,8,"Paved, 2 Lane, Undivided"
829,,,4,Lane
830,,,8,"Paved, 2 Lane, Undivided"
831,,,8,"Paved, 2 Lane, Undivided"
832,,,4,Lane
833,,,8,"Paved, 2 Lane, Undivided"
834,,,8,"Paved, 2 Lane, Undivided"
835,,,8,"Paved, 2 Lane, Undivided"
836,,,8,"Paved, 2 Lane, Undivided"
837,,,12,Rough Road
838,,,4,Lane
839,,,8,"Paved, 2 Lane, Undivided"
840,,,12,Rough Road
841,,,8,"Paved, 2 Lane, Undivided"
842,,,8,"Paved, 2 Lane, Undivided"
843,,,8,"Paved, 2 Lane, Undivided"
844,,,4,Lane
845,,,8,"Paved, 2 Lane, Undivided"
846,,,8,"Paved, 2 Lane, Undivided"
847,,,4,Lane
848,,,8,"Paved, 2 Lane, Undivided"
849,,,8,"Paved, 2 Lane, Undivided"
850,,,8,"Paved, 2 Lane, Undivided"
851,,,12,Rough Road
852,,,4,Lane
853,,,8,"Paved, 2 Lane, Undivided"
854,,,8,"Paved, 2 Lane, Undivided"
855,,,8,"Paved, 2 Lane, Undivided"
856,,,8,"Paved, 2 Lane, Undivided"
857,,,8,"Paved, 2 Lane, Undivided"
858,,,8,"Paved, 2 Lane, Undivided"
859,,,8,"Paved, 2 Lane, Undivided"
860,,,8,"Paved, 2 Lane, Undivided"
861,,,8,"Paved, 2 Lane, Undivided"
862,,,4,Lane
863,,,0,Overpass
864,,,0,Overpass
865,,,4,Lane
866,,,8,"Paved, 2 Lane, Undivided"
867,,,8,"Paved, 2 Lane, Undivided"
868,,,8,"Paved, 2 Lane, Undivided"
869,,,8,"Paved, 2 Lane, Undivided"
870,,,8,"Paved, 2 Lane, Undivided"
871,,,8,"Paved, 2 Lane, Undivided"
872,,,4,Lane
873,,,8,"Paved, 2 Lane, Undivided"
874,,,4,Lane
875,,,4,Lane
876,,,8,"Paved, 2 Lane, Undivided"
877,,,8,"Paved, 2 Lane, Undivided"
878,,,12,Rough Road
879,,,4,Lane
880,,,10,"Paved, 4 Lane, Divided"
881,,,4,Lane
882,,,8,"Paved, 2 Lane, Undivided"
883,,,8,"Paved, 2 Lane, Undivided"
884,,,0,Overpass
885,,,8,"Paved, 2 Lane, Undivided"
886,,,8,"Paved, 2 Lane, Undivided"
887,,,10,"Paved, 4 Lane, Divided"
888,,,8,"Paved, 2 Lane, Undivided"
889,,,8,"Paved, 2 Lane, Undivided"
890,,,4,Lane
891,,,4,Lane
892,,,4,Lane
893,,,8,"Paved, 2 Lane, Undivided"
894,,,8,"Paved, 2 Lane, Undivided"
895,,,8,"Paved, 2 Lane, Undivided"
896,,,8,"Paved, 2 Lane, Undivided"
897,,,8,"Paved, 2 Lane, Undivided"
898,,,4,Lane
899,,,8,"Paved, 2 Lane, Undivided"
900,,,3,"Gravel, 2 Lane, Undivided"
901,,,8,"Paved, 2 Lane, Undivided"
902,,,8,"Paved, 2 Lane, Undivided"
903,,,8,"Paved, 2 Lane, Undivided"
904,,,3,"Gravel, 2 Lane, Undivided"
905,,,8,"Paved, 2 Lane, Undivided"
906,,,8,"Paved, 2 Lane, Undivided"
907,,,8,"Paved, 2 Lane, Undivided"
908,,,8,"Paved, 2 Lane, Undivided"
909,,,12,Rough Road
910,,,8,"Paved, 2 Lane, Undivided"
911,,,8,"Paved, 2 Lane, Undivided"
912,,,10,"Paved, 4 Lane, Divided"
913,,,8,"Paved, 2 Lane, Undivided"
914,,,8,"Paved, 2 Lane, Undivided"
915,,,4,Lane
916,,,8,"Paved, 2 Lane, Undivided"
917,,,11,"Paved, 4 Lane, Undivided"
918,,,3,"Gravel, 2 Lane, Undivided"
919,,,8,"Paved, 2 Lane, Undivided"
920,,,6,On / Off Ramp
921,,,8,"Paved, 2 Lane, Undivided"
922,,,8,"Paved, 2 Lane, Undivided"
923,,,2,"Gravel, 1 Lane, Undivided"
924,,,3,"Gravel, 2 Lane, Undivided"
925,,,8,"Paved, 2 Lane, Undivided"
926,,,6,On / Off Ramp
927,,,8,"Paved, 2 Lane, Undivided"
928,,,8,"Paved, 2 Lane, Undivided"
929,,,8,"Paved, 2 Lane, Undivided"
930,,,8,"Paved, 2 Lane, Undivided"
931,,,8,"Paved, 2 Lane, Undivided"
932,,,8,"Paved, 2 Lane, Undivided"
933,,,8,"Paved, 2 Lane, Undivided"
934,,,8,"Paved, 2 Lane, Undivided"
935,,,8,"Paved, 2 Lane, Undivided"
936,,,8,"Paved, 2 Lane, Undivided"
937,,,8,"Paved, 2 Lane, Undivided"
938,,,8,"Paved, 2 Lane, Undivided"
939,,,8,"Paved, 2 Lane, Undivided"
940,,,8,"Paved, 2 Lane, Undivided"
941,,,8,"Paved, 2 Lane, Undivided"
942,,,8,"Paved, 2 Lane, Undivided"
943,,,8,"Paved, 2 Lane, Undivided"
944,,,8,"Paved, 2 Lane, Undivided"
945,,,12,Rough Road
946,,,4,Lane
947,,,8,"Paved, 2 Lane, Undivided"
948,,,8,"Paved, 2 Lane, Undivided"
949,,,4,Lane
950,,,4,Lane
951,,,2,"Gravel, 1 Lane, Undivided"
952,,,8,"Paved, 2 Lane, Undivided"
953,,,4,Lane
954,,,3,"Gravel, 2 Lane, Undivided"
955,,,8,"Paved, 2 Lane, Undivided"
956,,,8,"Paved, 2 Lane, Undivided"
957,,,8,"Paved, 2 Lane, Undivided"
958,,,8,"Paved, 2 Lane, Undivided"
959,,,12,Rough Road
960,,,8,"Paved, 2 Lane, Undivided"
961,,,8,"Paved, 2 Lane, Undivided"
962,,,8,"Paved, 2 Lane, Undivided"
963,,,8,"Paved, 2 Lane, Undivided"
964,,,12,Rough Road
965,,,8,"Paved, 2 Lane, Undivided"
966,,,8,"Paved, 2 Lane, Undivided"
967,,,8,"Paved, 2 Lane, Undivided"
968,,,8,"Paved, 2 Lane, Undivided"
969,,,8,"Paved, 2 Lane, Undivided"
970,,,8,"Paved, 2 Lane, Undivided"
971,,,8,"Paved, 2 Lane, Undivided"
972,,,12,Rough Road
973,,,4,Lane
974,,,8,"Paved, 2 Lane, Undivided"
975,,,8,"Paved, 2 Lane, Undivided"
976,,,8,"Paved, 2 Lane, Undivided"
977,,,8,"Paved, 2 Lane, Undivided"
978,,,3,"Gravel, 2 Lane, Undivided"
979,,,8,"Paved, 2 Lane, Undivided"
980,,,3,"Gravel, 2 Lane, Undivided"
981,,,8,"Paved, 2 Lane, Undivided"
982,,,8,"Paved, 2 Lane, Undivided"
983,,,8,"Paved, 2 Lane, Undivided"
984,,,4,Lane
985,,,12,Rough Road
986,,,8,"Paved, 2 Lane, Undivided"
987,,,8,"Paved, 2 Lane, Undivided"
988,,,11,"Paved, 4 Lane, Undivided"
989,,,8,"Paved, 2 Lane, Undivided"
990,,,8,"Paved, 2 Lane, Undivided"
991,,,4,Lane
992,,,8,"Paved, 2 Lane, Undivided"
993,,,8,"Paved, 2 Lane, Undivided"
994,,,8,"Paved, 2 Lane, Undivided"
995,,,8,"Paved, 2 Lane, Undivided"
996,,,4,Lane
997,,,12,Rough Road
998,,,10,"Paved, 4 Lane, Divided"
999,,,8,"Paved, 2 Lane, Undivided"
1000,,,4,Lane
1001,,,8,"Paved, 2 Lane, Undivided"
1002,,,6,On / Off Ramp
1003,,,8,"Paved, 2 Lane, Undivided"
1004,,,8,"Paved, 2 Lane, Undivided"
1005,,,7,"Paved, 2 Lane, 1 Way"
1006,,,8,"Paved, 2 Lane, Undivided"
1007,,,8,"Paved, 2 Lane, Undivided"
1008,,,8,"Paved, 2 Lane, Undivided"
1009,,,8,"Paved, 2 Lane, Undivided"
1010,,,8,"Paved, 2 Lane, Undivided"
1011,,,8,"Paved, 2 Lane, Undivided"
1012,,,8,"Paved, 2 Lane, Undivided"
1013,,,8,"Paved, 2 Lane, Undivided"
1014,,,8,"Paved, 2 Lane, Undivided"
1015,,,8,"Paved, 2 Lane, Undivided"
1016,,,4,Lane
1017,,,8,"Paved, 2 Lane, Undivided"
1018,,,12,Rough Road
1019,,,8,"Paved, 2 Lane, Undivided"
1020,,,4,Lane
1021,,,8,"Paved, 2 Lane, Undivided"
1022,,,4,Lane
1023,,,6,On / Off Ramp
1024,,,8,"Paved, 2 Lane, Undivided"
1025,,,8,"Paved, 2 Lane, Undivided"
1026,,,8,"Paved, 2 Lane, Undivided"
1027,,,8,"Paved, 2 Lane, Undivided"
1028,,,8,"Paved, 2 Lane, Undivided"
1029,,,8,"Paved, 2 Lane, Undivided"
1030,,,8,"Paved, 2 Lane, Undivided"
1031,,,4,Lane
1032,,,8,"Paved, 2 Lane, Undivided"
1033,,,4,Lane
1034,,,8,"Paved, 2 Lane, Undivided"
1035,,,8,"Paved, 2 Lane, Undivided"
1036,,,8,"Paved, 2 Lane, Undivided"
1037,,,3,"Gravel, 2 Lane, Undivided"
1038,,,0,Overpass
1039,,,4,Lane
1040,,,4,Lane
1041,,,8,"Paved, 2 Lane, Undivided"
1042,,,8,"Paved, 2 Lane, Undivided"
1043,,,8,"Paved, 2 Lane, Undivided"
1044,,,8,"Paved, 2 Lane, Undivided"
1045,,,11,"Paved, 4 Lane, Undivided"
1046,,,8,"Paved, 2 Lane, Undivided"
1047,,,8,"Paved, 2 Lane, Undivided"
1048,,,10,"Paved, 4 Lane, Divided"
1049,,,8,"Paved, 2 Lane, Undivided"
1050,,,8,"Paved, 2 Lane, Undivided"
1051,,,4,Lane
1052,,,4,Lane
1053,,,8,"Paved, 2 Lane, Undivided"
1054,,,8,"Paved, 2 Lane, Undivided"
1055,,,8,"Paved, 2 Lane, Undivided"
1056,,,11,"Paved, 4 Lane, Undivided"
1057,,,8,"Paved, 2 Lane, Undivided"
1058,,,8,"Paved, 2 Lane, Undivided"
1059,,,8,"Paved, 2 Lane, Undivided"
1060,,,8,"Paved, 2 Lane, Undivided"
1061,,,4,Lane
1062,,,8,"Paved, 2 Lane, Undivided"
1063,,,8,"Paved, 2 Lane, Undivided"
1064,,,8,"Paved, 2 Lane, Undivided"
1065,,,8,"Paved, 2 Lane, Undivided"
1066,,,8,"Paved, 2 Lane, Undivided"
1067,,,8,"Paved, 2 Lane, Undivided"
1068,,,10,"Paved, 4 Lane, Divided"
1069,,,4,Lane
1070,,,6,On / Off Ramp
1071,,,10,"Paved, 4 Lane, Divided"
1072,,,8,"Paved, 2 Lane, Undivided"
1073,,,8,"Paved, 2 Lane, Undivided"
1074,,,8,"Paved, 2 Lane, Undivided"
1075,,,8,"Paved, 2 Lane, Undivided"
1076,,,8,"Paved, 2 Lane, Undivided"
1077,,,8,"Paved, 2 Lane, Undivided"
1078,,,4,Lane
1079,,,8,"Paved, 2 Lane, Undivided"
1080,,,4,Lane
1081,,,4,Lane
1082,,,8,"Paved, 2 Lane, Undivided"
1083,,,5,Miscellaneous Road
1084,,,4,Lane
1085,,,11,"Paved, 4 Lane, Undivided"
1086,,,4,Lane
1087,,,8,"Paved, 2 Lane, Undivided"
1088,,,9,"Paved, 3 Lane"
1089,,,4,Lane
1090,,,6,On / Off Ramp
1091,,,8,"Paved, 2 Lane, Undivided"
1092,,,8,"Paved, 2 Lane, Undivided"
1093,,,8,"Paved, 2 Lane, Undivided"
1094,,,8,"Paved, 2 Lane, Undivided"
1095,,,8,"Paved, 2 Lane, Undivided"
1096,,,8,"Paved, 2 Lane, Undivided"
1097,,,4,Lane
1098,,,4,Lane
1099,,,8,"Paved, 2 Lane, Undivided"
1100,,,3,"Gravel, 2 Lane, Undivided"
1101,,,8,"Paved, 2 Lane, Undivided"
1102,,,4,Lane
1103,,,3,"Gravel, 2 Lane, Undivided"
1104,,,8,"Paved, 2 Lane, Undivided"
1105,,,3,"Gravel, 2 Lane, Undivided"
1106,,,10,"Paved, 4 Lane, Divided"
1107,,,12,Rough Road
1108,,,4,Lane
1109,,,8,"Paved, 2 Lane, Undivided"
1110,,,10,"Paved, 4 Lane, Divided"
1111,,,4,Lane
1112,,,7,"Paved, 2 Lane, 1 Way"
1113,,,8,"Paved, 2 Lane, Undivided"
1114,,,8,"Paved, 2 Lane, Undivided"
1115,,,8,"Paved, 2 Lane, Undivided"
1116,,,4,Lane
1117,,,8,"Paved, 2 Lane, Undivided"
1118,,,12,Rough Road
1119,,,4,Lane
1120,,,8,"Paved, 2 Lane, Undivided"
1121,,,12,Rough Road
1122,,,4,Lane
1123,,,8,"Paved, 2 Lane, Undivided"
1124,,,8,"Paved, 2 Lane, Undivided"
1125,,,3,"Gravel, 2 Lane, Undivided"
1126,,,10,"Paved, 4 Lane, Divided"
1127,,,8,"Paved, 2 Lane, Undivided"
1128,,,8,"Paved, 2 Lane, Undivided"
1129,,,4,Lane
1130,,,8,"Paved, 2 Lane, Undivided"
1131,,,12,Rough Road
1132,,,4,Lane
1133,,,8,"Paved, 2 Lane, Undivided"
1134,,,10,"Paved, 4 Lane, Divided"
1135,,,4,Lane
1136,,,8,"Paved, 2 Lane, Undivided"
1137,,,8,"Paved, 2 Lane, Undivided"
1138,,,4,Lane
1139,,,10,"Paved, 4 Lane, Divided"
1140,,,8,"Paved, 2 Lane, Undivided"
1141,,,4,Lane
1142,,,12,Rough Road
1143,,,8,"Paved, 2 Lane, Undivided"
1144,,,4,Lane
1145,,,10,"Paved, 4 Lane, Divided"
1146,,,8,"Paved, 2 Lane, Undivided"
1147,,,8,"Paved, 2 Lane, Undivided"
1148,,,4,Lane
1149,,,8,"Paved, 2 Lane, Undivided"
1150,,,8,"Paved, 2 Lane, Undivided"
1151,,,8,"Paved, 2 Lane, Undivided"
1152,,,8,"Paved, 2 Lane, Undivided"
1153,,,12,Rough Road
1154,,,3,"Gravel, 2 Lane, Undivided"
1155,,,8,"Paved, 2 Lane, Undivided"
1156,,,11,"Paved, 4 Lane, Undivided"
1157,,,8,"Paved, 2 Lane, Undivided"
1158,,,4,Lane
1159,,,8,"Paved, 2 Lane, Undivided"
1160,,,4,Lane
1161,,,7,"Paved, 2 Lane, 1 Way"
1162,,,2,"Gravel, 1 Lane, Undivided"
1163,,,8,"Paved, 2 Lane, Undivided"
1164,,,8,"Paved, 2 Lane, Undivided"
1165,,,8,"Paved, 2 Lane, Undivided"
1166,,,8,"Paved, 2 Lane, Undivided"
1167,,,11,"Paved, 4 Lane, Undivided"
1168,,,4,Lane
1169,,,8,"Paved, 2 Lane, Undivided"
1170,,,8,"Paved, 2 Lane, Undivided"
1171,,,8,"Paved, 2 Lane, Undivided"
1172,,,8,"Paved, 2 Lane, Undivided"
1173,,,12,Rough Road
1174,,,8,"Paved, 2 Lane, Undivided"
1175,,,8,"Paved, 2 Lane, Undivided"
1176,,,4,Lane
1177,,,8,"Paved, 2 Lane, Undivided"
1178,,,8,"Paved, 2 Lane, Undivided"
1179,,,4,Lane
1180,,,4,Lane
1181,,,8,"Paved, 2 Lane, Undivided"
1182,,,4,Lane
1183,,,4,Lane
1184,,,10,"Paved, 4 Lane, Divided"
1185,,,12,Rough Road
1186,,,8,"Paved, 2 Lane, Undivided"
1187,,,8,"Paved, 2 Lane, Undivided"
1188,,,8,"Paved, 2 Lane, Undivided"
1189,,,8,"Paved, 2 Lane, Undivided"
1190,,,7,"Paved, 2 Lane, 1 Way"
1191,,,12,Rough Road
1192,,,8,"Paved, 2 Lane, Undivided"
1193,,,0,Overpass
1194,,,12,Rough Road
1195,,,4,Lane
1196,,,8,"Paved, 2 Lane, Undivided"
1197,,,0,Overpass
1198,,,8,"Paved, 2 Lane, Undivided"
1199,,,8,"Paved, 2 Lane, Undivided"
1200,,,8,"Paved, 2 Lane, Undivided"
1201,,,4,Lane
1202,,,8,"Paved, 2 Lane, Undivided"
1203,,,8,"Paved, 2 Lane, Undivided"
1204,,,8,"Paved, 2 Lane, Undivided"
1205,,,8,"Paved, 2 Lane, Undivided"
1206,,,10,"Paved, 4 Lane, Divided"
1207,,,6,On / Off Ramp
1208,,,8,"Paved, 2 Lane, Undivided"
1209,,,4,Lane
1210,,,8,"Paved, 2 Lane, Undivided"
1211,,,8,"Paved, 2 Lane, Undivided"
1212,,,4,Lane
1213,,,8,"Paved, 2 Lane, Undivided"
1214,,,4,Lane
1215,,,4,Lane
1216,,,8,"Paved, 2 Lane, Undivided"
1217,,,8,"Paved, 2 Lane, Undivided"
1218,,,4,Lane
1219,,,8,"Paved, 2 Lane, Undivided"
1220,,,8,"Paved, 2 Lane, Undivided"
1221,,,4,Lane
1222,,,0,Overpass
1223,,,8,"Paved, 2 Lane, Undivided"
1224,,,2,"Gravel, 1 Lane, Undivided"
1225,,,8,"Paved, 2 Lane, Undivided"
1226,,,8,"Paved, 2 Lane, Undivided"
1227,,,6,On / Off Ramp
1228,,,8,"Paved, 2 Lane, Undivided"
1229,,,0,Overpass
1230,,,4,Lane
1231,,,8,"Paved, 2 Lane, Undivided"
1232,,,8,"Paved, 2 Lane, Undivided"
1233,,,4,Lane
1234,,,8,"Paved, 2 Lane, Undivided"
1235,,,10,"Paved, 4 Lane, Divided"
1236,,,8,"Paved, 2 Lane, Undivided"
1237,,,4,Lane
1238,,,4,Lane
1239,,,8,"Paved, 2 Lane, Undivided"
1240,,,4,Lane
1241,,,8,"Paved, 2 Lane, Undivided"
1242,,,8,"Paved, 2 Lane, Undivided"
1243,,,8,"Paved, 2 Lane, Undivided"
1244,,,4,Lane
1245,,,2,"Gravel, 1 Lane, Undivided"
1246,,,8,"Paved, 2 Lane, Undivided"
1247,,,8,"Paved, 2 Lane, Undivided"
1248,,,8,"Paved, 2 Lane, Undivided"
1249,,,8,"Paved, 2 Lane, Undivided"
1250,,,10,"Paved, 4 Lane, Divided"
1251,,,11,"Paved, 4 Lane, Undivided"
1252,,,12,Rough Road
1253,,,8,"Paved, 2 Lane, Undivided"
1254,,,8,"Paved, 2 Lane, Undivided"
1255,,,8,"Paved, 2 Lane, Undivided"
1256,,,8,"Paved, 2 Lane, Undivided"
1257,,,8,"Paved, 2 Lane, Undivided"
1258,,,8,"Paved, 2 Lane, Undivided"
1259,,,4,Lane
1260,,,8,"Paved, 2 Lane, Undivided"
1261,,,8,"Paved, 2 Lane, Undivided"
1262,,,8,"Paved, 2 Lane, Undivided"
1263,,,4,Lane
1264,,,8,"Paved, 2 Lane, Undivided"
1265,,,12,Rough Road
1266,,,8,"Paved, 2 Lane, Undivided"
1267,,,4,Lane
1268,,,8,"Paved, 2 Lane, Undivided"
1269,,,4,Lane
1270,,,8,"Paved, 2 Lane, Undivided"
1271,,,8,"Paved, 2 Lane, Undivided"
1272,,,0,Overpass
1273,,,8,"Paved, 2 Lane, Undivided"
1274,,,2,"Gravel, 1 Lane, Undivided"
1275,,,0,Overpass
1276,,,8,"Paved, 2 Lane, Undivided"
1277,,,8,"Paved, 2 Lane, Undivided"
1278,,,8,"Paved, 2 Lane, Undivided"
1279,,,8,"Paved, 2 Lane, Undivided"
1280,,,8,"Paved, 2 Lane, Undivided"
1281,,,4,Lane
1282,,,4,Lane
1283,,,8,"Paved, 2 Lane, Undivided"
1284,,,8,"Paved, 2 Lane, Undivided"
1285,,,8,"Paved, 2 Lane, Undivided"
1286,,,8,"Paved, 2 Lane, Undivided"
1287,,,8,"Paved, 2 Lane, Undivided"
1288,,,8,"Paved, 2 Lane, Undivided"
1289,,,8,"Paved, 2 Lane, Undivided"
1290,,,8,"Paved, 2 Lane, Undivided"
1291,,,8,"Paved, 2 Lane, Undivided"
1292,,,8,"Paved, 2 Lane, Undivided"
1293,,,4,Lane
1294,,,12,Rough Road
1295,,,4,Lane
1296,,,3,"Gravel, 2 Lane, Undivided"
1297,,,8,"Paved, 2 Lane, Undivided"
1298,,,4,Lane
1299,,,8,"Paved, 2 Lane, Undivided"
1300,,,10,"Paved, 4 Lane, Divided"
1301,,,8,"Paved, 2 Lane, Undivided"
1302,,,8,"Paved, 2 Lane, Undivided"
1303,,,4,Lane
1304,,,4,Lane
1305,,,11,"Paved, 4 Lane, Undivided"
1306,,,8,"Paved, 2 Lane, Undivided"
1307,,,10,"Paved, 4 Lane, Divided"
1308,,,8,"Paved, 2 Lane, Undivided"
1309,,,8,"Paved, 2 Lane, Undivided"
1310,,,12,Rough Road
1311,,,4,Lane
1312,,,8,"Paved, 2 Lane, Undivided"
1313,,,12,Rough Road
1314,,,8,"Paved, 2 Lane, Undivided"
1315,,,12,Rough Road
1316,,,4,Lane
1317,,,12,Rough Road
1318,,,12,Rough Road
1319,,,8,"Paved, 2 Lane, Undivided"
1320,,,8,"Paved, 2 Lane, Undivided"
1321,,,12,Rough Road
1322,,,4,Lane
1323,,,0,Overpass
1324,,,8,"Paved, 2 Lane, Undivided"
1325,,,4,Lane
1326,,,12,Rough Road
1327,,,2,"Gravel, 1 Lane, Undivided"
1328,,,8,"Paved, 2 Lane, Undivided"
1329,,,4,Lane
1330,,,2,"Gravel, 1 Lane, Undivided"
1331,,,3,"Gravel, 2 Lane, Undivided"
1332,,,4,Lane
1333,,,8,"Paved, 2 Lane, Undivided"
1334,,,8,"Paved, 2 Lane, Undivided"
1335,,,8,"Paved, 2 Lane, Undivided"
1336,,,8,"Paved, 2 Lane, Undivided"
1337,,,8,"Paved, 2 Lane, Undivided"
1338,,,8,"Paved, 2 Lane, Undivided"
1339,,,8,"Paved, 2 Lane, Undivided"
1340,,,10,"Paved, 4 Lane, Divided"
1341,,,4,Lane
1342,,,8,"Paved, 2 Lane, Undivided"
1343,,,8,"Paved, 2 Lane, Undivided"
1344,,,0,Overpass
1345,,,8,"Paved, 2 Lane, Undivided"
1346,,,4,Lane
1347,,,4,Lane
1348,,,10,"Paved, 4 Lane, Divided"
1349,,,8,"Paved, 2 Lane, Undivided"
1350,,,8,"Paved, 2 Lane, Undivided"
1351,,,8,"Paved, 2 Lane, Undivided"
1352,,,12,Rough Road
