,PLAN_NO,PLAN_TYPE,YR
11899,BCP11894,Subdivision,2004
11900,BCP11894,Subdivision,2004
11901,BCP11903,Subdivision,2004
11902,BCP1191,Reference Plan,2002
11903,BCP11942,Subdivision,2004
11904,BCP1197,Subdivision,2002
11905,BCP1197,Subdivision,2002
11906,BCP11990,Subdivision,2004
11907,BCP12022,Subdivision,2004
11908,BCP12083,Subdivision,2004
11909,BCP12083,Subdivision,2004
11910,BCP12083,Subdivision,2004
11911,BCP12084,Subdivision,2004
11912,BCP12085,Subdivision,2004
11913,BCP12085,Subdivision,2004
11914,BCP12182,Subdivision,2004
11915,BCP12183,Subdivision,2004
11916,BCP12185,Subdivision,2004
11917,BCP12196,Subdivision,2004
11918,BCP12198,Subdivision,2004
11919,BCP12198,Subdivision,2004
11920,BCP12272,Subdivision,2004
11921,BCP12292,Subdivision,2004
11922,BCP12292,Subdivision,2004
11923,BCP12292,Subdivision,2004
11924,BCP12317,Subdivision,2004
11925,BCP12317,Subdivision,2004
11926,BCP12392,Subdivision,2004
11927,BCP1240,Subdivision,2002
11928,BCP12422,Subdivision,2004
11929,BCP12422,Subdivision,2004
11930,BCP12422,Subdivision,2004
11931,BCP12476,Subdivision,2004
11932,BCP12479,Subdivision,2004
11933,BCP12507,Subdivision,2004
11934,BCP12507,Subdivision,2005
11935,BCP12524,Subdivision,2004
11936,BCP1253,Reference Plan,2002
11937,BCP12610,Subdivision,2004
11938,BCP12681,Subdivision,2004
11939,BCP12712,Subdivision,2004
11940,BCP12720,Subdivision,2004
11941,BCP12720,Subdivision,2004
11942,BCP12721,Subdivision,2004
11943,BCP12721,Subdivision,2004
11944,BCP12721,Subdivision,2005
11945,BCP12721,Subdivision,2006
11946,BCP1276,Subdivision,2002
11947,BCP1276,Subdivision,2002
11948,BCP1276,Subdivision,2002
11949,BCP12763,Subdivision,2005
11950,BCP12770,Subdivision,2004
11951,BCP12772,Subdivision,2004
11952,BCP1278,Subdivision,2002
11953,BCP12793,Subdivision,2004
11954,BCP12793,Subdivision,2004
11955,BCP12793,Subdivision,2004
11956,BCP12795,Subdivision,2004
11957,BCP12806,Subdivision,2004
11958,BCP12839,Subdivision,2004
11959,BCP12845,Subdivision,2004
11960,BCP12845,Subdivision,2004
11961,BCP12881,Subdivision,2004
11962,BCP12921,Subdivision,2004
11963,BCP12921,Subdivision,2004
11964,BCP12926,Subdivision,2005
11965,BCP12927,Subdivision,2004
11966,BCP12938,Subdivision,2004
11967,BCP13018,Subdivision,2004
11968,BCP13018,Subdivision,2004
11969,BCP13018,Subdivision,2004
11970,BCP13029,Subdivision,2004
11971,BCP13029,Subdivision,2004
11972,BCP13031,Subdivision,2004
11973,BCP13031,Subdivision,2004
11974,BCP13039,Subdivision,2004
11975,BCP1304,Reference Plan,2002
11976,BCP13041,Subdivision,2004
11977,BCP13041,Subdivision,2004
11978,BCP13045,Subdivision,2004
11979,BCP13045,Subdivision,2004
11980,BCP13045,Subdivision,2004
11981,BCP13045,Subdivision,2004
11982,BCP13045,Subdivision,2004
11983,BCP13045,Subdivision,2004
11984,BCP13045,Subdivision,2004
11985,BCP13045,Subdivision,2004
11986,BCP13073,Subdivision,2004
11987,BCP13073,Subdivision,2004
11988,BCP13073,Subdivision,2004
11989,BCP13073,Subdivision,2004
11990,BCP13073,Subdivision,2004
11991,BCP13073,Subdivision,2004
11992,BCP13092,Subdivision,2004
11993,BCP13100,Subdivision,2004
11994,BCP13127,Subdivision,2004
11995,BCP13138,Subdivision,2004
11996,BCP13138,Subdivision,2004
11997,BCP13142,Subdivision,2004
11998,BCP13142,Subdivision,2004
11999,BCP13142,Subdivision,2004
12000,BCP13142,Subdivision,2004
12001,BCP13142,Subdivision,2004
12002,BCP13142,Subdivision,2004
12003,BCP13142,Subdivision,2004
12004,BCP13142,Subdivision,2004
12005,BCP13142,Subdivision,2004
12006,BCP13142,Subdivision,2004
12007,BCP13142,Subdivision,2004
12008,BCP13144,Subdivision,2004
12009,BCP13145,Subdivision,2004
12010,BCP13156,Subdivision,2004
12011,BCP13166,Subdivision,2004
12012,BCP13166,Subdivision,2004
12013,BCP13176,Subdivision,2004
12014,BCP13185,Subdivision,2004
12015,BCP13186,Subdivision,2004
12016,BCP13186,Subdivision,2004
12017,BCP13186,Subdivision,2004
12018,BCP13186,Subdivision,2004
12019,BCP13196,Subdivision,2014
12020,BCP13257,Subdivision,2004
12021,BCP13257,Subdivision,2004
12022,BCP13257,Subdivision,2004
12023,BCP13257,Subdivision,2004
12024,BCP13257,Subdivision,2004
12025,BCP13257,Subdivision,2004
12026,BCP13257,Subdivision,2004
12027,BCP13257,Subdivision,2004
12028,BCP13277,Subdivision,2004
12029,BCP13308,Subdivision,2004
12030,BCP13315,Subdivision,2004
12031,BCP13329,Subdivision,2004
12032,BCP13329,Subdivision,2004
12033,BCP13336,Subdivision,2004
12034,BCP13371,Subdivision,2004
12035,BCP13373,Subdivision,2004
12036,BCP13383,Subdivision,2004
12037,BCP13383,Subdivision,2004
12038,BCP13395,Subdivision,2004
12039,BCP13397,Subdivision,2004
12040,BCP13398,Subdivision,2004
12041,BCP13414,Subdivision,2004
12042,BCP1345,Subdivision,2002
12043,BCP13454,Subdivision,2004
12044,BCP13462,Subdivision,2004
12045,BCP13462,Subdivision,2004
12046,BCP13462,Subdivision,2004
12047,BCP13462,Subdivision,2004
12048,BCP13462,Subdivision,2004
12049,BCP13462,Subdivision,2004
12050,BCP13462,Subdivision,2004
12051,BCP13462,Subdivision,2004
12052,BCP13462,Subdivision,2004
12053,BCP13462,Subdivision,2004
12054,BCP13462,Subdivision,2004
12055,BCP13462,Subdivision,2004
12056,BCP13462,Subdivision,2004
12057,BCP13462,Subdivision,2004
12058,BCP13508,Subdivision,2004
12059,BCP13576,Subdivision,2004
12060,BCP13579,Reference Plan,2004
12061,BCP13596,Subdivision,2004
12062,BCP13623,Subdivision,2004
12063,BCP13629,Subdivision,2004
12064,BCP13642,Subdivision,2004
12065,BCP13644,Subdivision,2004
12066,BCP13709,Subdivision,2004
12067,BCP13751,Subdivision,2004
12068,BCP13751,Subdivision,2004
12069,BCP13751,Subdivision,2004
12070,BCP13758,Subdivision,2004
12071,BCP13841,Subdivision,2004
12072,BCP13943,Subdivision,2004
12073,BCP13943,Subdivision,2004
12074,BCP1396,Subdivision,2002
12075,BCP13994,Subdivision,2004
12076,BCP13994,Subdivision,2004
12077,BCP13994,Subdivision,2004
12078,BCP14021,Subdivision,2004
12079,BCP14024,Subdivision,2004
12080,BCP14024,Subdivision,2004
12081,BCP1404,Subdivision,2002
12082,BCP14047,Subdivision,2004
12083,BCP14066,Subdivision,2004
12084,BCP14087,Reference Plan,2005
12085,BCP14089,Reference Plan,2004
12086,BCP1409,Subdivision,2002
12087,BCP14090,Reference Plan,2004
12088,BCP14108,Subdivision,2004
12089,BCP14108,Subdivision,2004
12090,BCP14108,Subdivision,2004
12091,BCP14144,Subdivision,2004
12092,BCP14184,Subdivision,2005
12093,BCP14199,Reference Plan,2004
12094,BCP14223,Subdivision,2004
12095,BCP14223,Subdivision,2004
12096,BCP14223,Subdivision,2004
12097,BCP14226,Subdivision,2004
12098,BCP14226,Subdivision,2004
12099,BCP14226,Subdivision,2004
12100,BCP14238,Subdivision,2004
12101,BCP14288,Subdivision,2004
12102,BCP14301,Subdivision,2004
12103,BCP14304,Subdivision,2005
12104,BCP14304,Subdivision,2005
12105,BCP14304,Subdivision,2005
12106,BCP14319,Subdivision,2004
12107,BCP14319,Subdivision,2004
12108,BCP14319,Subdivision,2004
12109,BCP1432,Subdivision,2002
12110,BCP14350,Subdivision,2004
12111,BCP14466,Reference Plan,2004
12112,BCP14506,Subdivision,2004
12113,BCP14530,Subdivision,2004
12114,BCP14530,Subdivision,2004
12115,BCP14530,Subdivision,2004
12116,BCP14535,Subdivision,2004
12117,BCP14562,Subdivision,2005
12118,BCP14590,Subdivision,2004
12119,BCP14590,Subdivision,2004
12120,BCP14590,Subdivision,2004
12121,BCP14658,Subdivision,2004
12122,BCP14670,Subdivision,2005
12123,BCP14670,Subdivision,2005
12124,BCP14698,Subdivision,2005
12125,BCP14699,Subdivision,2004
12126,BCP14704,Subdivision,2004
12127,BCP14704,Subdivision,2004
12128,BCP14717,Subdivision,2004
12129,BCP14927,Subdivision,2004
12130,BCP14927,Subdivision,2004
12131,BCP14927,Subdivision,2004
12132,BCP14927,Subdivision,2004
12133,BCP14927,Subdivision,2004
12134,BCP14928,Subdivision,2004
12135,BCP14928,Subdivision,2004
12136,BCP14940,Subdivision,2005
12137,BCP14947,Subdivision,2004
12138,BCP14947,Subdivision,2004
12139,BCP15075,Subdivision,2004
12140,BCP15075,Subdivision,2004
12141,BCP15107,Subdivision,2005
12142,BCP15161,Subdivision,2004
12143,BCP15161,Subdivision,2004
12144,BCP15182,Subdivision,2005
12145,BCP15256,Subdivision,2004
12146,BCP15272,Subdivision,2005
12147,BCP15275,Subdivision,2005
12148,BCP15348,Subdivision,2005
12149,BCP15377,Subdivision,2004
12150,BCP15468,Subdivision,2005
12151,BCP15502,Subdivision,2005
12152,BCP15566,Subdivision,2005
12153,BCP15574,Subdivision,2005
12154,BCP15637,Subdivision,2005
12155,BCP15693,Subdivision,2005
12156,BCP15711,Subdivision,2005
12157,BCP15711,Subdivision,2005
12158,BCP15776,Subdivision,2005
12159,BCP15802,Subdivision,2005
12160,BCP15937,Subdivision,2005
12161,BCP15949,Subdivision,2005
12162,BCP15994,Subdivision,2005
12163,BCP16013,Subdivision,2005
12164,BCP16013,Subdivision,2005
12165,BCP16013,Subdivision,2005
12166,BCP16013,Subdivision,2005
12167,BCP16022,Subdivision,2005
12168,BCP16022,Subdivision,2005
12169,BCP16044,Subdivision,2005
12170,BCP16096,Subdivision,2005
12171,BCP16156,Subdivision,2005
12172,BCP16161,Reference Plan,2005
12173,BCP16194,Subdivision,2005
12174,BCP16200,Subdivision,2005
12175,BCP16200,Subdivision,2005
12176,BCP16200,Subdivision,2005
12177,BCP16324,Subdivision,2005
12178,BCP16337,Reference Plan,2005
12179,BCP16429,Reference Plan,2005
12180,BCP16463,Subdivision,2005
12181,BCP16463,Subdivision,2005
12182,BCP16529,Subdivision,2005
12183,BCP16538,Reference Plan,2005
12184,BCP16539,Reference Plan,2005
12185,BCP16543,Reference Plan,2005
12186,BCP16611,Reference Plan,2004
12187,BCP1667,Subdivision,2002
12188,BCP1667,Subdivision,2002
12189,BCP1675,Subdivision,2002
12190,BCP1677,Subdivision,2002
12191,BCP1677,Subdivision,2002
12192,BCP16849,Subdivision,2005
12193,BCP1685,Subdivision,2002
12194,BCP16874,Subdivision,2005
12195,BCP16874,Subdivision,2005
12196,BCP16874,Subdivision,2005
12197,BCP16874,Subdivision,2005
12198,BCP16874,Subdivision,2005
12199,BCP16874,Subdivision,2005
12200,BCP16874,Subdivision,2005
12201,BCP16874,Subdivision,2005
12202,BCP16874,Subdivision,2005
12203,BCP16889,Subdivision,2005
12204,BCP16889,Subdivision,2005
12205,BCP16889,Subdivision,2005
12206,BCP16894,Subdivision,2005
12207,BCP16909,Subdivision,2005
12208,BCP16909,Subdivision,2005
12209,BCP16909,Subdivision,2005
12210,BCP16909,Subdivision,2005
12211,BCP16909,Subdivision,2005
12212,BCP16909,Subdivision,2005
12213,BCP16934,Subdivision,2005
12214,BCP16977,Subdivision,2005
12215,BCP17003,Subdivision,2005
12216,BCP1701,Subdivision,2002
12217,BCP17057,Subdivision,2005
12218,BCP17134,Subdivision,2005
12219,BCP17207,Subdivision,2005
12220,BCP17207,Subdivision,2005
12221,BCP17216,Subdivision,2005
12222,BCP1722,Subdivision,2002
12223,BCP17230,Subdivision,2005
12224,BCP17234,Subdivision,2005
12225,BCP17235,Subdivision,2005
12226,BCP17235,Subdivision,2005
12227,BCP17238,Subdivision,2005
12228,BCP17302,Subdivision,2005
12229,BCP17322,Subdivision,2005
12230,BCP17343,Subdivision,2005
12231,BCP17343,Subdivision,2005
12232,BCP17343,Subdivision,2005
12233,BCP17343,Subdivision,2005
12234,BCP17343,Subdivision,2005
12235,BCP17369,Subdivision,2005
12236,BCP17443,Subdivision,2005
12237,BCP17443,Subdivision,2005
12238,BCP17574,Subdivision,2005
12239,BCP17574,Subdivision,2005
12240,BCP17574,Subdivision,2005
12241,BCP17581,Reference Plan,2005
12242,BCP17644,Subdivision,2005
12243,BCP17675,Subdivision,2005
12244,BCP17694,Subdivision,2005
12245,BCP17694,Subdivision,2005
12246,BCP17695,Subdivision,2005
12247,BCP17718,Reference Plan,2005
12248,BCP17739,Subdivision,2005
12249,BCP17752,Reference Plan,2005
12250,BCP1777,Subdivision,2002
12251,BCP17777,Subdivision,2005
12252,BCP17800,Subdivision,2005
12253,BCP17800,Subdivision,2005
12254,BCP17827,Subdivision,2005
12255,BCP17832,Subdivision,2005
12256,BCP17832,Subdivision,2005
12257,BCP17832,Subdivision,2005
12258,BCP17889,Subdivision,2005
12259,BCP17892,Bylaw,2005
12260,BCP17911,Subdivision,2005
12261,BCP17911,Subdivision,2005
12262,BCP17911,Subdivision,2005
12263,BCP17937,Subdivision,2005
12264,BCP17940,Subdivision,2005
12265,BCP17940,Subdivision,2005
12266,BCP17940,Subdivision,2005
12267,BCP17969,Subdivision,2005
12268,BCP17974,Bylaw,2005
12269,BCP17974,Subdivision,2005
12270,BCP17974,Subdivision,2005
12271,BCP17974,Subdivision,2005
12272,BCP17974,Subdivision,2005
12273,BCP18038,Subdivision,2005
12274,BCP18038,Subdivision,2005
12275,BCP18051,Subdivision,2005
12276,BCP18051,Subdivision,2005
12277,BCP18055,Subdivision,2005
12278,BCP18055,Subdivision,2005
12279,BCP18055,Subdivision,2005
12280,BCP18055,Subdivision,2005
12281,BCP18055,Subdivision,2005
12282,BCP1806,Subdivision,2002
12283,BCP18068,Subdivision,2005
12284,BCP1838,Subdivision,2002
12285,BCP18390,Subdivision,2005
12286,BCP18390,Subdivision,2005
12287,BCP18492,Subdivision,2005
12288,BCP18563,Subdivision,2005
12289,BCP18608,Subdivision,2005
12290,BCP18608,Subdivision,2005
12291,BCP18639,Subdivision,2005
12292,BCP18674,Subdivision,2005
12293,BCP18674,Subdivision,2005
12294,BCP18685,Reference Plan,2006
12295,BCP18696,Subdivision,2005
12296,BCP18696,Subdivision,2005
12297,BCP18723,Subdivision,2005
12298,BCP1879,Subdivision,2002
12299,BCP18863,Subdivision,2005
12300,BCP18918,Subdivision,2005
12301,BCP19004,Subdivision,2005
12302,BCP19004,Subdivision,2005
12303,BCP19004,Subdivision,2005
12304,BCP1910,Subdivision,2002
12305,BCP1910,Subdivision,2002
12306,BCP19110,Subdivision,2005
12307,BCP19129,Subdivision,2005
12308,BCP19134,Reference Plan,2005
12309,BCP19135,Subdivision,2005
12310,BCP1918,Subdivision,2002
12311,BCP1918,Subdivision,2002
12312,BCP19213,Subdivision,2005
12313,BCP19223,Subdivision,2005
12314,BCP19276,Subdivision,2005
12315,BCP19276,Subdivision,2005
12316,BCP19276,Subdivision,2005
12317,BCP19276,Subdivision,2005
12318,BCP19343,Reference Plan,2005
12319,BCP19373,Subdivision,2005
12320,BCP19373,Subdivision,2005
12321,BCP19380,Subdivision,2005
12322,BCP19430,Subdivision,2005
12323,BCP19430,Subdivision,2005
12324,BCP19430,Subdivision,2005
12325,BCP19430,Subdivision,2005
12326,BCP19430,Subdivision,2005
12327,BCP19487,Subdivision,2005
12328,BCP19487,Subdivision,2005
12329,BCP19521,Subdivision,2005
12330,BCP19523,Subdivision,2005
12331,BCP19539,Subdivision,2005
12332,BCP19539,Subdivision,2005
12333,BCP19539,Subdivision,2005
12334,BCP19589,Subdivision,2005
12335,BCP19589,Subdivision,2005
12336,BCP19589,Subdivision,2005
12337,BCP19602,Subdivision,2005
12338,BCP19602,Subdivision,2005
12339,BCP19602,Subdivision,2005
12340,BCP19602,Subdivision,2005
12341,BCP19602,Subdivision,2005
12342,BCP19602,Subdivision,2005
12343,BCP19602,Subdivision,2005
12344,BCP19602,Subdivision,2005
12345,BCP19602,Subdivision,2005
12346,BCP19602,Subdivision,2005
12347,BCP19602,Subdivision,2005
12348,BCP19629,Subdivision,2005
12349,BCP19702,Subdivision,2005
12350,BCP19721,Subdivision,2005
12351,BCP19796,Subdivision,2005
12352,BCP19796,Subdivision,2005
12353,BCP19839,Subdivision,2005
12354,BCP19846,Subdivision,2005
12355,BCP19846,Subdivision,2005
12356,BCP19852,Subdivision,2005
12357,BCP19852,Subdivision,2005
12358,BCP19889,Subdivision,2005
12359,BCP19889,Subdivision,2005
12360,BCP19892,Subdivision,2005
12361,BCP19892,Subdivision,2005
12362,BCP19892,Subdivision,2005
12363,BCP19892,Subdivision,2005
12364,BCP19892,Subdivision,2005
12365,BCP19892,Subdivision,2005
12366,BCP19915,Subdivision,2005
12367,BCP19915,Subdivision,2005
12368,BCP19915,Subdivision,2005
12369,BCP19916,Subdivision,2005
12370,BCP19919,Subdivision,2005
12371,BCP19923,Subdivision,2005
12372,BCP19977,Subdivision,2005
12373,BCP19977,Subdivision,2005
12374,BCP19977,Subdivision,2005
12375,BCP19977,Subdivision,2005
12376,BCP19977,Subdivision,2005
12377,BCP19977,Subdivision,2005
12378,BCP19982,Subdivision,2005
12379,BCP19982,Subdivision,2005
12380,BCP20048,Subdivision,2005
12381,BCP20050,Subdivision,2005
12382,BCP20050,Subdivision,2005
12383,BCP20050,Subdivision,2005
12384,BCP20050,Subdivision,2005
12385,BCP20090,Subdivision,2005
12386,BCP20135,Subdivision,2005
12387,BCP20152,Subdivision,2005
12388,BCP20152,Subdivision,2005
12389,BCP20171,Subdivision,2005
12390,BCP20272,Subdivision,2005
12391,BCP20272,Subdivision,2005
12392,BCP20274,Subdivision,2005
12393,BCP20281,Subdivision,2005
12394,BCP20298,Subdivision,2005
12395,BCP20371,Subdivision,2005
12396,BCP20413,Subdivision,2005
12397,BCP20424,Subdivision,2005
12398,BCP20424,Subdivision,2005
12399,BCP20508,Subdivision,2005
12400,BCP20508,Subdivision,2005
12401,BCP20518,Subdivision,2005
12402,BCP20518,Subdivision,2005
12403,BCP20559,Subdivision,2005
12404,BCP20559,Subdivision,2005
12405,BCP20559,Subdivision,2005
12406,BCP20559,Subdivision,2005
12407,BCP20609,Subdivision,2005
12408,BCP20625,Subdivision,2005
12409,BCP20634,Subdivision,2005
12410,BCP20661,Reference Plan,2005
12411,BCP20683,Subdivision,2005
12412,BCP20808,Subdivision,2006
12413,BCP20822,Subdivision,2005
12414,BCP20857A,Subdivision,2005
12415,BCP20872,Subdivision,2005
12416,BCP20884,Subdivision,2005
12417,BCP20892,Subdivision,2005
12418,BCP20951,Reference Plan,2005
12419,BCP20976,Subdivision,2005
12420,BCP20976,Subdivision,2005
12421,BCP20976,Subdivision,2005
12422,BCP20976,Subdivision,2005
12423,BCP20976,Subdivision,2005
12424,BCP21002,Subdivision,2005
12425,BCP21053,Reference Plan,2005
12426,BCP21101,Subdivision,2006
12427,BCP21117,Subdivision,2005
12428,BCP21160,Subdivision,2005
12429,BCP21260,Subdivision,2005
12430,BCP21279,Subdivision,2006
12431,BCP21348,Subdivision,2005
12432,BCP21348,Subdivision,2005
12433,BCP21348,Subdivision,2005
12434,BCP21352,Reference Plan,2005
12435,BCP21368,Subdivision,2005
12436,BCP21368,Subdivision,2005
12437,BCP21368,Subdivision,2005
12438,BCP21391,Reference Plan,2005
12439,BCP21451,Subdivision,2005
12440,BCP21460,Subdivision,2005
12441,BCP21513,Subdivision,2005
12442,BCP21513,Subdivision,2005
12443,BCP21513,Subdivision,2005
12444,BCP21600,Subdivision,2005
12445,BCP21600,Subdivision,2005
12446,BCP21610,Subdivision,2005
12447,BCP21692,Subdivision,2006
12448,BCP21692,Subdivision,2006
12449,BCP21692,Subdivision,2006
12450,BCP21693,Subdivision,2006
12451,BCP21693,Subdivision,2006
12452,BCP21693,Subdivision,2006
12453,BCP21703,Subdivision,2006
12454,BCP21736,Subdivision,2006
12455,BCP21736,Subdivision,2006
12456,BCP21736,Subdivision,2006
12457,BCP21736,Subdivision,2006
12458,BCP21736,Subdivision,2006
12459,BCP21738,Subdivision,2006
12460,BCP21806,Subdivision,2006
12461,BCP21844,Reference Plan,2006
12462,BCP21915,Subdivision,2006
12463,BCP21923,Reference Plan,2005
12464,BCP21923,Reference Plan,2007
12465,BCP21970,Subdivision,2006
12466,BCP22040,Subdivision,2006
12467,BCP22047,Subdivision,2006
12468,BCP22047,Subdivision,2006
12469,BCP22060,Subdivision,2006
12470,BCP22099,Subdivision,2006
12471,BCP22130,Subdivision,2005
12472,BCP22143,Subdivision,2006
12473,BCP22143,Subdivision,2006
12474,BCP22143,Subdivision,2006
12475,BCP22179,Subdivision,2006
12476,BCP22198,Subdivision,2005
12477,BCP22199,Subdivision,2006
12478,BCP22200,Subdivision,2006
12479,BCP22222,Subdivision,2005
12480,BCP2237,Subdivision,2002
12481,BCP22420,Subdivision,2006
12482,BCP22420,Subdivision,2006
12483,BCP22420,Subdivision,2006
12484,BCP22427,Subdivision,2006
12485,BCP22433,Subdivision,2006
12486,BCP22462,Subdivision,2006
12487,BCP22477,Subdivision,2006
12488,BCP22492,Subdivision,2006
12489,BCP22585,Subdivision,2006
12490,BCP22585,Subdivision,2006
12491,BCP22585,Subdivision,2006
12492,BCP22585,Subdivision,2006
12493,BCP22619,Subdivision,2006
12494,BCP22619,Subdivision,2006
12495,BCP22678,Subdivision,2006
12496,BCP22701,Reference Plan,2006
12497,BCP22714,Subdivision,2006
12498,BCP2273,Subdivision,2002
12499,BCP22751,Reference Plan,2006
12500,BCP22755,Subdivision,2006
12501,BCP22755,Subdivision,2006
12502,BCP22755,Subdivision,2006
12503,BCP2277,Subdivision,2002
12504,BCP22773,Subdivision,2006
12505,BCP22773,Subdivision,2006
12506,BCP22790,Subdivision,2006
12507,BCP22892,Subdivision,2006
12508,BCP22896,Subdivision,2006
12509,BCP22923,Subdivision,2006
12510,BCP22926,Right of Way,2007
12511,BCP22961,Subdivision,2006
12512,BCP22975,Subdivision,2005
12513,BCP23039,Subdivision,2006
12514,BCP23039,Subdivision,2006
12515,BCP23039,Subdivision,2006
12516,BCP23039,Subdivision,2006
12517,BCP23072,Reference Plan,2006
12518,BCP23073,Reference Plan,1969
12519,BCP23106,Right of Way,2006
12520,BCP23108,Subdivision,2006
12521,BCP23108,Subdivision,2006
12522,BCP23108,Subdivision,2006
12523,BCP23118,Subdivision,2006
12524,BCP23118,Subdivision,2006
12525,BCP23118,Subdivision,2006
12526,BCP23171,Subdivision,2006
12527,BCP23171,Subdivision,2006
12528,BCP23186,Subdivision,2006
12529,BCP23233,Subdivision,2006
12530,BCP23233,Subdivision,2006
12531,BCP23233,Subdivision,2006
12532,BCP23237,Reference Plan,2006
12533,BCP23337,Subdivision,2006
12534,BCP2334,Subdivision,2002
12535,BCP23396,Explanatory,2006
12536,BCP23420,Right of Way,2006
12537,BCP23422,Subdivision,2006
12538,BCP23433,Subdivision,2006
12539,BCP23497,Subdivision,2005
12540,BCP23526,Subdivision,2006
12541,BCP23541,Subdivision,2006
12542,BCP23541,Subdivision,2006
12543,BCP23581,Subdivision,2006
12544,BCP23581,Subdivision,2006
12545,BCP23581,Subdivision,2006
12546,BCP23581,Subdivision,2006
12547,BCP23581,Subdivision,2006
12548,BCP23583,Subdivision,2006
12549,BCP23583,Subdivision,2006
12550,BCP23583,Subdivision,2006
12551,BCP23589,Subdivision,2006
12552,BCP23624,Subdivision,2005
12553,BCP23629,Subdivision,2006
12554,BCP23735,Subdivision,2006
12555,BCP23735,Subdivision,2006
12556,BCP23735,Subdivision,2006
12557,BCP23817,Subdivision,2006
12558,BCP23818,Subdivision,2006
12559,BCP23818,Subdivision,2006
12560,BCP23828,Subdivision,2006
12561,BCP23954,Subdivision,2006
12562,BCP24009,Subdivision,2006
12563,BCP24038,Subdivision,2006
12564,BCP24046,Subdivision,2006
12565,BCP24046,Subdivision,2006
12566,BCP24050,Subdivision,2006
12567,BCP24050,Subdivision,2006
12568,BCP24086,Subdivision,2006
12569,BCP24101,Subdivision,2006
12570,BCP24146,Reference Plan,2006
12571,BCP24152,Subdivision,2005
12572,BCP24203,Subdivision,2006
12573,BCP24203,Subdivision,2006
12574,BCP24354,Subdivision,2006
12575,BCP24354,Subdivision,2006
12576,BCP24355,Subdivision,2006
12577,BCP24355,Subdivision,2006
12578,BCP24442,Subdivision,2006
12579,BCP24447,Subdivision,2006
12580,BCP24512,Subdivision,2006
12581,BCP24583,Subdivision,2006
12582,BCP24624,Subdivision,2006
12583,BCP24624,Subdivision,2006
12584,BCP24624,Subdivision,2006
12585,BCP24624,Subdivision,2006
12586,BCP24624,Subdivision,2006
12587,BCP24624,Subdivision,2006
12588,BCP24624,Subdivision,2006
12589,BCP24624,Subdivision,2006
12590,BCP24624,Subdivision,2006
12591,BCP24624,Subdivision,2006
12592,BCP24633,Subdivision,2006
12593,BCP24641,Subdivision,2006
12594,BCP24663,Subdivision,2006
12595,BCP24667,Reference Plan,2006
12596,BCP24678,Subdivision,2006
12597,BCP24678,Subdivision,2006
12598,BCP24678,Subdivision,2006
12599,BCP24696,Subdivision,2006
12600,BCP24816,Subdivision,2006
12601,BCP24841,Reference Plan,2006
12602,BCP24849,Subdivision,2006
12603,BCP24866,Subdivision,2005
12604,BCP24866,Subdivision,2005
12605,BCP24931,Reference Plan,2006
12606,BCP24932,Reference Plan,2006
12607,BCP24966,Subdivision,2006
12608,BCP24993,Subdivision,2006
12609,BCP25075,Subdivision,2006
12610,BCP251,Subdivision,2002
12611,BCP251,Subdivision,2002
12612,BCP251,Subdivision,2002
12613,BCP251,Subdivision,2002
12614,BCP251,Subdivision,2002
12615,BCP251,Subdivision,2002
12616,BCP251,Subdivision,2002
12617,BCP251,Subdivision,2002
12618,BCP251,Subdivision,2002
12619,BCP251,Subdivision,2002
12620,BCP25132,Subdivision,2006
12621,BCP25132,Subdivision,2006
12622,BCP25132,Subdivision,2006
12623,BCP25132,Subdivision,2006
12624,BCP25132,Subdivision,2006
12625,BCP25155,Subdivision,2006
12626,BCP25155,Subdivision,2006
12627,BCP25155,Subdivision,2006
12628,BCP25169,Subdivision,2006
12629,BCP25180,Subdivision,2006
12630,BCP25198,Reference Plan,2006
12631,BCP25198,Subdivision,2006
12632,BCP25265,Subdivision,2006
12633,BCP25272,Reference Plan,2006
12634,BCP25289,Subdivision,2006
12635,BCP25356,Subdivision,2006
12636,BCP25396,Subdivision,2006
12637,BCP25396,Subdivision,2006
12638,BCP25398,Subdivision,2006
12639,BCP25401,Subdivision,2006
12640,BCP25412,Subdivision,2006
12641,BCP25452,Subdivision,2006
12642,BCP25452,Subdivision,2006
12643,BCP25487,Subdivision,2006
12644,BCP25539,Subdivision,2006
12645,BCP25539,Subdivision,2006
12646,BCP25587,Subdivision,2006
12647,BCP25642,Subdivision,2006
12648,BCP25642,Subdivision,2006
12649,BCP25642,Subdivision,2006
12650,BCP25646,Subdivision,2006
12651,BCP25702,Subdivision,2006
12652,BCP25737,Subdivision,2006
12653,BCP25870,Subdivision,2006
12654,BCP26042,Reference Plan,2008
12655,BCP26043,Reference Plan,2006
12656,BCP26103,Subdivision,2006
12657,BCP26103,Subdivision,2006
12658,BCP26103,Subdivision,2006
12659,BCP26103,Subdivision,2006
12660,BCP26188,Subdivision,2006
12661,BCP26197,Subdivision,2006
12662,BCP26197,Subdivision,2006
12663,BCP26347,Subdivision,2006
12664,BCP26369,Subdivision,2006
12665,BCP26446,Subdivision,2006
12666,BCP26447,Subdivision,2007
12667,BCP26477,Subdivision,2006
12668,BCP26488,Subdivision,2006
12669,BCP26488,Subdivision,2006
12670,BCP26488,Subdivision,2006
12671,BCP26488,Subdivision,2006
12672,BCP26488,Subdivision,2006
