,ACCESSIBILITY,COMMENTS,CRE_DATE,MATERIAL,MOD_DATE,ROAD_CLASS,WEBLINK
2811,,Parking Lot,,,20170605,Other,
2812,,Parking Lot,,,20170605,,
2813,,,20130128,,,,
2814,Open,,20120822,Asphalt,,,
2815,Open,,20121001,Asphalt,20170822,Local,
2816,Closed to Traffic,,20120822,Gravel,20140217,Other,
2817,Open,,20131203,,20160203,,
2818,Open,,20121019,Asphalt,20121019,Local,
2819,,,20170413,,,,
2820,Open,,20130426,,20130710,,
2821,Open,,20121019,Asphalt,20130425,Local,
2822,Open,,20121219,,20160210,,
2823,Open,,20120822,Asphalt,,,
2824,Open,,20140404,Asphalt,20130930,,
2825,,,20130719,,,,
2826,Open,,20140404,Asphalt,20140404,,
2827,Open,,20140404,Asphalt,20140404,,
2828,,,20130719,,20130719,,
2829,,,20131007,,20150825,,
2830,Open,,20131121,Asphalt,20170323,,
2831,Open,,20120822,Asphalt,20140218,,
2832,,,20140109,Asphalt,20180627,,
2833,,,20130722,,20140218,,
2834,Open,,20120822,Asphalt,,,
2835,,,20151125,,20170322,,
2836,Open,,20130712,,20130712,,
2837,Open,,20120822,Asphalt,20160105,Arterial,
2838,Open,,20170823,Asphalt,20170823,Local,
2839,Open,Strata,20140117,Asphalt,20150612,Other,
2840,Open,,20170823,,20170823,Local,
2841,Open,,20140116,Asphalt,20160115,Arterial,
2842,Open,,20130422,,20170117,,
2843,Open,Overpass,20131219,Concrete,20140318,Ramp,
2844,Open,,20120822,Asphalt,,,
2845,Open,,20120822,Asphalt,20121001,Highway,
2846,Open,,20120822,Asphalt,20150818,Other,
2847,Open,,20121211,Asphalt,20121102,Lane,
2848,,,20150415,,20150825,Local,
2849,,,20170321,,,,
2850,,,20151125,,20170125,,
2851,,,20170321,,,,
2852,,,20131016,,20170125,,
2853,,,20121220,,20170125,,
2854,Open,,20120822,Asphalt,20150818,Lane,
2855,,,20151125,,20151125,,
2856,,,20150904,,20151009,Unknown,
2857,Open,,20121220,Asphalt,20170124,Local,
2858,,,20150818,,20150818,Lane,
2859,,,20131203,,20180329,,
2860,,,20131203,,20170803,,
2861,Open,Lane,20150825,Asphalt,20150825,,
2862,,,20151126,,20151126,,
2863,,,20121220,,20140211,,
2864,,,20121220,,20121102,,
2865,,,20170328,,20170328,,
2866,,,20170322,,,,
2867,,,20170322,,20170322,,
2868,,,20170322,,20170322,,
2869,,,20170331,,,,
2870,,,20170328,,20170328,,
2871,,,20170322,,,,
2872,,,20131203,,20180416,,
2873,,,20121220,,20130920,,
2874,,,20170410,,20170410,,
2875,Open,Strata,20140821,Asphalt,20140822,Other,
2876,,,20140929,,20141027,Other,
2877,,,20121220,,20160906,,
2878,Open,,20120822,Asphalt,,,
2879,Open,,20121219,,20151207,,
2880,Open,,20121219,,20160119,,
2881,Open,,20131203,Asphalt,20170118,Arterial,
2882,,,20130424,,20160210,,
2883,Open,,20130424,,20151222,,
2884,Open,,20121219,Asphalt,,,
2885,Open,,20121211,Asphalt,20160115,Local,
2886,Open,,20120822,Asphalt,20170123,Arterial,
2887,Open,,20121219,Asphalt,,,
2888,Open,,20130301,,20180814,Unknown,
2889,Open,,20120822,Asphalt,20140116,Arterial,
2890,Closed to Traffic,Parking Lot,20130708,,20170524,Unknown,
2891,,Parking Lot,20170524,,20180814,Other,
2892,Open,,20121107,Asphalt,20160928,Local,
2893,,Parking Lot,20170524,,20180814,Other,
2894,,Parking Lot,20170315,,20170605,,
2895,,,20151126,,20160203,Other,
2896,,,20150820,Gravel,20151117,Local,
2897,,,20121220,,20180508,,
2898,Open,,20131203,Gravel,20121102,Lane,
2899,Open,,20121001,Asphalt,20121001,Lane,
2900,,,20170320,,,,
2901,Open,,20121001,Asphalt,20121001,Local,
2902,,,20121220,,20121102,,
2903,,,20130719,,20140521,,
2904,,,20130712,,20150825,Local,
2905,,,20170320,,,,
2906,,,20131203,,20151216,,
2907,,,20131203,,20121102,,
2908,,,20121220,,20150224,,
2909,,Parking Lot,20170320,,20171027,,
2910,,,20121220,,20150730,,
2911,,,20170608,,,,
2912,,,20161208,,20180417,Other,
2913,,,20131203,,20170206,,
2914,,,20131203,,20131203,,
2915,Open,Trailer Park,20140819,Asphalt,20140822,Other,
2916,Open,Strata,20140821,Asphalt,20140822,Other,
2917,Open,,20121219,,20130710,,
2918,,,20130424,,20160909,,
2919,Open,,20121219,,20160906,,
2920,Open,Strata,20140821,Asphalt,20140822,Other,
2921,,,20130424,,,,
2922,Open,Strata,20140821,Asphalt,20140822,Other,
2923,,,20151119,,20160308,Local,
2924,Open,,20131203,,20161021,,
2925,,,20170627,,,,
2926,,,20170627,,,,
2927,Open,,20121219,Asphalt,20180718,Local,
2928,,,20150122,,20160112,Lane,
2929,Open,,20120822,Asphalt,20120928,Lane,
2930,Open,Strata,20140117,Asphalt,20140117,Other,
2931,Open,Strata,20140117,Asphalt,20140117,Other,
2932,Open,,20120822,Asphalt,20170922,,
2933,Open,,20131203,,20180813,,
2934,Open,,20121219,Asphalt,20180629,,
2935,Open,,20121107,Asphalt,20161005,Local,
2936,Open,,20120822,Asphalt,20160120,Local,
2937,,Strata,20130711,Asphalt,20161012,Other,
2938,Open,,20120822,Asphalt,20170110,Local,
2939,Open,,20170823,Asphalt,20170823,Local,
2940,Open,,20120822,Asphalt,20160120,Local,
2941,Open,,20120928,Asphalt,20120928,Local,
2942,Open,,20120928,Asphalt,20151218,Lane,
2943,,,20151126,,20160114,Other,
2944,,,20121220,,20161104,,
2945,,,20121220,,20150731,,
2946,,,20121220,,20121102,,
2947,,,20121220,,20170727,,
2948,,,20131203,,20131203,,
2949,,,20121220,,20180613,,
2950,Open,,20131203,Gravel,20131203,Lane,
2951,,,20130712,,20150825,Local,
2952,Open,,20131203,Asphalt,20130823,Local,
2953,,,20121219,,20161021,Arterial,
2954,,,20151126,,,,
2955,,,20170419,,20170419,,
2956,,,20121219,,20130424,,
2957,,,20121219,,20171026,,
2958,,,20140710,,20160718,,
2959,,,20151113,,20180508,,
2960,Open,,20150615,Concrete,20150615,Local,
2961,,,20170419,,,,
2962,,,20170608,,,,
2963,,,20170609,,,,
2964,,,20121219,,20150724,,
2965,Open,,20121219,,20150203,,
2966,Open,,20170822,,20171017,Ramp,
2967,Open,,20121219,,20170117,,
2968,Open,,20131203,,20161208,,
2969,Open,,20170822,,20170822,Ramp,
2970,Open,Parking Lot,20180802,Asphalt,20180802,Other,
2971,Open,,20121219,,20131203,,
2972,Open,,20121219,,20130710,,
2973,,Parking Lot,20170605,,20180629,Lane,
2974,Open,,20131203,,20161021,,
2975,,,20170621,,20170621,,
2976,,,20170621,,,,
2977,,,20170621,,,,
2978,Open,,20140822,Asphalt,20160108,Local,
2979,Open,,20120928,Asphalt,20160201,Collector,
2980,Open,,20131203,Asphalt,20180629,Arterial,
2981,Open,,20140113,Asphalt,20140113,Lane,
2982,,,20140930,,20141027,Other,
2983,,,20170621,,,,
2984,Open,Strata,20140829,Asphalt,20140829,,
2985,Open,Strata,20140829,Asphalt,20140829,,
2986,,,20140930,,20141027,Other,
2987,Open,,20131203,,20151028,,
2988,Open,Strata,20140822,Asphalt,20151029,Other,
2989,Open,Strata,20140822,Asphalt,20140822,Other,
2990,Open,,20121211,Asphalt,20120928,Lane,
2991,Open,,20120822,Asphalt,20150119,Local,
2992,,,20140120,,20160120,,
2993,Open,,20121211,Asphalt,20120928,Local,
2994,Open,,20121211,Asphalt,20120928,Lane,
2995,Open,,20121211,Asphalt,20120928,Lane,
2996,Open,,20121219,Asphalt,20120928,Local,
2997,Open,,20121219,Asphalt,20160511,Local,
2998,,,20170315,,,,
2999,,,20121220,,20180417,,
3000,,,20131203,,20121102,,
3001,,,20121220,,20160202,,
3002,,Parking Lot,20170316,,20170605,,
3003,,,20170316,,,,
3004,,,20151130,,20151130,Other,
3005,,,20140925,,20180504,,
3006,,,20121220,,20180413,,
3007,,,20131121,,20131121,,
3008,,Parking Lot,20170316,,20170803,,
3009,,Parking Lot,20170316,,20170803,,
3010,Closed to Traffic,,20120822,Asphalt,20120928,Local,
3011,,,20140505,,,,
3012,,Parking Lot,20170605,,20170605,Arterial,
3013,,,20170822,,20170727,,
3014,,,20130905,,20130507,,
3015,,,20151119,,20151119,Other,
3016,Open,,20120822,Asphalt,,,
3017,Open,,20120822,Asphalt,20140313,Ramp,
3018,Open,Overpass,20120822,Concrete,20140121,Ramp,
3019,,,20151113,,20151113,,
3020,,,20130628,,20140321,,
3021,,,20151124,,,Other,
3022,,,20140325,,20150820,Lane,
3023,,,20150820,,20150820,Local,
3024,,,20140326,,20140326,,
3025,,,20151124,,20151124,Other,
3026,,,20150122,,20150122,Lane,
3027,,,20140325,,20180801,Arterial,
3028,,,20131121,,20170125,,
3029,,,20170413,,,,
3030,,,20170822,,20170711,,
3031,,,20131121,,20131121,,
3032,,,20131203,,20170822,,
3033,Open,,20120822,Asphalt,,,
3034,,,20121219,,20150521,,
3035,Open,,20120822,Asphalt,,,
3036,,,20150820,,20150820,Lane,
3037,Open,,20150820,,20150820,Lane,
3038,Open,,20121102,Asphalt,20121102,Lane,
3039,,,20140424,,20140424,,
3040,Open,,20130423,,20130710,,
3041,Open,,20121219,,20170531,,
3042,Open,,20121102,Asphalt,20160928,Lane,
3043,Open,,20121219,,20180502,,
3044,Open,,20131121,,20170929,,
3045,Open,Strata,20140822,Asphalt,20140822,Other,
3046,Open,,20120822,Asphalt,20161020,,
3047,,,20170614,,20170614,,
3048,,,20170621,,20170621,,
3049,,,20170628,,,,
3050,Open,,20131203,,20180803,Local,
3051,Open,Strata,20140117,Asphalt,20140117,Other,
3052,,Parking Lot,20130404,,20140829,,
3053,Closed to Traffic,Parking Lot,20130405,Asphalt,20140117,Other,
3054,Open,Strata,20130404,Asphalt,20140117,Other,
3055,Open,,20131203,Asphalt,20180803,Local,
3056,Open,,20120822,Asphalt,20170823,Local,
3057,Open,,20121211,Asphalt,20120928,Lane,
3058,Open,,20121211,Asphalt,20120928,Lane,
3059,Open,,20121211,Asphalt,,Lane,
3060,Open,,20121211,Asphalt,20160511,Local,
3061,Open,,20121211,Asphalt,,Local,
3062,Open,,20120822,Asphalt,20140116,,
3063,Open,,20120822,Asphalt,20171016,Collector,
3064,Open,,20130708,,20170823,Local,
3065,Open,,20120822,Asphalt,,,
3066,,,20151130,,,Other,
3067,,,20170317,,,,
3068,,,20140505,,,,
3069,,,20151201,,,Other,
3070,,,20151201,,,Other,
3071,,,20151201,,,Other,
3072,,,20151201,,,Other,
3073,,,20121220,,20160510,,
3074,,,20151201,,20151201,Other,
3075,,,20121220,,20161107,,
3076,Open,,20131203,Asphalt,,,
3077,Open,,20131203,Asphalt,20161129,,
3078,,,20170316,,20170803,,
3079,,,20151118,,20151118,Other,
3080,Open,Overpass,20140121,Asphalt,20170804,Ramp,
3081,Open,,20131121,,20160718,,
3082,Open,,20120822,Asphalt,,,
3083,Open,,20120822,Asphalt,,,
3084,,,20170413,,,,
3085,Open,,20140423,,20140423,,
3086,,,20121219,,20170731,,
3087,,,20130424,,,,
3088,Open,,20120822,Asphalt,20130404,,
3089,Open,,20130710,,20130710,,
3090,Open,,20121219,,20131115,,
3091,Open,,20180803,Asphalt,20180803,Other,
3092,Open,,20131203,,20180803,,
3093,,,20151127,,20151127,,
3094,,,20151125,,,Other,
3095,Open,,20131203,,20130710,,
3096,,,20150611,,20150611,,
3097,Open,,20131121,,20150720,,
3098,,,20170621,,,,
3099,,,20170621,,20170621,,
3100,Open,,20121219,,20171020,,
3101,Open,,20131203,,20140131,,
3102,,,20170719,,20170719,,
3103,,Strata,20130321,,20160218,,
3104,Open,,20131203,Asphalt,20160704,Highway,
3105,Open,,20120822,Asphalt,20170203,,
3106,Open,Underpass,20140116,Asphalt,20160630,Other,
3107,Closed to Traffic,Strata,20130321,Asphalt,20140121,,
3108,Open,,20131203,Asphalt,20150623,,
3109,,,20130930,,20150720,,
3110,Open,,20130624,Asphalt,20130301,,
3111,Open,,20120822,Asphalt,20160301,,
3112,,,20130122,,20130122,,
3113,,Parking Lot,20130123,,20170605,,
3114,Open,,20130128,,20161007,,
3115,,,20141024,,20141024,,
3116,,,20171024,,20171026,Other,
3117,,Parking Lot,,,20170605,,
3118,,Parking Lot,,,20170605,,
3119,,,,,,,
3120,,,,,,,
3121,,,20150820,,20151202,Local,
3122,,,20170830,,,Unknown,
3123,,,20180509,,20180509,Local,
3124,,,20161021,,20170721,Arterial,
3125,,,20131203,,20170322,,
3126,,,,,,,
3127,,,20121219,,20170822,,
3128,,,20121219,,20180410,,
3129,Open,,20120822,Asphalt,,,
3130,,,20121219,,20131203,,
3131,,,20151130,,20151130,,
3132,,,20151130,,20151130,,
3133,,,20151130,,20151130,,
3134,,,20151130,,,,
3135,,,20151130,,,,
3136,Open,,20130821,Asphalt,20161006,Lane,
3137,Open,,20131203,,20130710,,
3138,,,20151125,,20151125,Other,
3139,Open,,20131203,,20171017,,
3140,Open,,20120822,Asphalt,20120928,Lane,
3141,,,20151016,,20160223,Lane,
3142,,,20151016,,20160223,Local,
3143,Open,,20140116,Asphalt,20160628,,
3144,Open,,20140116,Asphalt,20180802,Highway,
3145,Open,,20131203,,20170828,,
3146,Open,,20131203,Asphalt,20150716,,
3147,Open,,20121219,Asphalt,20160118,,
3148,Open,Parking Lot,20170605,Asphalt,20170605,Local,
3149,,,20130110,,20130110,,
3150,Open,,20120822,Asphalt,,,
3151,Open,,20131121,Asphalt,20180813,,
3152,Open,Overpass,20120822,Concrete,20140121,Ramp,
3153,,,20141029,,20121102,,
3154,,Parking Lot,20130124,,20170605,,
3155,,,20131121,,20160218,,
3156,Open,,20120822,Asphalt,,,
3157,,,20121220,,20170822,,
3158,Open,,20120822,Asphalt,,,
3159,,,20131203,,20131203,,
3160,,,20121219,,20171025,,
3161,,,20121219,,20171018,,
3162,Open,,20121219,,20170926,,
3163,Open,,20131203,,20130710,,
3164,Open,,20131121,Asphalt,20140403,,
3165,Open,,20120822,Asphalt,,,
3166,Open,,20160126,,20180802,Highway,
3167,Open,,20130709,,20180802,Highway,
3168,Open,,20121219,Asphalt,20131203,,
3169,Open,,20170821,,20170821,Ramp,
3170,Open,Parking Lot,20120822,Asphalt,20170605,Other,
3171,,Parking Lot,20130117,,20170605,,
3172,Open,,20121019,Asphalt,20121019,Local,
3173,,Parking Lot,20170315,,20170605,,
3174,,,20170822,,20170822,Ramp,
3175,,,20160209,,20160209,Arterial,
3176,Open,,20120822,Asphalt,,,
3177,Open,,20131203,,20131203,,
3178,,,20160506,Asphalt,20160506,Lane,
3179,Open,,20170822,Asphalt,20170822,Ramp,
3180,Open,,20131203,,20161025,,
3181,Open,,20150622,,20150622,,
3182,Open,,20120822,Asphalt,,,
3183,Open,,20140121,Asphalt,20180802,Highway,
3184,Open,,20140121,Asphalt,20180802,Highway,
3185,Open,,20121219,Asphalt,20180612,,
3186,Open,,20170823,Asphalt,20170823,,
3187,Open,,20131203,,20140117,,
3188,Open,,20120822,Asphalt,20160705,Highway,
3189,Open,,20151207,Asphalt,20151207,Highway,
3190,Open,,20170125,Asphalt,20160211,,
3191,Open,,20121019,Asphalt,20171017,Arterial,
3192,,Parking Lot,20130125,Asphalt,20151208,Unknown,
3193,,,20121220,,20161031,,
3194,,,,,,Other,
3195,Open,,20120822,Asphalt,20171120,Collector,
3196,,,,,,,
3197,,Parking Lot,,,20170605,,
3198,,,,,20170605,Other,
3199,,,20121220,,20171120,,
3200,,,20160202,,20160202,Other,
3201,,Parking Lot,,,20170605,,
3202,,Parking Lot,,,20170605,,
3203,,,,,,,
3204,,Parking Lot,,,20170605,,
3205,,,,,20170605,,
3206,Open,,20121019,Asphalt,20121019,Lane,
3207,Open,,20121019,Asphalt,20151224,Local,
3208,,,20130115,Asphalt,,,
3209,,,20130115,Asphalt,20180320,,
3210,Open,,20121001,Asphalt,20180607,Local,
3211,Open,,20121019,Asphalt,20160414,Lane,
3212,Open,,20131011,,20131011,,
3213,Open,,20131203,Asphalt,20180314,,
3214,,,20170413,,,,
3215,Open,,20131011,,20130930,,
3216,,,20130930,,20130930,,
3217,Open,,20130214,,20180720,,
3218,Open,,20120822,Asphalt,,Lane,
3219,,,20170518,,20170518,,
3220,,,20170413,,,,
3221,,,20151126,,20151126,,
3222,Open,,20131203,,20131011,,
3223,Open,,20121219,Asphalt,20160203,,
3224,Open,,20150622,,20180725,,
3225,Open,,20131203,Asphalt,20160627,,
3226,Open,,20121220,,20131203,,
3227,Open,,20131203,Asphalt,20160627,,
3228,Open,,20121219,Asphalt,,,
3229,,,20131203,,20180116,,
3230,,Parking Lot,,,20170605,,
3231,,,20130125,,,,
3232,,,20130128,,20151203,,
3233,,,20130128,,20130128,,
3234,Open,,20151207,Asphalt,20151207,Ramp,
3235,Open,,20170822,Asphalt,20170822,Ramp,
3236,,,20170413,,,,
3237,Open,,20121019,Asphalt,20121019,Local,
3238,Open,,20121019,Asphalt,20150317,Arterial,
3239,,,20130305,,20140218,,
3240,Open,,20120822,Asphalt,,,
3241,Open,,20120822,Asphalt,20130716,,
3242,Open,,20120822,Asphalt,,,
3243,,,20140109,Asphalt,20140109,,
3244,,,20130719,,20130719,,
3245,,,20130722,Asphalt,20140109,,
3246,Open,,20120822,Asphalt,,,
3247,,,20140505,,,,
3248,,,20130718,,20140310,,
3249,,,20130719,,20130719,,
3250,Open,,20120822,Asphalt,,,
3251,,,20130722,,,,
3252,,,20130125,,20130125,,
