,AMENDMENT_DATE,AMENDMENT_DESCRIPTION,AMENDMENT_RESOLUTION,CRE_DATE,DENSITY_HIGH,DENSITY_LOW,DENSITY_UNITS,FOLDER,LAND_USE,MOD_DATE,PLAN_AREA,PLAN_STATUS,PLAN_TYPE,PLAN_YEAR
189,,, ,20160802,,,,,Parks & Linear Corridors,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
190,,, ,20160802,,,,,Commercial Frontage Required,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
191,,, ,,,,,,Highway Commercial,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
192,,, ,20160802,,,,,Single Family Urban,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
193,,, ,20160802,,,,,Institutional,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
194,,, ,,,,,,Highway Commercial,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
195,,, ,20160802,,,,,Medium Density Townhouses,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
196,,, ,20160802,,,,,Medium Density Townhouses,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
197,,, ,,,,,,Medium Density Townhouses,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
198,,, ,,,,,,Institutional,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
199,,, ,20160802,,,,,Institutional,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
200,,, ,20150805,,,,,Parks & Linear Corridors,20160602,Fleetwood Town Centre,Approved,Town Centre Plan,2000
201,20150727,Amended See Corporate Report L004,,20150805,,,,6520-20,Low Density Townhouses In Duplex Form,20150813,Fleetwood Town Centre,Approved,Town Centre Plan,2000
202,20150727,Amended See Corporate Report L004,,20160802,,,,6520-20,Low Density Townhouses In Duplex Form,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
203,,, ,20160802,,,,,Medium Density Townhouses,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
204,20150727,Amended See Corporate Report L004, ,20160802,,,,6520-20,Low Density Townhouses or Single Family,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
205,,, ,,,,,,Single Family Urban,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
206,,, ,20160802,,,,,Multiuse Corridor/Landscape Buffer,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
207,,, ,20160802,,,,,Parks & Linear Corridors,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
208,,, ,20160802,,,,,Single Family Urban,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
209,,, ,20160802,,,,,Single Family Urban,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
210,,, ,,,,,,Single Family Urban,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
211,,, ,20160802,,,,,Single Family Urban,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
212,,, ,20160802,,,,,Single Family Urban,20160803,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
213,,, ,,,,,,Single Family Suburban,20130131,Fleetwood Town Centre,Approved,Town Centre Plan,2000
214,,, ,20160802,,,,,Single Family Urban,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
215,,, ,20160802,,,,,Single Family Urban,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
216,,, ,,,,,,Single Family Urban,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
217,,, ,,,,,,Single Family Urban,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
218,,, ,20160802,,,,,Low Density Townhouses,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
219,,, ,20160802,,,,,Manufactured Homes,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
220,,, ,,,,,,Apartment and Medium Density Townhouses,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
221,,, ,20160802,,,,,Low Density Townhouses,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
222,,, ,20160802,,,,,Multiuse Corridor/Landscape Buffer,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
223,,, ,20160802,,,,,Single Family Urban,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
224,,, ,,,,,,Low Density Townhouses,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
225,,, ,20160802,2.5,,FAR,,Mixed Use 2.5 FAR 6 Storey Maximum,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
226,,, ,,,,,,Institutional,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
227,,, ,20160802,,,,,Parks & Linear Corridors,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
228,,, ,,,,,,Community Commercial,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
229,20030414,,R03-2136,20160802,,,,,Institutional,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
230,,, ,,,,,,Medium Density Townhouses,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
231,,, ,20160802,2.5,,FAR,,Mixed Use 2.5 FAR 6 Storey Maximum,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
232,,, ,20160802,,,,,Commercial Frontage Required,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
233,,, ,20160802,,,,,Low Density Townhouses,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
234,,, ,20160802,,,,,Parks & Linear Corridors,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
235,,, ,,,,,,Apartment and Medium Density Townhouses,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
236,,, ,20160802,,,,,Institutional,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
237,,, ,,,,,,Medium Density Townhouses,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
238,,, ,20150805,,,,,Single Family Urban,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
239,,, ,20160802,,,,,Parks & Linear Corridors,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
240,,, ,20160802,,,,,Multiuse Corridor/Landscape Buffer,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
241,,, ,20160802,,,,,Institutional/Commercial,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
242,20150727,Amended See Corporate Report L004, ,20150805,,,,6520-20,Low Density Townhouses or Single Family,20150805,Fleetwood Town Centre,Approved,Town Centre Plan,2000
243,20150727,Amended See Corporate Report L004,,20160802,,,,6520-20,Medium Density Townhouses,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
244,20150727,Amended See Corporate Report L004,,20150805,,,,6520-20,Medium Density Townhouses,20150805,Fleetwood Town Centre,Approved,Town Centre Plan,2000
245,,, ,,,,,,Highway Commercial,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
246,,, ,20160802,,,,,Single Family Urban,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
247,,, ,,,,,,Medium Density Townhouses,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
248,,, ,20160802,,,,,Single Family Urban,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
249,,, ,,,,,,Single Family Urban,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
250,,Amended From Parks & Linear Corridors to Single Family Urban, ,20160803,,,,7913-0041-00,Single Family Urban,20160803,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
251,,Amended From Single Family Urban to Parks & Linear Corridors, ,20160803,,,,7913-0041-00,Parks & Linear Corridors,20160803,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
252,,, ,20160802,,,,,Single Family Urban,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
253,,, ,20160802,,,,,Parks & Linear Corridors,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
254,,, ,20160802,,,,,Industrial,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
255,,, ,,,,,,Parks & Linear Corridors,20131113,Fleetwood Town Centre,Approved,Town Centre Plan,2000
256,,, ,20160802,,,,,Parks & Linear Corridors,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
257,,Amended From Parks & Linear Corridors to Single Family Urban, ,,,,,7914-0350-00,Single Family Urban,20160309,Fleetwood Town Centre,Approved,Town Centre Plan,2000
258,,, ,,,,,,Single Family Urban,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
259,,, ,20160802,,,,,Parks & Linear Corridors,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
260,,, ,,,,,,Low Density Townhouses,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
261,,, ,,,,,,Low Density Townhouses,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
262,,, ,20160802,,,,,Medium Density Townhouses,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
263,,, ,,,,,,Low Density Townhouses,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
264,,, ,,,,,,Single Family Urban,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
265,,, ,20160802,,,,,Single Family Urban,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
266,,, ,,,,,,Low Density Townhouses,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
267,,, ,20160802,,,,,Low Density Townhouses,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
268,,, ,,,,,,Single Family Urban,20130318,Fleetwood Town Centre,Approved,Town Centre Plan,2000
269,,, ,20160802,,,,,Institutional,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
270,,, ,20160802,,,,,Single Family Urban,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
271,,, ,20160802,,,,,Low Density Townhouses,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
272,,, ,,,,,,Low Density Townhouses,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
273,,, ,20160802,2.5,,FAR,,Mixed Use 2.5 FAR 6 Storey Maximum,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
274,,, ,20160802,,,,,Commercial Frontage Required,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
275,,, ,20160802,,,,,4 Storey Maximum,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
276,,, ,20160802,2.5,,FAR,,Mixed Use 2.5 FAR 6 Storey Maximum,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
277,,, ,20160802,,,,,Commercial Frontage Required,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
278,,, ,,,,,,Parks & Linear Corridors,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
279,,, ,20160802,,,,,4 Storey Maximum,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
280,,, ,20160802,,,,,Residential Frontage Required 4 Storey Maximum,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
281,,, ,20160802,,,,,Commercial Frontage Required,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
282,,, ,20160802,2.5,,FAR,,Mixed Use 2.5 FAR 6 Storey Maximum,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
283,,, ,,,,,,Community Commercial,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
284,,, ,,,,,,Community Commercial,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
285,,, ,20160802,2.5,,FAR,,Mixed Use 2.5 FAR 6 Storey Maximum,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
286,,, ,,,,,,Parks & Linear Corridors,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
287,,Highway Commercial TO Medium Density Townhouses,R11-1441,,,,,,Medium Density Townhouses,20111206,Fleetwood Town Centre,Approved,Town Centre Plan,2000
288,,, ,,,,,,Institutional,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
289,,, ,20160802,,,,,Low Density Townhouses,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
290,,, ,,,,,,Medium Density Townhouses,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
291,,, ,20160802,,,,,Medium Density Townhouses,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
292,,, ,,,,,,Single Family Urban,20130705,Fleetwood Town Centre,Approved,Town Centre Plan,2000
293,,, ,,,,,,Medium Density Townhouses,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
294,,, ,20150805,,,,,Single Family Urban,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
295,,, ,,,,,,Institutional/Commercial,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
296,20150727,Amended See Corporate Report L004, ,20160802,,,,6520-20,Single Family Urban,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
297,20150727,Amended See Corporate Report L004,,20150805,,,,6520-20,Medium Density Townhouses,20150805,Fleetwood Town Centre,Approved,Town Centre Plan,2000
298,,, ,20160802,,,,,Parks & Linear Corridors,20160803,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
299,,, ,20150805,,,,,Buffer Within Private Land,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
300,,, ,20160802,,,,,Parks & Linear Corridors,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
301,,, ,,,,,,Parks & Linear Corridors,20130131,Fleetwood Town Centre,Approved,Town Centre Plan,2000
302,,, ,20160802,,,,,Parks & Linear Corridors,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
303,,, ,20131113,,,,,Parks & Linear Corridors,20131113,Fleetwood Town Centre,Approved,Town Centre Plan,2000
304,,, ,20160802,,,,,Parks & Linear Corridors,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
