,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,CURB_TYPE,CURB_TYPE2,FACILITYID,GIS_ENTRY_STAGE,LEGACYID,LIFECYCLE_COST,LOCATION,MATERIAL,MOD_DATE,OWNER,PROFILE,PROJECT_NO,STATUS,WARRANTYDATE,YR,YTD_COST
12158,,,,20161012,1,Extruded,1001894231,,,,,Asphalt,20161012,Surrey,,,In Service,,,
12159,,,,20160217,1,Extruded,1001860083,,,,,,,Surrey,,,In Service,,,
12160,,,,20160205,0,Barrier,1001796633,Final AB,,,,Concrete,20160205,Surrey,,3809-4020-00,In Service,,2015,
12161,,,,20160112,0,Barrier,1001853359,Final AB,1001853357,0,,Concrete,20160113,Surrey,,1712-6090-00,In Service,,2014,0
12162,,,,20160113,1,Extruded,1001853472,Final AB,,,,Concrete,20160113,Provincial,,1712-6090-00,In Service,,2014,
12163,,,,20160112,2,Rollover,1001853300,,,,,Concrete,20160112,Surrey,,,In Service,,,
12164,,,,20160112,2,Rollover,1001853294,,,,,Concrete,20160112,Surrey,,,In Service,,,
12165,,,,20140819,3,Pavement Edge,1001775923,EC,,,,Asphalt,20140819,Surrey,,7812-0028-00,Proposed,,2014,
12166,,,,20101222,0,Barrier,1001185162,Final AB,,,,Concrete,20101222,Surrey,,7806-0321-00,In Service,,2010,
12167,,,,20131016,1,Extruded,1001562161,Initial AB,,,,Asphalt,20131016,Surrey,,7803-0313-00,In Service,,2013,
12168,Digitized Via 2012 Air Photo,,,20121224,3,Pavement Edge,1001562162,,,,,Asphalt,20130808,Surrey,,,In Service,,,
12169,Temporary,,,20120827,1,Extruded,1001423336,EC,,,,Asphalt,20120827,Surrey,,7811-0075-00,Proposed,,2011,
12170,,,,20130704,3,Pavement Edge,1001605108,,,,,Asphalt,20130704,Surrey,,,In Service,,,
12171,,,,20130704,3,Pavement Edge,1001605107,,,,,Asphalt,20130704,Surrey,,,In Service,,,
12172,,,,20160122,3,Pavement Edge,1001855426,Final AB,1001829555,0,,Asphalt,20160122,Provincial,,SFPR Seg. 7,In Service,,2014,0
12173,Digitized Via 2013 Air Photo,,,20130910,1,Extruded,1001706210,,,,,Concrete,20130910,Surrey,,,In Service,,,
12174,,,,20170823,1,Extruded,1001854384,Final AB,,,,Asphalt,20170823,Surrey,,7814-0295-00,In Service,,2017,
12175,,,,20160216,0,Barrier,1001859739,Final AB,,,,Concrete,20160216,Surrey,,3805-6140-00,In Service,,2007,
12176,,,,20121115,0,Barrier,1001559466,Initial AB,,,,Concrete,,Surrey,,,In Service,,,
12177,,,,20160112,1,Extruded,1001853296,,,,,Concrete,20160112,Surrey,,,In Service,,,
12178,,,,20150623,0,Barrier,1001828948,,,,,,,Surrey,,,,,,
12179,Digitized from 2015 Ortho photos,,,20160108,2,Rollover,1001852929,Initial AB,,,,Concrete,20160108,Surrey,,,In Service,,,
12180,Digitized from 2015 Ortho photos,,,20160108,2,Rollover,1001852907,Initial AB,,,,Concrete,20160108,Surrey,,,In Service,,,
12181,Digitized Via 2016 Air Photo,,,20160906,2,Rollover,1001890827,,1001890822,0,,Concrete,,Surrey,,,In Service,,,0
12182,Digitized Via 2016 Air Photo,,,20160906,0,Barrier,1001890822,,,,,Concrete,20160906,Surrey,,,In Service,,,
12183,Digitized Via 2016 Air Photo,,,20160906,0,Barrier,1001890819,,,,,Concrete,20160906,Surrey,,,In Service,,,
12184,Digitized Via 2016 Air Photo,,,20161021,0,Barrier,1001894889,,,,,Concrete,20161021,Surrey,,,In Service,,,
12185,,,,20140704,0,Barrier,1001755308,,,,,Concrete,,Surrey,,,In Service,,,
12186,,,,20160624,0,Barrier,1001881703,EC,1001753883,0,,Concrete,20160624,Surrey,,7812-0349-00,Proposed,,,0
12187,Digitized via 2014 image,,,20150717,0,Barrier,1001831362,,,,,Concrete,20150717,Surrey,,,In Service,,,
12188,,,,20130703,0,Barrier,1001604982,,,,,Concrete,20130703,Surrey,,,In Service,,,
12189,,,,20110811,0,Barrier,1001209161,EC,,,,Concrete,20110811,Surrey,,7810-0043-00,Proposed,,,
12190,,,,20131104,3,Pavement Edge,1001717497,,,,,Asphalt,,Surrey,,,In Service,,,
12191,,,,20160120,0,Barrier,1001818168,Final AB,,,,Concrete,20160120,Surrey,,SFPR Seg. 7,In Service,,2014,
12192,Digitized Via 2013 Air Photo,,,20130910,3,Pavement Edge,1001706197,,,,,Asphalt,20130910,Surrey,,,In Service,,,
12193,,,,20160606,3,Pavement Edge,1001879781,Initial AB,,,,Asphalt,20160606,Surrey,,7806-0128-00,In Service,,2016,
12194,,,,20160606,2,Rollover,1001879780,Initial AB,,,,Concrete,20160606,Surrey,,7806-0128-00,In Service,,2016,
12195,,,,20100305,3,Pavement Edge,1001151970,Final AB,,,,Asphalt,20100305,Surrey,,1706-6150-00,In Service,,2009,
12196,,,,20121026,0,Barrier,1001558160,Final AB,,,,Concrete,20130808,Surrey,,1709-7110-00,In Service,,2012,
12197,,,,20170823,0,Barrier,1001943967,Final AB,,,,Concrete,20170823,Surrey,,7814-0295-00,In Service,,2017,
12198,Digitized Via 2012 Air Photo,,,20130108,2,Rollover,1001562560,,1001562556,,,Concrete,20130808,Surrey,,,In Service,,,
12199,Digitized Via 2012 Air Photo,,,20130108,2,Rollover,1001562553,,,,,Concrete,20130808,Surrey,,,In Service,,,
12200,Digitized Via 2016 Air Photo,,,20161021,0,Barrier,1001894884,,,,,Concrete,20161021,Surrey,,,In Service,,,
12201,,,,20150625,0,Barrier,1001829456,,1001605227,0,,Concrete,20150625,Surrey,,,In Service,,,0
12202,,,,20140704,0,Barrier,1001755287,,,,,Concrete,,Surrey,,,In Service,,,
12203,,,,20150625,0,Barrier,1001713767,Final AB,,,,Concrete,20150625,Surrey,,1713-3120-00,In Service,,2013,
12204,,,,20150625,0,Barrier,1001713766,Final AB,,,,Concrete,20150625,Surrey,,1713-3120-00,In Service,,2013,
12205,,,,20151218,1,Extruded,1001850713,Final AB,1001850712,0,,Concrete,20151218,Surrey,,3814-6200-00,In Service,,2015,0
12206,,,,20150415,2,Rollover,1001818164,,,,,Concrete,20150415,Surrey,,,In Service,,,
12207,,,,20160914,2,Rollover,1001757194,Final AB,,,,Concrete,20160914,Surrey,,7810-0167-00,In Service,,2016,
12208,Digitized Via 2012 Air Photo,,,20121220,0,Barrier,1001561982,,,,,Concrete,20130808,Surrey,,,In Service,,,
12209,,,,20151020,2,Rollover,1001803116,Final AB,,,,Concrete,20151020,Surrey,,7812-0216-00,In Service,,2015,
12210,,,,20110309,2,Rollover,1001190623,Final AB,1001190622,,,Concrete,20110309,Surrey,,7887-4710-00,In Service,,1987,
12211,Digitized Via 2013 Air Photo,,,20140318,1,Extruded,1001735144,,1001735143,,,Asphalt,20140318,Surrey,,,In Service,,,
12212,Digitized Via 2015 Air Photo,,,20151214,2,Rollover,1001850378,,,,,Concrete,20180328,Surrey,,,In Service,,,
12213,,,,20130108,2,Rollover,1001195643,Final AB,1001195640,,,Concrete,20130808,Surrey,,7808-0269-00,In Service,,2012,
12214,,,,20120321,0,Barrier,1001406049,,,,,Concrete,20120321,Surrey,,,In Service,,,
12215,,,,20150216,0,Barrier,1001594872,Final AB,,,,Concrete,20150217,Surrey,,7811-0100-00,In Service,,2014,
12216,Digitized Via 2014 Air Photo,,,20150623,3,Pavement Edge,1001828963,,,,,Asphalt,20150623,Surrey,,,In Service,,,
12217,,,,20161209,0,Barrier,1001899694,Final AB,1001899691,0,,Concrete,20161209,Surrey,,1713-3140-00,In Service,,2016,0
12218,Digitized via 2014 image,,,20161209,0,Barrier,1001899693,,1001899691,0,,Concrete,20161209,Surrey,,,In Service,,,0
12219,,,,20110713,1,Extruded,1001204009,Initial AB,1001204008,,,Concrete,20110713,Surrey,,1799-3080-00,In Service,,2001,
12220,,,,20110713,1,Extruded,1001204008,Initial AB,,,,Concrete,20110713,Surrey,,1799-3080-00,In Service,,2001,
12221,,,,20130705,0,Barrier,1001605330,Final AB,1001605319,,,Concrete,20130705,Surrey,,1712-3040-00,Proposed,,,
12222,,,,20161128,0,Barrier,1001898177,Final AB,1001898170,0,,Concrete,20161128,Surrey,,3815-6030-00,In Service,,2016,0
12223,75mm Pavement 2014,,,20150624,1,Extruded,1001829368,Final AB,,,,Asphalt,20150624,Surrey,,1712-6450-00,In Service,,2014,
12224,,,,20160119,2,Rollover,1001854534,,,,,Concrete,,Surrey,,,In Service,,,
12225,,,,20140819,0,Barrier,1001583423,Final AB,,,,Concrete,20160914,Surrey,,7810-0325-00,In Service,,2014,
12226,,,,20110527,2,Rollover,1001199369,,,,,Concrete,20110527,Surrey,,,In Service,,,
12227,,,,20110208,3,Pavement Edge,1001188935,Final AB,1001152466,,,Asphalt,20110218,Provincial,,MOTH 71101-1004,In Service,,2009,
12228,,,,20130823,2,Rollover,1001699569,Final AB,,,,Concrete,20130823,Surrey,,7803-0251-00,In Service,,2004,
12229,,,,20180507,2,Rollover,1002004730,Final AB,,,,Concrete,20180507,Surrey,,3815-4110-00,In Service,,2017,
12230,,,,20160727,0,Barrier,1001885218,Final AB,,,,Concrete,20180507,Surrey,,3815-4110-00,In Service,,2017,
12231,,,,20171026,0,Barrier,1001952918,,,,,Concrete,20171026,Surrey,,,In Service,,,
12232,,,,20161208,0,Barrier,1001899518,,,,,Concrete,,Surrey,,,In Service,,,
12233,,,,20161208,0,Barrier,1001899622,,,,,Concrete,20161208,Surrey,,,In Service,,,
12234,,,,20091109,0,Barrier,1001139045,Final AB,,,,Concrete,20161208,Surrey,,3805-4070-00,In Service,,2009,
12235,,,,20100114,0,Barrier,1001146703,EC,,,,Concrete,20161101,Surrey,,7807-0372-00,For Construction,,2008,
12236,,,,20161206,2,Rollover,1001899113,,1001899109,0,,Concrete,20161206,Surrey,,,In Service,,,0
12237,,,,20161207,3,Pavement Edge,1001899246,,,,,Asphalt,,Surrey,,,In Service,,,
12238,Digitized via 2015 image,,,20161208,0,Barrier,1001899458,,1001857054,0,,Concrete,20161208,Surrey,,,In Service,,,0
12239,Digitized Via 2014 Air Photo,,,20160202,2,Rollover,1001857095,,,,,Concrete,20160202,Surrey,,,In Service,,,
12240,,,,20161208,3,Pavement Edge,1001899483,,,,,Asphalt,20161208,Surrey,,,In Service,,,
12241,Digitized Via 2016 Air Photo,,,20161021,0,Barrier,1001894885,,,,,Concrete,20161021,Surrey,,,In Service,,,
12242,,,,20111107,0,Barrier,1001218137,EC,,,,Concrete,20160823,Surrey,,7809-0098-00,Proposed,,2011,
12243,,,,20141211,0,Barrier,1001799082,EC,,,,Concrete,20141212,Surrey,,7812-0332-00,Proposed,,2014,
12244,Digitized Via 2012 Air Photo,,,20130206,0,Barrier,1001566584,Initial AB,,,,Concrete,20130808,Surrey,,,In Service,,,
12245,Digitized Via 2016 Air Photo,,,20160909,0,Barrier,1001891723,,,,,Concrete,20160909,Surrey,,,In Service,,,
12246,,,,20100308,0,Barrier,1001152047,Final AB,,,,Concrete,20161128,Surrey,,,In Service,,,
12247,Digitized Via 2016 Air Photo,,,20161128,2,Rollover,1001898173,,1001898172,0,,Concrete,20161128,Surrey,,,In Service,,,0
12248,Digitized Via 2016 Air Photo,,,20161128,0,Barrier,1001898172,,,,,Concrete,20161128,Surrey,,,In Service,,,
12249,,,,20150720,0,Barrier,1001831462,EC,,,,Concrete,20150720,Surrey,,7814-0146-00,Proposed,,2015,
12250,,,,20150720,0,Barrier,1001831460,EC,,,,Concrete,20150720,Surrey,,7814-0146-00,Proposed,,2015,
12251,,,,20100308,0,Barrier,1001152140,,,,,Concrete,20150127,Surrey,,,In Service,,,
12252,,,,20151217,0,Barrier,1001850605,,,,,Concrete,20151217,Surrey,,,In Service,,,
12253,,,,20150127,0,Barrier,1001803943,,,,,Concrete,20150127,Surrey,,,In Service,,,
12254,,,,20150119,0,Barrier,1001802406,,,,,Concrete,,Surrey,,,In Service,,,
12255,,,,20160122,3,Pavement Edge,1001829522,Final AB,,,,Asphalt,20160122,Provincial,,SFPR Seg. 7,In Service,,2014,
12256,,,,20160120,3,Pavement Edge,1001829523,Final AB,,,,Asphalt,20160122,Surrey,,SFPR Seg. 7,In Service,,2014,
12257,75mm Pavement 2014,,,20150624,3,Pavement Edge,1001829383,Final AB,,,,Asphalt,20150624,Surrey,,1712-6450-00,In Service,,2014,
12258,,,,20140910,0,Barrier,1001780507,Final AB,,,,Concrete,20140910,Surrey,,1707-7120-00,In Service,,2012,
12259,,,,20100601,0,Barrier,1001162731,Final AB,,,,Concrete,20110128,Surrey,,7809-0039-00,In Service,,2010,
12260,,,,20100601,3,Pavement Edge,1001162758,Final AB,,,,Asphalt,20110128,Surrey,,7809-0039-00,In Service,,2010,
12261,,,,20150715,3,Pavement Edge,1001830899,,,,,Asphalt,,Surrey,,,In Service,,,
12262,,,,20100120,0,Barrier,1001147299,Final AB,,,,Concrete,20100120,Surrey,,1704-3210-00,In Service,,2009,
12263,,,,20160512,0,Barrier,1001876998,Final AB,,,,Concrete,20160920,Surrey,,1715-8040-00,In Service,,2015,
12264,,,,20170609,0,Barrier,1001850733,Final AB,,,,Concrete,20170609,Surrey,,7814-0256-00,In Service,,2016,
12265,,,,20160823,0,Barrier,1001790533,Initial AB,,,,Concrete,20160823,Surrey,,7812-0312-00,In Service,,2016,
12266,,,,20150630,0,Barrier,1001829857,EC,,,,Concrete,20150630,Surrey,,7814-0021-00,Proposed,,2014,
12267,,,,20120425,3,Pavement Edge,1001410813,,,,,Asphalt,20130808,Surrey,,,In Service,,,
12268,,,,20120425,2,Rollover,1001410815,,1001410813,,,Concrete,20130808,Surrey,,,In Service,,,
12269,,,,20141212,0,Barrier,1001799136,EC,,,,Concrete,20141212,Surrey,,7812-0332-00,Proposed,,2014,
12270,,,,20180608,0,Barrier,1002060971,EC,,,,Concrete,,Surrey,,1717-3020-00,Proposed,,,
12271,Digitized Via 2015 Air Photo,,,20160205,0,Barrier,1001857710,,,,,Concrete,20160205,Surrey,,,In Service,,,
12272,,,,20160129,3,Pavement Edge,1001856696,,,,,Asphalt,20160129,Surrey,,,In Service,,,
12273,,,,20160129,3,Pavement Edge,1001856695,,,,,Asphalt,20160129,Surrey,,,In Service,,,
12274,,,,20170719,3,Pavement Edge,1001940726,EC,,,,Asphalt,20170719,Surrey,,7815-0342-00,Proposed,,,
12275,Digitized Via 2016 Air Photo,,,20161219,0,Barrier,1001900181,,,,,Concrete,20161219,Surrey,,,In Service,,,
12276,Digitized Via 2012 Air Photo,,,20130523,0,Barrier,1001596125,,,,,Concrete,20130808,Surrey,,,In Service,,,
12277,Digitized Via 2015 Air Photo,,,20151211,2,Rollover,1001850246,,,,,Concrete,20151211,Surrey,,,In Service,,,
12278,,,,20101021,0,Barrier,1001177832,Final AB,1001177831,,,Concrete,20101021,Surrey,,7807-0359-00,In Service,,2010,
12279,,,,20120425,2,Rollover,1001410788,,,,,Concrete,20130808,Surrey,,,In Service,,,
12280,,,,20120425,3,Pavement Edge,1001410795,,,,,Asphalt,20141222,Surrey,,,In Service,,,
12281,Digitized Via 2013 Air Photo,,,20120425,3,Pavement Edge,1001410802,,1001410793,,,Asphalt,20131004,Surrey,,,In Service,,,
12282,,,,20120425,1,Extruded,1001410811,,1001410799,,,Asphalt,20130808,Surrey,,,In Service,,,
12283,,,,20141212,0,Barrier,1001799157,EC,,,,Concrete,20141212,Surrey,,7812-0332-00,Proposed,,2014,
12284,,,,20180405,0,Barrier,1001994176,EC,,,,Concrete,,Surrey,,1717-7010-00,Proposed,,,
12285,,,,20180823,2,Rollover,1002128579,EC,,,,Concrete,20180823,Surrey,,7814-0155-00,Proposed,,,
12286,,,,20120405,2,Rollover,1001407322,,,,,Concrete,20120405,Surrey,,,In Service,,,
12287,,,,20140826,2,Rollover,1001777617,,,,,Concrete,,Surrey,,,In Service,,,
12288,,,,20100311,3,Pavement Edge,1001152464,Final AB,,,,Asphalt,20110208,Provincial,,MOTH 71101-1003,In Service,,2007,
12289,,,,20110302,3,Pavement Edge,1001190209,Final AB,,,,Asphalt,20110302,Surrey,,7807-0211-00,In Service,,2010,
12290,,,,20100111,0,Barrier,1001145620,Final AB,,,,Concrete,20110302,Surrey,,7807-0211-00,In Service,,2010,
12291,,,,20130425,1,Extruded,1001593196,Final AB,1001218067,,,Asphalt,20130808,Surrey,,7807-0020-00,In Service,,2013,
12292,,,,20150901,0,Barrier,1001836658,EC,,,,Concrete,20161219,Surrey,,7810-0270-00,Proposed,,2015,
12293,,,,20151120,2,Rollover,1001847553,EC,,,,Concrete,20151120,Surrey,,7811-0111-00,Proposed,,2015,
12294,Digitized Via 2012 Air Photo,,,20120829,0,Barrier,1001423622,,,,,Concrete,20130808,Surrey,,,In Service,,,
12295,,,,20160216,2,Rollover,1001831469,Final AB,1001831468,0,,Concrete,20160216,Surrey,,3805-6100-00,In Service,,2007,0
12296,,,,20150724,2,Rollover,1001832231,,,,,Concrete,,Surrey,,,In Service,,,
12297,Digitized Via 2012 Air Photo,,,20120425,2,Rollover,1001410791,,,,,Concrete,20131004,Surrey,,,In Service,,,
12298,,,,20120425,0,Barrier,1001410773,Final AB,1001410772,,,Concrete,20130808,Surrey,,7808-0002-00,In Service,,2012,
12299,,,,20180611,0,Barrier,1002063357,EC,,,,Concrete,,Surrey,,1717-3020-00,Proposed,,,
12300,,,,20180823,3,Pavement Edge,1002128575,EC,,,,,20180823,Surrey,,7814-0155-00,Proposed,,,
12301,,,,20121207,0,Barrier,1001561132,Final AB,,,,Concrete,20130808,Surrey,,3810-6100-00,In Service,,2012,
12302,,,,20160120,0,Barrier,1001846038,Final AB,,,,Concrete,20160120,Surrey,,SFPR Seg. 7,In Service,,2014,
12303,,,,20160122,3,Pavement Edge,1001846042,Final AB,,,,Asphalt,20160122,Surrey,,SFPR Seg. 7,In Service,,2014,
12304,Digitized Via 2015 Air Photo,,,20160715,2,Rollover,1001883525,,,,,Concrete,20160715,Surrey,,,In Service,,,
12305,,,,20150714,3,Pavement Edge,1001830872,Final AB,,,,Asphalt,20150714,Surrey,,1710-7110-00,In Service,,2015,
12306,,,,20110302,0,Barrier,1001190204,Initial AB,1001190198,,,Concrete,20110304,Surrey,,7807-0211-00,In Service,,2010,
12307,,,,20140430,2,Rollover,1001709609,Final AB,,,,Concrete,20140430,Surrey,,7812-0037-00,In Service,,2014,
12308,,,,20151120,3,Pavement Edge,1001847570,EC,1001847569,0,,Asphalt,20151120,Surrey,,7811-0111-00,Proposed,,2015,0
12309,Digitized Via 2013 Air Photo,,,20131213,3,Pavement Edge,1001721509,,,,,Asphalt,20180611,Surrey,,,In Service,,,
12310,Digitized Via 2016 Air Photo,,,20161024,0,Barrier,1001894911,,,,,Concrete,20161024,Surrey,,,In Service,,,
12311,,,,20180406,0,Barrier,1001994370,EC,,,,Concrete,,Surrey,,1717-7010-00,Proposed,,,
12312,,,,20161103,0,Barrier,1001862228,Final AB,,,,Concrete,20161103,Surrey,,7814-0044-00,In Service,,2016,
12313,,,,20160122,3,Pavement Edge,1001855446,Final AB,1001846049,0,,Asphalt,20180329,Surrey,,SFPR Seg. 7,In Service,,2014,0
12314,,,,20161104,1,Extruded,1001896101,Final AB,,,,Asphalt,20161104,Surrey,,7814-0096-00,In Service,,2016,
12315,,,,20110208,3,Pavement Edge,1001188940,Final AB,,,,Asphalt,20110208,Provincial,,MOTH 71101-1003,In Service,,2009,
12316,,,,20180328,0,Barrier,1001993287,,,,,Concrete,20180328,Surrey,,,In Service,,,
12317,,,,20131125,0,Barrier,1001581164,Final AB,,,,Concrete,20131125,Surrey,,7810-0175-00,In Service,,2013,
12318,,,,20131125,0,Barrier,1001581165,Final AB,,,,Concrete,20131126,Surrey,,7810-0175-00,In Service,,2013,
12319,,,,20131126,0,Barrier,1001581207,Final AB,,,,Concrete,20131126,Surrey,,7810-0175-00,In Service,,2013,
12320,,,,20160913,0,Barrier,1001817921,Final AB,,,,Concrete,20170808,Surrey,,7812-0266-00,In Service,,2016,
12321,,,,20120827,2,Rollover,1001423104,Final AB,,,,Concrete,20130808,Surrey,,7806-0042-00,In Service,,2012,
12322,,,,20120827,0,Barrier,1001423140,Final AB,,,,Concrete,20131018,Surrey,,7806-0042-00,In Service,,2012,
12323,,,,20131017,0,Barrier,1001603846,Final AB,,,,Concrete,20131017,Surrey,,7812-0018-00,In Service,,2013,
12324,,,,20140415,0,Barrier,1001741732,Final AB,,,,Concrete,20180208,Surrey,,7812-0316-00,In Service,,2015,
12325,,,,20140616,0,Barrier,1001753214,EC,,,,Concrete,20140616,Surrey,,7812-0091-00,Proposed,,,
12326,,,,20110907,3,Pavement Edge,1001211682,,,,,Asphalt,20110907,Surrey,,,In Service,,,
12327,,,,20140128,2,Rollover,1001604891,Final AB,,,,Concrete,20140128,Surrey,,7812-0023-00,In Service,,2013,
12328,Digitized Via 2013 Air Photo,,,20140128,2,Rollover,1001726433,,,,,Concrete,20140128,Surrey,,,In Service,,,
12329,Digitized Via 2013 Air Photo,,,20140106,3,Pavement Edge,1001722589,,1001722584,,,Asphalt,20140106,Surrey,,,In Service,,,
12330,,,,20110209,2,Rollover,1001189032,Final AB,1001189031,,,Concrete,20110209,Surrey,,MOTH 71101-1003,In Service,,2009,
12331,,,,20110209,2,Rollover,1001189033,Final AB,1001189032,,,Concrete,20110209,Surrey,,MOTH 71101-1003,In Service,,2009,
12332,,,,20100120,0,Barrier,1001147307,Final AB,,,,Concrete,20110208,Surrey,,MOTH 71101-1003,In Service,,2009,
12333,,,,20160913,0,Barrier,1001818480,Final AB,,,,Concrete,20160913,Surrey,,7812-0266-00,In Service,,2016,
12334,,,,20131125,0,Barrier,1001581176,Final AB,,,,Concrete,20131125,Surrey,,7810-0175-00,In Service,,2013,
12335,,,,20160916,0,Barrier,1001820491,Final AB,,,,Concrete,20160916,Surrey,,7813-0175-00,In Service,,2016,
12336,,,,20180413,0,Barrier,1001995468,EC,,,,Concrete,20180413,Surrey,,7817-0107-00,Proposed,,,
12337,Digitized Via 2011 Airphoto,,,20120510,1,Extruded,1001412204,,,,,Asphalt,20130808,Surrey,,,In Service,,,
12338,Digitized Via 2011 Airphoto,,,20170630,3,Pavement Edge,1001938893,,1001412205,0,,Asphalt,20170704,Surrey,,,In Service,,,0
12339,Digitized Via 2013 Air Photo,,,20170731,3,Pavement Edge,1001942150,,1001719850,0,,Asphalt,20170731,Surrey,,,In Service,,,0
12340,Digitized Via 2012 Air Photo,,,20120829,2,Rollover,1001423624,,,,,Concrete,20130808,Surrey,,,In Service,,,
12341,,,,20131017,0,Barrier,1001714171,Final AB,1001423174,,,Concrete,20131017,Surrey,,7806-0042-00,In Service,,2012,
12342,,,,20100830,2,Rollover,1001171288,Final AB,,,,Concrete,20100830,Surrey,,1707-3060-00,In Service,,2009,
12343,,,,20170118,0,Barrier,1001902784,,1001171289,0,,Concrete,20170118,Surrey,,,In Service,,,0
12344,,,,20171106,0,Barrier,1001803780,Initial AB,,,,Concrete,20171106,Surrey,,7813-0168-00,In Service,,2017,
12345,Digitized via 2014 image,,,20150724,0,Barrier,1001832227,,,,,Concrete,20171017,Surrey,,,In Service,,,
12346,,,,20170116,0,Barrier,1001902396,,,,,Concrete,20170116,Surrey,,,In Service,,,
12347,,,,20170116,2,Rollover,1001902399,,1001902398,0,,Concrete,20170116,Surrey,,,In Service,,,0
12348,,,,20110224,0,Barrier,1001189880,Final AB,,,,Concrete,20110224,Surrey,,1706-3020-00,In Service,,2009,
12349,,,,20110224,0,Barrier,1001189883,Final AB,,,,Concrete,20130122,Surrey,,1706-3020-00,In Service,,2009,
12350,,,,20140127,1,Extruded,1001726299,Final AB,1001215005,,,Concrete,20140127,Surrey,,7804-0178-00,In Service,,2011,
12351,,,,20110224,0,Barrier,1001189890,Final AB,,,,Concrete,20130606,Surrey,,1706-3020-00,In Service,,2009,
12352,,,,20110224,0,Barrier,1001189894,Final AB,,,,Concrete,20130606,Surrey,,1706-3020-00,In Service,,2009,
12353,,,,20110225,0,Barrier,1001189896,Final AB,,,,Concrete,20130503,Surrey,,1706-3020-00,In Service,,2009,
12354,,,,20141110,3,Pavement Edge,1001796692,EC,,,,Asphalt,20141110,Surrey,,7812-0256-00,Proposed,,,
12355,,,,20180209,1,Extruded,1001983253,EC,,,,Concrete,,Surrey,,1716-3010-00,Proposed,,,
12356,,,,20180209,3,Pavement Edge,1001983256,EC,,,,Asphalt,20180209,Surrey,,1716-3010-00,Proposed,,,
12357,,,,20140617,0,Barrier,1001753435,EC,1001753421,0,,Concrete,20140617,Surrey,,7812-0009-00,Proposed,,,0
12358,,,,20140103,2,Rollover,1001722477,Final AB,,,,Concrete,20140103,Surrey,,7812-0161-00,In Service,,2013,
