,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,CURB_TYPE,CURB_TYPE2,FACILITYID,GIS_ENTRY_STAGE,LEGACYID,LIFECYCLE_COST,LOCATION,MATERIAL,MOD_DATE,OWNER,PROFILE,PROJECT_NO,STATUS,WARRANTYDATE,YR,YTD_COST
11934,,,,20160928,3,Pavement Edge,1001893375,,,,,Asphalt,,Surrey,,,In Service,,,
11935,,,,20120503,3,Pavement Edge,1001411469,,,,,Asphalt,20120516,Surrey,,,In Service,,,
11936,,,,20160114,3,Pavement Edge,1001830234,Final AB,,,,Asphalt,20160114,Provincial,,SFPR Seg. 6,In Service,,2014,
11937,,,,20120503,3,Pavement Edge,1001411481,,,,,Asphalt,20120528,Surrey,,,In Service,,,
11938,Digitized Via 2013 Air Photo,,,20140218,3,Pavement Edge,1001730185,,,,,Asphalt,20170718,Surrey,,,In Service,,,
11939,Digitized Via 2016 Air Photo,,,20170717,3,Pavement Edge,1001940473,,1001940471,0,,Asphalt,20170717,Surrey,,,In Service,,,0
11940,Digitized Via 2013 Air Photo,,,20140218,3,Pavement Edge,1001730188,,,,,Asphalt,20140218,Surrey,,,In Service,,,
11941,,,,20170802,3,Pavement Edge,1001942400,,,,,Asphalt,,Surrey,,,In Service,,,
11942,,,,20170802,3,Pavement Edge,1001942403,,,,,Asphalt,,Surrey,,,In Service,,,
11943,,,,20150605,0,Barrier,1001699215,Final AB,,,,Concrete,20150605,Surrey,,7804-0058-00,In Service,,2015,
11944,,,,20120502,0,Barrier,1001411292,Final AB,1001205400,,,Concrete,20130808,Surrey,,7808-0050-00,In Service,,2011,
11945,,,,20140617,3,Pavement Edge,1001753416,EC,,,,Asphalt,20140617,Surrey,,7812-0240-00,Proposed,,,
11946,Digitized Via 2012 Air Photo,,,20130109,2,Rollover,1001562611,,1001562610,,,Concrete,20130808,Surrey,,,In Service,,,
11947,,,,20141210,0,Barrier,1001798951,Final AB,,,,Concrete,20141210,Surrey,,1713-3040-00,In Service,,2014,
11948,,,,20100512,0,Barrier,1001159379,Final AB,,,,Concrete,20100512,Surrey,,7803-0187-00,In Service,,2008,
11949,,,,20100512,0,Barrier,1001159340,Final AB,,,,Concrete,20100512,Surrey,,7803-0187-00,In Service,,2008,
11950,,,,20160204,1,Extruded,1001796479,Final AB,,,,Concrete,20160204,Surrey,,3813-4180-00,In Service,,2015,
11951,Digitized Via 2017 Air Photo,,,20180827,2,Rollover,1002128914,,,,,Concrete,,Surrey,,,In Service,,,
11952,,,,20110726,0,Barrier,1001205027,Final AB,,,,Concrete,20110726,Surrey,,1704-7000-00,In Service,,2007,
11953,,,,20110726,0,Barrier,1001205033,Final AB,,,,Concrete,20110726,Surrey,,1704-7000-00,In Service,,2007,
11954,,,,20150629,0,Barrier,1001829791,,,,,Concrete,20150629,Surrey,,,In Service,,,
11955,Digitized Via 2012 Air Photo,,,20121206,3,Pavement Edge,1001560887,,,,,Asphalt,20151207,Surrey,,,In Service,,,
11956,,,,20131204,0,Barrier,1001413013,Final AB,,,,Concrete,20131204,Surrey,,7807-0382-00,In Service,,2013,
11957,,,,20150629,3,Pavement Edge,1001829782,,,,,Asphalt,20150629,Surrey,,,In Service,,,
11958,,,,20111012,0,Barrier,1001215585,Final AB,,,,Concrete,20111012,Surrey,,1707-3030-00,In Service,,2009,
11959,,,,20111012,0,Barrier,1001215587,Final AB,,,,Concrete,20131211,Surrey,,1707-3030-00,In Service,,2009,
11960,,,,20111012,0,Barrier,1001215574,Final AB,,,,Concrete,20111012,Surrey,,1707-3030-00,In Service,,2009,
11961,,,,20141106,0,Barrier,1001796274,,,,,Concrete,20180123,Surrey,,,In Service,,,
11962,,,,20150622,0,Barrier,1001828659,,,,,,20150622,Surrey,,,,,,
11963,,,,20160111,1,Extruded,1001853161,Final AB,,,,Asphalt,20160111,Surrey,,1711-3040-00,In Service,,2012,
11964,,,,20150629,0,Barrier,1001829777,,,,,Concrete,,Surrey,,,In Service,,,
11965,,,,20111013,3,Pavement Edge,1001215641,,,,,Asphalt,20131211,Surrey,,,In Service,,,
11966,,,,20100305,0,Barrier,1001151870,Final AB,,,,Concrete,20100305,Surrey,,7806-0503-00,In Service,,2009,
11967,Temporary,,,20171117,1,Extruded,1001955447,Final AB,,,,Asphalt,20171117,Surrey,,7812-0192-00,In Service,,2017,
11968,,,,20160929,3,Pavement Edge,1001893394,,,,,Asphalt,,Surrey,,,In Service,,,
11969,,,,20161005,3,Pavement Edge,1001893880,,,,,Asphalt,,Surrey,,,In Service,,,
11970,,,,20160928,1,Extruded,1001893221,,,,,Concrete,20160928,Surrey,,,In Service,,,
11971,,,,20120528,1,Extruded,1001414021,Initial AB,,,,Asphalt,20120528,Surrey,,,In Service,,,
11972,Digitized Via 2016 Air Photo,,,20161005,3,Pavement Edge,1001893859,,,,,Asphalt,20161005,Surrey,,,In Service,,,
11973,,,,20120503,3,Pavement Edge,1001411486,,,,,Asphalt,20120528,Surrey,,,In Service,,,
11974,,,,20120516,1,Extruded,1001413043,,,,,Asphalt,20120517,Surrey,,,In Service,,,
11975,,,,20120503,3,Pavement Edge,1001411502,,,,,Asphalt,20120503,Surrey,,,In Service,,,
11976,,,,20180309,1,Extruded,1001989300,EC,1001989298,0,,Asphalt,20180309,Surrey,,7817-0329-00,Proposed,,,0
11977,,,,20100414,2,Rollover,1001144050,Final AB,1001144049,,,Concrete,20100414,Surrey,,7809-0021-00,In Service,,2010,
11978,,,,20150714,3,Pavement Edge,1001830802,Final AB,,,,Asphalt,20150714,Surrey,,1710-7110-00,In Service,,2015,
11979,Digitized Via 2011 Airphoto,,,20120503,3,Pavement Edge,1001411523,,,,,Asphalt,20130808,Surrey,,,In Service,,,
11980,,,,20141210,1,Extruded,1001798944,,,,,Concrete,20141210,Surrey,,,In Service,,,
11981,,,,20120503,0,Barrier,1001411519,,1001411506,,,Concrete,20130808,Surrey,,,In Service,,,
11982,Digitized Via 2013 Air Photo,,,20120503,0,Barrier,1001411515,,1001411506,,,Concrete,20131004,Surrey,,,In Service,,,
11983,Digitized Via 2014 Air Photo,,,20150622,0,Barrier,1001828627,,,,,Concrete,20150622,Surrey,,,In Service,,,
11984,Parks Responsibilty,,,20180327,2,Rollover,1001993061,Final AB,,,Newton Athletic Park,Concrete,20180327,Surrey,,,In Service,,,
11985,Parks Responsibilty,,,20180327,3,Pavement Edge,1001993070,Final AB,,,Newton Athletic Park,Concrete,20180327,Surrey,,,In Service,,,
11986,Parks Responsibilty,,,20180327,0,Barrier,1001993047,,,,Newton Athletic Park,Concrete,20180327,Surrey,,,In Service,,,
11987,Digitized Via 2014 Air Photo,,,20150609,2,Rollover,1001827506,,,,,Concrete,20150609,Surrey,,,In Service,,,
11988,,,,20180416,2,Rollover,1001995655,,1001995654,0,,Concrete,20180416,Surrey,,,In Service,,,0
11989,,,,20170803,2,Rollover,1001942606,EC,,,,Concrete,20170803,Surrey,,7814-0347-00,Proposed,,,
11990,Digitized Via  2014 Airphoto,,,20150618,0,Barrier,1001828267,,,,,Concrete,20150619,Surrey,,,In Service,,,
11991,Digitized Via  2014 Airphoto,,,20150618,0,Barrier,1001828307,,,,,Concrete,20150619,Surrey,,,In Service,,,
11992,,,,20111020,0,Barrier,1001216537,,,,,Concrete,20111020,Surrey,,,In Service,,,
11993,,,,20140711,1,Extruded,1001755949,Initial AB,1001596102,0,,Concrete,20140711,Surrey,,7807-0167-00,In Service,,2014,0
11994,,,,20121114,3,Pavement Edge,1001559426,Final AB,,,,Asphalt,20130808,Surrey,,7804-0284-00,In Service,,2012,
11995,,,,20120516,3,Pavement Edge,1001412976,,,,,Asphalt,20120516,Surrey,,,In Service,,,
11996,,,,20160111,1,Extruded,1001852988,Final AB,,,,Concrete,20160111,Surrey,,3811-6350-00,In Service,,2012,
11997,,,,20160405,0,Barrier,1001803379,Final AB,,,,Concrete,20160726,Surrey,,7814-0091-00,In Service,,2015,
11998,Digitized Via 2015 Air Photo,,,20160405,3,Pavement Edge,1001868272,,,,,Concrete,20160405,Surrey,,,In Service,,,
11999,Digitized from 2015 Ortho-photos,,,20160129,3,Pavement Edge,1001856677,Initial AB,,,,Asphalt,20160129,Surrey,,,In Service,,,
12000,Digitized Via 2015 Air Photo,,,20151126,2,Rollover,1001848506,,1001848503,0,,Concrete,20151126,Surrey,,,In Service,,,0
12001,,,,20120725,0,Barrier,1001419123,Final AB,,,,Concrete,20140408,Surrey,,1708-3030-00,In Service,,2012,
12002,,,,20120724,1,Extruded,1001419059,Final AB,,,,Concrete,20140408,Surrey,,1708-3030-00,In Service,,2012,
12003,,,,20120725,2,Rollover,1001419129,,,,,Concrete,20120725,Surrey,,,In Service,,,
12004,,,,20110217,1,Extruded,1001189562,Final AB,,,,Asphalt,20110217,Provincial,,MOTH 71101-1004,In Service,,2009,
12005,,,,20110217,3,Pavement Edge,1001152427,Final AB,1001152420,,,Asphalt,20110217,Provincial,,MOTH 71101-1004,In Service,,2009,
12006,,,,20100311,0,Barrier,1001152475,Final AB,,,,Concrete,20100311,Surrey,,1703-2000-00,In Service,,2006,
12007,,,,20160201,0,Barrier,1001856941,Final AB,1001198480,0,,Concrete,20160201,Surrey,,3813-4140-00,In Service,,2015,0
12008,,,,20110524,1,Extruded,1001198492,EC,,,,Asphalt,20140225,Surrey,,7805-0309-00,In Service,,,
12009,,,,20110524,2,Rollover,1001198484,EC,,,,Concrete,20150729,Surrey,,7805-0309-00,In Service,,,
12010,Digitized Via 2013 Air Photo,,,20140225,2,Rollover,1001731545,,,,,Concrete,20150729,Surrey,,,In Service,,,
12011,,,,20110525,2,Rollover,1001171295,Final AB,,,,Concrete,20110525,Surrey,,7805-0338-00,In Service,,2011,
12012,,,,20100311,0,Barrier,1001152487,Final AB,,,,Concrete,20100311,Surrey,,1703-2000-00,In Service,,2006,
12013,Digitized Via 2014 Air Photo,,,20140822,2,Rollover,1001776975,,1001776963,0,,Concrete,20140822,Surrey,,,In Service,,,0
12014,,,,20100311,0,Barrier,1001152495,Final AB,,,,Concrete,20100311,Surrey,,1703-2000-00,In Service,,2006,
12015,,,,20180727,0,Barrier,1002120115,EC,,,,Concrete,,Surrey,,1716-3090-00,Proposed,,,
12016,,,,20180727,0,Barrier,1002120152,EC,,,,Concrete,,Surrey,,1716-3090-00,Proposed,,,
12017,,,,20150623,0,Barrier,1001828940,,,,,,,Surrey,,,,,,
12018,,,,20140721,3,Pavement Edge,1001756842,,,,,Asphalt,20140721,Surrey,,,In Service,,,
12019,Digitized Via  2014 Airphoto,,,20150618,0,Barrier,1001828197,,,,,Concrete,20180417,Surrey,,,In Service,,,
12020,,,,20180417,0,Barrier,1001995694,,,,,Concrete,20180417,Surrey,,,In Service,,,
12021,,,,20180417,0,Barrier,1001995705,,,,,Concrete,,Surrey,,,In Service,,,
12022,,,,20180710,0,Barrier,1002102567,Initial AB,,,Arterial,Concrete,20180710,Surrey,,7813-0047-00,In Service,,2017,
12023,Digitized Via 2013 Air Photo,,,20130731,1,Extruded,1001607692,Final AB,,,,Concrete,20130808,Surrey,,7802-0377-00,In Service,,2013,
12024,Digitized Via 2013 Air Photo,,,20130731,0,Barrier,1001607698,,,,,Concrete,20130808,Surrey,,,In Service,,,
12025,Digitized Via  2014 Airphoto,,,20150618,0,Barrier,1001828313,,,,,Concrete,20150619,Surrey,,,In Service,,,
12026,,,,20110711,0,Barrier,1001203794,Final AB,,,,Concrete,20120726,Surrey,,1799-3310-00,In Service,,2002,
12027,,,,20160119,1,Extruded,1001854507,,,,,Concrete,20160119,Surrey,,,In Service,,,
12028,,,,20160111,0,Barrier,1001853051,Final AB,,,,Concrete,20160111,Surrey,,3810-4070-00,In Service,,2012,
12029,,,,20141124,0,Rollover,1001563187,Final AB,,,,Concrete,20141124,Surrey,,7810-0212-00,In Service,,2014,
12030,,,,20101012,3,Pavement Edge,1001175464,Final AB,,,,Asphalt,20150702,Surrey,,7806-0457-00,In Service,,2009,
12031,Digitized Via 2015 Air Photo,,,20160330,3,Pavement Edge,1001867447,Final AB,,,,Asphalt,20160330,Surrey,,4814-3130-00,In Service,,2015,
12032,,,,20180718,3,Pavement Edge,1002112842,Initial AB,,,,Asphalt,20180718,Surrey,,1716-8070-00,In Service,,2018,
12033,,,,20180718,2,Rollover,1002112837,Initial AB,,,,Concrete,20180718,Surrey,,1716-8070-00,In Service,,2018,
12034,,,,20110919,0,Barrier,1001213528,Final AB,,,,Concrete,20110919,Surrey,,7802-0222-00,In Service,,2011,
12035,,,,20161006,3,Pavement Edge,1001893945,,,,,Asphalt,,Surrey,,,In Service,,,
12036,,,,20160929,1,Extruded,1001893430,,,,,Concrete,20160929,Surrey,,,In Service,,,
12037,Digitized Via 2016 Air Photo,,,20161005,1,Extruded,1001893860,,,,,Asphalt,20161005,Surrey,,,In Service,,,
12038,,,,20121206,3,Pavement Edge,1001211543,Final AB,,,,Asphalt,20130808,Surrey,,3811-6170-00,In Service,,2012,
12039,,,,20121206,3,Pavement Edge,1001211550,Final AB,,,,Asphalt,20130808,Surrey,,3811-6170-00,In Service,,2012,
12040,,,,20120516,3,Pavement Edge,1001413061,,,,,Asphalt,20120516,Surrey,,,In Service,,,
12041,,,,20120516,1,Extruded,1001413031,,1001413029,,,Asphalt,20161005,Surrey,,,In Service,,,
12042,Digitized Via 2016 Air Photo,,,20161027,0,Barrier,1001895536,,,,,Concrete,20161027,Surrey,,,In Service,,,
12043,Digitized Via 2016 Air Photo,,,20161028,0,Barrier,1001895641,,,,,Concrete,20161028,Surrey,,,In Service,,,
12044,Digitized from 2015 Ortho photos,,,20160129,2,Rollover,1001856718,Initial AB,,,,,,Surrey,,,In Service,,,
12045,,,,20160819,0,Barrier,1001887717,EC,,,,Concrete,20160819,Surrey,,7815-0038-00,Proposed,,,
12046,,,,20140506,0,Barrier,1001746673,Initial AB,,,,Concrete,20140515,Surrey,,7804-0091-00,In Service,,2009,
12047,,,,20151016,2,Rollover,1001842863,Initial AB,1001842862,0,,Concrete,20151016,Surrey,,7804-0329-00,In Service,,2015,0
12048,,,,20110525,2,Rollover,1001171298,Final AB,1001171294,,,Concrete,20110525,Surrey,,7805-0338-00,In Service,,2011,
12049,,,,20151016,2,Rollover,1001842851,Initial AB,1001842850,0,,Concrete,20151016,Surrey,,7804-0329-00,In Service,,2015,0
12050,Digitized Via 2014 Air Photo,,,20140822,2,Rollover,1001776977,,1001776963,0,,Concrete,20140822,Surrey,,,In Service,,,0
12051,,,,20150525,2,Rollover,1001825815,,,,,Concrete,,Surrey,,,In Service,,,
12052,,,,20180417,2,Rollover,1001995697,,,,,Concrete,20180417,Surrey,,,In Service,,,
12053,,,,20120313,3,Pavement Edge,1001405469,Final AB,,,,Asphalt,20140130,Surrey,,3805-5500-01,In Service,,2007,
12054,,,,20160120,0,Barrier,1001854871,Final AB,1001829551,0,,Concrete,20160120,Surrey,,SFPR Seg. 7,In Service,,2014,0
12055,,,,20151103,0,Barrier,1001846358,Final AB,1001844753,0,,Concrete,20151026,Surrey,,7813-0280-00,In Service,,2015,0
12056,Digitized Via 2016 Air Photo,,,20161027,1,Extruded,1001895538,,,,,Asphalt,20161027,Surrey,,,In Service,,,
12057,Digitized from 2015 Ortho photos,,,20160129,2,Rollover,1001856722,Initial AB,,,,,,Surrey,,,In Service,,,
12058,Digitized from 2015 Ortho photos,,,20160129,0,Barrier,1001856720,Initial AB,,,,Concrete,20160129,Surrey,,,In Service,,,
12059,Digitized Via 2013 Air Photo,,,20140225,0,Barrier,1001731610,,,,,Concrete,20140225,Surrey,,,In Service,,,
12060,,,,20170124,0,Barrier,1001903737,,,,,Concrete,,Surrey,,,In Service,,,
12061,,,,20150623,0,Barrier,1001828941,,,,,,,Surrey,,,,,,
12062,,,,20120925,2,Rollover,1001434718,Final AB,1001434429,,,Concrete,20130808,Surrey,,1710-8080-00,In Service,,2012,
12063,,,,20160217,2,Rollover,1001860006,,,,,Concrete,,Surrey,,,In Service,,,
12064,,,,20160217,2,Rollover,1001860014,,,,,Concrete,,Surrey,,,In Service,,,
12065,,,,20140212,3,Pavement Edge,1001729270,,,,,Asphalt,,Surrey,,,In Service,,,
12066,,,,20140212,3,Pavement Edge,1001729273,,,,,Asphalt,,Surrey,,,In Service,,,
12067,,,,20140212,3,Pavement Edge,1001729277,,,,,Asphalt,,Surrey,,,In Service,,,
12068,,,,20140212,3,Pavement Edge,1001729265,,,,,Asphalt,,Surrey,,,In Service,,,
12069,,,,20140327,0,Barrier,1001737586,Final AB,,,,Concrete,20140327,Surrey,,1712-3050-00,In Service,,2012,
12070,,,,20140327,3,Pavement Edge,1001737571,Final AB,,,,Asphalt,20140327,Surrey,,1712-3050-00,In Service,,2012,
12071,Digitized Via 2015 Air Photo,,,20160330,3,Pavement Edge,1001867463,Final AB,,,,Asphalt,20160330,Surrey,,4814-3130-00,In Service,,2015,
12072,,,,20111130,1,Extruded,1001222116,,,,,Concrete,20111130,Surrey,,,In Service,,,
12073,Digitized from 2015 Ortho photos,,,20160129,0,Barrier,1001856647,Initial AB,,,,Concrete,,Surrey,,,In Service,,,
12074,Digitized from 2015 Ortho photos,,,20160129,2,Rollover,1001856642,Initial AB,,,,,,Surrey,,,In Service,,,
12075,Digitized Via 2015 Air Photo,,,20151027,2,Rollover,1001844891,,,,,Concrete,,Surrey,,,In Service,,,
12076,,,,20120417,2,Rollover,1001408414,Final AB,1001195598,,,Concrete,20130808,Surrey,,7806-0051-00,In Service,,2012,
12077,,,,20120605,2,Rollover,1001414774,Final AB,1001408402,,,Concrete,20130808,Surrey,,7806-0051-00,In Service,,2012,
12078,,,,20140506,0,Barrier,1001746729,Initial AB,,,,Concrete,20140515,Surrey,,7804-0091-00,In Service,,2009,
12079,,,,20130319,0,Barrier,1001580607,Final AB,1001580578,,,Concrete,20130808,Surrey,,7808-0099-00,In Service,,2013,
12080,,,,20130319,0,Barrier,1001580865,Final AB,1001433389,,,Concrete,20130808,Surrey,,7808-0099-00,In Service,,2013,
12081,,,,20130319,2,Rollover,1001580547,Final AB,,,,Concrete,20130808,Surrey,,7808-0099-00,In Service,,2013,
12082,,,,20130723,0,Barrier,1001607088,Final AB,1001580554,,,Concrete,20130808,Surrey,,7808-0099-00,In Service,,2013,
12083,,,,20140224,3,Pavement Edge,1001731297,Final AB,1001731296,,,Asphalt,20140224,Surrey,,7808-0099-01,In Service,,2014,
12084,Digitized Via 2012 Air Photo,,,20120925,2,Rollover,1001434762,,,,,Concrete,20130808,Surrey,,,In Service,,,
12085,,,,20120924,0,Barrier,1001434490,Final AB,1001434489,,,Concrete,20130808,Surrey,,1710-8080-00,In Service,,2012,
12086,,,,20120925,2,Rollover,1001434725,Final AB,1001434485,,,Concrete,20130808,Surrey,,1710-8080-00,In Service,,2012,
12087,,,,20120925,2,Rollover,1001434727,Final AB,1001434487,,,Concrete,20130808,Surrey,,1710-8080-00,In Service,,2012,
12088,,,,20111020,0,Barrier,1001216585,Final AB,,,,Concrete,20111020,Surrey,,1704-3220-00,In Service,,2011,
12089,,,,20140918,2,Rollover,1001729280,Final AB,1001729279,,,Concrete,20140918,Surrey,,3807-6060-00,In Service,,2008,
12090,,,,20140317,3,Pavement Edge,1001734952,Final AB,,,,Asphalt,20140317,Surrey,,1711-3070-00,In Service,,2011,
12091,,,,20151216,2,Rollover,1001850546,,,,,Concrete,20151217,Surrey,,,In Service,,,
12092,,,,20140130,1,Extruded,1001726936,Final AB,,,,Concrete,20140130,Surrey,,3805-5500-01,In Service,,2007,
12093,,,,20140130,3,Pavement Edge,1001726943,Final AB,,,,Asphalt,20140130,Surrey,,3805-5500-01,In Service,,2007,
12094,,,,20140130,3,Pavement Edge,1001726941,Final AB,,,,Asphalt,20140130,Surrey,,3805-5500-01,In Service,,2007,
12095,,,,20140129,0,Barrier,1001726678,Final AB,,,,Concrete,20140129,Surrey,,3805-5500-01,In Service,,2007,
12096,,,,20150127,1,Extruded,1001803970,,,,,,20161007,Surrey,,,In Service,,,
12097,,,,20170110,3,Pavement Edge,1001901766,Final AB,,,,Asphalt,20170110,Surrey,,7812-0353-00,In Service,,2016,
12098,,,,20160209,0,Barrier,1001796803,Final AB,,,,Concrete,20160209,Surrey,,3813-4250-00,In Service,,2015,
12099,,,,20141010,3,Pavement Edge,1001406237,Final AB,,,,Asphalt,20141010,Surrey,,7811-0048-00,In Service,,2014,
12100,Digitized from 2015 Ortho photos,,,20160129,2,Rollover,1001856650,Initial AB,,,,,,Surrey,,,In Service,,,
12101,Digitized from 2015 Ortho photos,,,20160129,2,Rollover,1001856652,Initial AB,,,,,20160203,Surrey,,,In Service,,,
12102,,,,20180418,2,Rollover,1001878562,Initial AB,1001878552,0,,Concrete,20180418,Surrey,,7814-0030-00,In Service,,2017,0
12103,,,,20130522,2,Rollover,1001595847,Initial AB,,,,Concrete,20171211,Surrey,,7809-0170-00,In Service,,2013,
12104,,,,20130529,0,Barrier,1001598053,Initial AB,1001598052,,,Concrete,20130808,Surrey,,7809-0170-00,In Service,,2013,
12105,,,,20171211,0,Barrier,1001418880,Final AB,,,,Concrete,20171211,Surrey,,7810-0157-00,In Service,,2014,
12106,Digitized Via 2013 Air Photo,,,20130719,3,Pavement Edge,1001606751,,1001606749,,,Asphalt,20130808,Surrey,,,In Service,,,
12107,Temporary,,,20140224,1,Extruded,1001568350,Final AB,,,,Asphalt,20171211,Surrey,,7808-0099-01,In Service,,2014,
12108,Digitized Via 2013 Air Photo,,,20130719,2,Rollover,1001606749,,,,,Concrete,20130808,Surrey,,,In Service,,,
12109,Digitized from 2015 Ortho photos,,,20160112,2,Rollover,1001853389,Initial AB,,,,Concrete,20160112,Surrey,,,In Service,,,
12110,,,,20111212,0,Barrier,1001223585,Final AB,,,,Concrete,20111212,Surrey,,7804-0275-00,In Service,,2007,
12111,,,,20160725,0,Barrier,1001884640,Final AB,,,,Concrete,20160725,Surrey,,3811-6440-00,In Service,,2015,
12112,,,,20160725,3,Pavement Edge,1001884643,Final AB,1001884640,0,,Asphalt,20160725,Surrey,,3811-6440-00,In Service,,2015,0
12113,,,,20151217,0,Barrier,1001850560,Final AB,,,,Concrete,20151217,Surrey,,3813-6110-00,In Service,,2015,
12114,Digitized from 2015 Ortho photos,,,20160105,3,Pavement Edge,1001852153,Initial AB,,,,,20160105,Surrey,,,In Service,,,
12115,,,,20150626,3,Pavement Edge,1001829544,,,,,Asphalt,20150626,Surrey,,,In Service,,2014,
12116,Digitized Via 2017 Air Photo,,,20171107,2,Rollover,1001954134,,,,,Concrete,20171107,Surrey,,,In Service,,,
12117,,,,20150714,3,Pavement Edge,1001830856,Final AB,,,,Asphalt,20150714,Surrey,,1710-7110-00,In Service,,2015,
12118,,,,20180418,3,Pavement Edge,1001995961,Initial AB,1001878579,0,,Asphalt,20180418,Surrey,,7814-0030-00,In Service,,2017,0
12119,,,,20110217,1,Extruded,1001189571,Final AB,,,,Asphalt,20110217,Provincial,,MOTH 71101-1004,In Service,,2009,
12120,,,,20171211,3,Pavement Edge,1001418925,Final AB,,,,Asphalt,20171211,Surrey,,7810-0157-00,In Service,,2014,
12121,,,,20120626,2,Rollover,1001416583,,,,,Concrete,20130808,Surrey,,,In Service,,,
12122,Digitized Via 2012 Air Photo,,,20120626,3,Pavement Edge,1001416586,,,,,Asphalt,20131004,Surrey,,,In Service,,,
12123,,,,20120703,0,Barrier,1001417149,Final AB,1001193498,,,Concrete,20120703,Surrey,,7806-0086-00,In Service,,2009,
12124,,,,20160510,3,Pavement Edge,1001876272,Final AB,1001876271,0,,Asphalt,20160920,Surrey,,1715-8040-00,In Service,,2015,0
12125,,,,20171027,1,Extruded,1001796573,Final AB,1001796571,0,,Concrete,20171027,Surrey,,1705-3130-00,In Service,,2014,0
12126,Digitized from 2015 Ortho photos,,,20160112,2,Rollover,1001853390,Initial AB,,,,Concrete,20160112,Surrey,,,In Service,,,
12127,Digitized from 2015 Ortho photos,,,20160112,0,Barrier,1001853405,Final AB,,,,Concrete,20171027,Surrey,,,In Service,,,
12128,,,,20170410,0,Barrier,1001926218,,,,,Concrete,,Surrey,,,In Service,,,
12129,,,,20170410,1,Extruded,1001926271,,,,,Concrete,20170410,Surrey,,,In Service,,,
12130,,,,20170410,1,Extruded,1001926246,,,,,Concrete,20170410,Surrey,,,In Service,,,
12131,,,,20180417,3,Pavement Edge,1001995714,Final AB,,,Cloverdale Athletic Park,Asphalt,,Surrey,,,In Service,,,
12132,,,,20170410,1,Extruded,1001834754,Final AB,,,,Concrete,20170410,Surrey,,1712-6180-00,In Service,,2015,
12133,,,,20100409,3,Pavement Edge,1001154965,Final AB,,,,Asphalt,20100409,Surrey,,1708-2070-00,In Service,,2009,
12134,,,,20100412,3,Pavement Edge,1001155047,Final AB,1001154978,,,Asphalt,20100409,Surrey,,,In Service,,,
12135,,,,20100412,3,Pavement Edge,1001155050,Final AB,1001154978,,,Asphalt,20100412,Surrey,,,In Service,,,
12136,,,,20100409,3,Pavement Edge,1001154982,Final AB,,,,Asphalt,20100409,Surrey,,,In Service,,,
12137,Digitized from 2015 Ortho photos,,,20160108,2,Rollover,1001852896,Initial AB,,,,Concrete,20160111,Surrey,,,In Service,,,
12138,Digitized Via 2016 Air Photo,,,20161021,1,Extruded,1001894877,,1001894876,0,,Asphalt,20161021,Surrey,,,In Service,,,0
12139,,,,20180406,2,Rollover,1001994451,EC,,,,Concrete,20180406,Surrey,,7816-0041-00,Proposed,,,
12140,,,,20180406,0,Barrier,1001994453,EC,1001994450,0,,Concrete,20180406,Surrey,,7816-0041-00,Proposed,,,0
12141,,,,20150604,0,Barrier,1001826909,EC,,,,Concrete,20150604,Surrey,,7812-0207-00,Proposed,,2015,
12142,Drain Curb,,,20160524,1,Extruded,1001878296,Initial AB,,,,Asphalt,20160524,Surrey,,1704-6220-00,In Service,,2004,
12143,,,,20160524,3,Pavement Edge,1001878295,Initial AB,,,,Asphalt,20160524,Surrey,,1704-6220-00,In Service,,2004,
12144,,,,20160217,3,Pavement Edge,1001860081,,1001860080,0,,Asphalt,20160217,Surrey,,,In Service,,,0
12145,,,,20140113,3,Pavement Edge,1001216146,Final AB,,,,Asphalt,20140113,Surrey,,7809-0244-00,In Service,,2013,
12146,,,,20110208,3,Pavement Edge,1001188906,Final AB,,,,Asphalt,20110208,Surrey,,,In Service,,,
12147,,,,20110217,3,Pavement Edge,1001152443,Final AB,,,,Asphalt,20110217,Provincial,,MOTH 71101-1004,In Service,,2009,
12148,,,,20110217,3,Pavement Edge,1001152449,Final AB,,,,Asphalt,20110218,Provincial,,MOTH 71101-1004,In Service,,2009,
12149,,,,20171027,3,Pavement Edge,1001796542,Final AB,,,,Asphalt,20171027,Surrey,,1705-3130-00,In Service,,2014,
12150,,,,20171027,0,Barrier,1001953091,Final AB,1001796525,0,,Concrete,20171027,Surrey,,1705-3130-00,In Service,,2014,0
12151,,,,20160112,2,Rollover,1001853365,Final AB,,,,Concrete,20160113,Surrey,,1712-6090-00,In Service,,2014,
12152,,,,20160112,0,Barrier,1001853367,Final AB,1001853365,0,,Concrete,20160113,Surrey,,1712-6090-00,In Service,,2014,0
12153,,,,20171023,0,Barrier,1001361145,Final AB,,,,Concrete,20171023,Surrey,,7811-0059-00,In Service,,2016,
12154,,,,20170428,2,Rollover,1001928785,EC,,,,Concrete,20170428,Surrey,,7815-0267-00,Proposed,,,
12155,Digitized Via 2016 Air Photo,,,20161128,0,Barrier,1001898280,,,,,Concrete,20180413,Surrey,,,In Service,,,
12156,,,,20180820,0,Barrier,1002128266,EC,1002128258,0,,Concrete,20180820,Surrey,,7817-0107-00,Proposed,,,0
12157,,,,20180820,0,Barrier,1002128265,EC,1002128258,0,,Concrete,20180820,Surrey,,7817-0107-00,Proposed,,,0
