,ANCILLARYROLE,ENABLED,VALVE_TYPE,VALVE_TYPE2,FACILITYID,LEGACYID,NODE_NO,VALVE_SIZE,MAKE,MODEL,CORROSION_PROTECTED,DISASTER_CONTROL,GEARED,PRESSURE_ZONE_VALVE,RESTRAINED,NO_TURNS,STATUS,OPERATING_STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,ROTATION,Latitude,Longitude
3209,,1,2,Gate,1000270192,24097,1480503964,100,,,,,,,,,In Service,Open,1204-9010-00,2006,Surrey,,,Final AB,,,,,,20060517,,,49.074699,-122.812058
3210,,1,2,Gate,1001183720,,1277907227,,,,,,,,,,In Service,Open,,,Surrey,,As Per Operations,Initial AB,,,,,,20101202,20101202,,49.133824,-122.867717
3211,,1,2,Gate,1001183721,,1277407221,,,,,,,,,,In Service,Open,,,Surrey,,As Per Operations,Initial AB,,,,,,20101202,20101202,,49.133716,-122.867852
3212,,1,2,Gate,1000802944,,1918307040,300,,,,,,,,,In Service,Open,,2006,Surrey,,,Final AB,,,,,,20061004,20161018,,49.130104,-122.691130
3213,,1,2,Gate,1001361567,,1620002350,300,,,No,,,,No,,In Service,Open,7810-0320-00,2013,Surrey,,,Final AB,,,,,,20120222,20130726,,49.045416,-122.773788
3214,,1,2,Gate,1001361580,,1620002304,300,,,No,,,,No,,In Service,Open,7810-0320-00,2013,Surrey,,,Final AB,,,,,,20120222,20130726,,49.044593,-122.773792
3215,,1,2,Gate,1001361619,,1620302312,250,,,No,,,,No,,In Service,Open,7810-0320-00,2013,Surrey,,,Final AB,,,,,,20120222,20130726,,49.044722,-122.773684
3216,,1,2,Gate,1000802961,,1911207133,300,,,,,,,,,In Service,Open,,2006,Surrey,,,Final AB,,,,,,20061004,20161018,,49.131794,-122.693091
3217,,1,2,Gate,1000802967,,1911107042,300,,,,,,,,37,In Service,Open,,2006,Surrey,,,Final AB,,,,,,20061004,20161018,,49.130139,-122.693109
3218,,1,2,Gate,1000798770,,1880606820,350,,,,,,,,,In Service,Open,7803-0073-00,2006,Surrey,,HAS 2 350X300 REDUCERS,Final AB,,,,,,20060912,20161018,,49.126143,-122.701559
3219,,1,2,Gate,1000844266,,1840606707,250,,,,,,,,,In Service,Open,1205-3090-00,2007,Surrey,,,Final AB,,,,,,20080212,20161018,,49.124130,-122.712594
3220,,1,2,Gate,1000278717,13853,1297906218,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,,,49.115546,-122.862256
3221,,1,2,Gate,1000268932,2886,1630510881,250,,,,,,,,32,In Service,Open,F/T,,Surrey,16306 108A AVE,,,,,,,,20020424,20110719,,49.199781,-122.770186
3222,,1,2,Gate,1000269989,15698,1905906431,200,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.119091,-122.694621
3223,,1,2,Gate,1001172916,,1439205620,300,,,,,,,,,In Service,Open,MOTH 71101-1004,2009,Surrey,,,Final AB,,,,,,20100922,20100922,,49.104686,-122.823328
3224,,1,2,Gate,1000268933,2887,1631110881,200,,,,,,,,26,In Service,Open,F/T,,Surrey,16318 108A AVE,,,,,,,,20020424,20110719,,49.199790,-122.770014
3225,,1,2,Gate,1000268934,2888,1634610870,200,,,,,,,,26,In Service,Open,F/T,,Surrey,16336 108A AVE,,,,,,,,20020424,20110719,,49.199582,-122.769047
3226,,1,2,Gate,1000272892,18896,1535602062,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020503,,,49.040245,-122.797043
3227,,1,2,Gate,1000272922,18926,1533301903,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020503,,,49.037382,-122.797680
3228,,1,2,Gate,1000272798,16463,1600603534,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,,,49.066860,-122.779019
3229,,1,2,Gate,1000271197,23816,1201309919,450,,,,,,,,,In Service,Open,12003110-00,2005,Surrey,,,Final AB,,,,,,20051017,20071221,,49.182545,-122.888729
3230,,1,2,Gate,1000270813,3531,1195910360,,,,,,,,,,Abandoned,Closed,,,Surrey,,ABANDONED,,,,,,,20020425,20070426,,49.190530,-122.890187
3231,,1,2,Gate,1000269992,15701,1904406368,200,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.117940,-122.695054
3232,,1,2,Gate,1000269993,15702,1900206377,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.118112,-122.696215
3233,,1,2,Gate,1000269994,15703,1912306351,200,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.117633,-122.692863
3234,,1,2,Gate,1000268935,2890,1632610924,250,,,,,,,,32,In Service,Open,F/T,,Surrey,10896 163 ST,On 163 St main.,,,,,,,20020424,20110721,,49.200562,-122.769589
3235,,1,2,Gate,1000263386,21260,1392602048,300,,,,,,,,,In Service,Open,7896-0310-00,1999,Surrey,,,Final AB,,,,,,20020926,,,49.040059,-122.836383
3236,,1,2,Gate,1000260724,21489,1460008338,300,,,,,,,,,In Service,Open,7896-0095-00,2000,Surrey,,,Final AB,,,,,,20021030,,,49.153852,-122.817432
3237,,1,2,Gate,1000269996,15705,1859806362,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.117863,-122.707337
3238,,1,2,Gate,1000280027,19922,1650900769,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020506,,,49.016794,-122.765407
3239,,1,2,Gate,1000278950,13949,1428605627,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,,,49.104808,-122.826268
3240,,1,2,Gate,1000267347,876,1499711442,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020423,20150205,,49.210000,-122.806238
3241,,1,2,Gate,1000278157,11320,1438807470,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,,,49.138149,-122.823322
3242,,1,2,Gate,1000270601,3097,1115209722,,,,,,,,,,In Service,Closed,,,Surrey,,,,,,,,,20020425,20150207,,49.179017,-122.912489
3243,,1,2,Gate,1000269997,15706,1856706358,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.117803,-122.708189
3244,,1,2,Gate,1000270000,15709,1893806325,200,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.117185,-122.697984
3245,,1,2,Gate,1000270002,15711,1891706287,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.116483,-122.698543
3246,,1,2,Gate,1000270004,15713,1891706242,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.115673,-122.698568
3247,,1,2,Gate,1000273528,7703,1503409178,150,,,,,,,,21,In Service,Open,F/T,,Surrey,9144 150A ST,,,,,,,,20020429,20101207,,49.169027,-122.805395
3248,,1,2,Gate,1000273529,7704,1503909138,150,,,,,,,,21,In Service,Open,F/T,,Surrey,9099 150A ST,,,,,,,,20020429,20101207,,49.168316,-122.805247
3249,,1,2,Gate,1000266660,7022,1438709159,200,,,,,,,,27,In Service,Open,F/T,,Surrey,14413 91A AVE,,,,,,,,20020429,20101207,,49.168717,-122.823235
3250,,1,2,Gate,1000266661,7023,1438709056,200,,,,,,,,27,In Service,Open,F/T,,Surrey,14410 90 AVE,,,,,,,,20020429,20101207,,49.166861,-122.823243
3251,,1,2,Gate,1000273351,7519,1441009055,100,,,,,,,,15,In Service,Open,F/T,,Surrey,14434 90 AVE,On 144A St main.,,,,,,,20020429,20101207,,49.166829,-122.822630
3252,,1,2,Gate,1000273353,7521,1441109057,150,,,,,,,,21,In Service,Open,F/T,,Surrey,14434 90 AVE,On 90 Ave main.,,,,,,,20020429,20101207,,49.166869,-122.822603
3253,,1,2,Gate,1000273354,7522,1445309055,100,,,,,,,,15,In Service,Open,F/T,,Surrey,14474 90 AVE,On 144B St main.,,,,,,,20020429,20101207,,49.166826,-122.821435
3254,,1,2,Gate,1000273356,7524,1445409057,150,,,,,,,,21,In Service,Open,F/T,,Surrey,14474 90 AVE,On 90 Ave main.,,,,,,,20020429,20101207,,49.166866,-122.821408
3255,,1,2,Gate,1000273406,7575,1498408890,150,,,,,,,,21,In Service,Open,F/T,,Surrey,15009 88A AVE,,,,,,,,20020429,20101207,,49.163818,-122.806801
3256,,1,2,Gate,1000861539,,1496909183,200,,,No,No,No,No,No,27,In Service,Open,7803-0338-00,2008,Surrey,14996 91A AVE,,Final AB,,,,,,20081023,20101207,,49.169136,-122.807192
3257,,1,2,Gate,1000273357,7525,1453409057,150,,,,,,,,21,In Service,Open,F/T,,Surrey,14538 90 AVE,,,,,,,,20020429,20101207,,49.166861,-122.819210
3258,,1,2,Gate,1000273358,7526,1449709057,150,,,,,,,,21,In Service,Open,F/T,,Surrey,14512 90 AVE,On 90 Ave main.,,,,,,,20020429,20101207,,49.166863,-122.820213
3259,,1,2,Gate,1000273359,7527,1449609054,100,,,,,,,,15,In Service,Open,F/T,,Surrey,14512 90 AVE,On 145 St main.,,,,,,,20020429,20101207,,49.166823,-122.820240
3260,,1,2,Gate,1001210708,,1620202859,200,,,No,,,,No,,In Service,Open,7810-0020-00,2012,Surrey,,,Final AB,,,,,,20120531,20120531,,49.054634,-122.773678
3261,,1,5,Tap,1001414336,,1600402761,300,,,No,,,,No,,In Service,Open,7810-0020-00,2012,Surrey,,,Final AB,,,,,,20120531,20120531,,49.052876,-122.779141
3262,,1,2,Gate,1001210699,,1620202767,200,,,No,,,,No,,In Service,Open,7810-0020-00,2012,Surrey,,,Final AB,,,,,,20120531,20120531,,49.052965,-122.773687
3263,,1,2,Gate,1001190224,,1398409724,350,,,,,,,Yes,,In Service,Open,1205-3270-00,2010,Surrey,,,Final AB,,,,,,20110302,20110302,,49.178955,-122.834337
3264,,1,2,Gate,1001183585,,1442503509,300,,,,,,,,,In Service,Open,1207-3760-00,2011,Surrey,,,Final AB,,,,,,20101201,20110829,,49.066472,-122.822559
3265,,1,2,Gate,1001183578,,1441003456,300,,,,,,,,,In Service,Open,1207-3760-00,2011,Surrey,,,Final AB,,,,,,20101201,20110829,,49.065521,-122.822971
3266,,1,2,Gate,1001210702,,1620202789,200,,,No,,,,No,,In Service,Open,7810-0020-00,2012,Surrey,,,Final AB,,,,,,20120531,20120531,,49.053357,-122.773685
3267,,1,2,Gate,1000262566,18730,1505402161,300,,,,,,,,38,In Service,Open,F/T,,Surrey,150A ST & 22 AVE,,,,,,,,20020503,20120605,,49.042066,-122.805328
3268,,1,5,Tap,1001414996,,1500602210,400,,,,,,,Yes,,In Service,Open,1205-5510-00,2008,Surrey,,,Final AB,,,,,,20120605,20120605,,49.042949,-122.806660
3269,,1,2,Gate,1001861830,,1564810631,450,,,No,,,,Yes,,In Service,Open,Gateway E1,2015,Surrey,,,Final AB,,,,,,20160229,20160229,,49.195301,-122.788324
3270,,1,2,Gate,1000270964,3762,1241109915,250,,,,,,,,,In Service,Closed,W467,1985,Surrey,,,,,,,,,20020425,20160229,,49.182469,-122.877749
3271,,1,2,Gate,1001212408,,1231408036,250,,,,,,,,,Proposed,Closed,7809-0139-00,2011,Surrey,,,EC,,,,,,20110909,20110909,,49.148477,-122.880495
3272,,1,2,Gate,1000269553,15293,1799706002,200,,,,,,,,,In Service,Open,7801-0064-00,1976,Surrey,,,Final AB,,,,,,20020502,20111005,,49.111406,-122.723941
3273,,0,2,Gate,1000269602,20483,1789205998,250,,,,,,,,,Abandoned,Open,7801-0064-00,2001,Surrey,,,Final AB,,,,,,20020723,20111005,,49.111341,-122.726849
3274,,1,2,Gate,1000280165,8085,1614009144,200,,,,,,,,25,In Service,Open,F/T,,Surrey,9096 161A ST,,,,,,,,20020429,20110822,,49.168379,-122.774852
3275,,1,2,Gate,1000280212,8138,1614009144,200,,,,,,,,25,In Service,Open,F/T,,Surrey,9096 161A ST,,,,,,,,20020429,20110822,,49.168361,-122.774879
3276,,1,2,Gate,1000280322,21410,1614709045,200,,,,,,,,25,In Service,Open,F/T,2000,Surrey,16141 90 AVE,,,,,,,,20021018,20110822,,49.166563,-122.774701
3277,,1,2,Gate,1000266606,7849,1558609004,300,,,,,,,,37,In Service,Open,F/T,,Surrey,8966 156 ST,,,,,,,,20020429,20110822,,49.165855,-122.790179
3278,,1,2,Gate,1000280184,8109,1614809036,150,,,,,,,,19,In Service,Open,F/T,,Surrey,16136 90 AVE,,,,,,,,20020429,20110822,,49.166408,-122.774665
3279,,1,2,Gate,1000280198,8123,1600208965,150,,,,,,,,20,In Service,Open,F/T,,Surrey,16015 89A AVE,,,,,,,,20020429,20110822,,49.165137,-122.778696
3280,,1,2,Gate,1000280210,8136,1604909143,200,,,,,,,,25,In Service,Open,F/T,,Surrey,9114 160A ST,,,,,,,,20020429,20110822,,49.168348,-122.777377
3281,,1,2,Gate,1000273560,22779,1519609592,200,,,,,,,,25,In Service,Open,F/T,2002,Surrey,9580 152 ST,South-most valve.,,,,,,,20030820,20110823,,49.176518,-122.800890
3282,,1,2,Gate,1000280182,8107,1619609036,150,,,,,,,,20,In Service,Open,F/T,,Surrey,8989 162 ST,,,,,,,,20020429,20110823,,49.166415,-122.773344
3283,,1,2,Gate,1000280197,8122,1606508966,150,,,,,,,,19,In Service,Open,F/T,,Surrey,16071 89A AVE,,,,,,,,20020429,20110823,,49.165145,-122.776968
3284,,1,2,Gate,1000280300,8232,1620409042,200,,,,,,,,26,In Service,Open,F/T,,Surrey,9026 162 ST,,,,,,,,20020429,20110823,,49.166522,-122.773102
3285,,1,2,Gate,1000280314,8247,1614709173,200,,,,,,,,24,In Service,Open,F/T,,Surrey,16155 91A AVE,,,,,,,,20020429,20110823,,49.168881,-122.774684
3286,,1,2,Gate,1000266313,7980,1546408857,300,,,,,,,,38,In Service,Open,F/T,,Surrey,88 AVE & FRASER HWY,NW corner.,,,,,,,20020429,20110823,,49.163200,-122.793559
3287,,1,2,Gate,1000266405,8076,1546508858,300,,,,,,,,37,In Service,Open,F/T,,Surrey,88 AVE & FRASER HWY,NW corner of intersection.,,,,,,,20020429,20110823,,49.163222,-122.793528
3288,,1,2,Gate,1000266427,7881,1528108840,300,,,,,,,,37,In Service,Open,F/T,,Surrey,15289 88 AVE,,,,,,,,20020429,20110823,,49.162902,-122.798599
3289,,1,2,Gate,1000850038,,1613308975,100,,,,,,,,14,In Service,Open,7805-0039-00,2008,Surrey,8955 161A ST,,Final AB,,,,,,20080512,20110823,,49.165299,-122.775079
3290,,1,2,Gate,1000266594,7837,1537408839,300,,,,,,,,37,In Service,Open,F/T,,Surrey,154 ST & 88 AVE,On North side of 88 Ave.,,,,,,,20020429,20110823,,49.162891,-122.796031
3291,,1,2,Gate,1001214720,,1776106002,400,,,Yes,,,,Yes,,In Service,Open,1209-3030-00,2011,Surrey,,,Final AB,,,,,,20111003,20111130,,49.111410,-122.730447
3292,,1,2,Gate,1001881147,,1644602168,200,,,No,,,,No,,In Service,Open,7811-0029-00,2016,Surrey,,,Final AB,,,,,,20170118,20170118,90,49.042114,-122.767015
3293,,1,2,Gate,1001881130,,1656802068,300,,,No,,,,No,,In Service,Open,7811-0029-00,2016,Surrey,,,Final AB,,,,,,20170118,20170118,,49.040305,-122.763671
3294,,1,2,Gate,1001881080,,1643902063,200,,,No,,,,No,,In Service,Open,7811-0029-00,2016,Surrey,,,Final AB,,,,,,20170118,20170118,90,49.040215,-122.767222
3295,,1,2,Gate,1001881086,,1643902069,200,,,No,,,,No,,In Service,Open,7811-0029-00,2016,Surrey,,,Final AB,,,,,,20170118,20170118,90,49.040330,-122.767222
3296,,1,2,Gate,1001881149,,1644702131,200,,,No,,,,No,,In Service,Open,7811-0029-00,2016,Surrey,,,Final AB,,,,,,20170118,20170118,90,49.041443,-122.767007
3297,,0,2,Gate,1000274789,14690,1760006010,,,,,,,,,,Abandoned,Closed,,,Surrey,,,,,,,,,20020502,20100114,,49.111574,-122.734891
3298,,1,2,Gate,1001146740,,1758706407,250,,,,,,,Yes,,In Service,Open,MOTH 71101-2005,2007,Surrey,,,Final AB,,,,,,20100114,20100114,,49.118749,-122.735191
3299,,1,2,Gate,1000279145,20314,1439706169,100,,,,,,,,,In Service,Open,7898-0125-00,1999,Surrey,,,Final AB,,,,,,20020710,,,49.114616,-122.823168
3300,,1,2,Gate,1001146762,,1759006737,250,,,,,,,Yes,,In Service,Open,MOTH 71101-2005,2007,Surrey,,,Final AB,,,,,,20100114,20100114,,49.124718,-122.735077
3301,,0,2,Gate,1000269165,12996,1759106563,,,,,,,,,,Abandoned,Closed,,,Surrey,,,,,,,,,20020502,20100114,,49.121577,-122.735074
3302,,1,2,Gate,1000274610,20573,1257706824,250,,,,,,,,,In Service,Open,7896-0158-00,2001,Surrey,,,Final AB,,,,,,20020725,,,49.126527,-122.873306
3303,,1,2,Gate,1000262502,18850,1520001861,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020503,,,49.036620,-122.801342
3304,,1,2,Gate,1000270146,16090,1840005402,150,,,,,,,,20,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.100515,-122.712898
3305,,1,2,Gate,1000263320,20162,1537803234,300,,,,,,,,,In Service,Open,7897-0317-00,2000,Surrey,,,Final AB,,,,,,20020625,,,49.061460,-122.796349
3306,,1,2,Gate,1000270147,16091,1834105484,150,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.102002,-122.714520
3307,,1,2,Gate,1000270149,16093,1833405426,150,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.100960,-122.714729
3308,,1,2,Gate,1001148603,,1740000038,200,,,,,,,,,In Service,Open,7804-0411-00,2009,Surrey,,,Final AB,,,,,,20100201,20100201,,49.003504,-122.740950
3309,,1,2,Gate,1000262311,19661,1326201364,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020506,,,49.027701,-122.854706
3310,,1,2,Gate,1000268387,5229,1581609641,200,,,,,,,,24,In Service,Open,F/T,,Surrey,15827 96A AVE,,,,,,,,20020426,20110725,,49.177366,-122.783777
3311,,1,2,Gate,1001190237,,1399009744,300,,,,,,,Yes,,In Service,Open,1205-3270-00,2010,Surrey,,,Final AB,,,,,,20110302,20110302,,49.179331,-122.834163
3312,,0,2,Gate,1000271561,6069,1276809315,,,,,,,,,,Abandoned,Open,,,Surrey,,,,,,,,,20020429,20100615,,49.171605,-122.867918
3313,,0,2,Gate,1000271180,20746,1276309696,200,,,,,,,,,Abandoned,Open,,2001,Surrey,,FIELD INFO,,,,,,,20020912,20100615,,49.178501,-122.868037
3314,,0,2,Gate,1000271183,22766,1276209678,200,,,,,,,,,Abandoned,Open,,2001,Surrey,,F/T,,,,,,,20030815,20100615,,49.178171,-122.868055
3315,,0,2,Gate,1000271179,20745,1276509768,200,,,,,,,,,Abandoned,Open,,2001,Surrey,,FIELD INFO,,,,,,,20020912,20100615,,49.179794,-122.867969
3316,,1,2,Gate,1001170138,,1646203425,200,,,,,,,,,In Service,Open,7808-0024-00,2010,Surrey,,,Final AB,,,,,,20100816,20100816,,49.064858,-122.766477
3317,,0,2,Gate,1000271178,20744,1276609778,200,,,,,,,,,Abandoned,Open,,2001,Surrey,,FIELD INFO,,,,,,,20020912,20100615,,49.179974,-122.867959
3318,,0,2,Gate,1000270760,3459,1277409817,,,,,,,,,,Abandoned,Open,,,Surrey,,,,,,,,,20020425,20100615,,49.180687,-122.867728
3319,,1,2,Gate,1000270150,16094,1834305485,150,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.102020,-122.714474
3320,,1,2,Gate,1000270151,16095,1833205550,150,,,,,,,,20,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.103191,-122.714749
3321,,1,2,Gate,1001177260,,1930807357,200,,,,,,,,26,In Service,Open,7805-0003-00,2010,Surrey,,,Final AB,,,,,,20101019,20161018,,49.135832,-122.687646
3322,,1,2,Gate,1001177261,,1930807327,200,,,,,,,,,In Service,Open,7805-0003-00,2010,Surrey,,,Final AB,,,,,,20101019,20161018,,49.135275,-122.687648
3323,,1,2,Gate,1001177268,,1930607393,200,,,,,,,,,In Service,Open,7805-0003-00,2010,Surrey,,,Final AB,,,,,,20101019,20161018,,49.136469,-122.687692
3324,,1,2,Gate,1000268959,2924,1603410934,200,,,,,,,,25,In Service,Open,F/T,,Surrey,16033 109 AVE,,,,,,,,20020424,20110719,,49.200753,-122.777659
3325,,1,2,Gate,1000268960,2926,1608510949,150,,,,,,,,24,In Service,Open,F/T,,Surrey,16093 109 AVE,,,,,,,,20020424,20110721,,49.201024,-122.776241
3326,,1,2,Gate,1000266544,7784,1548909063,150,,,,,,,,18,In Service,Open,F/T,,Surrey,155 ST & 90 AVE,,,,,,,,20020429,20110602,,49.166939,-122.792851
3327,,1,2,Gate,1000262484,18832,1500502258,300,,,,,,,,37,In Service,Open,F/T,,Surrey,23 AVE & 150 ST,,,,,,,,20020503,20111003,,49.043811,-122.806671
3328,,1,2,Gate,1000262564,18728,1485602190,300,,,,,,,,38,In Service,Open,F/T,,Surrey,148A ST & 22 AVE,,,,,,,,20020503,20111003,,49.042598,-122.810782
3329,,1,2,Gate,1000262565,18729,1485802189,200,,,,,,,,25,In Service,Open,F/T,,Surrey,22 AVE & 148A ST,,,,,,,,20020503,20111003,,49.042570,-122.810727
3330,,1,2,Gate,1000262580,18747,1499702257,300,,,,,,,,38,In Service,Open,F/T,,Surrey,23 AVE & 150 ST,SW corner,,,,,,,20020503,20111003,,49.043791,-122.806891
3331,,1,2,Gate,1000262633,18807,1492402189,200,,,,,,,,25,In Service,Open,F/T,,Surrey,14935 22 AVE,,,,,,,,20020503,20111003,,49.042566,-122.808924
3332,,1,2,Gate,1000262702,18656,1485101952,150,,,,,,,,21,In Service,Open,F/T,,Surrey,1984 148A ST,,,,,,,,20020503,20111003,,49.038295,-122.810927
3333,,1,2,Gate,1000262723,18679,1485802123,200,,,,,,,,25,In Service,Open,F/T,,Surrey,14852 21B AVE,,,,,,,,20020503,20111003,,49.041382,-122.810725
3334,,1,2,Gate,1000262724,18680,1484902130,300,,,,,,,,38,In Service,Open,F/T,,Surrey,2179 148A ST,,,,,,,,20020503,20111003,,49.041516,-122.810970
3335,,1,2,Gate,1000817105,,1644508281,400,,,,,,,,49,In Service,Open,1200-6130-00,2006,Surrey,16441 FRASER HWY,,Final AB,,,,,,20070124,20111003,,49.152725,-122.766542
3336,,1,2,Gate,1000272109,9770,1536808029,200,,,,,,,,25,In Service,Open,F/T,,Surrey,80 AVE & 153A ST,,,,,,,,20020430,20111004,,49.148221,-122.796262
3337,,1,2,Gate,1000280247,8177,1624709433,200,,,,,,,,25,In Service,Open,F/T,,Surrey,162A & 94 AVE,,,,,,,,20020429,20111004,,49.173584,-122.771891
3338,,1,2,Gate,1000280302,8234,1620609037,200,,,,,,,,26,In Service,Open,F/T,,Surrey,90 AVE & 162 ST,SE corner of intersection.,,,,,,,20020429,20110902,,49.166417,-122.773070
3339,,1,2,Gate,1000264096,11650,1679507975,200,,,,,,,,25,In Service,Open,F/T,,Surrey,16783 80 AVE,,,,,,,,20020501,20110902,,49.147171,-122.756893
3340,,1,2,Gate,1000277644,9964,1610108626,200,,,,,,,,28,In Service,Open,F/T,,Surrey,16128 86 AVE,Valve to the west of the 161 St tee.,,,,,,,20020430,20110901,,49.158994,-122.775995
3341,,1,2,Gate,1000277646,9966,1610308633,200,,,,,,,,27,In Service,Open,F/T,,Surrey,16115 86 AVE,On 161 St main.,,,,,,,20020430,20110901,,49.159113,-122.775949
3342,,1,2,Gate,1000272884,18888,1540902114,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020503,20170921,,49.041195,-122.795559
3343,,1,2,Gate,1000264171,22077,1640807928,250,,,,,,,,32,In Service,Open,1298-303,2002,Surrey,7903 164 ST,Opposite this address.,Final AB,,,,,,20030521,20110902,,49.146340,-122.767569
3344,,1,2,Gate,1000280269,8200,1600109142,150,,,,,,,,20,In Service,Open,F/T,,Surrey,9110 160 ST,"East of hyd #2422, on 91 Ave main.",,,,,,,20020429,20110902,,49.168341,-122.778698
3345,,1,2,Gate,1000266460,7918,1599809143,300,,,,,,,,38,In Service,Open,F/T,,Surrey,9110 160 ST,On 160 St main.,,,,,,,20020429,20110902,,49.168358,-122.778788
3346,,1,2,Gate,1000266449,7905,1538709217,100,,,,,,,,13,In Service,Open,F/T,,Surrey,15408 92 AVE,,,,,,,,20020429,20110902,,49.169720,-122.795636
3347,,1,2,Gate,1000271409,4857,1489910162,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,,,49.186852,-122.809045
3348,,1,2,Gate,1000853412,,1492803019,200,,,,,,,,,In Service,Open,1205-5530-00,2007,Surrey,,,Final AB,,,,,,20080627,20120605,,49.057597,-122.808737
3349,,1,2,Gate,1001414989,,1505802160,350,,,,,,,Yes,,In Service,Open,1205-5510-00,2008,Surrey,,,Final AB,,,,,,20120605,20120605,,49.042047,-122.805223
3350,,1,2,Gate,1000264849,17738,1720602364,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020503,20120607,,49.045618,-122.746096
3351,,1,2,Gate,1000264847,17736,1739302365,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020503,20120607,,49.045626,-122.740933
3352,,1,2,Gate,1001186140,,1683800070,300,,,No,,,,Yes,,In Service,Closed,7810-0003-00,2013,Surrey,,Input Via CAD File,Final AB,,,,,,20130416,20130417,,49.004116,-122.756421
3353,,1,2,Gate,1001415198,,1520706615,,,,,,,,,,In Service,Open,F/T,,Surrey,,As Per Operations 4-26-12 - ADH,Initial AB,,,,,,20120607,20120607,,49.122643,-122.800793
3354,,1,2,Gate,1001186141,,1684000067,300,,,No,,,,Yes,,In Service,Open,7810-0003-00,2010,Surrey,,,Initial AB,,,,,,20130416,20130417,,49.004067,-122.756355
3355,,1,2,Gate,1001202574,,1520011224,200,,,,,,,,28,In Service,Open,F/T,,Surrey,152 ST & 112 AVE,As Per Operations,Initial AB,,,,,,20110624,20111110,,49.206057,-122.800667
3356,,1,2,Gate,1000270389,5736,1477411027,150,,,,,,,,20,In Service,Open,,,Surrey,,,,,,,,,20020426,20081030,,49.202502,-122.812448
3357,,1,2,Gate,1000268124,4910,1595010108,100,,,,,,,,14,In Service,Open,F/T,,Surrey,15947 101 AVE,,,,,,,,20020426,20110405,,49.185822,-122.780049
3358,,1,2,Gate,1000261289,5404,1792009630,300,,,,,,,,38,In Service,Open,,,Surrey,179 ST & 96 AVE,NE corner,,,,,,,20020426,20110107,,49.177054,-122.725710
3359,,1,2,Gate,1000261283,5398,1791609630,150,,,,,,,,19,In Service,Open,,,Surrey,179 ST & 96 AVE,NW corner,,,,,,,20020426,20110107,,49.177054,-122.725806
3360,,1,2,Gate,1000261285,5400,1774409717,150,,,,,,,,18,In Service,Open,,,Surrey,177A ST & 97 AVE,On 177A St main.,,,,,,,20020426,20110107,,49.178630,-122.730567
3361,,1,2,Gate,1000261287,5402,1792009725,300,,,,,,,,37,In Service,Open,,,Surrey,17855 97 AVE,On 179 St main.,,,,,,,20020426,20110107,,49.178773,-122.725700
