,ANCILLARYROLE,ENABLED,VALVE_TYPE,VALVE_TYPE2,FACILITYID,LEGACYID,NODE_NO,VALVE_SIZE,MAKE,MODEL,CORROSION_PROTECTED,DISASTER_CONTROL,GEARED,PRESSURE_ZONE_VALVE,RESTRAINED,NO_TURNS,STATUS,OPERATING_STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,ROTATION,Latitude,Longitude
18202,,1,2,Gate,1000280849,592,1398311409,200,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020423,20161018,,49.209454,-122.834252
18203,,1,2,Gate,1000280851,594,1398011412,200,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020423,20161018,,49.209506,-122.834336
18204,,1,2,Gate,1000268105,4891,1560009819,150,,,,,,,,20,In Service,Open,F/T,,Surrey,15608 98 AVE,,,,,,,,20020426,20110722,,49.180615,-122.789717
18205,,1,2,Gate,1000268104,4890,1569009816,150,,,,,,,,19,In Service,Open,F/T,,Surrey,15680 98 AVE,,,,,,,,20020426,20110413,,49.180552,-122.787245
18206,,1,2,Gate,1000279526,17318,1509002816,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020503,,,49.053911,-122.804297
18207,,1,2,Gate,1000268101,4887,1570209972,150,,,,,,,,19,In Service,Open,F/T,,Surrey,9940 157 ST,,,,,,,,20020426,20110412,,49.183376,-122.786904
18208,,1,2,Gate,1001835470,,1917503783,400,,,No,,,,No,,In Service,Open,7814-0294-00,2017,Surrey,,,Initial AB,,,,,,20180216,20180216,90,49.071158,-122.691730
18209,,1,2,Gate,1000279536,17328,1481002763,250,,,,,,,,32,In Service,Open,F/T,,Surrey,148 ST & 28 AVE,,,,,,,,20020503,20111219,,49.052956,-122.812006
18210,,1,2,Gate,1000268097,4883,1574009870,100,,,,,,,,14,In Service,Open,F/T,,Surrey,15759 98A AVE,,,,,,,,20020426,20110413,,49.181529,-122.785847
18211,,1,2,Gate,1000262064,1869,1369610525,,,,,,,,,,In Service,Closed,,,Surrey,,,,,,,,,20020424,20161018,,49.193461,-122.842247
18212,,1,1,Check,1001984748,,1904503580,300,,,No,,,,No,,In Service,Open,7814-0294-00,2017,Surrey,,,Initial AB,,,,,,20180216,20180216,90,49.067496,-122.695335
18213,,1,2,Gate,1000268096,4882,1570109924,150,,,,,,,,19,In Service,Open,F/T,,Surrey,9912 157 ST,,,,,,,,20020426,20110413,,49.182495,-122.786935
18214,,1,2,Gate,1001984747,,1917503791,400,,,No,,,,No,,In Service,Open,7814-0294-00,2017,Surrey,,,Initial AB,,,,,,20180216,20180216,90,49.071305,-122.691731
18215,,1,2,Gate,1000262066,1871,1388910684,,,,,,,,,,In Service,Closed,,,Surrey,10660 139 St.,"Visual inspection 19-Oct-2010, valve painted red. Put  in talking stick.",,,,,,,20020424,20161018,,49.196339,-122.836912
18216,,1,2,Gate,1000262067,1872,1388410685,150,,,,,,,,19,In Service,Open,,,Surrey,10659 139 St.,On 150 PVC main that runs E-W between two N-S mains.,,,,,,,20020424,20161018,,49.196357,-122.837030
18217,,1,2,Gate,1000279537,17329,1479502763,250,,,,,,,,31,In Service,Open,F/T,,Surrey,148 ST & 28 AVE,,,,,,,,20020503,20111219,,49.052959,-122.812431
18218,,1,2,Gate,1000279541,17334,1470802964,250,,,,,,,,30,In Service,Open,7892-0479-00,1998,Surrey,3010 SEMIAHMOO TRAIL,On 30 Ave main.,Final AB,,,,,,20020503,20111011,,49.056604,-122.814811
18219,,1,2,Gate,1000268091,4874,1588909816,150,,,,,,,,21,In Service,Open,F/T,,Surrey,15878 98 AVE,,,,,,,,20020426,20110722,,49.180535,-122.781740
18220,,1,2,Gate,1000279542,17335,1477202965,250,,,,,,,,,In Service,Open,7892-0479-00,1998,Surrey,,,Final AB,,,,,,20020503,20071221,,49.056625,-122.813040
18221,,1,2,Gate,1000276480,21152,1281610671,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020918,20161018,,49.196146,-122.866534
18222,,1,2,Gate,1000276531,21859,1344410899,350,,,,,,,,,In Service,Open,7889-0435-00,1997,Surrey,,,Final AB,,,,,,20030429,20161018,,49.200238,-122.849181
18223,,1,2,Gate,1000276487,21159,1306510626,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020918,20161018,,49.195314,-122.859655
18224,,1,2,Gate,1000276494,21166,1287611142,150,,,,,,,,,In Service,Closed,,,Surrey,,,,,,,,,20020918,20161018,,49.204654,-122.864834
18225,,1,2,Gate,1000276497,21169,1331610895,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020918,20161018,,49.200170,-122.852705
18226,,1,2,Gate,1000276498,21170,1331910937,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020918,20161018,,49.200933,-122.852623
18227,,1,2,Gate,1000276502,21174,1277910827,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020918,20161018,,49.198968,-122.867545
18228,,1,2,Gate,1000276504,21176,1296210624,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020918,20161018,,49.195291,-122.862504
18229,,1,2,Gate,1000276506,21178,1351510828,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020918,20161018,,49.198947,-122.847228
18230,,1,2,Gate,1000276508,21180,1350410898,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020918,20161018,,49.200216,-122.847519
18231,,1,2,Gate,1000276514,21186,1337111030,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020918,20161018,,49.202618,-122.851175
18232,,1,2,Gate,1000276515,21645,1338211040,300,,,,,,,,,In Service,Open,1201-3080-00,2002,Surrey,,,Final AB,,,,,,20030304,20161018,,49.202790,-122.850876
18233,,1,2,Gate,1000276517,21647,1338211038,300,,,,,,,,,In Service,Open,1201-3080-00,2002,Surrey,,,Final AB,,,,,,20030304,20161018,,49.202763,-122.850866
18234,,1,2,Gate,1000276519,21649,1339711055,300,,,,,,,,,In Service,Open,1201-3080-00,2002,Surrey,,,Final AB,,,,,,20030304,20161018,,49.203057,-122.850452
18235,,1,2,Gate,1000276520,21650,1339511055,300,,,,,,,,,In Service,Open,1201-3080-00,2002,Surrey,,,Final AB,,,,,,20030304,20161018,,49.203060,-122.850509
18236,,1,2,Gate,1000276522,21652,1334911215,350,,,,,,,,,In Service,Open,1201-3030-00,2002,Surrey,,,Final AB,,,,,,20030305,20161018,,49.205966,-122.851767
18237,,1,2,Gate,1000276528,21856,1345610824,350,,,,,,,,,In Service,Open,7889-0435-00,1997,Surrey,,,Final AB,,,,,,20030429,20161018,,49.198885,-122.848843
18238,,1,2,Gate,1000276529,21857,1345610856,350,,,,,,,,,In Service,Open,7889-0435-00,1997,Surrey,,,Final AB,,,,,,20030429,20161018,,49.199460,-122.848840
18239,,1,2,Gate,1000277002,6573,1292108873,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.163597,-122.863722
18240,,1,2,Gate,1000277003,6574,1296308899,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.164065,-122.862567
18241,,1,2,Gate,1000277004,6575,1296308863,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.163425,-122.862569
18242,,1,2,Gate,1000276937,6508,1317109524,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.175379,-122.856789
18243,,1,2,Gate,1000276938,6509,1317109328,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.171820,-122.856802
18244,,1,2,Gate,1000276940,6511,1317409546,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.175773,-122.856688
18245,,1,2,Gate,1000276941,6512,1317409296,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.171237,-122.856704
18246,,1,2,Gate,1000276942,6513,1317509220,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.169867,-122.856691
18247,,1,2,Gate,1001147415,,1956606159,300,,,,,,,,,In Service,Open,7806-0377-00,2009,Surrey,,,Final AB,,,,,,20100121,20161018,,49.114130,-122.680672
18248,,1,2,Gate,1000840020,,1937305407,300,,,,,,,,,In Service,Open,7806-0067-00,2007,Surrey,,,Final AB,,,,,,20071220,20161018,,49.100541,-122.686079
18249,,1,2,Gate,1001435390,,1950905621,350,,,No,,,,No,,In Service,Open,1209-5030-00,2011,Surrey,,,Initial AB,,,,,,20121003,20161018,,49.104397,-122.682317
18250,,1,2,Gate,1001435406,,1946305622,350,,,No,,,,Yes,,In Service,Open,1209-5030-00,2011,Surrey,,,Initial AB,,,,,,20121003,20161018,,49.104410,-122.683574
18251,,1,2,Gate,1001435408,,1944405622,350,,,No,,,,Yes,,In Service,Open,1209-5030-00,2011,Surrey,,,Initial AB,,,,,,20121003,20161018,,49.104413,-122.684113
18252,,1,2,Gate,1000269138,12972,1681006619,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.122629,-122.756621
18253,,1,2,Gate,1000269139,12973,1681006746,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.124941,-122.756610
18254,,1,2,Gate,1000269143,12977,1680706803,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.125972,-122.756685
18255,,1,2,Gate,1000269146,12980,1680806617,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.122595,-122.756661
18256,,1,2,Gate,1000269152,12986,1680706715,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.124380,-122.756692
18257,,1,2,Gate,1000269189,13022,1681706618,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.122611,-122.756422
18258,,1,2,Gate,1000269190,13023,1700106618,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.122615,-122.751328
18259,,1,2,Gate,1000269208,23872,1723506460,200,,,,,,,,,In Service,Open,7803-0035-00,2005,Surrey,,,Final AB,,,,,,20051202,20161018,,49.119739,-122.744897
18260,,1,2,Gate,1000269209,23873,1720206460,200,,,,,,,,,In Service,Open,7803-0035-00,2005,Surrey,,,Final AB,,,,,,20051202,20161018,,49.119744,-122.745813
18261,,1,2,Gate,1000269211,23893,1720006463,250,,,,,,,,,In Service,Open,7803-0183-00,2005,Surrey,,,Final AB,,,,,,20051222,20161018,,49.119796,-122.745882
18262,,1,2,Gate,1000269213,23895,1719106460,100,,,,,,,,,In Service,Open,7803-0183-00,2005,Surrey,,,Final AB,,,,,,20051222,20161018,,49.119735,-122.746132
18263,,1,2,Gate,1000269214,24103,1744206451,200,,,,,,,,,In Service,Open,7803-0034-00,2004,Surrey,,,Final AB,,,,,,20060517,20161018,,49.119566,-122.739210
18264,,1,2,Gate,1000269215,24104,1744206416,200,,,,,,,,,In Service,Open,7803-0034-00,2004,Surrey,,,Final AB,,,,,,20060517,20161018,,49.118919,-122.739215
18265,,1,2,Gate,1000269217,24106,1745506453,200,,,,,,,,,In Service,Open,7803-0034-00,2004,Surrey,,,Final AB,,,,,,20060517,20161018,,49.119586,-122.738842
18266,,1,2,Gate,1000269218,24107,1743206453,200,,,,,,,,,In Service,Open,7803-0034-00,2004,Surrey,,,Final AB,,,,,,20060517,20161018,,49.119589,-122.739465
18267,,1,2,Gate,1000269219,24108,1737306453,200,,,,,,,,,In Service,Open,7803-0034-00,2004,Surrey,,,Final AB,,,,,,20060517,20161018,,49.119598,-122.741097
18268,,1,2,Gate,1000841571,,1734606453,200,,,,,,,,,In Service,Open,7806-0242-00,2007,Surrey,,,Final AB,,,,,,20080122,20161018,,49.119603,-122.741842
18269,,1,2,Gate,1001075117,,1732606460,200,,,No,No,No,No,No,,In Service,Open,7806-0270-00,2008,Surrey,,,Final AB,,,,,,20081212,20161018,,49.119720,-122.742392
18270,,1,2,Gate,1000267623,4046,1336109615,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.177002,-122.851528
18271,,1,2,Gate,1000267628,4053,1356709704,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.178617,-122.845845
18272,,1,2,Gate,1000267629,4054,1357009806,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.180460,-122.845751
18273,,1,2,Gate,1000267630,4055,1348109662,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.177861,-122.848232
18274,,1,2,Gate,1000267648,4080,1343809918,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.182483,-122.849387
18275,,1,2,Gate,1000267649,4085,1337409865,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.181530,-122.851174
18276,,1,2,Gate,1000267652,4088,1357109866,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.181552,-122.845727
18277,,1,2,Gate,1000267631,4056,1348009656,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.177752,-122.848234
18278,,1,2,Gate,1000267632,4058,1347909655,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.177733,-122.848263
18279,,1,2,Gate,1000267633,4060,1344009656,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.177747,-122.849347
18280,,1,2,Gate,1000267634,4062,1322309719,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.178901,-122.855337
18281,,1,2,Gate,1000267635,4063,1331809719,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.178888,-122.852721
18282,,1,2,Gate,1000267637,4066,1336509718,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.178881,-122.851419
18283,,1,2,Gate,1000267654,4092,1337409867,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.181569,-122.851174
18284,,1,2,Gate,1000267638,4067,1332509716,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.178833,-122.852528
18285,,1,2,Gate,1000267639,4068,1332609624,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.177167,-122.852510
18286,,1,2,Gate,1000267659,4099,1346909812,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.180577,-122.848531
18287,,1,2,Gate,1000267663,4105,1337109727,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.179043,-122.851262
18288,,1,2,Gate,1000267664,4108,1337209623,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.177160,-122.851240
18289,,1,2,Gate,1000267666,4112,1337109725,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.179007,-122.851247
18290,,1,2,Gate,1000267668,4114,1327809895,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.182086,-122.853817
18291,,1,2,Gate,1000267643,4073,1337009868,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.181587,-122.851263
18292,,1,2,Gate,1000267644,4076,1337109804,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.180437,-122.851248
18293,,1,2,Gate,1000267669,4116,1318409965,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.183354,-122.856398
18294,,1,2,Gate,1000267678,4128,1296209671,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.178042,-122.862547
18295,,1,2,Gate,1000267679,4130,1297209665,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.177924,-122.862262
18296,,1,2,Gate,1000263034,1762,1420010818,50,,,,,,,,,In Service,Open,,,Surrey,,SEE WD-012-048,,,,,,,20020424,20161018,,49.178678,-122.838711
18297,,1,2,Gate,1000262992,1693,1393010819,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020424,20161018,,49.184366,-122.837779
18298,,1,2,Gate,1000262993,1694,1389210819,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020424,20161018,,49.185950,-122.837110
18299,,1,2,Gate,1000263035,1763,1438610817,200,,,,,,,,,In Service,Open,1299-3070-00,,Surrey,,SEE WD-013-061,Final AB,,,,,,20020424,20161018,,49.177459,-122.837835
18300,,1,1,Check,1001855756,,1201808257,150,,,No,,,,No,,In Service,Open,7812-0089-00,2015,Surrey,,,Initial AB,,,,,,20160126,20160126,178,49.152476,-122.888656
18301,,1,2,Gate,1000279544,17337,1479302970,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020503,,,49.056711,-122.812464
18302,,1,2,Gate,1001817448,,1563807809,200,,,No,,,,No,,In Service,Open,7814-0138-00,2015,Surrey,,,Final AB,,,,,,20150413,20160318,90,49.144225,-122.788834
18303,,1,2,Gate,1001810146,,1576502858,200,,,No,,,,No,,In Service,Open,7811-0255-00,2015,Surrey,,,Final AB,,,,,,20160314,20160314,157,49.054630,-122.785725
18304,,1,2,Gate,1001865409,,1559107749,200,,,No,,,,No,,In Service,Open,7814-0138-00,2015,Surrey,,,Final AB,,,,,,20160318,20160318,,49.143146,-122.790121
18305,,0,2,Gate,1000261297,5412,1762110425,300,,,,,,,,,Abandoned,Closed,,,Surrey,,,,,,,,,20020426,20160314,,49.191461,-122.733873
18306,,1,2,Gate,1000267352,884,1475711190,150,,,,,,,,20,In Service,Open,,,Surrey,,,,,,,,,20020423,20081030,,49.205446,-122.812893
18307,,1,1,Check,1001984749,,1904503580,100,,,No,,,,No,,In Service,Open,7814-0294-00,2017,Surrey,,,Initial AB,,,,,,20180216,20180216,90,49.067496,-122.695322
18308,,1,2,Gate,1000279547,17340,1477302960,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020503,,,49.056537,-122.813012
18309,,1,2,Gate,1000279551,17344,1479602764,250,,,,,,,,31,In Service,Open,F/T,,Surrey,148 ST & 28 AVE,,,,,,,,20020503,20111219,,49.052981,-122.812396
18310,,1,2,Gate,1000279554,17347,1473902832,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020503,20110411,,49.054216,-122.813953
18311,,1,2,Gate,1000267339,865,1486311398,200,,,,,,,,27,In Service,Open,,,Surrey,11364 Glen Avon Dr.,,,,,,,,20020423,20161018,,49.209204,-122.809963
18312,,1,2,Gate,1000279559,17352,1470702965,150,,,,,,,,21,In Service,Open,F/T,,Surrey,3010 SEMIAHMOO TRAIL,,,,,,,,20020503,20111011,,49.056623,-122.814836
18313,,1,2,Gate,1000794484,,1464302767,200,,,,,,,,24,In Service,Open,7803-0268-00,2006,Surrey,2818 146 ST,,Final AB,,,,,,20060728,20111012,,49.053034,-122.816597
18314,,1,2,Gate,1000267833,4367,1348009654,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.177706,-122.848236
18315,,1,2,Gate,1000267834,4369,1343709655,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.177728,-122.849428
18316,,1,2,Gate,1000267835,4370,1340709676,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.178108,-122.850275
18317,,1,2,Gate,1000267836,4371,1317809725,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.179012,-122.856582
18318,,1,2,Gate,1000267874,4435,1292810019,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.184338,-122.863464
18319,,1,2,Gate,1000267837,4373,1322209674,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.178084,-122.855372
18320,,1,2,Gate,1000267838,4374,1322209716,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.178847,-122.855373
18321,,1,2,Gate,1000794525,,1464402820,200,,,,,,,,26,In Service,Open,7803-0268-00,2006,Surrey,146 ST & 28A AVE,,Final AB,,,,,,20060728,20111003,,49.053998,-122.816573
18322,,1,2,Gate,1000267843,4381,1336409845,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.181175,-122.851446
18323,,1,2,Gate,1000267844,4382,1329109841,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.181108,-122.853460
18324,,1,2,Gate,1000267845,4383,1326109847,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.181213,-122.854295
18325,,1,2,Gate,1000267846,4384,1318109850,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.181276,-122.856487
18326,,1,2,Gate,1000794555,,1464702816,200,,,,,,,,26,In Service,Open,7803-0268-00,2006,Surrey,146 ST & 82A AVE,,Final AB,,,,,,20060728,20111003,,49.053935,-122.816498
18327,,1,2,Gate,1000847826,,1466402933,100,,,,,,,,13,In Service,Open,7805-0333-00,2008,Surrey,2939 146 ST,,Final AB,,,,,,20080402,20111018,,49.056051,-122.816012
18328,,1,2,Gate,1000267849,4394,1327109888,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.181950,-122.854003
18329,,1,2,Gate,1000267336,858,1468211286,150,,,,,,,,20,In Service,Open,,,Surrey,11267 Roxburgh Rd.,,,,,,,,20020423,20161018,,49.207191,-122.814960
18330,,1,2,Gate,1000276950,6521,1317409026,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.166353,-122.856726
18331,,1,2,Gate,1000276951,6522,1322009027,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.166367,-122.855445
18332,,1,2,Gate,1000276953,6524,1327309028,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.166383,-122.853999
18333,,1,2,Gate,1000276955,6526,1332709029,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.166400,-122.852494
18334,,1,2,Gate,1000276961,6532,1311409536,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.175591,-122.858348
18335,,1,2,Gate,1000276965,6536,1311309492,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.174788,-122.858376
18336,,1,2,Gate,1000276968,6539,1311609537,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.175613,-122.858314
18337,,1,2,Gate,1000276969,6540,1311309362,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.172441,-122.858387
18338,,1,2,Gate,1000276973,6544,1298209336,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.171977,-122.862021
18339,,1,2,Gate,1000276974,6545,1295509404,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.173198,-122.862744
18340,,1,2,Gate,1000276977,6548,1302809216,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.169810,-122.860741
18341,,1,2,Gate,1000276979,6550,1291709085,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.167443,-122.863825
18342,,1,2,Gate,1000276981,6552,1287409069,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.167153,-122.864997
18343,,1,2,Gate,1000276983,6554,1283209053,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.166862,-122.866171
18344,,1,2,Gate,1000276986,6557,1299009338,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.172013,-122.861783
18345,,1,2,Gate,1000276987,6558,1277009317,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.171633,-122.867856
18346,,1,2,Gate,1000276988,6559,1293409329,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.171841,-122.863323
18347,,1,2,Gate,1000276991,6562,1285509326,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.171804,-122.865523
18348,,1,2,Gate,1000276992,6563,1295309283,,,,,,,,,,In Service,Closed,,,Surrey,,,,,,,,,20020429,20161018,,49.171024,-122.862803
18349,,1,2,Gate,1000276993,6564,1301109123,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.168116,-122.861207
18350,,1,2,Gate,1000277006,6577,1287408871,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,,49.163567,-122.865026
18351,,1,2,Gate,1000268034,20749,1305110074,200,,,,,,,,,In Service,Open,1297-3120-00,1997,Surrey,,,Final AB,,,,,,20020913,20161018,,49.185335,-122.860073
18352,,1,2,Gate,1000268035,20750,1304910075,200,,,,,,,,,In Service,Open,1297-3120-00,1997,Surrey,,,Final AB,,,,,,20020913,20161018,,49.185352,-122.860118
18353,,1,2,Gate,1000268037,20751,1303810092,200,,,,,,,,,In Service,Open,1297-3120-00,1997,Surrey,,,Final AB,,,,,,20020913,20161018,,49.185680,-122.860418
18354,,1,2,Gate,1000268000,4640,1317009926,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.182653,-122.856788
18355,,1,2,Gate,1000268002,4642,1307509967,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20161018,,49.183397,-122.859400
18356,,1,2,Gate,1000268016,7216,1297110323,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,20161018,90,49.189831,-122.862277
18357,,1,2,Gate,1000268039,20753,1298510205,200,,,,,,,,,In Service,Open,1297-3120-00,1997,Surrey,,,Final AB,,,,,,20020913,20161018,,49.187692,-122.861874
18358,,1,2,Gate,1000275874,24016,1789406997,300,,,,,,,,,In Service,Open,7802-0358-00,2006,Surrey,,,Final AB,,,,,,20060404,20161018,,49.129409,-122.726697
18359,,1,2,Gate,1000275875,24017,1787206998,200,,,,,,,,,In Service,Open,7802-0358-00,2006,Surrey,,,Final AB,,,,,,20060404,20161018,,49.129431,-122.727302
18360,,1,2,Gate,1000275877,24019,1799606985,300,,,,,,,,,In Service,Open,7802-0358-00,2006,Surrey,,,Final AB,,,,,,20060404,20161018,,49.129184,-122.723878
18361,,1,2,Gate,1000275878,24020,1795606981,200,,,,,,,,,In Service,Open,7802-0358-00,2006,Surrey,,,Final AB,,,,,,20060404,20161018,,49.129108,-122.724975
18362,,1,2,Gate,1000275879,24021,1790106988,200,,,,,,,,,In Service,Open,7802-0358-00,2006,Surrey,,,Final AB,,,,,,20060404,20161018,,49.129249,-122.726499
18363,,1,2,Gate,1000275880,24022,1795506934,200,,,,,,,,,In Service,Open,7802-0358-00,2006,Surrey,,,Final AB,,,,,,20060404,20161018,,49.128263,-122.725008
18364,,1,2,Gate,1000275881,24023,1795606990,200,,,,,,,,,In Service,Open,7802-0358-00,2006,Surrey,,,Final AB,,,,,,20060404,20161018,,49.129278,-122.724981
18365,,1,2,Gate,1000275882,24024,1800406978,250,,,,,,,,31,In Service,Open,7802-0358-00,2006,Surrey,,,Final AB,,,,,,20060404,20161018,,49.129053,-122.723656
18366,,1,2,Gate,1000275884,24026,1800507041,200,,,,,,,,25,In Service,Open,7802-0358-00,2006,Surrey,,,Final AB,,,,,,20060404,20161018,,49.130202,-122.723619
18367,,1,2,Gate,1000275885,24027,1800407011,250,,,,,,,,31,In Service,Open,7802-0358-00,2006,Surrey,,,Final AB,,,,,,20060404,20161018,,49.129635,-122.723654
