,DEVICE_TYPE,DEVICE_TYPE2,FACILITYID,LEGACYID,MATERIAL,YEAR_BUILT,ROTATION,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,Latitude,Longitude
375,7,Speed Hump,1001563052,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2102 Airphoto,,,,,,,20130114,20130114,49.110574,-122.811630
376,7,Speed Hump,1001563066,,Asphalt,,,Proposed,7806-0494-00,2012,Surrey,,,EC,,,,,,20130114,20130114,49.202014,-122.788390
377,7,Speed Hump,1001701051,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2013 Airphoto,,,,,,,20130904,20130904,49.059911,-122.814161
378,7,Speed Hump,1001701052,1001701051,Asphalt,,,In Service,,,Surrey,,Digitized Via 2013 Airphoto,,,,,,,20130904,20130904,49.059468,-122.814172
379,7,Speed Hump,1001717164,,Asphalt,,,In Service,7812-0153-00,2014,Surrey,,,Final AB,,,,,,20141028,20141028,49.043347,-122.759620
380,7,Speed Hump,1001717165,,Asphalt,,,In Service,7812-0153-00,2014,Surrey,,,Final AB,,,,,,20141028,20141028,49.043355,-122.758266
381,7,Speed Hump,1001075270,200,Asphalt,,0,In Service, ,,Surrey,200, ,Final AB,,,,,,,20150624,49.202795,-122.856942
382,3,Raised Crosswalk,1001831067,,Asphalt,2014,,In Service,1712-6140-00,2014,Surrey,,,Final AB,,,,,,20150716,20150716,49.190097,-122.756493
383,3,Raised Crosswalk,1001831041,,Asphalt,2014,,In Service,1712-6130-00,2014,Surrey,,,Final AB,,,,,,20150716,20150716,49.188227,-122.756461
384,7,Speed Hump,1001904643,,Asphalt,,,In Service,7805-0224-00,2008,Surrey,,,Final AB,,,,,,20170130,20170130,49.131955,-122.822717
385,7,Speed Hump,1001904644,,Asphalt,,,In Service,7805-0224-00,2008,Surrey,,,Final AB,,,,,,20170130,20170130,49.131862,-122.821533
386,7,Speed Hump,1001904645,,Asphalt,,,In Service,7805-0224-00,2008,Surrey,,,Final AB,,,,,,20170130,20170130,49.131212,-122.821474
387,7,Speed Hump,1001904776,,Asphalt,,,In Service,,,Surrey,,,Final AB,,,,,,20170131,20170131,49.184226,-122.735457
388,7,Speed Hump,1001174987,,Asphalt,2009,,In Service,7806-0086-00,2009,Surrey,,,Final AB,,,,,,20101006,20120703,49.111607,-122.857267
389,7,Speed Hump,1001174988,,Asphalt,2009,,In Service,7806-0086-00,2009,Surrey,,,Final AB,,,,,,20101006,20120703,49.110959,-122.857272
390,7,Speed Hump,1001174989,,Asphalt,2009,,In Service,7806-0086-00,2009,Surrey,,,Final AB,,,,,,20101006,20120703,49.110384,-122.857276
391,7,Speed Hump,1001174990,,Asphalt,2009,,In Service,7806-0086-00,2009,Surrey,,,Final AB,,,,,,20101006,20120703,49.109736,-122.857281
392,8,Speed Table,1001075303,236,Asphalt,,0,In Service, ,,Surrey,236, ,Final AB,,,,,,,20160408,49.199304,-122.756573
393,9,Traffic Circle,1001433107,,Concrete,2012,,In Service,7805-0234-00,2008,Surrey,,,Final AB,,,,,,20120911,20120911,49.100653,-122.698337
394,7,Speed Hump,1001556931,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2012 Air Photo,,,,,,,20121017,20121017,49.113047,-122.812788
395,7,Speed Hump,1001559219,,Asphalt,,,In Service,FT00359,,Surrey,,,Final AB,,,,,,20121109,20121109,49.184883,-122.831417
396,7,Speed Hump,1001559220,,Asphalt,,,In Service,FT00359,,Surrey,,,Final AB,,,,,,20121109,20121109,49.185628,-122.831412
397,7,Speed Hump,1001559221,,Asphalt,,,In Service,FT00360,,Surrey,,,Final AB,,,,,,20121109,20121109,49.110340,-122.759059
398,7,Speed Hump,1001559222,,Asphalt,,,In Service,FT00360,,Surrey,,,Final AB,,,,,,20121109,20121109,49.109324,-122.760283
399,7,Speed Hump,1001559223,,Asphalt,,,In Service,FT00361,,Surrey,,,Final AB,,,,,,20121109,20121109,49.033896,-122.829085
400,7,Speed Hump,1001559225,,Asphalt,,,In Service,FT00362,,Surrey,,,Final AB,,,,,,20121109,20121109,49.130172,-122.828845
401,7,Speed Hump,1001559226,,Asphalt,,,In Service,FT00362,,Surrey,,,Final AB,,,,,,20121109,20121109,49.128763,-122.828833
402,7,Speed Hump,1001559227,,Asphalt,,,Abandoned,FT00363,,Surrey,,,Initial AB,,,,,,20121109,20121109,49.177592,-122.885940
403,7,Speed Hump,1001559228,,Asphalt,,,In Service,FT00364,,Surrey,,,Final AB,,,,,,20121109,20121109,49.138952,-122.866187
404,7,Speed Hump,1001559229,,Asphalt,,,In Service,FT00364,,Surrey,,,Final AB,,,,,,20121109,20121109,49.139716,-122.866503
405,7,Speed Hump,1001559233,,Asphalt,,,In Service,FT00365,,Surrey,,,Initial AB,,,,,,20121109,20121109,49.133475,-122.878617
406,7,Speed Hump,1001559234,,Asphalt,,,In Service,FT00365,,Surrey,,,Initial AB,,,,,,20121109,20121109,49.133524,-122.877318
407,7,Speed Hump,1001559235,,Asphalt,,,In Service,FT0366,,Surrey,,,Final AB,,,,,,20121109,20121109,49.054816,-122.739411
408,7,Speed Hump,1001559236,,Asphalt,,,In Service,FT0366,,Surrey,,,Final AB,,,,,,20121109,20121109,49.055043,-122.741136
409,7,Speed Hump,1001559237,,Asphalt,,,In Service,FT0366,,Surrey,,,Final AB,,,,,,20121109,20121109,49.055050,-122.743001
410,7,Speed Hump,1001559238,,Asphalt,,,In Service,FT0366,,Surrey,,,Final AB,,,,,,20121109,20121109,49.055039,-122.744652
411,7,Speed Hump,1001559239,,Asphalt,,,In Service,FT00367,,Surrey,,,Initial AB,,,,,,20121109,20121109,49.053927,-122.736436
412,7,Speed Hump,1001559240,,Asphalt,,,In Service,FT00367,,Surrey,,,Initial AB,,,,,,20121109,20121109,49.054029,-122.738412
413,7,Speed Hump,1001888733,,Asphalt,,,In Service,7812-0208-00,2016,Surrey,,,Final AB,,,,,,20160824,20160824,49.054899,-122.778448
414,7,Speed Hump,1001559271,,Asphalt,,,In Service,FT00369,,Surrey,,,Final AB,,,,,,20121109,20121109,49.111808,-122.874976
415,7,Speed Hump,1001559273,,Asphalt,,,In Service,FT00369,,Surrey,,,Final AB,,,,,,20121109,20121109,49.111809,-122.876745
416,5,Roundabout,1000963757,,,,,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.111860,-122.845462
417,7,Speed Hump,1001075224,73,Asphalt,2006,0,In Service, ,2006,Surrey,73, ,Final AB,,,,,,,20081212,49.114156,-122.879795
418,7,Speed Hump,1001075133,122,Asphalt,2007,0,In Service, ,2007,Surrey,122, ,Final AB,,,,,,,20081212,49.159151,-122.791261
419,9,Traffic Circle,1001075164,23,Concrete,2005,0,In Service, ,2005,Surrey,23, ,Final AB,,,,,,,20081212,49.067365,-122.788730
420,7,Speed Hump,1001075184,33,Asphalt,2005,0,In Service, ,2005,Surrey,33, ,Final AB,,,,,,,20081212,49.063728,-122.792209
421,7,Speed Hump,1001075351,210,Asphalt,,0,In Service, ,,Surrey,210, ,Final AB,,,,,,,20081212,49.202163,-122.860609
422,0,All Way Stop,1000963737,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.037456,-122.799871
423,0,All Way Stop,1000963758,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.038340,-122.790199
424,8,Speed Table,1001075254,237,Asphalt,2008,90,In Service,1708-8040-00,2008,Surrey,237,FH 168,Final AB,,,,,,,20081212,49.197052,-122.756525
425,7,Speed Hump,1001891346,,Asphalt,2015,,In Service,3814-6110-00,2015,Surrey,,,Initial AB,,,,,,20160909,20160909,49.117292,-122.828793
426,7,Speed Hump,1001075189,11,Asphalt,2008,0,In Service,1708-8040-00,2008,Surrey,11, ,Final AB,,,,,,,20081212,49.036991,-122.806235
427,7,Speed Hump,1001891344,,Asphalt,2015,,In Service,3814-6110-00,2015,Surrey,,,Initial AB,,,,,,20160909,20160909,49.118228,-122.828810
428,8,Speed Table,1001075348,242,Asphalt,,0,In Service,1708-8040-00,,Surrey,242,FH 164,Final AB,,,,,,,20081212,49.199719,-122.767507
429,7,Speed Hump,1001075207,116,Asphalt,2007,0,In Service, ,2007,Surrey,116, ,Final AB,,,,,,,20081212,49.150103,-122.802653
430,7,Speed Hump,1001075140,128,Asphalt,,0,In Service, ,,Surrey,128, ,Final AB,,,,,,,20081212,49.150128,-122.795852
431,8,Speed Table,1001075385,164,Asphalt,2008,0,In Service,1708-8040-00,2008,Surrey,164, ,Final AB,,,,,,,20081212,49.126001,-122.726034
432,7,Speed Hump,1001881295,,Asphalt,2016,,In Service,7811-0029-00,2016,Surrey,,,Final AB,,,,,,20160620,20170117,49.041218,-122.763241
433,7,Speed Hump,1001881296,,Asphalt,2016,,In Service,7811-0029-00,2016,Surrey,,,Final AB,,,,,,20160620,20170117,49.040489,-122.763246
434,7,Speed Hump,1001075262,173,Asphalt,,0,In Service, ,,Surrey,173, ,Final AB,,,,,,,20081212,49.168050,-122.873642
435,4,Raised Intersection,1001075188,44,Asphalt,,0,In Service, ,,Surrey,44,Panorama,Final AB,,,,,,,20081212,49.103444,-122.882053
436,7,Speed Hump,1001075250,212,Asphalt,,0,In Service, ,,Surrey,212, ,Final AB,,,,,,,20081212,49.199393,-122.860645
437,7,Speed Hump,1001881297,,Asphalt,2016,,In Service,7811-0029-00,2016,Surrey,,,Final AB,,,,,,20170117,20170117,49.040515,-122.764367
438,7,Speed Hump,1001881298,,Asphalt,2016,,In Service,7811-0029-00,2016,Surrey,,,Final AB,,,,,,20170117,20170117,49.041243,-122.764362
439,0,All Way Stop,1000963730,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.155715,-122.879100
440,7,Speed Hump,1001075370,21,Asphalt,2005,135,In Service, ,2005,Surrey,21, ,Final AB,,,,,,,20081212,49.070548,-122.787676
441,7,Speed Hump,1001075275,155,Asphalt,,0,In Service, ,,Surrey,155, ,Final AB,,,,,,,20081212,49.156192,-122.754819
442,7,Speed Hump,1001075161,152,Asphalt,,0,In Service, ,,Surrey,152, ,Final AB,,,,,,,20081212,49.155465,-122.755728
443,7,Speed Hump,1001075134,226,Asphalt,,0,In Service, ,,Surrey,226, ,Final AB,,,,,,,20081212,49.200477,-122.792556
444,7,Speed Hump,1001758092,,Asphalt,,,In Service,7811-0269-00,2015,Surrey,,,Final AB,,,,,,20151116,20151116,49.055327,-122.782669
445,7,Speed Hump,1001075238,141,Asphalt,,0,In Service, ,,Surrey,141, ,Final AB,,,,,,,20081212,49.147092,-122.778861
446,7,Speed Hump,1001075366,91,Asphalt,,0,In Service, ,,Surrey,91, ,Final AB,,,,,,,20081212,49.108257,-122.813589
447,5,Roundabout,1000963718,,,,,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.109556,-122.845510
448,8,Speed Table,1001075237,261,Asphalt,2008,135,In Service, ,2008,Surrey,261, ,Final AB,,,,,,,20081212,49.063882,-122.787444
449,7,Speed Hump,1001193685,,Asphalt,,,In Service,7809-0170-00,2013,Surrey,,,Initial AB,,,,,,20130529,20130529,49.109711,-122.858575
450,7,Speed Hump,1001722875,,Asphalt,,,In Service,7811-0113-00,2014,Surrey,,,Final AB,,,,,,20140718,20140718,49.134678,-122.684356
451,7,Speed Hump,1001416611,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2011 Air Photo,,,,,,,20120626,20120626,49.118554,-122.848787
452,7,Speed Hump,1001416612,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2011 Air Photo,,,,,,,20120626,20120626,49.118551,-122.847763
453,7,Speed Hump,1001416613,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2011 Air Photo,,,,,,,20120626,20120626,49.118552,-122.847447
454,7,Speed Hump,1001722876,,Asphalt,,,In Service,7811-0113-00,2014,Surrey,,,Final AB,,,,,,20140718,20140718,49.135154,-122.684391
455,9,Traffic Circle,1001723386,,Asphalt,,,In Service,7811-0113-00,2014,Surrey,,,Final AB,,,,,,20140718,20140718,49.135495,-122.683747
456,3,Raised Crosswalk,1001210487,,Asphalt,,,In Service,3811-6040-00,2012,Surrey,,,Final AB,,,,,,20120918,20120918,49.122484,-122.851059
457,3,Raised Crosswalk,1001210942,,Asphalt,,,In Service,3811-6210-00,2012,Surrey,,,Final AB,,,,,,20120920,20120920,49.113792,-122.741716
458,7,Speed Hump,1001193686,,Asphalt,,,In Service,7809-0170-00,2013,Surrey,,,Initial AB,,,,,,20130529,20130529,49.109064,-122.858574
459,7,Speed Hump,1001604070,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2013 Airphoto,,,,,,,20130627,,49.125067,-122.697615
460,7,Speed Hump,1001423230,,Asphalt,,,In Service,7811-0161-00,2013,Surrey,,,Final AB,,,,,,20130627,20130627,49.126021,-122.694549
461,3,Raised Crosswalk,1001578606,,Asphalt,,,In Service,7807-0032-00,2013,Surrey,,,Final AB,,,,,,20130307,20130307,49.061100,-122.779164
462,7,Speed Hump,1001604069,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2013 Airphoto,,,,,,,20130627,,49.125091,-122.696622
463,7,Speed Hump,1001707264,,Asphalt,,,In Service,7811-0330-00,2014,Surrey,,,Final AB,,,,,,20140730,20140730,49.116750,-122.766949
464,7,Speed Hump,1001707268,,Asphalt,,,In Service,7811-0330-00,2014,Surrey,,,Final AB,,,,,,20140730,20140730,49.116417,-122.766259
465,7,Speed Hump,1001606964,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2013 Airphoto,,,,,,,20130722,,49.172121,-122.778192
466,3,Raised Crosswalk,1001567006,,Asphalt,,,In Service,7812-0015-00,2013,Surrey,,,Final AB,,,,,,20131002,20131002,49.129390,-122.683955
467,7,Speed Hump,1001713105,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2013 Airphoto,,,,,,,20131003,,49.128590,-122.680545
468,7,Speed Hump,1001713106,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2013 Airphoto,,,,,,,20131003,,49.128319,-122.680353
469,7,Speed Hump,1001713107,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2013 Airphoto,,,,,,,20131003,,49.127777,-122.680469
470,7,Speed Hump,1001713108,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2013 Airphoto,,,,,,,20131003,,49.126937,-122.680520
471,7,Speed Hump,1001713147,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2013 Airphoto,,,,,,,20131003,,49.131788,-122.682641
472,7,Speed Hump,1001713148,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2013 Airphoto,,,,,,,20131003,,49.131786,-122.682206
473,7,Speed Hump,1001713149,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2013 Airphoto,,,,,,,20131003,,49.131988,-122.682366
474,7,Speed Hump,1001713150,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2013 Airphoto,,,,,,,20131003,,49.132602,-122.682357
475,7,Speed Hump,1001359224,,Asphalt,,,In Service,7810-0177-00,2013,Surrey,,,Final AB,,,,,,20130426,20130426,49.134815,-122.693145
476,7,Speed Hump,1001359225,,Asphalt,,,In Service,7810-0177-00,2013,Surrey,,,Final AB,,,,,,20130426,20130426,49.134833,-122.692158
477,7,Speed Hump,1001930102,,Asphalt,,,Proposed,7816-0146-00,,Surrey,,,EC,,,,,,20170504,20170504,49.025029,-122.778584
478,7,Speed Hump,1001559283,,Asphalt,,,In Service,FT00370,,Surrey,,,Final AB,,,,,,20121109,20121109,49.155087,-122.806308
479,7,Speed Hump,1001559284,,Asphalt,,,In Service,FT00370,,Surrey,,,Final AB,,,,,,20121109,20121109,49.155093,-122.804569
480,7,Speed Hump,1001559285,,Asphalt,,,In Service,FT00371,,Surrey,,,Final AB,,,,,,20121109,20121109,49.158129,-122.833882
481,7,Speed Hump,1001559286,,Asphalt,,,In Service,FT00371,,Surrey,,,Final AB,,,,,,20121109,20121109,49.157362,-122.833900
482,7,Speed Hump,1001559287,,Asphalt,,,In Service,FT00371,,Surrey,,,Final AB,,,,,,20121109,20121109,49.155995,-122.834108
483,7,Speed Hump,1001559288,,Asphalt,,,In Service,FT00371,,Surrey,,,Final AB,,,,,,20121109,20121109,49.156343,-122.833893
484,7,Speed Hump,1001559296,,Asphalt,,,In Service,FT00375,,Surrey,,,Final AB,,,,,,20121109,20121109,49.045788,-122.877496
485,7,Speed Hump,1001893933,,Asphalt,,,In Service,,,Surrey,,,,,,,,,20161006,20161006,49.211592,-122.867400
486,7,Speed Hump,1001559289,,Asphalt,,,In Service,FT00372,,Surrey,,,Final AB,,,,,,20121109,20121109,49.160189,-122.833927
487,7,Speed Hump,1001559290,,Asphalt,,,In Service,FT00372,,Surrey,,,Final AB,,,,,,20121109,20121109,49.159535,-122.833906
488,7,Speed Hump,1001559291,,Asphalt,,,In Service,FT00372,,Surrey,,,Final AB,,,,,,20121109,20121109,49.158830,-122.833879
489,7,Speed Hump,1001559300,,Asphalt,,,In Service,FT00377,,Surrey,,,Final AB,,,,,,20121109,20121109,49.126214,-122.801728
490,7,Speed Hump,1001559301,,Asphalt,,,In Service,FT00377,,Surrey,,,Final AB,,,,,,20121109,20121109,49.125625,-122.801780
491,7,Speed Hump,1001559292,,Asphalt,,,In Service,FT00373,,Surrey,,,Final AB,,,,,,20121109,20121109,49.121020,-122.707695
492,7,Speed Hump,1001559293,,Asphalt,,,In Service,FT00373,,Surrey,,,Final AB,,,,,,20121109,20121109,49.120689,-122.705608
493,7,Speed Hump,1001893421,,Asphalt,,,Proposed,1716-6250-00,,Surrey,,,EC,,,,,,20160929,20160929,49.125906,-122.694857
494,7,Speed Hump,1001559295,,Asphalt,,,In Service,FT00374,,Surrey,,,Final AB,,,,,,20121109,20121109,49.129975,-122.694053
495,7,Speed Hump,1001559302,,Asphalt,,,In Service,FT00378,,Surrey,,,Final AB,,,,,,20121109,20121109,49.159117,-122.827545
496,7,Speed Hump,1001559303,,Asphalt,,,In Service,FT00378,,Surrey,,,Final AB,,,,,,20121109,20121109,49.157780,-122.827056
497,7,Speed Hump,1001893498,,Asphalt,,,Proposed,1716-6040-00,,Surrey,,,EC,,,,,,20160929,20160929,49.175018,-122.780277
498,8,Speed Table,1001559304,,Asphalt,,,In Service,FT00379,,Surrey,,,Final AB,,,,,,20121109,20121109,49.151373,-122.790097
499,7,Speed Hump,1001559306,,Asphalt,,,In Service,FT00380,,Surrey,,,Final AB,,,,,,20121109,20121109,49.109086,-122.857287
500,7,Speed Hump,1001559307,,Asphalt,,,In Service,FT00381,,Surrey,,,Final AB,,,,,,20121109,20121109,49.118282,-122.717802
501,7,Speed Hump,1001559308,,Asphalt,,,In Service,FT00381,,Surrey,,,Final AB,,,,,,20121109,20121109,49.118280,-122.716551
502,7,Speed Hump,1001559309,,Asphalt,,,In Service,FT00381,,Surrey,,,Final AB,,,,,,20121109,20121109,49.118277,-122.715006
503,9,Traffic Circle,1001211065,,Concrete,2012,,In Service,1710-8080-00,2012,Surrey,Prince Charles Blvd. & Glengarry Cres.,,Final AB,,,,,,20120924,20121121,49.167357,-122.863909
504,7,Speed Hump,1001893496,,Asphalt,,,Proposed,1716-6040-00,,Surrey,,,EC,,,,,,20160929,20160929,49.172916,-122.779879
505,7,Speed Hump,1001893497,,Asphalt,,,Proposed,1716-6040-00,,Surrey,,,EC,,,,,,20160929,20160929,49.173607,-122.780289
506,7,Speed Hump,1001578154,,Asphalt,,,In Service,7810-0257-00,2012,Surrey,,,Final AB,,,,,,20130301,20130301,49.022688,-122.766168
507,9,Traffic Circle,1001075304,188,Concrete,,0,In Service, ,,Surrey,188, ,Final AB,,,,,,,20081212,49.181451,-122.787105
508,8,Speed Table,1001075145,124,Asphalt,,0,In Service, ,,Surrey,124, ,Final AB,,,,,,,20081212,49.163141,-122.799707
509,0,All Way Stop,1000963714,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.205230,-122.812643
510,7,Speed Hump,1001737367,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2013 Air Photo,,,,,,,20140326,,49.106139,-122.811696
511,7,Speed Hump,1001075273,245,Asphalt,,0,In Service, ,,Surrey,245,FH 110,Final AB,,,,,,,20081212,49.202398,-122.785327
512,0,All Way Stop,1000963708,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.074930,-122.756767
513,0,All Way Stop,1000963744,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.034735,-122.795674
514,0,All Way Stop,1000963728,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.133331,-122.712500
515,8,Speed Table,1001075360,60,Asphalt,2006,90,In Service, ,2006,Surrey,60, ,Final AB,,,,,,,20081212,49.113561,-122.879193
516,7,Speed Hump,1001075283,72,Asphalt,2006,90,In Service, ,2006,Surrey,72, ,Final AB,,,,,,,20081212,49.116150,-122.886011
517,3,Raised Crosswalk,1001419333,,Concrete,2014,,In Service,7811-0062-00,2014,Surrey,,,Final AB,,,,,,20120725,20141007,49.052814,-122.782165
518,8,Speed Table,1001075383,68,Asphalt,2007,45,In Service, ,2007,Surrey,68, ,Final AB,,,,,,,20081212,49.111106,-122.889188
519,8,Speed Table,1001075297,51,Asphalt,2006,90,In Service, ,2006,Surrey,51, ,Final AB,,,,,,,20081212,49.116979,-122.887462
520,7,Speed Hump,1001075368,160,Asphalt,,0,In Service, ,,Surrey,160, ,Final AB,,,,,,,20081212,49.168355,-122.773224
521,7,Speed Hump,1001075289,66,Asphalt,2006,90,In Service, ,2006,Surrey,66, ,Final AB,,,,,,,20081212,49.110888,-122.886201
