,ADJACENT_TO_SCHOOL,BARCODE,BASE_PATH_LENGTH_FT,COMMENTS,COMMUNITY,CONDITION,CONDITIONDATE,CRE_DATE,DESCRIPTION,DRAINAGE_UPGRADE,FACILITYID,GANG_MOWING_ROUTE,HOUSE_NO,INFIELD_TYPE,INSERVICE_COST,INSERVICE_DATE,IRRIGATED,JOINT_USE_AGREEMENT,LAST_SURFACE_REPLACEMENT,LEGACYID,LOCATION,MAINTENANCE_RESPONSIBILITY,MAKE,MAP_PAGE,MODEL,MOD_DATE,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,OPERATIONAL_RESPONSIBILITY,OVERLAP,PARK,PARK_FACILITY_TYPE,PARK_OWNERSHIP,PRIMARY_USE,REFERENCE_NO,ROAD_CODE,RUNOUT_LENGTH_M,RUNOUT_WIDTH_M,SECONDARY_USE,SERIAL_NO,SERVICE_LEVEL,SPORTS_FIELD_TYPE,SPORTS_FIELD_TYPE2,STATUS,STATUS_DATE,SUBSURFACE_DRAINAGE,SURFACE_LENGTH_FT,SURFACE_TYPE,SURFACE_WIDTH_FT,TO_CLASS_FOR_WEB,VENDOR,WARRANTYDATE,WARRANTY_PROVIDER,WORK_ASSIGNMENT,YRS_LIFE_EXPECTANCY
70,,,,,Newton,,,,"Baseball Diamond #8; Unwin Park, 13313 68 Ave",,1001477330,,13313,,0,,Y,,,0729-000000221,NE corner of Soccer Field #4 (Centre field),Parks,,061,,20080923,"Unwin Park, 13313 68 Ave",Park,Parks,,Unwin Park,Diamond - Baseball,,Baseball,8,06800,,,,,,0,Grass,OPERATING,20010321120400,,,,,Y,,,,,
71,,,,,Newton,,,,"Baseball Diamond #3; Unwin Park, 13313 68 Ave",,1001477331,,13313,,0,,Y,,,0729-000000111,just NW of North Lacrosse Box,Parks,,061,,,"Unwin Park, 13313 68 Ave",Park,Parks,,Unwin Park,Diamond - Baseball,,Baseball,3,06800,,,,,,0,Grass,OPERATING,20010201154900,,,,,Y,,,,,
72,,,,,Newton,,,,"Casual Practice Field #4 - SE; Unwin Park, 13313 68 Ave",,1001477335,,13313,,0,20011009,Y,,,0729-000000225,"SE corner of park, NE of caretakers residence, in Det Pond off 134 St",Parks,,061,,,"Unwin Park, 13313 68 Ave",Park,Parks,,Unwin Park,Field - Practice,,Practice,4,06800,,,Cricket,,,0,Grass,OPERATING,20010321121000,,,Sand,,Y,,,,,
73,,,,,Whalley,,,,"Baseball Diamond #3; Whalley Athletic Park, 13350 105A Ave",,1001477336,,13350,,0,,Y,,,0729-000000117,N.W. Corner of Park,Parks,,011,,,"Whalley Athletic Park, 13351 105A Ave",Park,Parks,,Whalley Athletic Park,Diamond - Baseball,,Baseball,3,10550,,,,,,0,Grass,OPERATING,20010201155200,,,,,Y,,,,,
74,,,,,Whalley,,,,"Baseball Diamond #4; Whalley Athletic Park, 13350 105A Ave",,1001477337,,13350,,0,,Y,,,0729-000000113,N side of park - Within Soccer Field,Parks,,011,,,"Whalley Athletic Park, 13351 105A Ave",Park,Parks,,Whalley Athletic Park,Diamond - Baseball,,Baseball,4,10550,,,,,,0,Grass,OPERATING,20010201155000,,,,,Y,,,,,
75,,,,,Whalley,,,,"Baseball Diamond #2; Whalley Athletic Park, 13350 105A Ave",,1001477338,,13350,,0,,Y,,,0729-000000126,West Side of Park,Parks,,011,,,"Whalley Athletic Park, 13351 105A Ave",Park,Parks,,Whalley Athletic Park,Diamond - Baseball,,Baseball,2,10550,,,,,,0,Grass,OPERATING,20010201155600,,,,,Y,,,,,
76,,,,,Whalley,,,,"Baseball Diamond #5; Whalley Athletic Park, 13350 105A Ave",,1001477339,,13350,,0,,Y,,,0729-000000110,SE corner of North mini - Within field,Parks,,011,,,"Whalley Athletic Park, 13351 105A Ave",Park,Parks,,Whalley Athletic Park,Diamond - Baseball,,Baseball,5,10550,,,,,,0,Grass,OPERATING,20010201154900,,,,,Y,,,,,
77,,,,,Whalley,,,,"Baseball Diamond #6; Whalley Athletic Park, 13350 105A Ave",,1001477340,,13350,,0,,Y,,,0729-000000109,SE corner of South mini - Within Field,Parks,,011,,,"Whalley Athletic Park, 13351 105A Ave",Park,Parks,,Whalley Athletic Park,Diamond - Baseball,,Baseball,6,10550,,,,,,0,Grass,OPERATING,20010201154500,,,,,Y,,,,,
78,Y,,,,Newton,,,,"Synthetic Field #1; Tamanawis Park, 12515 64 Ave",,1001477508,,12515,,0,20110915,,,,0729-000000379,,Parks,,060,,20180305,"Tamanawis Park, 12515 64 Ave",Park,Parks,,Tamanawis Park,Field - Synthetic,,Field Hockey,1,06400,,,,,,2,Synthetic,OPERATING,20110811124400,,,,,Y,,,,,
79,,,,,South Surrey,,,20140530,"Soccer Field #1; Dufferin Park,17375 2 Ave",,1001751533,,17375,,,20140401,Y,,,,north of parking lot,Parks,,146,,20180309,"Dufferin Park,17375 2 Ave",Park,Parks,,Dufferin Park,Field - Soccer - Regulation,,Soccer,1,00200,,,,,,0,Grass,OPERATING,,,,,,,,,,,
80,N,,,,Cloverdale,,,20100922,"8v8 Soccer Field #2 - South; Clayton Park, 18513 70 Ave",,1001477468,,18513,,0,,Y,,,0729-000000363,south 2/3 field,Parks,,068,,20101027,"Clayton Park, 18513 70 Ave",Park,Parks,,Clayton Park,Field - Soccer - 8v8,,Mini Soccer,1-2,07000,,,,,,0,Grass,OPERATING,20090910142300,,,,,Y,,,,,
81,,,,,Whalley,,,,"Baseball Diamond #1 (Grandstand); Whalley Athletic Park, 13350 105A Ave",,1001477341,,13350,,0,,Y,,,0729-000000141,SE corner of park,Parks,,011,,,"Whalley Athletic Park, 13351 105A Ave",Park,Parks,,Whalley Athletic Park,Diamond - Baseball,,Baseball,1,10550,,,,,,0,Grass,OPERATING,20010201161200,,,,,Y,,,,,
82,,,,,Whalley,,,,"Baseball Diamond #7; Whalley Athletic Park, 13350 105A Ave",,1001477342,,13350,,0,,N,,,0729-000000108,SW corner of park,Parks,,011,,,"Whalley Athletic Park, 13351 105A Ave",Park,Parks,,Whalley Athletic Park,Diamond - Baseball,,Baseball,7,10550,,,,,,0,Grass,OPERATING,20010201154400,,,,,Y,,,,,
83,,,,,Whalley,,,,"8v8 Soccer Field #1 - North; Whalley Athletic Park, 13350 105A Ave",,1001477343,,13350,,0,,Y,,,0729-000000101,Northern most Mini,Parks,,011,,20101027,"Whalley Athletic Park, 13351 105A Ave",Park,Parks,,Whalley Athletic Park,Field - Soccer - 8v8,,Mini Soccer,1,10550,,,,,,0,Grass,OPERATING,20010201152900,,,,,Y,,,,,
84,,,,,Whalley,,,,"Mini Soccer Field #2 - South; Whalley Athletic Park, 13350 105A Ave",,1001477344,,13350,,0,,Y,,,0729-000000085,Southern Mini field,Parks,,011,,,"Whalley Athletic Park, 13351 105A Ave",Park,Parks,,Whalley Athletic Park,Field - Soccer - Mini,,Mini Soccer,2,10550,,,,,,0,Grass,OPERATING,20010201152100,,,,,Y,,,,,
85,N,,,,Whalley,,,,"Softball Diamond #1; Bridgeview Park, 11475 126A St",,1001477351,,11475,,0,20090201,Y,,,0729-000000364,NW corner of park,Parks,,000,,20091217,"Bridgeview Park, 11475 126A St",Park,Parks,,Bridgeview Park,Diamond - Softball,,Softball,1,12650,,,,,,0,Grass,OPERATING,20091217072700,,,,,Y,,,,,
86,N,,,,Whalley,,,,"Softball Diamond #2; Bridgeview Park, 11475 126A St",,1001477352,,11475,,0,20090201,Y,,,0729-000000365,Centre of park,Parks,,000,,20091217,"Bridgeview Park, 11475 126A St",Park,Parks,,Bridgeview Park,Diamond - Softball,,Softball,2,12650,,,,,,0,Grass,OPERATING,20091217072900,,,,,Y,,,,,
87,,,,,Whalley,,,,"Softball Diamond #1 - West; Bolivar Park, 13591 Crestview Dr",,1001477353,,13591,,0,20001001,Y,,,0729-000000214,SW corner of park,Parks,,001,,20080818,"Bolivar Park, 13591 Crestview Dr",Park,Parks,,Bolivar Park,Diamond - Softball,,Softball,1,11345,,,,,,0,Grass,OPERATING,20010206122300,,,,,Y,,,,,
88,,,,,Newton,,,,"Baseball Diamond #2- North; Tamanawis Park, 12515 64 Ave",,1001477401,,12515,Skinned,0,,Y,,,0729-000000165,North of south ball diamond off 64 Ave,Parks,,060,,20130604,"Tamanawis Park, 12515 64 Ave",Park,Parks,,Tamanawis Park,Diamond - Baseball,,Baseball,2,06400,,,,,,0,Grass,OPERATING,20010201162400,,,,,Y,,,,,
89,,,,,Newton,,,,"Baseball Diamond #1 - South; Tamanawis Park, 12515 64 Ave",,1001477402,,12515,Skinned,0,,Y,,,0729-000000178,South side of park off 64 Ave,Parks,,060,,20130604,"Tamanawis Park, 12515 64 Ave",Park,Parks,,Tamanawis Park,Diamond - Baseball,,Baseball,1,06400,,,,,,0,Grass,OPERATING,20010201162900,,,,,Y,,,,,
90,Y,,,,South Surrey,,,20130910,"Synthetic Field #9 - Soccer; South Surrey Athletic Park, 1925 148 St",,1001706244,,01925,,,,,,,,,Parks,,123,,20130910,"South Surrey Athletic Park, 1925 148 St",Park,Parks,,South Surrey Athletic Park,Field - Synthetic,,Soccer,9,14800,,,,,,2,Synthetic,OPERATING,,,,,,Y,,,,,
91,,,,,South Surrey,,,,"Softball Diamond #1; Crescent Park, 2585 132 St",,1001477345,,02585,Skinned,0,,Y,,,0729-000000191,NE corner of park,Parks,,111,,,"Crescent Park, 2585 132 St",Park,Parks,,Crescent Park,Diamond - Softball,,Softball,1,13200,,,,,,0,Grass,OPERATING,20010201163500,,,,,Y,,,,,
92,,,,,South Surrey,,,,"Baseball Diamond #2; Crescent Park, 2585 132 St",,1001477346,,02585,,0,,Y,,,0729-000000137,W of caretakers residence,Parks,,111,,,"Crescent Park, 2585 132 St",Park,Parks,,Crescent Park,Diamond - Baseball,,Baseball,2,13200,,,,,,0,Grass,OPERATING,20010201160400,,,,,Y,,,,,
93,,,,,South Surrey,,,,"Mini Soccer Field #2 - SE; Crescent Park, 2585 132 St",,1001477347,,02585,,0,,Y,,,0729-000000083,on south field area,Parks,,111,,,"Crescent Park, 2585 132 St",Park,Parks,,Crescent Park,Field - Soccer - Mini,,Mini Soccer,2,13200,,,,,,0,Grass,OPERATING,20010201152000,,,,,Y,,,,,
94,,,,,South Surrey,,,,"Mini Soccer Field #3 - SW; Crescent Park, 2585 132 St",,1001477348,,02585,,0,,Y,,,0729-000000078,on south field area,Parks,,111,,,"Crescent Park, 2585 132 St",Park,Parks,,Crescent Park,Field - Soccer - Mini,,Mini Soccer,3,13200,,,,,,0,Grass,OPERATING,20010201151700,,,,,Y,,,,,
95,,,,,Guildford,,,,"All Weather Field; Riverside Park, 14875 108A Ave",,1001477247,,14875,,0,,,,,0725-000000046,S.W. Section Of Park,School District #36,,013,,20170123,"Riverside Park, 14875 108A Ave",Park,PARKS,,Riverside Park,Field - All Weather,,,1,10850,,,,,,1,Gravel,OPERATING,,,105,Other,95,,,,,,
