,STATUS,YR,ELEVATION,X_COORD,Y_COORD,GCM_NO,TABLET_MARKING,MONUMENT_TYPE,WEBLINK,Latitude,Longitude
1245,Active,1968,68.428,515029.69,5444360.305,433342,5860,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5860.tif,49.151881,-122.793888
1246,Active,1968,82.639,515314.941,5449583.259,558783,5283,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5283.tif,49.198856,-122.789777
1247,Destroyed,1964,53.4,510436.827,5444742.458,538116,5145, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5145.tif,49.155413,-122.856862
1248,Destroyed,1971,95.58,511473.382,5449571.464,109769,5918, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5918.tif,49.198833,-122.842509
1249,Active,1986,26.44,519663.251,5427726.648,72918,86H1275,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/86H1275.tif,49.002123,-122.731154
1250,Active,1966,98.266,511851.386,5450247.617,141382,5783,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5783.tif,49.204908,-122.837300
1251,Active,1968,13.746,522572.729,5447178.217,797241,5077,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5077.tif,49.176997,-122.690288
1252,Active,1980,12.294,507456.441,5448063.006,781955,8729,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8729.tif,49.185326,-122.897676
1253,Active,2000,51.887,511260.823,5440711.678,803254,92H0864,HPN,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0864.tif,49.119141,-122.845674
1254,Active,1986,94.968,511290.943,5431350.528,475228,86H1264,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/86H1264.tif,49.034932,-122.845523
1255,Active,1973,91.101,515334.27,5431527.928,825703,8670,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8670.tif,49.036441,-122.790198
1256,Active,1966,87.669,511299.36,5430938.398,730085,5474,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5474.tif,49.031225,-122.845419
1257,Active,1980,72.251,509183.066,5448788.811,730119,80H2082,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2082.tif,49.191832,-122.873965
1258,Active,1964,60.668,508976.801,5448567.58,731224,5329,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5329.tif,49.189845,-122.876801
1259,Active,1964,68.73,513678.063,5445573.128,731232,5032,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5032.tif,49.162822,-122.812382
1260,Destroyed,1966,57.128,508002.799,5447923.553,676601,5801, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5801.tif,49.184065,-122.890181
1261,Active,1968,10.878,521469.972,5443949.907,962043,5681,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5681.tif,49.147998,-122.705590
1262,Active,1964,88.226,509645.932,5441536.312,722397,5047,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5047.tif,49.126586,-122.867786
1263,Destroyed,1977,1.602,519334.591,5445049.496,463257,8684, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8684.tif,49.157960,-122.734819
1264,Active,1971,6.099,521756.736,5444776.59,463638,5773,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5773.tif,49.155424,-122.701614
1265,Active,1966,74.364,507198.449,5447362.721,668459,5373,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5373.tif,49.179030,-122.901229
1266,Active,1964,6.409,514510.494,5442335.523,880229,5027,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5027.tif,49.133680,-122.801080
1267,Active,1966,75.603,509682.659,5430943.185,851287,5476,SBM-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5476.tif,49.031295,-122.867536
1268,Active,1984,13.751,519346.403,5429335.134,851600,84H0574,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0574.tif,49.016603,-122.735409
1269,Destroyed,1978,1.172,519331.554,5442872.88,765776,78H8254, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/78H8254.tif,49.138380,-122.734965
1270,Destroyed,1968,79.252,516134.29,5432542.447,934497,5736, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5736.tif,49.045546,-122.779212
1271,Active,1959,7.451,517757.234,5427718.611,868737,1358-J,FBM,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/1358-J.tif,49.002109,-122.757214
1272,Destroyed,1981,14.362,522558.266,5447178.165,938688,81H4530, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/81H4530.tif,49.176998,-122.690486
1273,Active,1971,40.415,520431.236,5439473.131,921403,5950,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5950.tif,49.107763,-122.720061
1274,Destroyed,1964,89.013,509640.199,5442348.065,899534,3128, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/3128.tif,49.133888,-122.867845
1275,Active,1986,14.31,519364.105,5429791.67,899617,86H1269,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/86H1269.tif,49.020709,-122.735145
1276,Active,1968,11.223,520157.115,5439474.384,671859,5719,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5719.tif,49.107783,-122.723817
1277,Active,1964,90.952,508817.392,5443957.224,640540,5138,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5138.tif,49.148375,-122.879090
1278,Active,1968,30.16,520156.648,5439880.926,570572,5081,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5081.tif,49.111440,-122.723803
1279,Destroyed,1966,39.744,513769.698,5434161.55,181883,5633, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5633.tif,49.060168,-122.811514
1280,Active,1964,38.843,522565.985,5430955.249,409540,5108,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5108.tif,49.031067,-122.691287
1281,Destroyed,1971,0.927,519344.784,5441905.064,243840,8607, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8607.tif,49.129674,-122.734830
1282,Active,1968,1.09,511505.067,5435780.707,515205,5638,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5638.tif,49.074780,-122.842467
1283,Destroyed,1973,86.671,511242.959,5449563.809,667816,8735, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8735.tif,49.198769,-122.845672
1284,Active,1968,15.58,522557.248,5445990.627,923417,5673,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5673.tif,49.166315,-122.690567
1285,Active,2001,78.79,508008.313,5442348.392,60731,92H0873,SBM-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0873.tif,49.133914,-122.890216
1286,Active,2001,85.865,509643.993,5443155.112,36509,92H0882,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0882.tif,49.141148,-122.867774
1287,Active,1999,105.204,514514.011,5432536.307,982553,92H0850,SBM-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0850.tif,49.045531,-122.801384
1288,Active,1998,0.438,517758.102,5438978.173,548891,92H0829,SBM-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0829.tif,49.103394,-122.756708
1289,Active,1966,3.146,508229.584,5433789.673,341438,3489,SBM-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/3489.tif,49.056922,-122.887357
1290,Active,1986,110.417,514118.3,5431734,936948,84H0580,SBM-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0580.tif,49.038323,-122.806827
1291,Active,1973,42.71,522558.5,5431768,710137,8704,SBM-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8704.tif,49.038378,-122.691344
1292,Active,1973,3.113,509646.917,5450365.326,888164,92H0893,SBM-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0893.tif,49.206006,-122.867561
1293,Active,1966,92.982,509644.826,5441121.401,725838,5046,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5046.tif,49.122854,-122.867811
1294,Destroyed,1968,13.103,515335.278,5439274.128,726653,5706, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5706.tif,49.106121,-122.789890
1295,Active,1964,90.167,507950.59,5447154.084,770800,5296,HPN,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5296.tif,49.177144,-122.890913
1296,Active,1968,49.348,517742.504,5449234.655,771212,5885,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5885.tif,49.195654,-122.756470
1297,Destroyed,1980,7.201,506499.186,5447395.348,771477,80H2040, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2040.tif,49.179331,-122.910823
1298,Active,1980,56.446,510216.604,5450221.212,283275,80H2050,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2050.tif,49.204700,-122.859744
1299,Active,1972,86.538,519749.172,5431766.247,283887,8617,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8617.tif,49.038459,-122.729782
1300,Active,1964,88.022,512195.289,5450714.284,283986,5396,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5396.tif,49.209099,-122.832565
1301,Active,1968,59.715,513703.231,5439899.863,284133,5605,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5605.tif,49.111788,-122.812230
1302,Active,1964,76.542,509177.885,5448573.378,248195,5328,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5328.tif,49.189894,-122.874041
1303,Active,1964,104.968,512085.576,5449574.571,861658,5062,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5062.tif,49.198850,-122.834105
1304,Active,1964,,515173.991,5451804.757,965699,5974,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5974.tif,49.218842,-122.791628
1305,Destroyed,1966,97.506,507986.634,5444389.993,342816,6964, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/6964.tif,49.152280,-122.890473
1306,Destroyed,1966,51.238,511281.934,5440700.344,952044,5579, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5579.tif,49.119038,-122.845385
1307,Active,1968,106.296,511682.382,5449420.921,952663,5362,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5362.tif,49.197475,-122.839644
1308,Active,1968,82.434,509631.249,5443553.528,707570,5845,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5845.tif,49.144732,-122.867939
1309,Active,1966,92.518,512104.917,5431746.198,673970,5467,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5467.tif,49.038476,-122.834375
1310,Active,1984,88.001,511419.248,5439156.911,569384,84H0585,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0585.tif,49.105152,-122.843547
1311,Destroyed,1964,89.392,509491.819,5448777.583,569707,5321, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5321.tif,49.191726,-122.869728
1312,Active,1964,56.057,509097.91,5448831.784,570283,5354,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5354.tif,49.192220,-122.875133
1313,Active,1968,58.693,509848.148,5439074.997,240697,5243,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5243.tif,49.104442,-122.865074
1314,Destroyed,1966,40.374,510467.592,5450388.928,325126,5776, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5776.tif,49.206205,-122.856294
1315,Active,1984,34.149,519511.873,5430954.947,325746,84H0563,SBM-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0563.tif,49.031168,-122.733068
1316,Active,1964,86.005,510254.642,5449275.532,960021,5333,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5333.tif,49.196193,-122.859245
1317,Destroyed,1980,85.259,509982.419,5443147.423,960997,80H2025, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2025.tif,49.141073,-122.863134
1318,Active,1972,80.971,509980.625,5432552.599,942771,8626,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8626.tif,49.045768,-122.863420
1319,Active,1986,93.837,511298.53,5431120.424,942870,86H1263,HPN,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/86H1263.tif,49.032862,-122.845425
1320,Active,1968,48.922,518522.596,5447162.422,80176,5072,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5072.tif,49.176991,-122.745858
1321,Destroyed,1966,89.747,511608.485,5439492.204,715581,5583, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5583.tif,49.108164,-122.840945
1322,Destroyed,1964,7.59,508675.387,5448655.521,715953,5379, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5379.tif,49.190640,-122.880936
1323,Active,1968,28.398,520974.233,5443121.992,65292,5156,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5156.tif,49.140567,-122.712431
1324,Destroyed,1972,106.354,512591.344,5449559.038,543975,8655, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8655.tif,49.198700,-122.827163
1325,Destroyed,1964,74.886,513874.649,5450094.291,441451,5425, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5425.tif,49.203487,-122.809529
1326,Active,1964,86.895,509637.283,5448774.806,354316,5057,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5057.tif,49.191699,-122.867731
1327,Active,1966,83.481,508818.749,5442353.177,30064,5227,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5227.tif,49.133946,-122.879106
1328,Active,,,517151.705,5451557.773,786616,GUTS IP,CBPOST,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/GUTS IP.tif,49.216568,-122.764480
1329,Destroyed,1980,56.104,522551.947,5440744.449,305961,80H2052, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2052.tif,49.119125,-122.690933
1330,Active,1979,89.504,514498.566,5447951.813,419374,79H0010,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0010.tif,49.184200,-122.801042
1331,Active,1968,67.579,516949.442,5448771.186,516013,5197,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5197.tif,49.191508,-122.767375
1332,Active,1984,11.806,519343.905,5428535.519,709840,84H0576,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0576.tif,49.009410,-122.735481
1333,Active,1965,2.785,508003.149,5437651.938,607093,5893,HPN,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5893.tif,49.091668,-122.890380
1334,Destroyed,1998,13.45,516126.07,5434170.569,244517,92H0834, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0834.tif,49.060192,-122.779259
1335,Active,1980,44.114,511262.233,5444383.805,743781,80H2088,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2088.tif,49.152173,-122.845552
1336,Active,1980,89.24,509482.09,5448785.012,744094,80H2043,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2043.tif,49.191793,-122.869861
1337,Active,1968,9.815,507244.283,5447998.85,230987,5766,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5766.tif,49.184752,-122.900588
1338,Destroyed,1968,49.606,513699.417,5439093.111,218396,5611, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5611.tif,49.104531,-122.812309
1339,Destroyed,1964,3.809,509046.647,5449367.417,177758,5351, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5351.tif,49.197039,-122.875824
1340,Destroyed,1966,100.547,507993.847,5446412.075,935809,6944, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/6944.tif,49.170469,-122.890334
1341,Destroyed,1964,5.215,508681.638,5448787.261,920447,5324, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5324.tif,49.191825,-122.880847
1342,Destroyed,1964,98.365,508003.128,5445605.086,920769,5135, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5135.tif,49.163210,-122.890223
1343,Destroyed,1968,75.417,515305.823,5444359.581,727040,5263, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5263.tif,49.151867,-122.790101
1344,Destroyed,1966,63.56,508209.229,5447957.848,727271,5797, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5797.tif,49.184371,-122.887348
1345,Active,1979,88.533,514905.086,5448454.089,727362,79H0023,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0023.tif,49.188708,-122.795445
1346,Active,1973,92.716,511401.71,5449709.024,728048,8726,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8726.tif,49.200072,-122.843489
1347,Active,1980,50.704,511250.853,5446168.323,639708,80H2092,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2092.tif,49.168225,-122.845659
1348,Active,1971,109.409,512595.161,5449782.158,640102,5899,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5899.tif,49.200707,-122.827104
1349,Active,1964,68.322,511267.985,5450386.911,640409,5390,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5390.tif,49.206172,-122.845305
1350,Destroyed,1980,33.263,511254.782,5445566.99,568600,80H2100, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2100.tif,49.162816,-122.845621
1351,Active,1964,108.714,512592.376,5449978.314,259192,5381,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5381.tif,49.202471,-122.827136
1352,Active,1984,88.196,512591.497,5447146.495,238113,84H0560,SBM-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0560.tif,49.176998,-122.827237
1353,Destroyed,1968,78.957,510461.085,5441517.575,757542,5142,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5142.tif,49.126404,-122.856613
1354,Active,1971,108.467,512494.732,5449782.912,502419,5898,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5898.tif,49.200715,-122.828483
1355,Destroyed,1968,12.599,512961.261,5434864.586,479956,5641, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5641.tif,49.066510,-122.822558
1356,Active,1964,92.058,514110.482,5449131.279,239426,5531,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5531.tif,49.194819,-122.806326
1357,Active,1971,6.069,506389.841,5447256.7,240374,5902,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5902.tif,49.178085,-122.912325
1358,Active,1968,83.916,515303.946,5444762.94,172833,5262,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5262.tif,49.155496,-122.790111
1359,Active,1968,70.059,510862.626,5441508.355,152694,5446,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5446.tif,49.126314,-122.851110
1360,Destroyed,1973,20.747,522566.913,5446784.091,138255,8798, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8798.tif,49.173452,-122.690390
1361,Active,1981,17.509,522152.677,5447176.814,138370,81H4529,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/81H4529.tif,49.177000,-122.696051
1362,Active,1973,82.077,511084.683,5447644.727,324863,8746,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8746.tif,49.181509,-122.847897
1363,Destroyed,1968,113.446,513709.016,5432548.62,326413,5660, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5660.tif,49.045661,-122.812400
1364,Destroyed,1984,90.346,511615.842,5439493.305,95851,84H0584, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0584.tif,49.108174,-122.840844
1365,Active,1968,61.314,521868.774,5443144.852,960013,5685,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5685.tif,49.140742,-122.700166
1366,Active,1968,97.133,510461.105,5439904.759,961201,5143,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5143.tif,49.111896,-122.856655
1367,Destroyed,1968,63.723,510823.593,5446364.216,79244,5340, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5340.tif,49.169995,-122.851515
1368,Active,1964,96.062,513684.883,5447133.488,80283,5289,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5289.tif,49.176858,-122.812235
1369,Active,1977,1.223,507424.759,5449244.355,419812,77C053,FBM,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/77C053.tif,49.195953,-122.898089
1370,Active,1958,4.824,506255.252,5447122.619,355958,1278-J,FBM,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/1278-J.tif,49.176881,-122.914174
1371,Active,1967,77.318,509529.055,5439430.062,358317,67C145,FBM,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/67C145.tif,49.107641,-122.869438
1372,Active,1977,22.703,522404.728,5446396.622,722504,77C208,FBM,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/77C208.tif,49.169973,-122.692636
1373,Active,1977,13.513,522578.85,5447192.235,695155,77C060,FBM,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/77C060.tif,49.177123,-122.690203
1374,Destroyed,1968,33.019,513693.814,5443154.145,308981,5453, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5453.tif,49.141062,-122.812248
1375,Active,1971,67.417,511064.676,5441503.778,582767,5927,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5927.tif,49.126269,-122.848341
1376,Destroyed,1978,6.261,520148.105,5439082.044,417246,78H8616, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/78H8616.tif,49.104254,-122.723960
1377,Destroyed,1964,39.561,509096.835,5449060.058,851055,5353, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5353.tif,49.194273,-122.875142
1378,Active,1979,78.221,510852.367,5443132.45,784074,79H0031,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0031.tif,49.140924,-122.851207
1379,Destroyed,1966,79.8,512083.67,5439140.625,781534,5585, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5585.tif,49.104993,-122.834445
1380,Destroyed,1972,9.748,515032.725,5439077.596,945790,8647, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8647.tif,49.104361,-122.794043
1381,Active,1999,46.025,517743.949,5430946.395,878538,92H0857,HPN,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0857.tif,49.031145,-122.757254
1382,Active,1964,15.139,523149.004,5447179.447,879080,8800,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8800.tif,49.176987,-122.682381
1383,Active,1964,98.361,509810.059,5440704.039,879650,5003,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5003.tif,49.119097,-122.865557
1384,Destroyed,1964,27.075,516969.864,5440705.29,739995,5009, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5009.tif,49.118952,-122.767435
1385,Active,1968,90.22,509115.809,5447158.795,696856,5293,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5293.tif,49.177170,-122.874925
1386,Destroyed,1980,51.878,511285.933,5440707.08,611343,80H2096, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2096.tif,49.119099,-122.845330
1387,Active,1964,76.441,513276.292,5445978.568,611517,5555,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5555.tif,49.166478,-122.817880
1388,Active,1968,49.358,518168.056,5448781.532,564344,5195,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5195.tif,49.191566,-122.750650
1389,Destroyed,1964,65.134,510841.102,5443936.823,555227,5464, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5464.tif,49.148160,-122.851340
1390,Destroyed,1968,65.15,512069.915,5443187.526,555920,5652, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5652.tif,49.141396,-122.834512
1391,Destroyed,1964,88.362,507542.033,5447152.238,531558,5297, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5297.tif,49.177133,-122.896518
1392,Destroyed,1964,77.044,509627.338,5444140.972,532192,5462, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5462.tif,49.150016,-122.867979
1393,Active,1964,54.76,513515.998,5450664.808,453951,5419,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5419.tif,49.208627,-122.814434
1394,Active,2001,63.324,511259.944,5447114.236,426981,92H0886,HPN,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0886.tif,49.176734,-122.845507
1395,Active,1964,103.335,512183.975,5450352.043,427567,5408,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5408.tif,49.205841,-122.832731
1396,Destroyed,1964,3.557,515591.445,5435774.596,428094,5087, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5087.tif,49.074635,-122.786516
1397,Active,1968,24.541,522446.116,5446441.192,428466,5675,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5675.tif,49.170372,-122.692066
