,STATUS,YR,ELEVATION,X_COORD,Y_COORD,GCM_NO,TABLET_MARKING,MONUMENT_TYPE,WEBLINK,Latitude,Longitude
46,Active,1980,69.803,511277.375,5442033.243,321810,80H2084,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2084.tif,49.131028,-122.845410
47,Active,1972,77.959,510487.721,5433095.897,338822,8632,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8632.tif,49.050647,-122.856467
48,Active,1968,42.181,513141.746,5444488.603,271734,5887,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5887.tif,49.153078,-122.819774
49,Destroyed,1980,1.011,515484.116,5439078.644,965343,80H2059, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2059.tif,49.104359,-122.787859
50,Destroyed,1972,79.315,516134.164,5432744.482,371377,8622, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8622.tif,49.047364,-122.779205
51,Destroyed,1968,54.106,516133.592,5433349.702,7054,5735, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5735.tif,49.052808,-122.779189
52,Active,2002,41.641,516675.73,5450713.823,3996,92H0900,HPN,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0900.tif,49.208990,-122.771051
53,Active,1964,3.4,512257.681,5451616.673,692384,3511,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/3511.tif,49.217215,-122.831681
54,Active,1964,61.565,511156.43,5450387.64,606558,5400,HPN,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5400.tif,49.206181,-122.846837
55,Active,1977,1.955,509668.514,5451003.335,385609,77C054,FBM,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/77C054.tif,49.211745,-122.867249
56,Destroyed,1964,73.478,509191.874,5448783.407,372045,5322, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5322.tif,49.191783,-122.873844
57,Destroyed,1979,98.547,513677.404,5448749.111,702118,79H0005, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0005.tif,49.191391,-122.812283
58,Active,1972,43.294,520939.969,5446803.272,181149,8641,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8641.tif,49.173683,-122.712710
59,Destroyed,1964,32.442,511261.356,5445560.632,160366,5549, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5549.tif,49.162759,-122.845531
60,Active,1980,79.043,511291.753,5432781.936,934836,80H2070,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2070.tif,49.047808,-122.845472
61,Active,1964,50.292,509954.414,5450010.041,550178,5357,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5357.tif,49.202805,-122.863348
62,Active,1979,82.968,515313.22,5447563.505,480236,79H0014,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0014.tif,49.180687,-122.789877
63,Destroyed,1979,91.902,514835.847,5448755.84,480608,79H0002, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0002.tif,49.191424,-122.796384
64,Active,1979,96.864,514098.84,5447536.764,481663,79H0008,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0008.tif,49.180476,-122.806542
65,Active,1964,91.16,514080.787,5446165.297,98152,5560,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5560.tif,49.168140,-122.806837
66,Active,1998,5.281,514515.301,5443569.712,98178,86H1262,HPN,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/86H1262.tif,49.144781,-122.800970
67,Destroyed,1968,92.58,514815.752,5448766.601,926154,5869, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5869.tif,49.191522,-122.796659
68,Active,1968,13.581,520961.408,5429353.601,926840,5129,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5129.tif,49.016716,-122.713321
69,Destroyed,1968,62.598,514523.019,5433349.768,927475,5113, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5113.tif,49.052849,-122.801232
70,Active,1972,85.956,510489.4,5432854.451,946129,8628,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8628.tif,49.048475,-122.856450
71,Destroyed,1968,5.94,520157.025,5439067.604,186056,5720, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5720.tif,49.104124,-122.723838
72,Active,1968,48.544,520559.163,5439472.357,722025,5840,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5840.tif,49.107752,-122.718308
73,Destroyed,1964,42.065,524185.821,5437098.521,723387,5953, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5953.tif,49.086266,-122.668760
74,Active,1966,108.655,514232.381,5430934.713,208850,5472,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5472.tif,49.031131,-122.805294
75,Active,1984,8.977,511070.923,5434400.464,747535,84H0600,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0600.tif,49.062372,-122.848450
76,Active,1964,46.908,523337.311,5434189.416,747543,5099,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5099.tif,49.060131,-122.680549
77,Active,1964,49.636,520943.043,5432284.626,748251,5811,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5811.tif,49.043082,-122.713421
78,Destroyed,1964,74.481,511423.976,5447956.558,749143,5213, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5213.tif,49.184308,-122.843233
79,Active,1964,73.916,513515.309,5450416.695,660191,5421,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5421.tif,49.206395,-122.814452
80,Destroyed,1964,26.118,519330.914,5446386.594,660712,5125, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5125.tif,49.169987,-122.734805
81,Active,1964,67.699,522302.685,5440738.152,477539,5015,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5015.tif,49.119077,-122.694350
82,Active,1968,22.247,516140.442,5429523.373,323683,5872,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5872.tif,49.018388,-122.779248
83,Active,1980,33.278,511258.038,5445042.742,158402,80H2090,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2090.tif,49.158100,-122.845591
84,Destroyed,1964,102.557,512085.533,5449164.569,173716,5203, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5203.tif,49.195161,-122.834118
85,Active,1963,103.21,513296.931,5449566.784,174219,2959,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/2959.tif,49.198754,-122.817478
86,Destroyed,1968,37.844,513674.606,5444761.805,94292,5454, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5454.tif,49.155524,-122.812457
87,Active,1968,56.811,516942.681,5443958.481,7922,5694,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5694.tif,49.148216,-122.767670
88,Active,1973,103.387,512891.927,5448105.552,991117,8662,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8662.tif,49.185619,-122.823084
89,Destroyed,1964,77.743,511277.748,5448333.402,126169,5521, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5521.tif,49.187700,-122.845229
90,Active,2000,3.604,519945.586,5448773.94,589457,92H0860,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0860.tif,49.191442,-122.726254
91,Destroyed,1968,53.303,519353.079,5447968.611,138164,5709, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5709.tif,49.184217,-122.734425
92,Active,1987,48.986,512084.255,5441500.377,103879,86H1274,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/86H1274.tif,49.126220,-122.834366
93,Destroyed,1999,1.488,519342.146,5445554.041,82891,92H0847, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0847.tif,49.162498,-122.734691
94,Active,2001,91.648,508592.949,5445618.091,737213,92H0877,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0877.tif,49.163319,-122.882132
95,Active,1999,39.105,508895.705,5431699.467,303743,92H0854,SBM-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0854.tif,49.038110,-122.878286
96,Active,1973,110.853,513427.338,5432549.447,237164,8711,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8711.tif,49.045674,-122.816254
97,Active,1964,55.072,512618.773,5451087.064,59733,5409,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5409.tif,49.212444,-122.826739
98,Active,1981,88.883,509640.204,5442348.058,13227,81H4521,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/81H4521.tif,49.133888,-122.867845
99,Destroyed,1968,53.739,517429.399,5443957.914,958983,5693, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5693.tif,49.148198,-122.760996
100,Destroyed,1980,3.652,519356.098,5448772.964,929760,80H2065, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2065.tif,49.191452,-122.734345
101,Destroyed,1968,87.987,515312.801,5449995.362,929810,5861, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5861.tif,49.202563,-122.789791
102,Destroyed,1966,71.145,512076.04,5442324.517,64444,5222, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5222.tif,49.133633,-122.834454
103,Destroyed,1968,68.104,510288.191,5430438.742,597294,5663, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5663.tif,49.026748,-122.859265
104,Active,1984,70.406,519348.772,5432970.292,298760,84H0568,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0568.tif,49.049302,-122.735203
105,Active,1973,104.737,512486.134,5448351.08,369207,8665,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8665.tif,49.187836,-122.828645
106,Destroyed,1972,16.148,523555.162,5439867.936,369710,8645, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8645.tif,49.111203,-122.677236
107,Destroyed,1987,17.446,518548.382,5428528.301,1545,86H1285, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/86H1285.tif,49.009369,-122.746360
108,Active,2002,4.935,515042.603,5451142.978,896894,92H0901,SBM-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0901.tif,49.212892,-122.793457
109,Active,2002,4.409,508336.707,5450693.588,50146,92H0903,SBM-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0903.tif,49.208978,-122.885541
110,Destroyed,2001,71.148,512065.058,5442314.625,26484,92H0869, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0869.tif,49.133544,-122.834605
111,Active,1964,2.413,509654.28,5450220.614,585505,5345,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5345.tif,49.204704,-122.867463
112,Active,1964,89.502,508816.264,5444364.279,585604,5460,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5460.tif,49.152037,-122.879096
113,Destroyed,1968,17.126,522152.684,5447176.825,185298,5076, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5076.tif,49.177000,-122.696051
114,Destroyed,1964,33.154,514524.374,5439616.714,811638,5019, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5019.tif,49.109223,-122.800988
115,Active,1966,95.267,508412.957,5443967.862,246900,5602,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5602.tif,49.148477,-122.884635
116,Active,1964,11.428,522557.129,5444788.055,247189,5159,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5159.tif,49.155498,-122.690636
117,Destroyed,1964,14.301,513034.338,5438741.689,247387,5624, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5624.tif,49.101385,-122.821433
118,Destroyed,1972,14.865,516457.26,5429322.795,669879,8619, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8619.tif,49.016575,-122.774923
119,Destroyed,1963,91.544,514484.362,5446296.425,321687,2965, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/2965.tif,49.169310,-122.801296
120,Destroyed,1973,79.812,523065.099,5441955.547,321992,8789, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8789.tif,49.130000,-122.683832
121,Destroyed,1978,71.151,512065.26,5442333.993,323477,8764, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8764.tif,49.133719,-122.834601
122,Active,1980,64.048,509691.002,5432552.313,323808,80H2023,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2023.tif,49.045770,-122.867384
123,Destroyed,1964,14.022,507663.683,5448189.604,202176,5369, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5369.tif,49.186463,-122.894829
124,Active,1968,88.884,515310.72,5450390.229,158733,5280,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5280.tif,49.206115,-122.789804
125,Active,1978,93.655,514075.341,5446388.233,173922,8775,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8775.tif,49.170145,-122.806904
126,Active,1964,100.235,512947.488,5449977.234,174094,5204,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5204.tif,49.202454,-122.822261
127,Active,1966,42.407,510366.992,5450391.414,101741,5780,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5780.tif,49.206229,-122.857675
128,Active,1964,79.417,513680.397,5445978.325,117622,5554,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5554.tif,49.166467,-122.812336
129,Active,1968,40.914,508451.179,5448241.665,119438,5502,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5502.tif,49.186921,-122.884021
130,Destroyed,1968,80.805,511060.435,5449268.793,95075,5505, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5505.tif,49.196118,-122.848185
131,Destroyed,1980,20.035,518543.331,5440147.71,83378,80H2009, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2009.tif,49.113891,-122.745897
132,Active,1964,89.625,511580.329,5450173.629,971101,5388,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5388.tif,49.204248,-122.841023
133,Active,1971,19.607,518534.205,5439678.723,410852,8608,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8608.tif,49.109673,-122.746043
134,Active,1968,8.101,522541.297,5438720.192,410894,5165,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5165.tif,49.100916,-122.691192
135,Destroyed,1964,98.331,513667.387,5448760.703,411462,5200, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5200.tif,49.191495,-122.812420
136,Destroyed,1968,90.16,510059.418,5448371.019,411769,5318, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5318.tif,49.188060,-122.861948
137,Destroyed,1977,10,520165.976,5439060.257,411884,77H6867, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/77H6867.tif,49.104058,-122.723716
138,Active,1966,91.674,508413.234,5443553.871,230227,5601,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5601.tif,49.144753,-122.884640
139,Destroyed,1968,3.171,519931.423,5448771.769,608554,5848, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5848.tif,49.191423,-122.726449
140,Destroyed,1979,77.65,511262.38,5447646.708,902486,79H0030, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0030.tif,49.181524,-122.845459
141,Active,1971,25.331,520974.199,5443288.344,863621,5937,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5937.tif,49.142064,-122.712423
142,Active,1986,19.696,519344.026,5427724.853,864827,86H1277,SBM-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/86H1277.tif,49.002117,-122.735518
143,Active,1964,91.937,508708.725,5447346.058,272195,5309,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5309.tif,49.178861,-122.880506
144,Destroyed,1964,92.47,514486.011,5446383.768,219584,5562, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5562.tif,49.170095,-122.801271
145,Destroyed,1981,57.006,511526.9,5441499.955,227074,81H4531, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/81H4531.tif,49.126227,-122.842005
146,Destroyed,1963,102.489,512806.65,5449569.787,78519,2700, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/2700.tif,49.198792,-122.824208
147,Destroyed,1968,14.152,519329.852,5441359.506,66167,5122, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5122.tif,49.124767,-122.735061
148,Destroyed,1972,6.078,519103.179,5434174.847,66423,8650, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8650.tif,49.060146,-122.738507
149,Active,1971,91.175,510084.544,5448513.813,57349,5906,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5906.tif,49.189344,-122.861599
150,Active,1964,102.809,512890.942,5449167.456,429050,5209,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5209.tif,49.195171,-122.823063
151,Active,1974,93.803,512925.07,5431228.953,429118,8677,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8677.tif,49.033806,-122.823170
152,Active,1980,20.905,518795.916,5448778.201,429126,80H2051,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2051.tif,49.191517,-122.742033
153,Active,1966,72.161,509684.84,5431325.292,375337,5489,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5489.tif,49.034732,-122.867497
154,Destroyed,1974,50.048,511233.214,5446169.205,310383,8680, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8680.tif,49.168234,-122.845901
155,Active,1964,7.061,519333.392,5439882.79,311779,8780,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8780.tif,49.111484,-122.735083
156,Active,1979,85.264,510470.106,5440694.908,222943,79H0033,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0033.tif,49.119004,-122.856511
157,Active,1964,57.423,513992.679,5450626.399,189563,5422,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5422.tif,49.208270,-122.807891
158,Active,1968,91.693,508576.417,5444781.62,25601,8762,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8762.tif,49.155795,-122.882376
159,Destroyed,1981,67.905,509679.116,5431757.436,106880,81H4536, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/81H4536.tif,49.038620,-122.867565
160,Destroyed,1964,35.074,517272.93,5445583.615,98509,5812, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5812.tif,49.162826,-122.763072
161,Active,1973,92.039,508582.235,5445208.178,99242,8761,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8761.tif,49.159632,-122.882288
162,Active,1964,69.166,510830.64,5447150.668,907873,5291,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5291.tif,49.177069,-122.851397
163,Active,1972,63.33,514910.454,5433349.822,908822,8621,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8621.tif,49.052840,-122.795929
164,Active,1968,77.008,515724.718,5431738.192,908939,5746,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5746.tif,49.038322,-122.784847
165,Active,1968,84.603,509420.26,5443541.086,891895,5850,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5850.tif,49.144623,-122.870832
166,Active,1964,71.817,509621.475,5445536.112,717728,5053,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5053.tif,49.162566,-122.868026
167,Active,1979,92.137,514112.73,5448330.881,718296,79H0024,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0024.tif,49.187619,-122.806323
168,Active,2001,96.1,508006.145,5444840.898,420521,92H0871,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0871.tif,49.156336,-122.890196
169,Active,2001,66.052,512063.234,5443136.642,808014,92H0867,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0867.tif,49.140939,-122.834605
170,Active,1998,49.727,516922.99,5445590.404,409698,92H0842,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0842.tif,49.162896,-122.767872
171,Active,2001,18.659,517758.497,5440962.165,834499,92H0883,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0883.tif,49.121240,-122.756616
172,Active,2001,53.988,510422.37,5444744.283,783019,92H0879,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0879.tif,49.155430,-122.857061
173,Active,2001,56.58,511249.442,5446410.114,611178,92H0885,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0885.tif,49.170400,-122.845671
174,Active,2001,81.46,511281.259,5448782.606,572487,92H0889,SBM-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0889.tif,49.191741,-122.845168
175,Active,2001,91.359,511775.107,5447957.194,85258,92H0892,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0892.tif,49.184307,-122.838414
176,Active,1998,5.009,516125.424,5434956.521,35329,92H0835,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0835.tif,49.067262,-122.779237
177,Destroyed,2000,87.974,511269.242,5439895.374,677138,92H0863, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0863.tif,49.111797,-122.845582
178,Active,1998,26.672,512883.43,5443960.53,124974,92H0844,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0844.tif,49.148333,-122.823333
179,Active,1967,4.244,519466.866,5439102.687,796623,67C139,FBM,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/67C139.tif,49.104462,-122.733292
180,Active,1967,4.381,519825.727,5439128.311,797316,67C138,FBM,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/67C138.tif,49.104681,-122.728374
181,Active,1974,80.468,510455.8,5442041.023,771287,8672,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8672.tif,49.131113,-122.856672
182,Active,1973,15.372,523160.244,5446794.511,283507,8796,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8796.tif,49.173524,-122.682249
