,ANCILLARYROLE,ENABLED,DETENTION_POND_TYPE,DETENTION_POND_TYPE2,FACILITYID,LEGACYID,NODE_NO,LIVE_STORAGE_CAPACITY,MAX_STORAGE_DEPTH,PEAK_DISCHARGE,STATUS,OPERATING_STATUS,YR,OWNER,PROJECT_NO,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,LAST_INSP_DATE,OPS_POND_TYPE,SPILLWAY,FENCE,CRE_DATE,MOD_DATE,LEGACY_POND_NO,LEGACY_DETAIL_REPORT,Latitude,Longitude
411,,1,0,Above Ground Municipal,1000429506,370743,1609900985,,,,In Service,Open,1985,Surrey,7883-342,,,Final AB,,,,,,,,20060629,,0018,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0018.pdf,49.020727,-122.776663
412,,1,0,Above Ground Municipal,1000429590,317886,1367702428,,,,In Service,Open,1995,Surrey,4895-602,Chantrell Park ,,Final AB,,,,,,,,20060629,20120315,1136,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/1136.pdf,49.046947,-122.843238
413,,1,2,Below Ground Municipal,1001717809,,1899203259,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131106,,,,49.061689,-122.696816
414,,1,2,Below Ground Municipal,1001717845,,1899203309,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131106,20131106,,,49.062598,-122.696811
415,,1,2,Below Ground Municipal,1001718894,,1906203408,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131118,,,,49.064375,-122.694883
416,,1,2,Below Ground Municipal,1001718891,,1901103407,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131118,,,,49.064370,-122.696274
417,,1,2,Below Ground Municipal,1001719047,,1910203409,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131118,,,,49.064399,-122.693775
418,,1,2,Below Ground Municipal,1001719044,,1913603408,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131118,,,,49.064383,-122.692829
419,,1,2,Below Ground Municipal,1001719043,,1913503409,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131118,,,,49.064403,-122.692851
420,,1,2,Below Ground Municipal,1001718890,,1901103408,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131118,,,,49.064390,-122.696274
421,,1,2,Below Ground Municipal,1001718892,,1902103407,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131118,,,,49.064371,-122.696015
422,,1,2,Below Ground Municipal,1001726630,,1897803270,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141020,20141020,,,49.061894,-122.697195
423,,1,2,Below Ground Municipal,1001724632,,1352606058,,,,In Service,Open,1991,Surrey,7888-0270-00,,,Final AB,,,,,,,,20140115,20140115,,,49.112636,-122.847188
424,,1,0,Above Ground Municipal,1000429569,229314,1410506615,,,,,,1986,Surrey,7884-078,,,Final AB,,,,,,,,20060629,20140123,0307,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0307.pdf,49.122698,-122.831191
425,,1,2,Below Ground Municipal,1000429567,229312,1424706663,,,,,,1981,Surrey,A-246,,,Final AB,,,,,,,,20060629,20140123,0452,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0452.pdf,49.123562,-122.827262
426,,1,2,Below Ground Municipal,1000429565,229310,1424006693,,,,In Service,Open,1988,Surrey,7886-3401,,,Final AB,,,,,,,,20060629,20140123,0302,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0302.pdf,49.124107,-122.827457
427,,1,0,Above Ground Municipal,1000429564,229309,1410206694,,,,,,1982,Surrey,A-019,,,Final AB,,,,,,,,20060629,20140124,0308,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0308.pdf,49.124120,-122.831262
428,,1,2,Below Ground Municipal,1001726633,,1897903253,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141020,20141020,,,49.061584,-122.697169
429,,1,2,Below Ground Municipal,1001726631,,1897903270,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141020,20141020,,,49.061893,-122.697167
430,,1,2,Below Ground Municipal,1001726632,,1897803253,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141020,20141020,,,49.061583,-122.697197
431,,1,1,Above Ground Private,1001408514,,1353307504,,,,,,,Surrey,,,,,,,,,,,,20120417,,1003,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/1003.pdf,49.138805,-122.846897
432,,1,2,Below Ground Municipal,1001726637,,1897803210,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141017,20141017,,,49.060812,-122.697201
433,,1,0,Above Ground Municipal,1001408516,,1424707751,,,,,,,Surrey,,,,,,,,,,,,20120417,,0662,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0662.pdf,49.143252,-122.827196
434,,1,1,Above Ground Private,1001408517,,1389307311,,,,,,,Surrey,,,,,,,,,,,,20120417,,0315,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0315.pdf,49.135309,-122.836992
435,,1,1,Above Ground Private,1001408518,,1393107311,,,,,,,Surrey,,,,,,,,,,,,20120417,,1026,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/1026.pdf,49.135303,-122.835933
436,,1,2,Below Ground Municipal,1001726973,,1887103419,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141021,20141021,,,49.064590,-122.700125
437,,1,1,Above Ground Private,1001408524,,1362307432,,,,,,,Surrey,,,,,,,,,,,,20120417,,1016,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/1016.pdf,49.137507,-122.844443
438,,1,1,Above Ground Private,1001408525,,1368107662,,,,,,,Surrey,,,,,,,,,,,,20120417,,1035,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/1035.pdf,49.141658,-122.842807
439,,1,1,Above Ground Private,1001408526,,1380207445,,,,,,,Surrey,,,,,,,,,,,,20120417,,1023,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/1023.pdf,49.137736,-122.839504
440,,1,1,Above Ground Private,1001408527,,1389307388,,,,,,,Surrey,,,,,,,,,,,,20120417,,1025,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/1025.pdf,49.136694,-122.836976
441,,1,1,Above Ground Private,1001408528,,1390307366,,,,,,,Surrey,,,,,,,,,,,,20120417,,,,49.136298,-122.836716
442,,1,1,Above Ground Private,1001408529,,1387507333,,,,,,,Surrey,,,,,,,,,,,,20120417,,,,49.135700,-122.837487
443,,1,0,Above Ground Municipal,1000429585,370753,1452006722,,,,In Service,Open,2003,Surrey,7801-0135-00,,,Final AB,,,,,,,,20040301,20120628,,,49.124615,-122.819736
444,,1,2,Below Ground Municipal,1001718487,,1906203300,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131114,,,,49.062428,-122.694898
445,,1,2,Below Ground Municipal,1001718488,,1906203299,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131114,,,,49.062408,-122.694898
446,,1,2,Below Ground Municipal,1001727026,,1889203408,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141021,20141021,,,49.064391,-122.699559
447,,1,2,Below Ground Municipal,1001726970,,1890403419,,,,In Service,Open,2014,Surrey,7810-0172-00,,,Final AB,,,,,,,,20141021,20141021,,,49.064587,-122.699228
448,,1,3,Below Ground Private,1001581319,,1388506798,,,,In Service,Open,2013,Private,7805-0301-00,,,Final AB,,,,,,,,20130320,20130320,,,49.126017,-122.837236
449,,1,3,Below Ground Private,1001581255,,1561509987,,,,In Service,Open,2013,Private,7810-0290-00,,,Final AB,,,,,,,,20130320,20130320,,,49.183650,-122.789307
450,,1,2,Below Ground Municipal,1001726971,,1890403418,,,,In Service,Open,2014,Surrey,7810-0172-00,,,Final AB,,,,,,,,20141021,20141021,,,49.064569,-122.699226
451,,1,2,Below Ground Municipal,1001726972,,1887103418,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141021,20141021,,,49.064572,-122.700125
452,,1,0,Above Ground Municipal,1000429375,195243,1430407995,,,,In Service,Open,1994,Surrey,7891-0032-00,14324 Hawkstream Dr,John Tompson Park,Final AB,,,,,,Sod,Yes,20060629,20111117,1133,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/1133.pdf,49.147663,-122.825611
453,,1,0,Above Ground Municipal,1000429501,321072,1500302500,,,,In Service,Open,1990,Surrey,7888-0020,,,Final AB,,,,,,,,20060629,20130506,0010,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0010.pdf,49.048192,-122.806724
454,,1,2,Below Ground Municipal,1000429588,317884,1384202950,,,,In Service,Open,1995,Surrey,7890-0465-00,,,Final AB,,,,,,,,20060629,20130515,1135,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/1135.pdf,49.056378,-122.838641
455,,1,2,Below Ground Municipal,1001595632,,1387502838,,,,In Service,Open,1987,Surrey,7896-0178-00,,1200,Final AB,,,,,,,,20130521,20130521,,,49.054361,-122.837749
456,,1,2,Below Ground Municipal,1001595633,,1388702856,,,,In Service,Open,1999,Surrey,7897-0247-00,,1200,Final AB,,,,,,,,20130521,20130521,,,49.054679,-122.837421
457,,1,3,Below Ground Private,1001790151,,1305011514,,,,In Service,Open,2014,Private,7811-0048-00,,,Final AB,,,,,,,,20141010,20141010,,,49.211389,-122.860016
458,,1,2,Below Ground Municipal,1001816249,,1911103505,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160705,20160705,,,49.066143,-122.693516
459,,1,2,Below Ground Municipal,1001816250,,1911203505,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160705,20160705,,,49.066143,-122.693489
460,,1,2,Below Ground Municipal,1001816241,,1911203559,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160705,20160705,,,49.067121,-122.693483
461,,1,2,Below Ground Municipal,1001816242,,1911103559,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160705,20160705,,,49.067121,-122.693510
462,,1,2,Below Ground Municipal,1001816329,,1899903419,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160705,20160705,,,49.064584,-122.696610
463,,1,2,Below Ground Municipal,1001816330,,1899903418,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160705,20160705,,,49.064566,-122.696610
464,,1,2,Below Ground Municipal,1001816253,,1911103471,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160705,20160705,,,49.065524,-122.693520
465,,1,2,Below Ground Municipal,1001816254,,1911203471,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160705,20160705,,,49.065524,-122.693492
466,,1,2,Below Ground Municipal,1001816247,,1910003503,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160705,20160705,,,49.066096,-122.693817
467,,1,2,Below Ground Municipal,1001816248,,1910103503,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160705,20160705,,,49.066096,-122.693790
468,,1,2,Below Ground Municipal,1001816245,,1910103533,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160705,20160705,,,49.066642,-122.693787
469,,1,2,Below Ground Municipal,1001816246,,1910003533,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160705,20160705,,,49.066642,-122.693814
470,,1,2,Below Ground Municipal,1001816243,,1910103561,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160705,20160705,,,49.067146,-122.693784
471,,1,2,Below Ground Municipal,1001816244,,1910003561,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160705,20160705,,,49.067146,-122.693811
472,,1,0,Above Ground Municipal,1000429508,366584,1334101391,,,,In Service,Open,1980,Surrey,3822,,,Final AB,,,,,,,,20060629,,0001,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0001.pdf,49.028195,-122.852528
473,,1,0,Above Ground Municipal,1000429495,212298,1238207006,,,,,,1990,Surrey,7885-0277-00,,,Final AB,,,,,,,,20060629,20140722,0372,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0372.pdf,49.129824,-122.878681
474,,1,0,Above Ground Municipal,1000429466,115633,1504609298,,,,In Service,Open,1978,Surrey,9004,,,Final AB,,,,,,,,20060629,20140502,1064,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/1064.pdf,49.171214,-122.805052
475,,1,0,Above Ground Municipal,1000429515,181743,1254307961,,,,In Service,Open,1981,Surrey,A-249,,,Final AB,,,,,,,,20060629,20140722,0621,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0621.pdf,49.147107,-122.874192
476,,1,0,Above Ground Municipal,1000429512,100412,1308708904,,,,In Service,Open,1980,Surrey,9496,,,Final AB,,,,,,,,20060629,,1100,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/1100.pdf,49.164148,-122.859130
477,,1,2,Below Ground Municipal,1000429513,370757,1345209192,1000,,,In Service,Open,2001,Surrey,7897-0128-00,,,Final AB,,,,,,,,20040323,,,,49.169347,-122.849048
478,,1,2,Below Ground Municipal,1000429514,370783,1318408847,,,,In Service,Open,1990,Surrey,7888-0332-00,,,Final AB,,,,,,,,20060511,,0657,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0657.pdf,49.163121,-122.856463
479,,1,3,Below Ground Private,1001906357,,1634610376,,,,In Service,Open,2013,Provincial,Treo Building,,,Final AB,,,,,,,,20170214,20170214,,,49.190642,-122.769085
480,,1,2,Below Ground Municipal,1000429523,181751,1240707250,,,,In Service,Open,1990,Surrey,7888-0080,,,Final AB,,,,,,,,20060629,20061025,0318,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0318.pdf,49.134251,-122.877980
481,,1,0,Above Ground Municipal,1000429525,370778,1274607443,,,,In Service,Open,2001,Surrey,48996040-00,,,Final AB,,,,,,,,20030101,,0319,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0319.pdf,49.137722,-122.868611
482,,1,0,Above Ground Municipal,1000429516,181744,1218107724,,,,In Service,Open,1986,Surrey,7883-2820-00,,,Final AB,,,,,,,,20060629,20140722,0311,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0311.pdf,49.142829,-122.884197
483,,1,3,Below Ground Private,1001906358,,1633210381,,,,In Service,Open,2013,Provincial,Treo Building,,,Final AB,,,,,,,,20170214,20170214,,,49.190733,-122.769479
484,,1,3,Below Ground Private,1001906382,,1633210391,,,,In Service,Open,2013,Provincial,Treo Building,,,Final AB,,,,,,,,20170214,20170214,,,49.190929,-122.769473
485,,1,0,Above Ground Municipal,1000429551,79500,1531009804,,,,In Service,Open,1986,Surrey,7884-214,,,Final AB,,,,,,,,20060629,,0632,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0632.pdf,49.180350,-122.797725
486,,1,2,Below Ground Municipal,1001727886,,1885103255,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141022,20141022,,,49.061635,-122.700689
487,,1,2,Below Ground Municipal,1001727887,,1885203282,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141022,20141022,,,49.062123,-122.700659
488,,1,2,Below Ground Municipal,1001726635,,1897803230,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141020,20141020,,,49.061165,-122.697199
489,,1,2,Below Ground Municipal,1001727888,,1885103282,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141022,20141022,,,49.062123,-122.700686
490,,1,2,Below Ground Municipal,1001726636,,1897903230,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141020,20141020,,,49.061166,-122.697172
491,,1,2,Below Ground Municipal,1001727971,,1886303294,,,,In Service,Open,2013,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141022,20141022,,,49.062334,-122.700356
492,,1,2,Below Ground Municipal,1001726628,,1897803315,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141020,20141020,,,49.062705,-122.697189
493,,1,3,Below Ground Private,1001726779,,1649410326,,,,In Service,Open,2004,Private,7802-0215-00,,,Final AB,,,,,,,,20140129,20140129,,,49.189739,-122.764991
494,,1,2,Below Ground Municipal,1001727972,,1886203294,,,,In Service,Open,2013,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141022,20141022,,,49.062334,-122.700384
495,,1,2,Below Ground Municipal,1001727976,,1886203261,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141022,20141022,,,49.061744,-122.700387
496,,1,2,Below Ground Municipal,1001727977,,1886303261,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141022,20141022,,,49.061744,-122.700360
497,,1,2,Below Ground Municipal,1001727980,,1886303223,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141022,20141022,,,49.061055,-122.700364
498,,1,2,Below Ground Municipal,1001727981,,1886203223,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141022,20141022,,,49.061055,-122.700391
499,,1,2,Below Ground Municipal,1001726629,,1897903315,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141020,20141020,,,49.062706,-122.697162
500,,1,2,Below Ground Municipal,1001726837,,1897803401,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141020,20141020,,,49.064255,-122.697180
501,,1,2,Below Ground Municipal,1001726838,,1897903401,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141020,20141020,,,49.064256,-122.697153
502,,1,2,Below Ground Municipal,1001726839,,1897803368,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141020,20141020,,,49.063673,-122.697184
503,,1,2,Below Ground Municipal,1001726840,,1897903368,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141020,20141020,,,49.063673,-122.697156
504,,1,2,Below Ground Municipal,1001726841,,1897803344,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141020,20141020,,,49.063230,-122.697186
505,,1,2,Below Ground Municipal,1001726842,,1897903344,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141020,20141020,,,49.063230,-122.697159
506,,1,2,Below Ground Municipal,1001727881,,1885103202,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141022,20141022,,,49.060674,-122.700694
507,,1,2,Below Ground Municipal,1001727882,,1885203202,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141022,20141022,,,49.060674,-122.700667
508,,1,2,Below Ground Municipal,1001727883,,1885203229,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141022,20141022,,,49.061155,-122.700664
509,,1,2,Below Ground Municipal,1001727884,,1885103229,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141022,20141022,,,49.061155,-122.700692
510,,1,2,Below Ground Municipal,1001727885,,1885203255,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141022,20141022,,,49.061635,-122.700661
511,,1,2,Below Ground Municipal,1001408136,,1924805786,,,,,,,Surrey,,,,,,,,,,,,20120416,,0123,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0123.pdf,49.107396,-122.689491
512,,1,0,Above Ground Municipal,1000429505,370742,1619501037,,,,In Service,Open,1983,Surrey,A558,,,Final AB,,,,,,,,20060629,,0017,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0017.pdf,49.021661,-122.774024
513,,1,0,Above Ground Municipal,1000429478,337100,1300601803,,,,In Service,Open,1984,Surrey,7881-135,,,Final AB,,,,,,,,20060629,,0026,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0026.pdf,49.035655,-122.861728
514,,1,1,Above Ground Private,1001408147,,1306306028,,,,,,,Surrey,,,,,,,,,,,,20120416,,0271,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0271.pdf,49.112115,-122.859942
515,,1,2,Below Ground Municipal,1001727728,,1895203408,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141021,20141021,,,49.064386,-122.697898
516,,1,2,Below Ground Municipal,1001728258,,1885103317,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141023,20141023,,,49.062759,-122.700682
517,,1,2,Below Ground Municipal,1000429388,252602,1348406095,,,,,,1982,Surrey,A-019,,,Final AB,,,,,,,,20060629,,0276,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0276.pdf,49.113310,-122.848348
518,,1,2,Below Ground Municipal,1001728259,,1885203317,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141023,20141023,,,49.062759,-122.700655
519,,1,0,Above Ground Municipal,1000429520,181748,1227807399,,,,In Service,Open,1988,Surrey,7885-1620-00,,,Final AB,,,,,,,,20060629,20100107,0279,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0279.pdf,49.136943,-122.881513
520,,1,0,Above Ground Municipal,1000429496,212299,1246006976,,,,,,1988,Surrey,7887-1980-00,,,Final AB,,,,,,,,20060629,20100107,0283,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0283.pdf,49.129290,-122.876526
521,,1,1,Above Ground Private,1001408187,,1238107124,,,,,,,Surrey,,,,,,,,,,,,20120416,,0285,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0285.pdf,49.131967,-122.878701
522,,1,2,Below Ground Municipal,1001727027,,1889203407,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141021,20141021,,,49.064373,-122.699559
523,,1,2,Below Ground Municipal,1001727028,,1890303408,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141021,20141021,,,49.064390,-122.699265
524,,1,2,Below Ground Municipal,1000813235,,1307406755,,,,In Service,Open,1983,Surrey,A-417,,,Final AB,,,,,,,,20061123,20061123,0297,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0297.pdf,49.125273,-122.859601
525,,1,2,Below Ground Municipal,1001727029,,1890303407,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141021,20141021,,,49.064372,-122.699265
526,,1,2,Below Ground Municipal,1001727707,,1896703419,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141021,20141021,,,49.064582,-122.697493
527,,1,2,Below Ground Municipal,1001727708,,1896703418,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141021,20141021,,,49.064564,-122.697494
528,,1,2,Below Ground Municipal,1001727710,,1895203407,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141021,20141021,,,49.064368,-122.697898
529,,1,2,Below Ground Municipal,1001728260,,1885103338,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141023,20141023,,,49.063140,-122.700680
530,,1,2,Below Ground Municipal,1001728261,,1885203338,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141023,20141023,,,49.063140,-122.700653
531,,1,0,Above Ground Municipal,1000429386,252600,1307706188,,,,In Service,Open,1981,Surrey,A-205,,,Final AB,,,,,,,,20060629,20140724,0270,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0270.pdf,49.114999,-122.859559
532,,1,0,Above Ground Municipal,1000429390,252606,1324305838,,,,In Service,Open,1988,Surrey,7883-0472-00,,,Final AB,,,,,,,,20060629,20140724,0275,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0275.pdf,49.108669,-122.855007
533,,1,0,Above Ground Municipal,1000429541,237885,1793306620,,,,In Service,Open,2012,Surrey,3809-6020-00,,,Final AB,,,,,,,,20060629,20140724,1127,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/1127.pdf,49.122593,-122.725657
534,,1,0,Above Ground Municipal,1000429384,252598,1354806325,,,,In Service,Open,1984,Surrey,7883-4140-00,,,Final AB,,,,,,,,20060629,20140724,0274,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0274.pdf,49.117470,-122.846575
535,,1,0,Above Ground Municipal,1000429389,252603,1328106066,,,,In Service,Open,1982,Surrey,7881-2760-00,,,Final AB,,,,,,,,20060629,20140724,0272,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0272.pdf,49.112801,-122.853945
536,,1,0,Above Ground Municipal,1000429387,252601,1310206187,,,,In Service,Open,1981,Surrey,A-205,,,Final AB,,,,,,,,20060629,20140724,0269,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0269.pdf,49.114991,-122.858872
537,,1,0,Above Ground Municipal,1001593474,,1387902653,,,,In Service,Open,2001,Surrey,7899-0033-00,,,Final AB,,,,,,,,20130430,20140725,no_id1p112,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id1p112.pdf,49.051012,-122.837639
538,,1,2,Below Ground Municipal,1001816497,,1887103566,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160705,20160705,,,49.067260,-122.700122
539,,1,2,Below Ground Municipal,1001816498,,1887103565,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160705,20160705,,,49.067241,-122.700122
540,,1,2,Below Ground Municipal,1001816511,,1891903569,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160705,20160705,,,49.067301,-122.698807
541,,1,2,Below Ground Municipal,1001816512,,1891903570,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160705,20160705,,,49.067319,-122.698807
542,,1,0,Above Ground Municipal,1001216935,,1210006938,,,,In Service,Open,2001,Surrey,4897-6020-00,,,Final AB,,,,,,,,20111025,20140722,no_id2p60,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id2p60.pdf,49.128618,-122.886449
543,,1,0,Above Ground Municipal,1000429554,79503,1550309749,,,,In Service,Open,1980,Surrey,9204,,,Final AB,,,,,,,,20060629,20080429,0633,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0633.pdf,49.179352,-122.792414
544,,1,0,Above Ground Municipal,1000429562,229307,1436606955,,,,,,1982,Surrey,A-019,,,Final AB,,,,,,,,20060629,,,,49.128831,-122.823983
545,,1,0,Above Ground Municipal,1000429568,229313,1429406630,,,,,,1986,Surrey,7885-018,,,Final AB,,,,,,,,20060629,,0451,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0451.pdf,49.122964,-122.825973
