,CRE_DATE,MOD_DATE,PLANID,PLAN_NO,PLAN_TYPE,PLAN_TYPE2,STATUS,YR
22721,19900220,20070327,18887,84421,6,Subdivision,Registered,1990
22722,20070328,20070509,3267,BCP19540,4,Right of Way,Registered,2005
22723,20060328,20070327,2361,BCP17369,6,Subdivision,Registered,2005
22724,20070327,20070509,2362,BCP17370,4,Right of Way,Registered,2005
22725,20070327,20070509,9620,BCP21755,4,Right of Way,Registered,2006
22726,20070328,20070509,2581,BCP17801,4,Right of Way,Registered,2005
22727,20050913,20070403,15095,41612,6,Subdivision,Registered,1972
22728,19880216,20070403,18205,76570,6,Subdivision,Registered,1987
22729,20040610,20070328,3239,BCP11662,6,Subdivision,Registered,2004
22730,20040705,20070328,4269,BCP12476,6,Subdivision,Registered,2004
22731,19850801,20070418,14994,40235,6,Subdivision,Registered,1971
22732,20050913,20070403,30276,LMP23983,3,Reference Plan,Registered,1995
22733,19851018,20070403,23479,14524,7,Title,Registered,1928
22734,19851017,20070403,17037,6432,3,Reference Plan,Registered,1927
22735,20050913,20070403,15745,51036,6,Subdivision,Registered,1976
22736,19850801,20070418,24336,3558,6,Subdivision,Registered,1923
22737,19861110,20070403,33248,Z119926,7,Title,Registered,1986
22738,20021129,20070403,451,BCP13196,6,Subdivision,Registered,2004
22739,20070418,20071030,9943,BCP24878,3,Reference Plan,Registered,2006
22740,19951011,20070403,30276,LMP23983,3,Reference Plan,Registered,1995
22741,20070424,20070531,10592,BCP29859,3,Reference Plan,Registered,2007
22742,20070424,20070530,10593,BCP29860,3,Reference Plan,Registered,2007
22743,20070525,20070525,30314,LMP24489,4,Right of Way,Registered,1995
22744,20070525,20070525,30314,LMP24489,4,Right of Way,Registered,1995
22745,20060609,20070504,2704,BCP19877,3,Reference Plan,Registered,2005
22746,19850801,20050913,12409,14604,2,Explanatory,Registered,1955
22747,19850801,20050913,12145,13517,6,Subdivision,Registered,1953
22748,20050913,20070501,23426,13756,6,Subdivision,Registered,1953
22749,19850801,20050913,25903,5921,6,Subdivision,Registered,1937
22750,19850801,20050913,12646,15588,2,Explanatory,Registered,1957
22751,19850801,20050913,17553,69850,6,Subdivision,Registered,1985
22752,19950810,20050913,30408,LMP25661,6,Subdivision,Registered,1995
22753,19850801,20050913,15747,51057,6,Subdivision,Registered,1976
22754,20050913,20070525,24684,43503,6,Subdivision,Registered,1973
22755,20040720,20041122,5300,BCP12507,6,Subdivision,Registered,2004
22756,19850801,20050913,12933,16853,3,Reference Plan,Registered,1959
22757,19881006,20050913,21689,NW2820,9,Strata,Registered,1988
22758,19850801,20050913,16738,6142,3,Reference Plan,Registered,1926
22759,19850801,20050913,16737,61417,6,Subdivision,Registered,1981
22760,19890913,20050913,21724,NW3040,9,Strata,Registered,1989
22761,19850801,20050913,26576,66270,3,Reference Plan,Registered,1983
22762,20070625,20070821,10897,BCP31339,3,Reference Plan,Registered,2007
22763,19850801,20050913,29200,H66831E,7,Title,Registered,1972
22764,19850801,20050913,14861,38372,6,Subdivision,Registered,1970
22765,19850801,20050913,15587,48775,6,Subdivision,Registered,1975
22766,19851021,20050913,27599,766,0,Bylaw,Registered,1945
22767,19851001,20050913,13698,20735E,3,Reference Plan,Registered,1915
22768,19890718,20050913,18371,78366,3,Reference Plan,Registered,1988
22769,19891012,20050913,18943,85106,6,Subdivision,Registered,1990
22770,19920205,20050913,20440,LMP3487,6,Subdivision,Registered,1992
22771,19931019,20050913,30533,LMP27771,6,Subdivision,Registered,1995
22772,19850801,20050913,15995,53959,3,Reference Plan,Registered,1977
22773,19850801,20050913,13851,21813,6,Subdivision,Registered,1960
22774,19850801,20050913,13592,20006,6,Subdivision,Registered,1959
22775,19850801,20050913,15710,50589,6,Subdivision,Registered,1976
22776,19850801,20050913,12256,13976,6,Subdivision,Registered,1953
22777,19850801,20050913,12091,13251,2,Explanatory,Registered,1953
22778,19850801,20050913,14026,24701,2,Explanatory,Registered,1962
22779,19850801,20050913,12660,15637,2,Explanatory,Registered,1957
22780,19850801,20050913,16246,56539,6,Subdivision,Registered,1979
22781,19850801,20070308,13429,19171,6,Subdivision,Registered,1958
22782,19850822,20070308,24689,43575,6,Subdivision,Registered,1973
22783,19850801,20070228,11532,10458,6,Subdivision,Registered,1948
22784,19850801,20070228,13865,22121,6,Subdivision,Registered,1960
22785,19850801,20070821,26230,62660,0,Bylaw,Registered,1981
22786,20070117,20070918,9886,BCP32050,6,Subdivision,Registered,2007
22787,20070301,20070509,9782,BCP24403,4,Right of Way,Registered,2006
22788,20070309,20070309,4838,BCP18670,3,Reference Plan,Registered,2005
22789,19870519,20050913,18074,75147,6,Subdivision,Registered,1987
22790,19850801,20050913,13380,18986,6,Subdivision,Registered,1958
22791,19870129,20050913,21629,NW2481,9,Strata,Registered,1986
22792,19850801,20050913,33099,NW905,9,Strata,Registered,1977
22793,19850801,20050913,15517,47728,6,Subdivision,Registered,1975
22794,19850801,20050913,17139,65586,6,Subdivision,Registered,1983
22795,19850801,20050913,23286,11538,2,Explanatory,Registered,1949
22796,19850801,20050913,11643,11016,2,Explanatory,Registered,1948
22797,19900524,20050913,21754,NW3227,9,Strata,Registered,1990
22798,20060210,20060210,1346,BCS01537,9,Strata,Registered,2005
22799,20060214,20060214,6456,BCP18325,3,Reference Plan,Registered,2005
22800,20060214,20060214,6503,BCP20477,3,Reference Plan,Registered,2005
22801,20060222,20060222,5577,BCP17122,3,Reference Plan,Registered,2005
22802,19850827,20070205,17019,6413,6,Subdivision,Registered,1939
22803,19860814,20070308,17801,71986,6,Subdivision,Registered,1986
22804,20070308,20070308,9936,BCP25626,3,Reference Plan,Registered,2006
22805,19871013,20070308,18267,77205,6,Subdivision,Registered,1988
22806,19850801,20070308,19366,9692,6,Subdivision,Registered,1947
22807,20050818,20070307,583,BCP20274,6,Subdivision,Registered,2005
22808,20090922,20091029,22995,BCP42333,6,Subdivision,Registered,2009
22809,20070308,20070308,9935,BCP26909,3,Reference Plan,Registered,2006
22810,20070308,20070308,10161,BCP26851,3,Reference Plan,Registered,2006
22811,20061206,20070308,9904,BCP28192,6,Subdivision,Registered,2006
22812,19950517,20070308,20025,LMP20677,6,Subdivision,Registered,1994
22813,19931029,20070308,19774,LMP14591,6,Subdivision,Registered,1994
22814,20070308,20070308,10101,BCP26043,3,Reference Plan,Registered,2006
22815,19850801,20070308,23838,23192,6,Subdivision,Registered,1961
22816,19850801,20070308,23975,28018,6,Subdivision,Registered,1965
22817,19850801,20070509,25730,57173,4,Right of Way,,
22818,20060317,20070509,5570,BCP16023,4,Right of Way,Registered,2005
22819,19880315,20070509,27665,77260,4,Right of Way,Registered,1988
22820,20010705,20070509,30441,LMP26279,4,Right of Way,Registered,1995
22821,20010508,20070509,28218,82276,4,Right of Way,Registered,1989
22822,19940128,20070509,29631,LMP12956,4,Right of Way,Registered,1994
22823,19860609,20070509,27080,71209,4,Right of Way,Registered,1986
22824,19881202,20070509,27487,75562,4,Right of Way,Registered,1987
22825,19981008,20070509,30505,LMP27292,4,Right of Way,Registered,1996
22826,19980210,20070509,30966,LMP34551,4,Right of Way,Registered,1998
22827,20000313,20070509,31463,LMP41352,4,Right of Way,Registered,1999
22828,19960328,20070509,30269,LMP23882,4,Right of Way,Registered,1995
22829,19860130,20070509,24021,29122,4,Right of Way,Registered,1966
22830,20020321,20070509,31588,LMP42867,4,Right of Way,Registered,1999
22831,19941012,20070509,29846,LMP16267,4,Right of Way,Registered,1994
22832,20030908,20070509,28955,88352,4,Right of Way,Registered,1991
22833,19860416,20070509,24827,45838,4,Right of Way,Registered,1974
22834,20070420,20071123,10575,BCP29083,4,Right of Way,Registered,2007
22835,20070420,20070717,10527,BCP30475,6,Subdivision,Registered,2007
22836,20040615,20070320,6876,BCP13127,6,Subdivision,Registered,2004
22837,20060825,20080306,19467,BCS01816,9,Strata,Registered,2006
22838,20070320,20070320,10386,BCS01959,9,Strata,Registered,2006
22839,19850801,20070322,13704,20789,6,Subdivision,Registered,1959
22840,19880614,20070322,18550,80214,6,Subdivision,Registered,1988
22841,19901022,20070322,19218,88151,6,Subdivision,Registered,1991
22842,20070322,20070509,512,BCP20073,4,Right of Way,Registered,2006
22843,19850801,20070322,16888,62791,6,Subdivision,Registered,1981
22844,19970102,20070418,30624,LMP29383,6,Subdivision,Registered,1996
22845,19850801,20070322,12304,14147,6,Subdivision,Registered,1954
22846,20010212,20070321,20824,LMP46777,6,Subdivision,Registered,2000
22847,19850801,20070321,23897,25370,6,Subdivision,Registered,1963
22848,19850801,20070418,12705,15828,6,Subdivision,Registered,1955
22849,19860602,20070509,26954,70092,4,Right of Way,Registered,1985
22850,20010405,20070509,31374,LMP40444,4,Right of Way,Registered,1998
22851,20010417,20070509,28781,86818,4,Right of Way,Registered,1990
22852,20020926,20070509,32322,LMP52819,4,Right of Way,Registered,2002
22853,20040624,20070509,1453,BCP06520,4,Right of Way,Registered,2003
22854,20020705,20070509,5953,BCP00065,4,Right of Way,Registered,2002
22855,19920408,20070509,30234,LMP2301,4,Right of Way,Registered,1991
22856,19860617,20070509,26625,66686,4,Right of Way,Registered,1983
22857,20061030,20070509,5706,BCP07389,4,Right of Way,Registered,2003
22858,19960322,20070509,30463,LMP26767,4,Right of Way,Registered,1996
22859,19850801,20070509,24279,345045C,4,Right of Way,,
22860,20080303,20080303,3890,BCP05454,4,Right of Way,Registered,2003
22861,20080226,20080226,3213,BCP06071,3,Reference Plan,Registered,2003
22862,19850801,20070611,14895,38815,6,Subdivision,Registered,1971
22863,19850801,20070611,17491,69179,6,Subdivision,Registered,1985
22864,19850801,20070611,17522,69486,6,Subdivision,Registered,1985
22865,19850801,20070611,13866,2213,6,Subdivision,Registered,1912
22866,19850801,20071210,15407,46325,6,Subdivision,Registered,1974
22867,19860801,20071210,24654,42999,4,Right of Way,Registered,1974
22868,20070221,20071113,6651,BCP26521,4,Right of Way,Registered,2006
22869,19951121,20070509,28138,81536,4,Right of Way,Unknown,
22870,19860516,20070509,24584,41963,4,Right of Way,Registered,1972
22871,20030317,20070509,31608,LMP43197,4,Right of Way,Registered,1999
22872,20020708,20070509,32192,LMP51098,4,Right of Way,Registered,2001
22873,19860423,20070509,24876,46411,4,Right of Way,Registered,1978
22874,20020827,20070509,31806,LMP46222,4,Right of Way,Registered,2000
22875,19881121,20070509,27013,70747,4,Right of Way,Registered,1985
22876,19860530,20070509,26114,61581,4,Right of Way,Registered,1981
22877,19860807,20070509,24210,33319,4,Right of Way,Registered,1968
22878,19851017,20070403,14297,29537,6,Subdivision,Registered,1966
22879,19870622,20070403,27362,74320,3,Reference Plan,Registered,1987
22880,19851105,20070403,15851,52231,3,Reference Plan,Registered,1977
22881,19851017,20070403,11827,11985,2,Explanatory,Registered,1950
22882,20050913,20070403,31251,LMP38772,3,Reference Plan,Registered,1998
22883,19930107,20070403,20101,LMP23985,6,Subdivision,Registered,1995
22884,20070403,20070815,10504,BCP31356,6,Subdivision,Registered,2007
22885,19851016,20070403,15095,41612,6,Subdivision,Registered,1972
22886,19850801,20070329,11479,10177,3,Reference Plan,Registered,1946
22887,19850801,20070906,13716,20855,6,Subdivision,Registered,1959
22888,19990830,20070906,29470,LMP10618,4,Right of Way,Registered,1993
22889,20050913,20070906,20188,LMP26788,3,Reference Plan,Registered,1996
22890,20070910,20081212,10863,BCP31554,6,Subdivision,Registered,2007
22891,20020815,20070906,31547,LMP42271,4,Right of Way,Registered,1999
22892,20020812,20070906,31546,LMP42270,3,Reference Plan,Registered,1998
22893,20071220,20071220,11368,BCP33459,3,Reference Plan,Registered,2007
22894,19971027,20070906,23436,13889,6,Subdivision,Registered,1953
22895,20080103,20080103,6993,LMP54523,2,Explanatory,Registered,2002
22896,20080103,20080304,7956,BCP02335,2,Explanatory,Registered,2002
22897,20021024,20080103,6102,BCP00090,4,Right of Way,Registered,2002
22898,20090729,20100121,22915,BCP43306,6,Subdivision,Registered,2009
22899,20080226,20080226,3208,BCP05880,4,Right of Way,Registered,2003
22900,19941017,20070510,32746,LMS1504,9,Strata,Registered,1994
22901,19850801,20070510,12151,13542,2,Explanatory,Registered,1953
22902,19850801,20070510,16686,60960,6,Subdivision,Registered,1981
22903,19860214,20070510,17785,71800,6,Subdivision,Registered,1986
22904,19900511,20070510,19007,86038,6,Subdivision,Registered,1990
22905,20070510,20071011,10650,BCP32507,6,Subdivision,Registered,2007
22906,20070515,20071122,10643,BCP29947,4,Right of Way,Registered,2007
22907,19850801,20070515,14476,3255,3,Reference Plan,Registered,1913
22908,20071119,20071119,11297,BCP32890,3,Reference Plan,Registered,2007
22909,20071119,20071119,11258,BCP24349,3,Reference Plan,Registered,2007
22910,20070528,20070528,26056,61018,4,Right of Way,Registered,1986
22911,20070529,20070924,10697,BCP32058,6,Subdivision,Registered,2007
22912,20070528,20070528,25075,49241,4,Right of Way,Registered,1976
22913,20070528,20070528,11880,12286,4,Right of Way,Registered,1971
22914,20070528,20070528,24501,40054,4,Right of Way,Registered,1977
22915,20070601,20080110,10655,BCP29954,4,Right of Way,Registered,2007
22916,19850801,20071210,24102,30494,6,Subdivision,Registered,1966
22917,20040617,20071210,20656,LMP41132,3,Reference Plan,Registered,1999
22918,20080109,20080109,11269,BCP22976,4,Right of Way,Registered,2006
22919,20071002,20071129,7631,BCP24615,2,Explanatory,Registered,2006
22920,20070122,20071129,7625,BCP15704,3,Reference Plan,Registered,2005
22921,20070423,20080110,10579,BCP29084,4,Right of Way,Registered,2007
22922,19850801,20071129,25425,5388,3,Reference Plan,Registered,1933
22923,20030213,20070509,32194,LMP51158,4,Right of Way,Initiated,2001
22924,19930122,20070509,32456,LMP7166,4,Right of Way,Registered,1993
22925,20010326,20070509,31111,LMP36743,4,Right of Way,Registered,1998
22926,19860423,20070509,25883,58960,4,Right of Way,Registered,1980
22927,19850801,20070509,24360,363796C,4,Right of Way,,
22928,19860409,20070509,26945,69955,4,Right of Way,Registered,1985
22929,20020306,20070509,31803,LMP46203,4,Right of Way,Registered,9999
22930,19860408,20070509,25722,57124,4,Right of Way,Registered,1986
22931,19850801,20070509,24164,318964C,4,Right of Way,,
22932,19860326,20070509,25220,51398,4,Right of Way,Registered,1976
22933,19920403,20070509,30856,LMP3301,4,Right of Way,Registered,1992
22934,20030912,20070509,2534,BCP05557,4,Right of Way,Registered,2003
22935,19860606,20070509,23397,13440,4,Right of Way,Registered,1954
22936,19920511,20070509,28634,85877,4,Right of Way,Registered,1990
22937,19860128,20070509,26360,63934,4,Right of Way,Registered,1983
22938,19920309,20080304,29390,LMP01243,4,Right of Way,Registered,1991
22939,19860129,20070509,24054,30035,4,Right of Way,Registered,1966
22940,20040624,20070509,29089,BCP07657,4,Right of Way,Registered,2003
22941,20010425,20070509,29727,LMP14403,4,Right of Way,Registered,1994
22942,19860926,20070509,26021,60486,4,Right of Way,Registered,1980
22943,19950111,20070509,29883,LMP16876,4,Right of Way,Registered,1994
22944,20010409,20070509,30090,LMP20121,4,Right of Way,Registered,1994
22945,19850801,20050913,15297,44504,6,Subdivision,Registered,1973
22946,19850801,20050913,14143,2661,6,Subdivision,Registered,1913
22947,19921001,20050913,32464,LMP7260,3,Reference Plan,Registered,1992
22948,19850801,20050913,12037,13056,2,Explanatory,Registered,1952
22949,20010202,20050913,20763,LMP44485,6,Subdivision,Registered,1999
22950,20060216,20060216,6005,BCP15012,3,Reference Plan,Registered,2004
22951,20060221,20060221,30830,LMP32732,3,Reference Plan,Registered,1997
22952,20060221,20060901,4155,BCP21372,3,Reference Plan,Registered,2005
22953,20060223,20060613,9260,BCP21738,6,Subdivision,Registered,2006
22954,20060529,20070209,9490,BCP24050,6,Subdivision,Registered,2006
22955,20060223,20060815,910,BCP22143,6,Subdivision,Registered,2006
22956,20060228,20070413,2855,BCP18260,3,Reference Plan,Registered,2005
22957,20060228,20060228,19462,BCS01661,9,Strata,Registered,2005
22958,20060228,20060228,2837,BCP14246,3,Reference Plan,Registered,2004
22959,20060301,20060421,3026,BCP21915,6,Subdivision,Registered,2006
22960,19881205,20070509,26897,69396,4,Right of Way,Registered,1985
22961,19860624,20070509,25853,58598,4,Right of Way,Partial Release,1980
22962,19850920,20070509,24265,343766C,4,Right of Way,,
22963,19920413,20070509,30300,LMP2427,4,Right of Way,Registered,1995
22964,19930318,20070509,32364,LMP5525,4,Right of Way,,
22965,20010327,20070509,29821,LMP15919,4,Right of Way,Registered,1994
22966,19930513,20070509,28840,87229,4,Right of Way,Registered,1990
22967,20061109,20070509,9246,BCP26627,4,Right of Way,Registered,2005
22968,19911125,20070509,29794,LMP1549,4,Right of Way,Registered,1991
22969,19860120,20070509,24905,46658,4,Right of Way,Registered,1974
22970,19850801,20070509,24306,349284C,4,Right of Way,,
22971,20041007,20070509,24516,40371,4,Right of Way,Registered,1971
22972,19860811,20070509,25865,58728,4,Right of Way,Registered,1980
22973,20050913,20060127,19239,886,6,Subdivision,Registered,1904
22974,19860224,20050913,27025,70829,3,Reference Plan,Registered,1986
22975,19890419,20050913,27921,79279,3,Reference Plan,Registered,1988
22976,19950901,20050913,32798,LMS2068,9,Strata,Registered,1995
22977,19850801,20050913,13814,2142,6,Subdivision,Registered,1912
22978,19860324,20050913,17745,71477,6,Subdivision,Registered,1986
22979,19850801,20050913,14943,39521,2,Explanatory,Registered,1971
22980,19850801,20050913,13514,19534,6,Subdivision,Registered,1958
22981,19850801,20050913,13967,23762,6,Subdivision,Registered,1961
22982,20020517,20070525,1503,BCP00446,3,Reference Plan,Registered,2002
22983,19850801,20050913,13365,18891,6,Subdivision,Registered,1958
22984,19850801,20050913,12000,12882,6,Subdivision,Registered,1952
22985,20050913,20070501,23750,2038,0,Bylaw,Registered,
22986,19850801,20050913,13007,17152,6,Subdivision,Registered,1956
22987,19850801,20050913,12659,15629,6,Subdivision,Registered,1955
22988,19850801,20050913,13266,18421,6,Subdivision,Registered,1958
22989,19850801,20050913,13548,19712,6,Subdivision,Registered,1957
22990,19850801,20050913,21590,NW2254,9,Strata,Registered,1985
22991,19850801,20050913,14086,25686,2,Explanatory,Registered,1963
22992,19920218,20050913,20618,LMP3977,6,Subdivision,Registered,1992
22993,19850801,20050913,13660,20540,6,Subdivision,Registered,1959
22994,19850801,20050913,13542,19698,6,Subdivision,Registered,1958
22995,19930421,20050913,29570,LMP12031,6,Subdivision,Registered,1993
22996,19850801,20050913,14222,28269,6,Subdivision,Registered,1965
22997,20050119,20050913,3004,BCP01036,3,Reference Plan,Registered,2002
22998,19850801,20050913,33202,U63499E,7,Title,Registered,1982
22999,19850801,20050913,24099,30482,3,Reference Plan,Registered,1966
23000,19850801,20050913,15333,45342,6,Subdivision,Registered,1974
23001,19850801,20050913,12872,16577,6,Subdivision,Registered,1956
23002,19850801,20050913,15376,45909,6,Subdivision,Registered,1974
23003,19850801,20050913,15571,48613,6,Subdivision,Registered,1975
23004,19850801,20050913,12405,14598,6,Subdivision,Registered,1954
23005,19860429,20050913,17763,71622,6,Subdivision,Registered,1986
23006,20070625,20070821,10887,BCP31271,3,Reference Plan,Registered,2007
23007,20021007,20030121,7002,BCP01910,6,Subdivision,Registered,2002
23008,19850801,20050913,23305,11968,6,Subdivision,Registered,1950
23009,19850801,20050913,12752,16040,2,Explanatory,Registered,1955
23010,19850801,20050913,24466,39439,3,Reference Plan,Registered,1971
23011,20040823,20041214,3735,BCP13082,3,Reference Plan,Registered,2004
23012,19900404,20070509,28499,84501,4,Right of Way,Registered,1990
23013,19900412,20070509,28517,84580,4,Right of Way,Initiated,
23014,19860617,20070509,26642,66823,4,Right of Way,Registered,1983
23015,19860616,20070509,26953,70074,4,Right of Way,Registered,1985
23016,19860623,20070509,25072,49227,4,Right of Way,Registered,1976
23017,19920525,20070509,31309,LMP3966,4,Right of Way,Registered,1992
23018,20050126,20070509,71,BCP14860,4,Right of Way,Registered,2005
23019,19920528,20070509,30703,LMP3075,4,Right of Way,Registered,1992
23020,20010223,20070523,31950,LMP48276,3,Reference Plan,Registered,2000
23021,19900906,20070615,33125,NWP88363,4,Right of Way,Registered,1991
23022,19850801,20070523,26232,62662,0,Bylaw,Registered,1981
23023,20050913,20070523,32721,LMS1308,9,Strata,Registered,1994
23024,19860529,20070523,17807,72056,6,Subdivision,Registered,1986
23025,19850801,20070523,28936,8817,6,Subdivision,Registered,1946
23026,20070523,20070523,27004,70658,0,Bylaw,Registered,1986
23027,19950601,20070523,31286,LMP39141,3,Reference Plan,Registered,1998
23028,19850801,20070523,24642,42862,6,Subdivision,Registered,1972
23029,19950127,20070523,30136,LMP20814,3,Reference Plan,Registered,1994
23030,19870415,20070523,27105,71581,2,Explanatory,Registered,1986
23031,19991013,20070523,31166,LMP37456,3,Reference Plan,Registered,1998
23032,20070809,20070821,2007,BCP31552,6,Subdivision,Registered,2007
23033,19850801,20070523,25184,50692,0,Bylaw,Registered,1974
23034,19850801,20070523,13269,18445,6,Subdivision,Registered,1959
23035,19850801,20070523,13168,1803,6,Subdivision,Registered,1911
23036,20070829,20070829,10838,BCP30425,4,Right of Way,Registered,2007
23037,20070829,20070829,10918,BCP30713,4,Right of Way,Registered,2007
23038,20070824,20080109,11041,BCP33811,6,Subdivision,Registered,2007
23039,20070829,20070829,10837,BCP30424,4,Right of Way,Registered,2007
23040,20070907,20070907,10864,BCP31663,6,Subdivision,Registered,2007
23041,20070907,20080306,11084,BCS02316,9,Strata,Registered,2007
23042,20070907,20080306,11083,BCS02315,9,Strata,Registered,2007
23043,19850801,20071220,14224,28296,3,Reference Plan,Registered,1965
23044,20020304,20070911,32262,LMP52046,3,Reference Plan,Registered,2001
23045,19860623,20071217,25028,48596,4,Right of Way,Registered,1975
23046,20080111,20080307,29053,BB599129,7,Title,City Initiated (Pre-EC),2007
23047,20080118,20080118,9412,BCP25399,2,Explanatory,Registered,2007
23048,20080115,20080115,10041,BCP28918,2,Explanatory,Registered,2007
23049,20040115,20070509,2315,BCP01709,4,Right of Way,Registered,2002
23050,19960808,20070509,25453,54110,4,Right of Way,Registered,1978
23051,19920205,20070509,30114,LMP2038,4,Right of Way,Registered,1991
23052,19881109,20070509,27252,72966,4,Right of Way,Registered,1986
23053,19870108,20070509,27294,73346,4,Right of Way,Registered,1986
23054,19980918,20070509,30608,LMP29191,4,Right of Way,Registered,1996
23055,19951121,20070509,27561,76298,4,Right of Way,Unknown,
23056,19921007,20070509,32445,LMP6964,4,Right of Way,Registered,1992
23057,20070515,20080116,10608,BCP29326,4,Right of Way,Registered,2007
23058,19851204,20070515,27036,70896,6,Subdivision,Registered,1985
23059,20090203,20090317,22611,BCP40220,3,Reference Plan,Registered,2009
23060,20070608,20080201,10758,BCP30018,4,Right of Way,Registered,2007
23061,20090203,20090416,22612,BCP40423,3,Reference Plan,Registered,2009
23062,20090203,20090330,22561,BCP40051,6,Subdivision,Registered,2009
23063,20090212,20090212,22627,EPP01829,3,Reference Plan,Registered,2009
23064,20090212,20090212,22625,EPP01828,3,Reference Plan,Registered,2009
23065,20080201,20080201,7686,BCP20096,4,Right of Way,Registered,2005
23066,19850801,20070612,19312,9325,6,Subdivision,Registered,1947
23067,20070612,20070809,10728,BCP31159,6,Subdivision,Registered,2007
23068,19850801,20070613,11779,11752,6,Subdivision,Registered,1950
23069,19850801,20070613,15424,46531,6,Subdivision,Registered,1974
23070,20070613,20070820,10789,BCP31567,6,Subdivision,Registered,2007
23071,20070613,20070821,10800,BCP31097,3,Reference Plan,Registered,2007
23072,20070613,20070821,10802,BCP30948,3,Reference Plan,Registered,2007
23073,20030304,20070613,32258,LMP51972,4,Right of Way,Registered,2001
23074,19980318,20070613,30738,LMP3120,4,Right of Way,Registered,1992
23075,19850801,20070530,24224,334191C,4,Right of Way,,
23076,19900730,20070906,19111,86811,6,Subdivision,Registered,1990
23077,20021011,20080103,1924,BCP02447,4,Right of Way,Registered,2002
23078,19930329,20070906,32526,LMP8700,4,Right of Way,Registered,1993
23079,19930329,20070906,19537,LMP10617,6,Subdivision,Registered,1993
23080,19880106,20070831,18283,77379,6,Subdivision,Registered,1988
23081,20040521,20070509,106,BCP04818,4,Right of Way,Registered,2003
23082,20060531,20080114,9444,BCP23409,4,Right of Way,Registered,2006
23083,20010507,20070509,31734,LMP45103,4,Right of Way,Registered,2000
23084,20030707,20080304,29400,LMP01307,4,Right of Way,Registered,1991
23085,19910417,20070509,28913,87873,4,Right of Way,Registered,1991
23086,20060316,20070509,9388,BCP21949,4,Right of Way,Registered,2006
23087,19860807,20070509,25227,51593,4,Right of Way,Registered,1977
23088,20010426,20070509,30495,LMP27190,4,Right of Way,Registered,1996
23089,20000210,20070509,31284,LMP39089,4,Right of Way,Registered,1999
23090,19850801,20070509,24273,344639C,4,Right of Way,,
23091,19860721,20070509,27177,72224,4,Right of Way,Registered,1987
23092,19881122,20070509,27418,74870,4,Right of Way,Registered,1987
23093,20041013,20070509,4630,BCP09385,4,Right of Way,Registered,2004
23094,20030624,20080717,56,BCP04859,4,Right of Way,Registered,2003
23095,19860508,20070509,27023,70826,4,Right of Way,Registered,1986
23096,19881107,20070509,17842,72423,4,Right of Way,Registered,1986
23097,19930512,20070509,28851,87286,4,Right of Way,Registered,1990
23098,19860321,20070509,24371,366303C,4,Right of Way,,
23099,19920312,20070509,30797,LMP3216,4,Right of Way,Registered,1992
23100,20040624,20070509,3015,BCP06852,4,Right of Way,Registered,2004
23101,19880601,20070509,27709,77670,4,Right of Way,Registered,1988
23102,20010508,20070509,30884,LMP33360,4,Right of Way,Registered,1997
23103,19860603,20070509,12564,15179,4,Right of Way,,
23104,19860619,20070509,26072,61109,4,Right of Way,Registered,1981
23105,19860930,20070509,26610,66521,4,Right of Way,Registered,1983
23106,19920115,20080304,29310,LMP00635,4,Right of Way,Initiated,
23107,19930913,20070509,32582,LMP9777,4,Right of Way,Unknown,
23108,19881220,20070509,27996,80075,4,Right of Way,Registered,1988
23109,19910208,20070509,27732,77874,4,Right of Way,Registered,1988
23110,19851219,20070509,25598,55761,4,Right of Way,Registered,1978
23111,19860204,20070509,26049,60962,4,Right of Way,Registered,1981
23112,20050225,20070509,29076,BCP05822,4,Right of Way,Registered,2003
23113,19860128,20070509,24652,42966,4,Right of Way,Registered,1973
23114,19870715,20070509,27433,75044,4,Right of Way,Registered,1987
23115,19860812,20070509,24736,44343,4,Right of Way,Registered,1973
23116,19860213,20070509,25440,53966,4,Right of Way,Registered,1977
23117,20040415,20070509,3180,BCP00253,4,Right of Way,Registered,2002
23118,19860724,20070509,27155,72042,4,Right of Way,Registered,1986
23119,20020726,20070509,31190,LMP37893,4,Right of Way,Initiated,2002
23120,19860520,20070509,23734,19734,4,Right of Way,Registered,1959
23121,19950921,20070509,30324,LMP24575,4,Right of Way,Registered,1995
23122,20010328,20070509,32385,LMP6049,4,Right of Way,Registered,1992
23123,19870921,20070509,27428,74953,4,Right of Way,Registered,1987
23124,19850801,20050913,12562,15171,2,Explanatory,Registered,1956
23125,19850801,20050913,11755,11635,6,Subdivision,Registered,1950
23126,19850801,20050913,12188,13691,2,Explanatory,Registered,1954
23127,19850801,20020405,12442,14704,6,Subdivision,Registered,1954
23128,20020813,20021114,560,BCP00434,3,Reference Plan,Registered,2002
23129,19880203,20050913,18487,79461,6,Subdivision,Registered,1988
23130,19850801,20050913,15497,47426,6,Subdivision,Registered,1974
23131,19860917,20050913,17887,72880,6,Subdivision,Registered,1986
23132,19930120,20050913,32487,LMP7809,3,Reference Plan,Registered,1992
23133,19850801,20050913,12889,16657,6,Subdivision,Registered,1956
23134,19850801,20050913,15005,40354,6,Subdivision,Registered,1971
23135,20040316,20080710,6834,LMS04530,9,Strata,Registered,2002
23136,19850801,20050913,19409,9956,6,Subdivision,Registered,1948
23137,19920212,20050913,32532,LMP8807,6,Subdivision,Registered,1993
