,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,DESIGNATION,FACILITYID,GIS_ENTRY_STAGE,GREENWAY,LEGACYID,LIFECYCLE_COST,LOCATION,MATERIAL,MOD_DATE,OWNER,PROJECT_NO,STATUS,WARRANTYDATE,WIDTH,YR,YTD_COST
255,,,,20130215,Residential,1001567424,Final AB,No,,,Arterial,Concrete,20180307,Surrey,1709-3090-00,In Service,,1.5,2012,
256,,,20180219,20150309,Residential,1001811812,,No,1001071516,0,Arterial,Concrete,20180220,Surrey,,In Service,,1.5,1971,0
257,,,20180219,20150715,City Facility,1001830961,Final AB,No,,,Arterial,Concrete,20180220,Surrey,3809-6040-00,In Service,,2.5,2015,
258,,9,20180219,20170831,,1001945125,,No,,,,Concrete,20180220,Surrey,,In Service,,1.5,2001,
259,Digitized via 2016 Air Photo,,,20161028,Commercial,1001895585,,No,1001895583,0,,Concrete,20180808,Surrey,,In Service,,1.5,1974,0
260,,,,,School,1001068039,,No,,,Arterial,,20180305,Surrey,,In Service,,,1973,
261,,,,20151026,Residential,1001804462,Final AB,No,1001804461,0,Collector,Concrete,20180808,Surrey,7813-0280-00,In Service,,1.7999999523162842,2015,0
262,,,,20151026,Residential,1001804384,Final AB,No,,,Local,Concrete,20180808,Surrey,7813-0280-00,In Service,,1.5,2015,
263,,,20180228,,Residential,1001067509,,No,,,Arterial,Concrete,20180808,Surrey,,In Service,,1.5,1998,
264,,,,,Residential,1001067077,,No,,,,Concrete,20180313,Surrey,,In Service,,1.5,1994,
265,,,,,Residential,1001074783,,No,,,,Concrete,20180313,Surrey,,In Service,,1.5,1991,
266,,,,,Residential,1001061767,,No,,,,,20180313,Surrey,,In Service,,,1973,
267,,,,,Residential,1001072029,,No,,,,,20180313,Surrey,,In Service,,,1991,
268,,,20180320,20170626,Commercial,1001937517,,No,1001065159,0,Arterial,Concrete,20180322,Surrey,,In Service,,,1994,0
269,,,20180320,20170626,Residential,1001937527,,No,1001061838,0,,Concrete,20180322,Surrey,,In Service,,1.5,1993,0
270,,,20180320,20170626,Residential,1001937534,,No,1001074573,0,Collector,Concrete,20180322,Surrey,,In Service,,1.5,1986,0
271,Digitized via 2015 image,,20180320,20170626,Residential,1001937541,,No,1001838794,0,Collector,,20180322,Surrey,,In Service,,,1994,0
272,,,20180321,20170831,Residential,1001944982,,No,,,,Concrete,20180322,Surrey,,In Service,,1.5,1974,
273,,9,20180321,20170831,,1001944984,,No,,,,Concrete,20180322,Surrey,,In Service,,1.5,1984,
274,,,20180321,20170831,Residential,1001944988,,No,,,,Concrete,20180322,Surrey,,In Service,,1.5,2001,
275,,,20180321,20170831,Residential,1001944989,,No,,,,Concrete,20180322,Surrey,,In Service,,1.5,2001,
276,,9,20180321,20170831,,1001944991,,No,,,,,20180322,Surrey,,In Service,,,2001,
277,,,20180321,20170831,Residential,1001944992,,,,,,Concrete,20180322,Surrey,,In Service,,1.5,,
278,,9,20180321,20170831,,1001944993,,No,,,,Concrete,20180322,Surrey,,In Service,,1.5,1973,
279,,,20180321,20170831,Residential,1001944995,,No,,,,Concrete,20180322,Surrey,,In Service,,1.5,1976,
280,,,20180321,20170831,Residential,1001944998,,No,,,Collector,Concrete,20180322,Surrey,,In Service,,1.5,1996,
281,,,20180321,20170831,Residential,1001945034,,,,,,Concrete,20180322,Surrey,,In Service,,1.5,,
282,,,20180321,20170831,Residential,1001945036,,No,,,,Concrete,20180322,Surrey,,In Service,,1.5,2004,
283,,,20180321,20170831,Residential,1001945037,,No,,,,Concrete,20180322,Surrey,,In Service,,1.5,2004,
284,,,20180321,20170831,Residential,1001945292,,,,,,Concrete,20180322,Surrey,,In Service,,1.5,1974,
285,,,20180321,20170831,Residential,1001945467,,,,,,Concrete,20180322,Surrey,,In Service,,1.5,,
286,,,20180321,20170831,Residential,1001945480,,,,,,Concrete,20180322,Surrey,,In Service,,1.5,2005,
287,,,20180321,20170831,Residential,1001945492,,,,,,Concrete,20180322,Surrey,,In Service,,1.5,1974,
288,,,20180321,20170831,Residential,1001945724,,,,,,,20180322,Surrey,,In Service,,,,
289,,,20180321,20170831,Residential,1001945772,,,,,,Concrete,20180322,Surrey,,In Service,,1.5,2000,
290,,,,,Residential,1001061887,,No,,,,,20180306,Surrey,,In Service,,,1983,
291,,,,,Residential,1001065068,,No,,,,,20180306,Surrey,,In Service,,,1981,
292,,9,20180320,20170831,Residential,1001945796,,No,,0,Arterial,Concrete,20180322,Surrey,,In Service,,1.5,2002,0
293,,,20180321,20170907,Residential,1001946262,,No,1001946261,0,,,20180322,Surrey,,In Service,,,1973,0
294,,,,,Residential,1001073578,,No,,,Arterial,Asphalt,20180419,Surrey,,In Service,,1.5,,
295,,,,,City Facility,1001065041,,No,,,,,20180419,Surrey,,In Service,,,2002,
296,,,,,City Facility,1001060738,,No,,,,,20180419,Surrey,,In Service,,,2001,
297,,,,,Residential,1001065801,,No,,,,,20180419,Surrey,,In Service,,,1999,
298,,,,,Residential,1001072409,,No,,,,,20180419,Surrey,,In Service,,,1998,
299,,,20180219,20130607,Residential,1001064736,,No,,,Collector,Concrete,20180419,Surrey,,In Service,,,2001,
300,,,,,Residential,1001060885,,No,,,Arterial,,20180419,Surrey,,In Service,,,2001,
301,,,,,City Facility,1001074910,Final AB,No,,,Arterial,Concrete,20180327,Surrey,,In Service,,,1998,
302,,9,,20170831,,1001945367,,,,,,Concrete,20180222,Surrey,,In Service,,1.5,1979,
303,,,,,Commercial,1001061869,,No,,,Arterial,,20180228,Surrey,,In Service,,,1992,
304,,,,20110117,Commercial,1001187041,Final AB,No,1001187040,,Arterial,Concrete,20180228,Surrey,7808-0078-00,In Service,,5.139999866485596,2010,
305,,,,,City Facility,1001067730,Initial AB,No,,,Arterial,Concrete,20180228,Surrey,1706-3020-00,In Service,,1.5,2009,
306,,,,20110224,Residential,1001189889,Final AB,,,,Arterial,Concrete,20180228,Surrey,1706-3020-00,In Service,,1.5,2009,
307,WITH CONC BLVD STRIP,,,20110224,Commercial,1001189891,Final AB,,,,Arterial,Concrete,20180228,Surrey,1706-3020-00,In Service,,1.5,2009,
308,WITH CONC. BLVD STRIP,,,20110225,Residential,1001189899,Final AB,,,,Arterial,Concrete,20180228,Surrey,1706-3020-00,In Service,,1.5,2009,
309,,,,20110225,Residential,1001189905,Final AB,No,1001070142,,Arterial,Concrete,20180228,Surrey,,In Service,,2,1987,
310,,,,,Commercial,1001064195,,No,,,Arterial,Concrete,20180228,Surrey,,In Service,,,1963,
311,,,,,City Facility,1001065097,,No,,,Collector,,20180228,Surrey,,In Service,,,2011,
312,,,,,Commercial,1001061911,,No,,,Collector,,20180228,Surrey,,In Service,,,2011,
313,,,,,Commercial,1001072166,,No,,,Arterial,,20180228,Surrey,,In Service,,,1968,
314,,,,,Residential,1001067641,Final AB,No,,,Arterial,Concrete,20180228,Surrey,,In Service,,2,1987,
315,,,,,Commercial,1001065543,,No,,,Arterial,,20180228,Surrey,,In Service,,,2012,
316,,,,,Commercial,1001063380,,No,,,,Concrete,20180228,Private,,In Service,,,1963,
317,,,,,Residential,1001070695,,No,,,Arterial,Concrete,20180228,Surrey,,In Service,,,1963,
318,,,,,City Facility,1001072092,,No,,,,,20180419,Surrey,,In Service,,,2006,
319,,,,20091016,Residential,1001134914,,No,,,Arterial,Concrete,20180228,Surrey,7805-0363-00,In Service,,2,2009,
320,,,,20091016,Residential,1001134913,,No,,,Arterial,,20180228,Surrey,7805-0363-00,In Service,,,2009,
321,,,,,Commercial,1001069373,,No,,,Arterial,,20180228,Surrey,,In Service,,,1968,
322,,,,20100301,Commercial,1001151309,,No,,,Collector,Concrete,20180228,Surrey,,In Service,,,1963,
323,,,,,Residential,1001067336,,No,,,,,20180419,Surrey,,In Service,,,2000,
324,,,,,Residential,1001072809,,No,,,,,20180419,Surrey,,In Service,,,2001,
325,Digitized from 2014 Ortho photos,,,20140908,Residential,1001779402,,No,1001063002,0,,,20180419,Surrey,,In Service,,,2005,0
326,,,20180221,,Commercial,1001062618,Final AB,No,,,,Concrete,20180223,Surrey,,In Service,,,1992,
327,Digitized Via 2016 Air Photo,,,,Residential,1001063428,,No,,,,Concrete,20180307,Surrey,,In Service,,1.5,1992,
328,,,,20140911,Residential,1001780596,EC,No,,,,Concrete,20180419,Surrey,7811-0241-00,In Service,,1.5,2014,
329,,,,20140911,Residential,1001780597,EC,No,1001779401,0,,Concrete,20180419,Surrey,7811-0241-00,In Service,,1.7999999523162842,2014,0
330,,,,20140911,Residential,1001780610,EC,No,,,,Concrete,20180419,Surrey,7811-0241-00,In Service,,1.5,2014,
331,,,,20111013,Residential,1001215637,Final AB,No,,,,Concrete,20180227,Surrey,1707-3030-00,In Service,,1.5,2009,
332,,,,20111013,Residential,1001215638,Final AB,No,,,,Asphalt,20180227,Surrey,1707-3030-00,In Service,,,2009,
333,,,,20111012,Commercial,1001215575,,No,1001074303,,Arterial,,20180227,Surrey,,In Service,,,1967,
334,,,,20130514,Residential,1001595120,Final AB,No,,,Collector,Concrete,20180227,Surrey,7810-0172-00,In Service,,1.5,2013,
335,,,20180220,20140916,Residential,1001780846,,No,1001061844,0,,,20180419,Surrey,,In Service,,,2002,0
336,,,,20170221,Residential,1001907729,,No,1001060669,0,Arterial,,20180227,Surrey,,In Service,,,1974,0
337,,,,20170221,Residential,1001907730,,No,1001060669,0,Collector,,20180227,Surrey,,In Service,,,1974,0
338,,,,20131009,Residential,1001713673,,No,1001072263,,Collector,,20180227,Surrey,,In Service,,,1966,
339,,,20180220,20140916,Residential,1001780847,,No,1001061844,0,,,20180419,Surrey,,In Service,,,2001,0
340,Digitized from 2014 Ortho photos,,,20140916,Residential,1001780852,Initial AB,No,,,,Concrete,20180419,Surrey,,In Service,,1.5,2001,
341,,9,,20160719,Residential,1001883815,Final AB,No,,,Local,Concrete,20180419,Surrey,3815-6100-00,In Service,,1.5,2015,
342,,,,20170220,City Facility,1001907304,,No,1001150321,0,,,20180419,Surrey,,In Service,,,2001,0
343,,,,20141113,Residential,1001796960,EC,No,,,,Asphalt,20180227,Surrey,3814-4070-00,In Service,,1.5,1973,
344,,,,20170221,Residential,1001907391,,No,1001068817,0,,,20180419,Surrey,,In Service,,,2001,0
345,,,,20170227,City Facility,1001909353,,No,1001066763,0,,,20180419,Surrey,,In Service,,,2001,0
346,,,,20170228,Commercial,1001909986,,No,1001060669,0,Collector,,20180227,Surrey,,In Service,,,1974,0
347,,,,20170228,Commercial,1001909987,,No,1001071958,0,Collector,Concrete,20180227,Surrey,,In Service,,2,1973,0
348,,,,20100302,Residential,1001151532,,,,,Collector,,20180227,Surrey,,In Service,,,1966,
349,,,,20160907,Residential,1001891027,,No,1001068851,0,Arterial,,20180227,Surrey,,In Service,,,1966,0
350,,,,20160907,Residential,1001891145,Initial AB,No,,,Collector,Concrete,20180227,Surrey,3814-6060-00,In Service,,,2015,
351,,,,20170227,City Facility,1001909354,,No,1001068107,0,,,20180419,Surrey,,In Service,,,2001,0
352,,,,20170227,City Facility,1001909355,,No,1001065506,0,,,20180419,Surrey,,In Service,,,2004,0
353,,,,20170227,City Facility,1001909364,,No,1001074918,0,,,20180419,Surrey,,In Service,,,2001,0
354,,,,20170228,Residential,1001909884,,No,1001074668,0,,Concrete,20180227,Surrey,,In Service,,1.5,2004,0
355,,,,,School,1001073895,,No,,,Arterial,,20180305,Surrey,,In Service,,,1973,
356,,,,,Residential,1001066084,,No,,,Arterial,Asphalt,20180305,Surrey,,In Service,,1.5,1973,
357,,,,20170228,Residential,1001910003,,No,1001906959,0,Arterial,Asphalt,20180227,Surrey,,In Service,,1.5,1964,0
358,,,,20170228,Residential,1001910018,,No,1001074256,0,,,20180227,Surrey,,In Service,,,1967,0
359,,,,20170228,Commercial,1001910019,,No,1001067221,0,,,20180227,Surrey,,In Service,,,1969,0
360,,,,20170228,Residential,1001910021,,No,1001073700,0,Collector,,20180227,Surrey,,In Service,,,2015,0
361,,,,20170228,Residential,1001910022,,No,1001074691,0,Collector,,20180227,Surrey,,In Service,,,1968,0
362,,,,,Commercial,1001060673,,No,,,Arterial,,20180305,Surrey,,In Service,,,1973,
363,,,,20170228,Residential,1001910023,,No,1001060879,0,Collector,,20180227,Surrey,,In Service,,,1968,0
364,,,,20170831,Residential,1001945710,,,,,Arterial,Asphalt,20180227,Surrey,,In Service,,1.2000000476837158,1964,
365,,9,,20170831,,1001945774,,,,,,Gravel ,20180227,Surrey,,In Service,,1,1972,
366,,,,20171005,School,1001949743,,No,1001906956,0,Arterial,Asphalt,20180227,Surrey,,In Service,,1.5,1997,0
367,,,,20171006,Commercial,1001950155,,No,1001073295,0,Arterial,Concrete,20180227,Surrey,,In Service,,1.5,1966,0
368,,,,,Residential,1001071096,,No,,,Collector,,20180305,Surrey,,In Service,,,1973,
369,,,,,City Facility,1001071536,,No,,,,,20180305,Surrey,,In Service,,,1971,
370,,,,,Residential,1001068777,,No,,,Collector,Concrete,20180305,Surrey,,In Service,,1.5,1973,
371,,,,,Residential,1001071396,,No,,,,,20180227,Surrey,,In Service,,,1961,
372,,,,20100302,Residential,1001151562,,,,,,,20180227,Surrey,,In Service,,,1973,
373,,,,,Residential,1001063077,,No,,,,Concrete,20180305,Surrey,,In Service,,1.5,1971,
374,,,,,Commercial,1001061686,,No,,,Arterial,,20180305,Surrey,,In Service,,,1973,
375,,,,20100302,Residential,1001151565,,,,,,,20180227,Surrey,,In Service,,,1973,
376,Digitized via 2016 image,,,20160725,Residential,1001884646,,No,,,,Concrete,20180227,Surrey,,In Service,,1.5,1982,
377,,,,,Commercial,1001072618,,No,,,Arterial,,20180305,Surrey,,In Service,,,1973,
378,,,,,Commercial,1001062503,,No,,,Arterial,Concrete,20180305,Surrey,,In Service,,1.5,1973,
379,,,,,Commercial,1001061471,,No,,,Arterial,Concrete,20180305,Surrey,,In Service,,2,1974,
380,,,,,Residential,1001061127,,No,,,Arterial,,20180307,Surrey,,In Service,,,1994,
381,,,,,Residential,1001066083,,No,,,,,20180307,Surrey,,In Service,,,1977,
382,,,,,Residential,1001067925,,No,,,Arterial,Asphalt,20180307,Surrey,,In Service,,1.5,1996,
383,,,,,Residential,1001072345,Final AB,No,,,,Concrete,20180307,Surrey,,In Service,,1.5,1986,
384,,,,,Residential,1001073795,,No,,,,,20180307,Surrey,,In Service,,,1994,
385,,,,20130607,Residential,1001073606,,No,,,Arterial,Concrete,20180307,Surrey,,In Service,,,1983,
386,,,,,Residential,1001070377,,No,,,Arterial,Concrete,20180305,Surrey,,In Service,,1.5,1990,
387,,,,,Residential,1001060949,,No,,,Collector,,20180305,Surrey,,In Service,,,1973,
388,,,,,Residential,1001072972,,No,,,Arterial,,20180307,Surrey,,In Service,,,1985,
389,,,,,Residential,1001072703,,No,,,,,20180313,Surrey,,In Service,,,1993,
390,,,,,Residential,1001073308,,No,,,,,20180313,Surrey,,In Service,,,1986,
391,,,,20120210,Residential,1001360412,,No,1001360411,,,Concrete,20180419,Surrey,,In Service,,1.5,2006,
392,,,,,Residential,1001061119,,No,,,,,20180313,Surrey,,In Service,,,1978,
393,,,,,Residential,1001060835,Initial AB,No,,,Collector,Concrete,20180313,Surrey,,In Service,,1.5,1993,
394,,,,20120210,Residential,1001360416,,No,1001360412,,,Concrete,20180419,Surrey,,In Service,,1.5,2006,
395,,,,20101116,Residential,1001181805,Final AB,,,,,Concrete,20170714,Surrey,7803-0335-00,In Service,,1.5,2006,
396,,,,20170714,Residential,1001940403,Final AB,,1001181805,0,,Concrete,20170714,Surrey,7803-0335-00,In Service,,,2006,0
397,,,,,Residential,1001070465,,No,,,,,20180313,Surrey,,In Service,,,1975,
398,,,,,Residential,1001067810,,No,,,,,20180313,Surrey,,In Service,,,1982,
399,,,,,Residential,1001072976,,No,,,,,20180313,Surrey,,In Service,,,1974,
400,,,,,Residential,1001061925,,No,,,,,20180313,Surrey,,In Service,,,1974,
401,,,,,Residential,1001073330,,No,,,,,20180313,Surrey,,In Service,,,1990,
402,,,,,Residential,1001071192,,No,,,,,20180313,Surrey,,In Service,,,1973,
403,,,,,Residential,1001064742,,No,,,,,20180313,Surrey,,In Service,,,1982,
404,,,,,Residential,1001075012,,No,,,,,20180313,Surrey,,In Service,,,1974,
405,,,,,City Facility,1001064878,,No,,,,Concrete,20180313,Surrey,,In Service,,1.5,2004,
406,,,,,Residential,1001060914,,No,,,Arterial,,20180313,Surrey,,In Service,,,1984,
407,,,,,Residential,1001068590,,No,,,,Concrete,20180313,Surrey,,In Service,,1.5,2004,
408,,9,,,,1001071511,,No,,,,,20180313,Surrey,,In Service,,,1994,
409,,,,20091009,Residential,1001133950,Final AB,No,,,,Concrete,20180313,Surrey,7805-0305-00,In Service,,2,2009,
410,,,,,Residential,1001068437,,No,,,,,20180313,Surrey,,In Service,,,1990,
411,,,,20091009,Residential,1001133922,Final AB,No,,,,Concrete,20180313,Surrey,7805-0305-00,In Service,,2,2009,
412,,,,,Residential,1001061209,,No,,,,,20180313,Surrey,,In Service,,,1990,
413,,,,,Residential,1001069716,,No,,,,,20180313,Surrey,,In Service,,,1994,
414,,,,20091009,Residential,1001133905,Final AB,No,,,,Concrete,20180313,Surrey,7805-0305-00,In Service,,2,2009,
415,,,,20091009,Residential,1001133913,Final AB,No,,,,Concrete,20180313,Surrey,7805-0305-00,In Service,,2,2009,
416,,,,20091009,Residential,1001133915,Final AB,No,,,,Concrete,20180313,Surrey,7805-0305-00,In Service,,2,2009,
417,,,,20091009,Residential,1001133908,Final AB,No,,,,Concrete,20180313,Surrey,7805-0305-00,In Service,,2,2009,
418,,,,20091009,Residential,1001133906,Initial AB,No,,,,Concrete,20180313,Surrey,7805-0305-00,In Service,,2,2009,
419,,,,20101216,Residential,1001184908,,,,,,,20180313,Surrey,,In Service,,,1982,
420,W/ 1.1m BLVD,,,,Commercial,1001065566,Final AB,No,,,Arterial,Concrete,20180306,Surrey,1706-3090-00,In Service,,1.5,2009,
421,,,20180321,20170929,Residential,1001948439,EC,,,,,Concrete,20180322,Surrey,7816-0069-00,Proposed,,1.5,,
422,,,,20130719,Residential,1001606704,EC,No,,,,Concrete,20180419,Surrey,7811-0242-00,In Service,,1.7999999523162842,2013,
423,Digitized Via 2013 Air Photo,,20180320,20171003,Residential,1001949130,,No,1001065422,0,,Concrete,20180322,Surrey,,In Service,,1.5,2004,0
424,,,,20101015,Residential,1001176548,EC,No,,,,Concrete,20180228,Surrey,7807-0375-00,In Service,,2,2009,
425,,9,,20140616,Residential,1001753212,EC,No,,,,Concrete,20180228,Surrey,7812-0091-00,Proposed,,2,1972,
426,,,,20110117,Commercial,1001187037,Final AB,No,1001063487,,Arterial,Concrete,20180228,Surrey,,In Service,,1.5,1973,
427,,,,20110117,Commercial,1001187040,Final AB,No,1001063487,,Arterial,Concrete,20180228,Surrey,7808-0078-00,In Service,,6.5,2010,
428,,9,,20140619,Residential,1001753872,EC,No,,,,Concrete,20180228,Surrey,7812-0349-00,In Service,,2,1962,
429,,9,,20140619,Residential,1001753877,EC,No,,,,Concrete,20180228,Surrey,7812-0349-00,In Service,,1.5,1963,
430,,,,20110225,Residential,1001189935,Final AB,,,,Arterial,Asphalt,20180228,Surrey,1706-3020-00,In Service,,1.5,2009,
431,,,,20151203,Commercial,1001849673,,No,1001071718,0,Arterial,,20180228,Surrey,,In Service,,,1972,0
432,,,,20110225,Residential,1001189937,Final AB,,,,Arterial,Concrete,20180228,Surrey,1706-3020-00,In Service,,1.5,2009,
433,,,,20151203,Commercial,1001849677,,No,1001062166,0,Arterial,,20180228,Surrey,,In Service,,,1963,0
434,,,,20150311,Commercial,1001215009,Final AB,No,,,Arterial,Asphalt,20180228,Surrey,3896-6010-00,In Service,,1.5,2012,
435,,,,20120220,Residential,1001361180,,No,1001066395,,,Concrete,20180228,Surrey,,In Service,,1.5,1972,
436,Digitized from 2015 Ortho photos,,,20120220,Residential,1001361183,Initial AB,No,,,,Concrete,20180228,Surrey,,In Service,,1.5,1972,
437,,,,20130201,Residential,1001566018,Initial AB,No,,,Arterial,Concrete,20180228,Surrey,7804-0434-00,In Service,,4,2012,
438,Digitized Via 2012 Air Photo,,,20131212,Residential,1001721489,,No,1001065581,,Arterial,Asphalt,20180228,Surrey,,In Service,,1.5,2012,
439,,,,20140415,Residential,1001741733,Initial AB,No,,,Arterial,Concrete,20180228,Surrey,7813-0026-00,In Service,,1.7999999523162842,2015,
440,,,,20140523,Residential,1001750235,Final AB,No,,,Arterial,Asphalt,20180228,Surrey,7811-0228-00,In Service,,1.5,2014,
441,,,,20150331,Residential,1001814891,Initial AB,No,1001741733,0,Arterial,Concrete,20180228,Surrey,7813-0026-00,In Service,,1.5,2015,0
442,,,,20150625,City Facility,1001829458,,No,1001068676,0,Arterial,Concrete,20180228,Surrey,,In Service,,,1997,0
443,,,,20150625,City Facility,1001829462,Final AB,No,,,Arterial,Concrete,20180228,Surrey,1713-3120-00,In Service,,,2013,
444,,,,20150625,City Facility,1001829465,,No,,,Arterial,Concrete,20180228,Surrey,,In Service,,,1963,
445,,,,20150702,Commercial,1001829936,Final AB,No,1001151309,0,Arterial,Concrete,20180228,Surrey,1712-3060-00,In Service,,,2013,0
446,,,,20150702,Commercial,1001829925,Final AB,No,1001062504,0,Arterial,Concrete,20180228,Surrey,1712-3060-00,In Service,,,2013,0
447,,,,,School,1001070022,,No,,,,,20180420,Surrey,,In Service,,,1998,
448,,,,,Residential,1001073857,,No,,,,,20180420,Surrey,,In Service,,,2002,
449,,,,,Residential,1001064668,Initial AB,No,,,,,20180419,Surrey,,In Service,,,2002,
450,,,,20120823,Residential,1001422655,,No,1001422576,,Local,Concrete,20180426,Surrey,,In Service,,2.75,2013,
