,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,DESIGNATION,FACILITYID,GIS_ENTRY_STAGE,GREENWAY,LEGACYID,LIFECYCLE_COST,LOCATION,MATERIAL,MOD_DATE,OWNER,PROJECT_NO,STATUS,WARRANTYDATE,WIDTH,YR,YTD_COST
14648,,,,20151211,Residential,1001850244,Final AB,No,,,Local,Asphalt,20180413,Surrey,7809-0220-00,In Service,,1.5,2015,
14649,Temporary,,,20180314,Residential,1001896906,Initial AB,No,,,Local,Asphalt,20180413,Surrey,7814-0348-00,In Service,,1.5,2017,
14650,,,,20171218,Residential,1001892799,Initial AB,No,,,Local,Concrete,20180413,Surrey,7814-0357-00,In Service,,1.5,2017,
14651,,,,20180314,Residential,1001896907,Initial AB,No,,,Local,Asphalt,20180413,Surrey,7814-0348-00,In Service,,1.5,2017,
14652,,,,20180314,Residential,1001896918,Final AB,No,,,Local,Concrete,20180413,Surrey,7814-0348-00,In Service,,1.5,2017,
14653,Temporary,,,20180314,Residential,1001896934,Final AB,No,,,Local,Asphalt,20180413,Surrey,7814-0348-00,In Service,,1.5,2017,
14654,Temporary,,,20180314,Residential,1001896937,Final AB,No,,,Local,Asphalt,20180413,Surrey,7814-0348-00,In Service,,1.5,2017,
14655,,,,20180314,Residential,1001896938,Final AB,No,,,Local,Concrete,20180413,Surrey,7814-0348-00,In Service,,1.5,2017,
14656,Temporary,,,20180314,Residential,1001896940,Final AB,No,,,Local,Asphalt,20180413,Surrey,7814-0348-00,In Service,,1.5,2017,
14657,,,,20170929,Residential,1001871503,Initial AB,No,,,Local,Concrete,20180413,Surrey,7811-0248-00,In Service,,1.5,2017,
14658,Temporary,,,20170929,Residential,1001871515,Initial AB,No,,,Local,Asphalt,20180413,Surrey,7811-0248-00,In Service,,1.5,2017,
14659,,,,,Residential,1001066280,,No,,,,,20180809,Surrey,,In Service,,,1989,
14660,,,,,Residential,1001063720,Final AB,No,,,Arterial,Asphalt,20180809,Surrey,,In Service,,1.5,1979,
14661,,,,,Residential,1001061875,,No,,,Arterial,Concrete,20180809,Surrey,,In Service,,1.5,1979,
14662,,,,,Residential,1001071127,,No,,,Arterial,,20180809,Surrey,,In Service,,,1979,
14663,,,,20170227,City Facility,1001909279,Initial AB,No,1001595840,0,Local,Concrete,20180413,Surrey,7810-0090-00,In Service,,1.5,2013,0
14664,,,,20170227,City Facility,1001909292,Initial AB,No,1001756362,0,Local,Concrete,20180413,Surrey,7812-0016-00,In Service,,3,2013,0
14665,,,,20170227,Residential,1001909296,Final AB,No,1001419511,0,Local,Concrete,20180413,Surrey,7810-0293-00,In Service,,1.5,2013,0
14666,,,,20170227,City Facility,1001909297,Final AB,No,1001419511,0,Local,Concrete,20180413,Surrey,7810-0293-00,In Service,,1.5,2013,0
14667,,,,20170227,Residential,1001909301,Final AB,,1001178062,0,Local,Concrete,20180413,Surrey,7804-0241-00,In Service,,1.5,2010,0
14668,,,,20170227,Residential,1001909302,Final AB,,1001178062,0,Local,Concrete,20180413,Surrey,7804-0241-00,In Service,,1.5,2010,0
14669,,,,,Residential,1001063950,,No,,,,,20180809,Surrey,,In Service,,,1981,
14670,,,,20170224,City Facility,1001908878,Initial AB,No,1001884242,0,Local,Concrete,20180413,Surrey,3815-6090-00,In Service,,1.5,2015,0
14671,,,,,Residential,1001062168,,No,,,Collector,,20180809,Surrey,,In Service,,,1991,
14672,,,,,Residential,1001069389,,No,,,Arterial,Concrete,20180809,Surrey,,In Service,,1.5,1979,
14673,,,,20170227,School,1001909421,Final AB,No,1001884073,0,Local,Concrete,20180413,Surrey,3815-6080-00,In Service,,1.7999999523162842,2015,0
14674,,,,20170224,Residential,1001908909,Initial AB,No,1001214829,0,Local,Asphalt,20180413,Surrey,7809-0204-00,In Service,,3,2012,0
14675,,,,20170227,City Facility,1001909471,Final AB,No,1001804525,0,Local,Concrete,20180413,Surrey,7813-0280-00,In Service,,1.5,2015,0
14676,,,,20170224,Residential,1001908910,Initial AB,No,1001214829,0,Local,Asphalt,20180413,Surrey,7809-0204-00,In Service,,3,2012,0
14677,,,,20170224,City Facility,1001908950,Final AB,No,1001558588,0,Local,Concrete,20180413,Surrey,7811-0259-00,In Service,,1.5,2013,0
14678,,,,20170227,City Facility,1001909472,Final AB,No,1001804521,0,Local,Concrete,20180413,Surrey,7813-0280-00,In Service,,1.5,2015,0
14679,,,,20170228,Residential,1001909978,,No,1001071826,0,Local,Concrete,20180413,Surrey,,In Service,,1.5,2012,0
14680,,,,20170228,Residential,1001910017,,No,1001067369,0,Local,,20180413,Surrey,,In Service,,,2015,0
14681,,,,20170301,Residential,1001910410,Final AB,No,1001169449,0,Local,Concrete,20180413,Surrey,7807-0015-00,In Service,,1.5,2010,0
14682,,,20180215,,Residential,1001070276,,No,,,,,20180809,Surrey,,In Service,,,1986,
14683,,,,,Residential,1001071270,,No,,,,Concrete,20180809,Surrey,,In Service,,1.5,1981,
14684,,,,,Residential,1001064954,,No,,,,,20180809,Surrey,,In Service,,,1986,
14685,,,,,Residential,1001069041,,No,,,,,20180809,Surrey,,In Service,,,1983,
14686,,,,,Commercial,1001074416,,No,,,Arterial,,20180809,Surrey,,In Service,,,1979,
14687,,,,20170222,City Facility,1001908095,,No,1001072926,0,,,20180410,Surrey,,In Service,,,2005,0
14688,,,,20170227,Commercial,1001909295,,No,1001070872,0,Arterial,Concrete,20180410,Surrey,,In Service,,1.5,1994,0
14689,,,20180314,20170831,Residential,1001945091,,No,,,,Concrete,20180410,Surrey,,In Service,,1.5,1993,
14690,,9,20180314,20170831,,1001945092,,No,,,,Concrete,20180410,Surrey,,In Service,,1.5,1992,
14691,,9,,20170831,,1001945093,,No,,,,Concrete,20180410,Surrey,,In Service,,1.5,1993,
14692,,,20180314,20170831,Residential,1001945094,,No,,,,Concrete,20180410,Surrey,,In Service,,1.5,1992,
14693,,,20180314,20170831,Residential,1001945095,,No,,,,Concrete,20180410,Surrey,,In Service,,1.5,1972,
14694,,,,20170302,Commercial,1001911052,,No,1001074816,0,,Concrete,20180410,Surrey,,In Service,,1.5,2004,0
14695,,,20180314,20170831,Residential,1001945096,,No,,,Collector,Concrete,20180410,Surrey,,In Service,,1.5,1992,
14696,,,,20170831,Residential,1001945097,,No,,,,Concrete,20180410,Surrey,,In Service,,1.5,1994,
14697,,,,20170627,City Facility,1001938007,,No,1001070872,0,,Concrete,20180410,Surrey,,In Service,,1.5,1980,0
14698,,9,,20170831,,1001945253,,,,,,,20180410,Surrey,,In Service,,,2004,
14699,,,,20170831,Residential,1001945374,,,,0,Collector,Concrete,20180410,Surrey,,In Service,,1.5,2005,0
14700,,9,,20170831,,1001945473,,,,,,,20180410,Surrey,,In Service,,,2005,
14701,,,20180314,20170831,Residential,1001945613,,,,,,Concrete,20180410,Surrey,,In Service,,1.5,2005,
14702,,,,20170831,Residential,1001945641,,,,,Collector,Concrete,20180410,Surrey,,In Service,,1.5,2005,
14703,,,20180314,20170831,Residential,1001945696,,,,,,Concrete,20180410,Surrey,,In Service,,1.5,1993,
14704,,,,20170831,Residential,1001945742,,,,,,Concrete,20180410,Surrey,,In Service,,1.5,1994,
14705,Digitized Via 2013 Air Photo,,,20170929,Residential,1001948503,,No,1001060788,0,,Concrete,20180410,Surrey,,In Service,,1.5,2004,0
14706,,9,20180314,20170831,,1001945088,,No,,,,Concrete,20180410,Surrey,,In Service,,1.5,1980,
14707,,,20180314,20170831,Residential,1001945089,,,,,,Concrete,20180410,Surrey,,In Service,,1.5,,
14708,,,,20171002,Residential,1001948731,,No,1001073689,0,,,20180410,Surrey,,In Service,,,1999,0
14709,,,20180314,20171002,Residential,1001948732,,No,1001074432,0,,,20180410,Surrey,,In Service,,,1994,0
14710,,,,20171208,Residential,1001970995,EC,No,,,,Concrete,20180410,Surrey,7815-0347-00,Proposed,,1.5,,
14711,,9,20180314,20170831,,1001945090,,No,,,,Concrete,20180410,Surrey,,In Service,,1.5,1984,
14712,,,,20110316,Commercial,1001191636,Final AB,No,,,Highway,Concrete,20180410,Provincial,MOTH 71101-1004,In Service,,1.5,2009,
14713,,,,,Commercial,1001074816,,No,,,Arterial,Concrete,20180410,Surrey,,In Service,,1.5,1997,
14714,,,,20101025,Residential,1001178217,Final AB,,,,Collector,Concrete,20180410,Surrey,7804-0241-00,In Service,,1.5,2010,
14715,,,,20101025,Residential,1001178222,Final AB,,,,Collector,Concrete,20180410,Surrey,,In Service,,1.5,2006,
14716,,,,20101025,Residential,1001178234,Final AB,,,,Collector,Concrete,20180410,Surrey,,In Service,,1.5,2006,
14717,,,,20101025,Residential,1001178235,Final AB,,,,Collector,Asphalt,20180410,Surrey,,In Service,,1.5,2006,
14718,,,20180214,20101025,Residential,1001178237,Final AB,,1001178217,,,Concrete,20180410,Surrey,,In Service,,1.5,2006,
14719,,,,20150825,Residential,1001835604,Final AB,No,,,Local,Asphalt,20180413,Surrey,3810-6130-00,In Service,,,2015,
14720,,,,20180604,Residential,1001896622,Final AB,No,,,Collector,Concrete,20180604,Surrey,7810-0266-00,In Service,,1.7999999523162842,2017,
14721,,,,20180604,Residential,1001896636,Final AB,No,,,,Concrete,20180604,Surrey,7810-0266-00,In Service,,1.5,2017,
14722,,,,20150901,Commercial,1001836602,Final AB,No,,,Local,Concrete,20180413,Surrey,1713-3100-00,In Service,,1.5,2015,
14723,,,,20170410,Commercial,1001834752,Final AB,No,,,Arterial,Concrete,20180413,Surrey,1712-6180-00,In Service,,1.7999999523162842,2015,
14724,Wheelchar Let-down,,,20180221,Residential,1001884623,Final AB,No,,,Local,Concrete,20180413,Surrey,7815-0052-00,In Service,,2,2017,
14725,,,20180221,20171026,Residential,1001884961,Final AB,No,,,Local,Concrete,20180413,Surrey,7813-0202-00,In Service,,1.5,2017,
14726,,,,20171124,Residential,1001885397,Initial AB,No,,,Collector,Concrete,20180413,Surrey,7815-0381-00,In Service,,,2017,
14727,,,,20180604,Residential,1001896637,Final AB,No,,,Collector,Concrete,20180604,Surrey,7810-0266-00,In Service,,,2017,
14728,,,,20180411,Residential,1001886134,Initial AB,No,,,Arterial,Concrete,20180413,Surrey,7815-0130-00,In Service,,1.7999999523162842,2017,
14729,,,,20170207,Residential,1001905396,Initial AB,No,,,Collector,Concrete,20180604,Surrey,3814-4050-00,In Service,,1.7999999523162842,2016,
14730,,,,20171004,Residential,1001949430,,No,1001070564,0,,,20180604,Surrey,,In Service,,,2004,0
14731,Temporary,,,20170829,Residential,1001886187,Initial AB,No,,,Local,Asphalt,20180413,Surrey,7814-0346-00,In Service,,,2017,
14732,,,,20180423,Residential,1001996827,EC,,,,,Concrete,20180601,Surrey,7815-0439-00,Proposed,,1.5,,
14733,,,,20170829,Residential,1001886189,Initial AB,No,,,Local,Concrete,20180413,Surrey,7814-0346-00,In Service,,1.5,2017,
14734,Temporary,,,20170829,Residential,1001886190,Initial AB,No,,,Local,Asphalt,20180413,Surrey,7814-0346-00,In Service,,,2017,
14735,,,,20180601,Residential,1002051128,EC,,1002051125,0,,Asphalt,20180601,Surrey,7816-0165-00,Proposed,,1.5,,0
14736,,,,20160808,Residential,1001886264,Final AB,No,,,Local,Concrete,20180413,Surrey,7812-0204-00,In Service,,,2014,
14737,,,,20160808,Residential,1001886265,Final AB,No,,,Local,Concrete,20180413,Surrey,7812-0204-00,In Service,,,2014,
14738,,,,20171030,Residential,1001886310,Final AB,No,,,Local,Concrete,20180413,Surrey,7815-0031-00,In Service,,1.7999999523162842,2017,
14739,,,,20171031,Residential,1001886315,Final AB,No,,,Local,Concrete,20180413,Surrey,7815-0031-00,In Service,,1.5,2017,
14740,Temporary,,,20171031,Residential,1001886316,Final AB,No,,,Local,Asphalt,20180413,Surrey,7815-0031-00,In Service,,1.5,2017,
14741,,,,20160812,Residential,1001886659,EC,No,,,Local,Concrete,20180413,Surrey,7814-0263-00,In Service,,1.5,2016,
14742,,,,20160812,Residential,1001886660,EC,No,,,Local,Concrete,20180413,Surrey,7814-0263-00,In Service,,1.5,2016,
14743,,,,20160812,Residential,1001886661,EC,No,,,Local,Concrete,20180413,Surrey,7814-0263-00,In Service,,,2016,
14744,,,,20160812,Residential,1001886662,EC,No,,,Local,Concrete,20180413,Surrey,7814-0263-00,In Service,,,2016,
14745,,,,20180423,Residential,1001996830,EC,,,,,Concrete,20180601,Surrey,7815-0439-00,Proposed,,1.5,,
14746,,,,20180601,Residential,1002051125,EC,,,,,Concrete,20180601,Surrey,7816-0165-00,Proposed,,1.5,,
14747,,,,20180314,Residential,1001896945,Final AB,No,,,Local,Concrete,20180413,Surrey,7814-0348-00,In Service,,,2017,
14748,Wheelchair Let-downs,,,20171218,Residential,1001892807,Initial AB,No,,,Local,Concrete,20180413,Surrey,7814-0357-00,In Service,,,2017,
14749,Wheelchair Let-downs,,,20171218,Residential,1001892870,Initial AB,No,,,Local,Concrete,20180413,Surrey,7814-0357-00,In Service,,1.5,2017,
14750,,,,20160922,Residential,1001892929,EC,No,,,Arterial,Concrete,20180413,Surrey,1716-7100-00,In Service,,1.5,2011,
14751,BUS PAD,,,20160922,Residential,1001892930,EC,No,,,Arterial,Concrete,20180413,Surrey,1716-7100-00,In Service,,3,2011,
14752,,,,20160922,Residential,1001892931,EC,No,,,Arterial,Concrete,20180413,Surrey,1716-7100-00,In Service,,1.5,2011,
14753,,,,20160922,Residential,1001892950,EC,No,,,Arterial,Concrete,20180413,Surrey,1716-7100-00,In Service,,,2011,
14754,,,,20170418,Residential,1001893051,Final AB,No,,,Collector,Concrete,20180413,Surrey,7813-0041-00,In Service,,1.5,2017,
14755,,,,20160929,Residential,1001893403,Final AB,,1001211524,0,Local,Concrete,20180413,Surrey,7806-0389-00,In Service,,1.5,2011,0
14756,Digitized via 2016 image,,,20160929,Residential,1001893405,,No,,,Local,Concrete,20180413,Surrey,,In Service,,,2013,
14757,,,,20160930,Residential,1001893543,EC,No,,,Local,Concrete,20180413,Surrey,1716-6090-00,In Service,,3.200000047683716,2018,
14758,Temporary,,,20100531,Residential,1001162295,Final AB,,,,Local,Asphalt,20180809,Surrey,7804-0378-00,In Service,,,2010,
14759,,,,,Residential,1001064548,,No,,,Arterial,Concrete,20180809,Surrey,,In Service,,1.5,1979,
14760,Digitized via 2016 Air Photo,,,20161031,Commercial,1001895717,,No,,,Local,Concrete,20180413,Surrey,,In Service,,,2014,
14761,,,,,Commercial,1001073077,,No,,,Collector,Concrete,20180809,Surrey,,In Service,,1.5,1984,
14762,,,,20170912,Residential,1001896168,Final AB,No,,,Local,Concrete,20180413,Surrey,7815-0169-00,In Service,,1.5,2017,
14763,,,,20161115,Residential,1001896808,Final AB,No,,,Local,Concrete,20180413,Surrey,7813-0083-00,In Service,,,2015,
14764,,,,20180314,Residential,1001896904,Initial AB,No,,,Local,Concrete,20180413,Surrey,7814-0348-00,In Service,,1.5,2017,
14765,,,,20130510,Residential,1001594891,Final AB,No,,,Local,Concrete,20180413,Surrey,7811-0163-00,In Service,,1.5,2013,
14766,,,,20130510,Residential,1001594892,Final AB,No,,,Local,Concrete,20180413,Surrey,7811-0163-00,In Service,,1.5,2013,
14767,,,,20130513,Residential,1001594914,Final AB,No,,,Local,Concrete,20180413,Surrey,7811-0163-00,In Service,,1.5,2013,
14768,,,,20130513,Residential,1001594915,Final AB,No,,,Local,Concrete,20180413,Surrey,7811-0163-00,In Service,,1.5,2013,
14769,,,,20130513,Residential,1001594919,Final AB,No,1001594892,,Local,Concrete,20180413,Surrey,7811-0163-00,In Service,,1.5,2013,
14770,,,,20150216,Commercial,1001594866,Final AB,No,1001594863,,Local,Concrete,20180413,Private,7807-0129-00,In Service,,1.5,2014,
14771,,,,20130513,Residential,1001594936,Final AB,,,,Local,Concrete,20180413,Surrey,7811-0163-00,In Service,,1.5,2013,
14772,,,,20130513,Residential,1001594938,Final AB,No,,,Local,Concrete,20180413,Surrey,7811-0163-00,In Service,,1.5,2013,
14773,,,,20100531,Residential,1001162305,Final AB,No,,,Local,Concrete,20180809,Surrey,7804-0378-00,In Service,,1.5,2010,
14774,,,,,Residential,1001062634,,No,,,Arterial,Concrete,20180809,Surrey,,In Service,,1.5,2000,
14775,,,,20170301,Residential,1001910584,,No,1001067959,0,Local,,20180413,Surrey,,In Service,,,2015,0
14776,,,,20170301,Residential,1001910618,,No,1001074726,0,Local,Concrete,20180413,Surrey,,In Service,,1.5,2010,0
14777,,,,20170302,Residential,1001910837,Final AB,No,1001723405,0,Local,Asphalt,20180413,Surrey,7811-0113-00,In Service,,3,2013,0
14778,,,,20170302,Residential,1001910946,Initial AB,No,1001191716,0,Local,Concrete,20180413,Surrey,,In Service,,1.5,2013,0
14779,,,,20140730,Residential,1001705262,Final AB,No,,,Local,Concrete,20180413,Surrey,7811-0330-00,In Service,,2.5,2014,
14780,,,,20141016,Commercial,1001708145,Final AB,No,,,Local,Concrete,20180413,Surrey,7812-0160-00,In Service,,1.5,2014,
14781,,,,20130923,Residential,1001709190,Final AB,No,1001435212,,Local,Concrete,20180413,Surrey,7810-0288-00,In Service,,1.5,2013,
14782,Temporary,,,20170731,Residential,1001709246,Final AB,No,,,Local,Asphalt,20180413,Surrey,7811-0247-00,In Service,,1.5,2015,
14783,,,,20130909,Residential,1001705846,Final AB,No,,,Local,Concrete,20180413,Surrey,7806-0351-00,In Service,,1.5,2013,
14784,,,,20130926,Residential,1001709610,Final AB,No,,,Local,Concrete,20180413,Surrey,7812-0037-00,In Service,,1.5,2013,
14785,,,,20130909,Residential,1001705876,Final AB,No,1001705846,,Local,Concrete,20180413,Surrey,7806-0351-00,In Service,,1.5,2013,
14786,,,,20130926,Residential,1001709613,Final AB,No,,,Local,Concrete,20180413,Surrey,7812-0037-00,In Service,,1.5,2013,
14787,,,,20130930,Residential,1001712542,Final AB,No,,,Local,Concrete,20180413,Surrey,7812-0037-00,In Service,,1.5,2013,
14788,,,,20130913,Residential,1001707325,Final AB,No,,,Local,Concrete,20180413,Surrey,7811-0259-00,In Service,,1.5,2013,
14789,,,,20130930,Residential,1001712546,Final AB,No,,,Local,Concrete,20180413,Surrey,7812-0037-00,In Service,,1.5,2013,
14790,,,,20130930,Residential,1001712552,Final AB,No,,,Local,Concrete,20180413,Surrey,7812-0037-00,In Service,,1.5,2013,
14791,,,,20130913,Residential,1001707326,Final AB,No,,,Local,Concrete,20180413,Surrey,7811-0259-00,In Service,,1.5,2013,
14792,,,,20140926,Residential,1001713508,Final AB,No,1001713507,,Local,Concrete,20180413,Surrey,7812-0283-00,In Service,,1.5,2014,
14793,,,,20131011,Commercial,1001714074,Final AB,No,,,Local,Concrete,20180413,Surrey,1711-7060-00,In Service,,1.5,2013,
14794,,,,20131016,Residential,1001714129,Initial AB,No,,,Local,Concrete,20180413,Surrey,7803-0313-00,In Service,,2,2013,
14795,Width Tapers from 1.5m to 3.0m,,,20131017,Residential,1001714176,Final AB,No,1001603829,,Local,Concrete,20180413,Surrey,7812-0018-00,In Service,,,2013,
14796,,,20180214,20141016,Commercial,1001708088,Final AB,No,,,Local,Concrete,20180413,Surrey,7812-0160-00,In Service,,1.5,2014,
14797,,,,20131018,Residential,1001714388,Final AB,No,1001358878,,Local,Concrete,20180413,Surrey,7810-0146-00,In Service,,1.5,2013,
14798,,,,20131018,Residential,1001714392,Final AB,No,1001358992,,Local,Concrete,20180413,Surrey,7810-0146-00,In Service,,1.5,2013,
14799,,,,20101116,Residential,1001181806,Final AB,,,,,Concrete,20180410,Surrey,7803-0335-00,In Service,,1.5,2006,
14800,,,20180214,20101116,Residential,1001181810,Final AB,,1001181809,,,Concrete,20180410,Surrey,7803-0335-00,In Service,,1.5,2006,
14801,,,,20141009,Residential,1001727239,Final AB,No,,,Collector,Concrete,20180410,Surrey,7812-0356-00,In Service,,1.5,2014,
14802,,,,20140131,Residential,1001727251,Initial AB,No,,,Collector,Concrete,20180410,Surrey,,In Service,,1.5,2005,
14803,,,,20170302,Residential,1001911079,,No,1001065154,0,Collector,,20180410,Surrey,,In Service,,,2005,0
14804,,,20180214,20170612,Residential,1001935335,Initial AB,No,,,Arterial,Concrete,20180410,Surrey,7805-0019-00,In Service,,1.5,2009,
14805,,,20180214,20170612,Residential,1001935375,Initial AB,No,,,Arterial,Asphalt,20180410,Surrey,7805-0019-00,In Service,,1.5,2009,
14806,,,,20170913,Residential,1001946663,Final AB,No,1001072987,0,,Concrete,20180410,Surrey,,In Service,,1.5,2006,0
14807,,,,20170913,Residential,1001946664,Final AB,No,1001072987,0,,Concrete,20180410,Surrey,,In Service,,1.5,2006,0
14808,,,,20170913,Residential,1001946665,Final AB,No,1001072239,0,,Concrete,20180410,Surrey,,In Service,,1.5,2005,0
14809,,,,20180226,Residential,1001986097,,No,,,,Concrete,20180410,Surrey,,In Service,,1.5,,
14810,,,,20180226,Residential,1001986098,,No,,,,Concrete,20180410,Surrey,,In Service,,1.5,,
14811,,,,20180226,Residential,1001986099,,No,,,,Concrete,20180410,Surrey,,In Service,,1.5,,
14812,,,,,Residential,1001062752,,No,,,,,20180410,Surrey,,In Service,,,2005,
14813,,,,,Residential,1001071094,Final AB,No,,,,Concrete,20180410,Surrey,,In Service,,1.5,2006,
14814,,,,,Residential,1001071918,,No,,,,,20180410,Surrey,,In Service,,,2005,
14815,,,20180214,,Residential,1001065149,Final AB,No,,,,Concrete,20180410,Surrey,,In Service,,1.5,2006,
14816,Digitized Via 2013 Air Photo,,,,Commercial,1001071726,,No,,,Arterial,Concrete,20180412,Surrey,,In Service,,2.4000000953674316,1992,
14817,,,,,Residential,1001074352,,No,,,,,20180410,Surrey,,In Service,,,2005,
14818,,,,,Residential,1001068797,,No,,,Collector,,20180410,Surrey,,In Service,,,2005,
14819,,,,,Residential,1001074943,Final AB,No,,,,Concrete,20180410,Surrey,,In Service,,1.5,2006,
14820,,,,,Residential,1001072239,Final AB,No,,,,Concrete,20180410,Surrey,,In Service,,1.5,2005,
14821,,,,,Residential,1001067862,Final AB,No,,,,Concrete,20180410,Surrey,,In Service,,1.5,2006,
14822,,,20180214,,Residential,1001072987,Final AB,No,,,,Concrete,20180410,Surrey,,In Service,,1.5,2006,
14823,,,,,Residential,1001065307,,No,,,,,20180410,Surrey,,In Service,,,2005,
14824,,,,,Residential,1001067241,Final AB,No,,,,Concrete,20180410,Surrey,,In Service,,1.5,2006,
14825,,,,,Residential,1001065154,,No,,,,,20180410,Surrey,,In Service,,,2005,
14826,,,,20170301,Commercial,1001910489,,No,1001067962,0,Arterial,Concrete,20180412,Surrey,,In Service,,2.4000000953674316,2000,0
14827,,,20180327,,Commercial,1001067962,,No,,,Collector,Concrete,20180412,Surrey,,In Service,,2,1975,
14828,,,,20180226,Residential,1001887212,Final AB,No,,,Local,Concrete,20180413,Surrey,7815-0084-00,In Service,,1.5,2017,
14829,,,,20180226,Residential,1001887215,Final AB,No,,,Local,Concrete,20180413,Surrey,7815-0084-00,In Service,,,2017,
